panel,dataset,problem_type,model,seed,method,family,split,alpha,selected_alpha,invariant_feature_fraction,raw_fallback,raw_disagreement,method_disagreement,maximum_method_disagreement,disagreement_reduction,inference_passes,inference_multiplier,raw_task_error,method_task_error,raw_loss,method_loss,trivial_loss,absolute_task_difference,relative_task_difference,safety_denominator,normalized_excess_risk,denominator_sensitive,tau,selected_candidate,selection_key,selected_features,selected_blocks,invariant_dimension_fraction,input_dimension,raw_input_dimension,input_dimension_ratio,fit_seconds,predict_seconds
guarded_new_untouched_prospective,bank32nh,regression,tabm_d,0,Raw,fixed,validation,0.0,0.0,,True,0.24896704248395637,0.24896704248395637,0.2741459788657956,0.0,1,1.0,0.08724049396178764,0.08724049396178764,0.08724049396178764,0.08724049396178764,0.11356964071464133,0.0,0.0,0.026329146752853694,0.0,False,,,,,,,,,,,
guarded_new_untouched_prospective,bank32nh,regression,tabm_d,0,Raw,fixed,test,0.0,0.0,,True,0.23126843765545335,0.23126843765545335,0.25590987820710337,0.0,1,1.0,0.08920089132286257,0.08920089132286257,0.08920089132286257,0.08920089132286257,0.12041162161748488,0.0,0.0,0.031210730294622305,0.0,False,,,,,,,,,,,
guarded_new_untouched_prospective,bank32nh,regression,tabm_d,0,Raw+Gram@0.5,fixed,validation,0.5,0.5,,False,0.24896704248395637,0.12448352124197819,0.1370729894328978,0.5,2,2.0,0.08724049396178764,0.08714988664860476,0.08724049396178764,0.08714988664860476,0.11356964071464133,-9.060731318287496e-05,-0.0010385923906226623,0.026329146752853694,-0.0034413311617496473,False,,,,,,,,,,,
guarded_new_untouched_prospective,bank32nh,regression,tabm_d,0,Raw+Gram@0.5,fixed,test,0.5,0.5,,False,0.23126843765545335,0.11563421882772668,0.12795493910355168,0.5,2,2.0,0.08920089132286257,0.08948037144023342,0.08920089132286257,0.08948037144023342,0.12041162161748488,0.00027948011737084777,0.003133153864564757,0.031210730294622305,0.008954616400597424,False,,,,,,,,,,,
guarded_new_untouched_prospective,bank32nh,regression,tabm_d,0,Raw+Gram@0.75,fixed,validation,0.75,0.75,,False,0.24896704248395637,0.062241760620989094,0.0685364947164489,0.75,2,2.0,0.08724049396178764,0.08753776235464934,0.08724049396178764,0.08753776235464934,0.11356964071464133,0.0002972683928617048,0.0034074588457959887,0.026329146752853694,0.011290468151212886,False,,,,,,,,,,,
guarded_new_untouched_prospective,bank32nh,regression,tabm_d,0,Raw+Gram@0.75,fixed,test,0.75,0.75,,False,0.23126843765545335,0.05781710941386334,0.06397746955177584,0.75,2,2.0,0.08920089132286257,0.09006220999820219,0.08920089132286257,0.09006220999820219,0.12041162161748488,0.0008613186753396174,0.00965594247508217,0.031210730294622305,0.027596876689810267,False,,,,,,,,,,,
guarded_new_untouched_prospective,bank32nh,regression,tabm_d,0,PureGram,fixed,validation,1.0,1.0,,False,0.24896704248395637,0.0,0.0,1.0,1,1.0,0.08724049396178764,0.08821029046919877,0.08724049396178764,0.08821029046919877,0.11356964071464133,0.0009697965074111359,0.011116357363083227,0.026329146752853694,0.036833571422363855,False,,,,,,,,,,,
guarded_new_untouched_prospective,bank32nh,regression,tabm_d,0,PureGram,fixed,test,1.0,1.0,,False,0.23126843765545335,0.0,0.0,1.0,1,1.0,0.08920089132286257,0.09093219292854512,0.08920089132286257,0.09093219292854512,0.12041162161748488,0.0017313016056825503,0.019409016883206974,0.031210730294622305,0.05547135838666545,False,,,,,,,,,,,
guarded_new_untouched_prospective,bank32nh,regression,tabm_d,0,GuardedGram-G2-g0p0-t01,G2,validation,0.5,0.5,,False,0.24896704248395637,0.12448352124197819,0.1370729894328978,0.5,2,2.0,0.08724049396178764,0.08714988664860476,0.08724049396178764,0.08714988664860476,0.11356964071464133,-9.060731318287496e-05,-0.0010385923906226623,0.026329146752853694,-0.0034413311617496473,False,,,,,,,,,,,
guarded_new_untouched_prospective,bank32nh,regression,tabm_d,0,GuardedGram-G2-g0p0-t01,G2,test,0.5,0.5,,False,0.23126843765545335,0.11563421882772668,0.12795493910355168,0.5,2,2.0,0.08920089132286257,0.08948037144023342,0.08920089132286257,0.08948037144023342,0.12041162161748488,0.00027948011737084777,0.003133153864564757,0.031210730294622305,0.008954616400597424,False,,,,,,,,,,,
guarded_new_untouched_prospective,bank32nh,regression,tabm_d,0,SafeGram-t01,safety_reference,validation,0.0,0.0,,True,0.24896704248395637,0.24896704248395637,0.2741459788657956,0.0,1,1.0,0.08724049396178764,0.08724049396178764,0.08724049396178764,0.08724049396178764,0.11356964071464133,0.0,0.0,0.026329146752853694,0.0,False,,,,,,,,,,,
guarded_new_untouched_prospective,bank32nh,regression,tabm_d,0,SafeGram-t01,safety_reference,test,0.0,0.0,,True,0.23126843765545335,0.23126843765545335,0.25590987820710337,0.0,1,1.0,0.08920089132286257,0.08920089132286257,0.08920089132286257,0.08920089132286257,0.12041162161748488,0.0,0.0,0.031210730294622305,0.0,False,,,,,,,,,,,
guarded_new_untouched_prospective,bank32nh,regression,tabm_d,0,SafeRankGram-t01,safety_reference,validation,0.25,0.25,,False,0.24896704248395637,0.18672528186296727,0.2056094841493467,0.25,2,2.0,0.08724049396178764,0.0868682508200862,0.08724049396178764,0.0868682508200862,0.11356964071464133,-0.0003722431417014366,-0.00426686192153478,0.026329146752853694,-0.014138063234468123,False,,,,,,,,,,,
guarded_new_untouched_prospective,bank32nh,regression,tabm_d,0,SafeRankGram-t01,safety_reference,test,0.25,0.25,,False,0.23126843765545335,0.17345132824159004,0.19193240865532757,0.2499999999999999,2,2.0,0.08920089132286257,0.08875021162751809,0.08920089132286257,0.08875021162751809,0.12041162161748488,-0.0004506796953444858,-0.005052412466521786,0.031210730294622305,-0.014439895865626034,False,,,,,,,,,,,
