dataset,problem_type,model,seed,feature,feature_index,empirical_rank,block_dimension,spectrum_entropy,largest_nonzero_singular_value,smallest_nonzero_singular_value,condition_proxy,mean_gram_diagonal,embedding_type,raw_input_block_orbit_relative_frobenius,raw_loss,method_loss,trivial_loss,absolute_task_difference,relative_task_difference,safety_denominator,normalized_excess_risk,denominator_sensitive,raw_one_block_orbit_disagreement,basis_disagreement_benefit,gram_one_block_validation_loss,gram_one_block_fit_seconds,raw_one_block_fit_seconds,selection_split
space-ga,regression,catboost,0,POP,0,8,8,0.9321023734315906,32.76157091924422,0.45102999354235107,72.63723341753314,1.5548351861653584,RBF,1.4593131104864554,0.1264966253169752,0.12526055011698736,0.19926366369044726,-0.001236075199987835,-0.009771606134871016,0.07276703837347206,-0.016986746027009645,False,0.07305762265410841,0.07305762265410841,0.12526055011698736,1.3133822898380458,10.884559922618791,validation_only
space-ga,regression,catboost,0,EDUCATION,1,8,8,0.9918550568353681,31.297016406146632,0.6552415340306115,47.76409122545718,1.4747926493897174,RBF,1.465149409304993,0.1264966253169752,0.12608117586420442,0.19926366369044726,-0.0004154494527707775,-0.0032842730130526756,0.07276703837347206,-0.005709308253532463,False,0.07343496022571847,0.07343496022571847,0.12608117586420442,1.1330891880206764,7.560368160018697,validation_only
space-ga,regression,catboost,0,HOUSES,2,8,8,1.008378039364714,30.58986218767057,0.708378084688662,43.18295956475709,1.4328973104247538,RBF,1.3986173584373698,0.1264966253169752,0.12470149214835671,0.19926366369044726,-0.0017951331686184846,-0.014191154618712084,0.07276703837347206,-0.024669592287171027,False,0.06900678509215699,0.06900678509215699,0.12470149214835671,1.00664720707573,7.610736500239,validation_only
space-ga,regression,catboost,0,INCOME,3,8,8,1.0180666840469577,30.368525726596403,0.7881191646579718,38.53291112363159,1.424014226664379,RBF,1.5196926175197922,0.1264966253169752,0.1268298312009059,0.19926366369044726,0.0003332058839307095,0.002634108879155964,0.07276703837347206,0.004579077167062263,False,0.07187575424905714,0.07187575424905714,0.1268298312009059,1.1238592250738293,7.748405697057024,validation_only
space-ga,regression,catboost,0,XCOORD,4,8,8,1.1875546568927415,28.091929367369055,1.0240423124080533,27.432391246910875,1.3997026228233347,RBF,1.3867197963728755,0.1264966253169752,0.127192307463845,0.19926366369044726,0.0006956821468697971,0.005499610326572405,0.07276703837347206,0.009560402105404566,False,0.09412111985255042,0.09412111985255042,0.127192307463845,1.180552365956828,8.269188783830032,validation_only
space-ga,regression,catboost,0,YCOORD,5,8,8,1.1107308255507076,31.801459461295742,0.5046949724330119,63.011246789300536,1.6368447088842215,RBF,1.3301065102231115,0.1264966253169752,0.12623110180832472,0.19926366369044726,-0.0002655235086504726,-0.0020990560656074728,0.07276703837347206,-0.003648953078008899,False,0.08283322967017692,0.08283322967017692,0.12623110180832472,1.133412767900154,7.625678262207657,validation_only
space-ga,regression,catboost,1,POP,0,8,8,0.9321023734315906,32.76157091924422,0.45102999354235107,72.63723341753314,1.5548351861653584,RBF,1.4593131104864554,0.12652275994907733,0.12564400302828355,0.19926366369044726,-0.0008787569207937829,-0.006945445397709183,0.07274090374136993,-0.012080643428877382,False,0.07092951471347134,0.07092951471347134,0.12564400302828355,1.8643892370164394,16.66437407885678,validation_only
space-ga,regression,catboost,1,EDUCATION,1,8,8,0.9918550568353681,31.297016406146632,0.6552415340306115,47.76409122545718,1.4747926493897174,RBF,1.465149409304993,0.12652275994907733,0.12464005301333156,0.19926366369044726,-0.0018827069357457704,-0.014880381494234865,0.07274090374136993,-0.025882369326063494,False,0.07247527800555258,0.07247527800555258,0.12464005301333156,2.1820353949442506,17.751748490845785,validation_only
space-ga,regression,catboost,1,HOUSES,2,8,8,1.008378039364714,30.58986218767057,0.708378084688662,43.18295956475709,1.4328973104247538,RBF,1.3986173584373698,0.12652275994907733,0.12484804662562232,0.19926366369044726,-0.0016747133234550071,-0.013236458990691027,0.07274090374136993,-0.02302299307978693,False,0.06968012615632865,0.06968012615632865,0.12484804662562232,3.4343907579313964,15.25524180661887,validation_only
space-ga,regression,catboost,1,INCOME,3,8,8,1.0180666840469577,30.368525726596403,0.7881191646579718,38.53291112363159,1.424014226664379,RBF,1.5196926175197922,0.12652275994907733,0.1263931844402284,0.19926366369044726,-0.0001295755088489281,-0.0010241280612364088,0.07274090374136993,-0.0017813293784420584,False,0.07015065933157225,0.07015065933157225,0.1263931844402284,2.5372472018934786,17.698380189714953,validation_only
space-ga,regression,catboost,1,XCOORD,4,8,8,1.1875546568927415,28.091929367369055,1.0240423124080533,27.432391246910875,1.3997026228233347,RBF,1.3867197963728755,0.12652275994907733,0.12531742725587772,0.19926366369044726,-0.0012053326931996122,-0.00952660765292136,0.07274090374136993,-0.01657021883430496,False,0.09500558899855366,0.09500558899855366,0.12531742725587772,2.831853060051799,17.539829834830016,validation_only
space-ga,regression,catboost,1,YCOORD,5,8,8,1.1107308255507076,31.801459461295742,0.5046949724330119,63.011246789300536,1.6368447088842215,RBF,1.3301065102231115,0.12652275994907733,0.12743292412058907,0.19926366369044726,0.0009101641715117403,0.007193679397114493,0.07274090374136993,0.012512412201363711,False,0.08073293847630761,0.08073293847630761,0.12743292412058907,2.0674650259315968,23.407539467094466,validation_only
