panel,dataset,problem_type,model,seed,method,family,split,global_alpha,gate_kind,gate_penalty,raw_disagreement,method_disagreement,maximum_method_disagreement,disagreement_reduction,inference_passes,single_model,fit_seconds,mean_inference_seconds,parameter_count,peak_gpu_memory_bytes,mean_gate,raw_loss,method_loss,trivial_loss,absolute_task_difference,relative_task_difference,safety_denominator,normalized_excess_risk,denominator_sensitive
guarded_development,steel-plates-fault,classification,controlled_mlp,0,DualViewGram-D1-a75,DualView-D1,validation,0.75,fixed,0.0,0.010918418126008255,0.12305363001720755,0.1765825867651286,-10.27028005312301,1,True,1.3048826910089701,0.003476903191767633,245506,78504960,0.75,2.678164835674249e-05,0.21943489735665128,0.6459857848778665,0.21940811570829455,8192.479894653565,0.6459590032295097,0.3396626018235691,False
guarded_development,steel-plates-fault,classification,controlled_mlp,0,DualViewGram-D1-a75,DualView-D1,test,0.75,fixed,0.0,0.014531851562611262,0.16126705654268048,0.2233025813156176,-10.09748856488471,1,True,1.3048826910089701,0.003476903191767633,245506,78504960,0.75,2.29065532434954e-05,0.19963741399466675,0.6455976337440515,0.19961450744142326,8714.296966441527,0.6455747271908081,0.3092043399995498,False
guarded_development,steel-plates-fault,classification,controlled_mlp,1,DualViewGram-D1-a75,DualView-D1,validation,0.75,fixed,0.0,0.00271712148573724,0.09756584945172325,0.13319314639716096,-34.907798000151104,1,True,1.7155797218438238,0.0033689683536067606,245506,78504960,0.75,0.00038530863263939785,0.1487365002188775,0.6459857848778665,0.1483511915862381,385.019122385137,0.6456004762452271,0.22978792154714564,False
guarded_development,steel-plates-fault,classification,controlled_mlp,1,DualViewGram-D1-a75,DualView-D1,test,0.75,fixed,0.0,0.02737617480997831,0.09904216921769446,0.13789035192640844,-2.6178235237449865,1,True,1.7155797218438238,0.0033689683536067606,245506,78504960,0.75,0.0014089876937921665,0.06423264385398403,0.6455976337440515,0.06282365616019187,44.5877962149602,0.6441886460502594,0.09752369363444258,False
guarded_development,cardiotocography,classification,controlled_mlp,0,DualViewGram-D1-a75,DualView-D1,validation,0.75,fixed,0.0,0.003227557726213482,0.004919702276972113,0.007177211552055545,-0.5242801815798437,1,True,4.067544406047091,0.002728748694062233,237290,78161408,0.75,0.001090302120824396,0.03348296087499082,2.018330722147358,0.03239265875416643,29.709800738233717,2.0172404200265337,0.016057906847682712,False
guarded_development,cardiotocography,classification,controlled_mlp,0,DualViewGram-D1-a75,DualView-D1,test,0.75,fixed,0.0,0.01785397249552305,0.009480486060897922,0.018205900328632476,0.4689985064514247,1,True,4.067544406047091,0.002728748694062233,237290,78161408,0.75,0.00264772893606118,0.10985274839187284,2.01796768586807,0.10720501945581166,40.489423972263644,2.0153199569320086,0.05319503689082382,False
guarded_development,cardiotocography,classification,controlled_mlp,1,DualViewGram-D1-a75,DualView-D1,validation,0.75,fixed,0.0,0.007738949067215886,0.005863750099082627,0.007432769407066962,0.24230666875390983,1,True,3.753424430033192,0.0027317363070324062,237290,78161408,0.75,0.004919322331532231,0.025104405546485485,2.018330722147358,0.020185083214953256,4.103224357869261,2.013411399815826,0.010025314854579477,False
guarded_development,cardiotocography,classification,controlled_mlp,1,DualViewGram-D1-a75,DualView-D1,test,0.75,fixed,0.0,0.008011484159554449,0.005443165209860412,0.007578333535102768,0.3205796702014414,1,True,3.753424430033192,0.0027317363070324062,237290,78161408,0.75,0.023697821142862237,0.14682837717698177,2.01796768586807,0.12313055603411954,5.195859791996377,1.9942698647252077,0.06174217352027521,False
guarded_development,california_housing,regression,controlled_mlp,0,DualViewGram-D1-a75,DualView-D1,validation,0.75,fixed,0.0,0.11997336364472916,0.03393370904819687,0.04802780134473253,0.7171563085562643,1,True,1.164606167934835,0.0012518315925262868,169473,73758208,0.75,61317.246253487836,59905.789495263045,109670.020675679,-1411.456758224791,-0.023018919544915223,48352.77442219116,-0.029190812214841863,False
guarded_development,california_housing,regression,controlled_mlp,0,DualViewGram-D1-a75,DualView-D1,test,0.75,fixed,0.0,0.12770834418141713,0.0351650635534562,0.04976058979952921,0.7246455290070775,1,True,1.164606167934835,0.0012518315925262868,169473,73758208,0.75,65288.85728446,64139.32848557153,113685.69177493482,-1149.5287988884666,-0.01760681449638538,48396.83449047482,-0.023752148482246497,False
