stage,dataset,problem_type,model,seed,embedding,k,split,condition,rotation_member,default_task_error,task_error,task_effect,disagreement,fit_seconds,source,interface_location
full,steel-plates-fault,classification,resnet_tabular,0,PLE,8,validation,default,-1,0.04450032804022093,0.04450032804022093,0.0,0.0,0.4462277968414128,frozen_safe_basis_embedding,between_numerical_embedding_and_backbone
full,steel-plates-fault,classification,resnet_tabular,0,PLE,8,validation,random_orthogonal,0,0.04450032804022093,0.048859520981236,0.004359192941015069,0.048128597683656474,0.4183009499683976,frozen_safe_basis_embedding,between_numerical_embedding_and_backbone
full,steel-plates-fault,classification,resnet_tabular,0,PLE,8,validation,random_orthogonal,1,0.04450032804022093,0.05857067776738376,0.014070349727162833,0.057571812077584536,0.2550683179870248,frozen_safe_basis_embedding,between_numerical_embedding_and_backbone
full,steel-plates-fault,classification,resnet_tabular,0,PLE,8,validation,random_orthogonal,2,0.04450032804022093,0.05273545346041384,0.008235125420192911,0.043506167310071744,0.2751316810026765,frozen_safe_basis_embedding,between_numerical_embedding_and_backbone
full,steel-plates-fault,classification,resnet_tabular,0,PLE,8,validation,random_orthogonal,3,0.04450032804022093,0.04340166295801319,-0.0010986650822077393,0.07431538562793166,0.29031558497808874,frozen_safe_basis_embedding,between_numerical_embedding_and_backbone
full,steel-plates-fault,classification,resnet_tabular,0,PLE,8,validation,random_orthogonal,4,0.04450032804022093,0.004378064577105547,-0.040122263463115385,0.0831663788028434,0.4129161238670349,frozen_safe_basis_embedding,between_numerical_embedding_and_backbone
full,steel-plates-fault,classification,resnet_tabular,0,PLE,8,validation,random_orthogonal,5,0.04450032804022093,0.051986130171735305,0.0074858021315143755,0.06143571783852138,0.3498605671338737,frozen_safe_basis_embedding,between_numerical_embedding_and_backbone
full,steel-plates-fault,classification,resnet_tabular,0,PLE,8,validation,random_orthogonal,6,0.04450032804022093,0.06136604150161371,0.016865713461392783,0.04664052696929156,0.31481423089280725,frozen_safe_basis_embedding,between_numerical_embedding_and_backbone
full,steel-plates-fault,classification,resnet_tabular,0,PLE,8,validation,random_orthogonal,7,0.04450032804022093,0.03300291677167268,-0.011497411268548252,0.09447484683084366,0.3397871449124068,frozen_safe_basis_embedding,between_numerical_embedding_and_backbone
full,steel-plates-fault,classification,resnet_tabular,0,PLE,8,test,default,-1,0.06003995206852454,0.06003995206852454,0.0,0.0,0.4462277968414128,frozen_safe_basis_embedding,between_numerical_embedding_and_backbone
full,steel-plates-fault,classification,resnet_tabular,0,PLE,8,test,random_orthogonal,0,0.06003995206852454,0.07239310034409431,0.01235314827556977,0.0982102779514829,0.4183009499683976,frozen_safe_basis_embedding,between_numerical_embedding_and_backbone
full,steel-plates-fault,classification,resnet_tabular,0,PLE,8,test,random_orthogonal,1,0.06003995206852454,0.040301654243788676,-0.019738297824735865,0.1043347619762609,0.2550683179870248,frozen_safe_basis_embedding,between_numerical_embedding_and_backbone
full,steel-plates-fault,classification,resnet_tabular,0,PLE,8,test,random_orthogonal,2,0.06003995206852454,0.03212144815487031,-0.027918503913654233,0.1018814712686539,0.2751316810026765,frozen_safe_basis_embedding,between_numerical_embedding_and_backbone
full,steel-plates-fault,classification,resnet_tabular,0,PLE,8,test,random_orthogonal,3,0.06003995206852454,0.09396655275171693,0.03392660068319239,0.1109017182667359,0.29031558497808874,frozen_safe_basis_embedding,between_numerical_embedding_and_backbone
full,steel-plates-fault,classification,resnet_tabular,0,PLE,8,test,random_orthogonal,4,0.06003995206852454,0.05627874624489631,-0.0037612058236282317,0.10960080009239943,0.4129161238670349,frozen_safe_basis_embedding,between_numerical_embedding_and_backbone
full,steel-plates-fault,classification,resnet_tabular,0,PLE,8,test,random_orthogonal,5,0.06003995206852454,0.08226303422524807,0.022223082156723528,0.08312455531935031,0.3498605671338737,frozen_safe_basis_embedding,between_numerical_embedding_and_backbone
full,steel-plates-fault,classification,resnet_tabular,0,PLE,8,test,random_orthogonal,6,0.06003995206852454,0.060908395641361794,0.0008684435728372533,0.1396099139604896,0.31481423089280725,frozen_safe_basis_embedding,between_numerical_embedding_and_backbone
full,steel-plates-fault,classification,resnet_tabular,0,PLE,8,test,random_orthogonal,7,0.06003995206852454,0.05650797865936986,-0.003531973409154683,0.08283240234653,0.3397871449124068,frozen_safe_basis_embedding,between_numerical_embedding_and_backbone
full,steel-plates-fault,classification,resnet_tabular,0,PLE,16,validation,default,-1,0.05890534031143415,0.05890534031143415,0.0,0.0,0.39257748587988317,guarded_embedding_fit,between_numerical_embedding_and_backbone
full,steel-plates-fault,classification,resnet_tabular,0,PLE,16,validation,random_orthogonal,0,0.05890534031143415,0.07201791334900529,0.013112573037571136,0.07231486118173948,0.8281706189736724,guarded_embedding_fit,between_numerical_embedding_and_backbone
full,steel-plates-fault,classification,resnet_tabular,0,PLE,16,validation,random_orthogonal,1,0.05890534031143415,0.05790043987318581,-0.0010049004382483365,0.026190516701099904,0.38506927504204214,guarded_embedding_fit,between_numerical_embedding_and_backbone
full,steel-plates-fault,classification,resnet_tabular,0,PLE,16,validation,random_orthogonal,2,0.05890534031143415,0.07560814689554543,0.01670280658411128,0.07189368939242867,0.3752355680335313,guarded_embedding_fit,between_numerical_embedding_and_backbone
full,steel-plates-fault,classification,resnet_tabular,0,PLE,16,validation,random_orthogonal,3,0.05890534031143415,0.05876200737327187,-0.00014333293816228,0.0369313494638166,0.3721108320169151,guarded_embedding_fit,between_numerical_embedding_and_backbone
full,steel-plates-fault,classification,resnet_tabular,0,PLE,16,validation,random_orthogonal,4,0.05890534031143415,0.06568253651022066,0.006777196198786507,0.05817909429010679,0.3301453981548548,guarded_embedding_fit,between_numerical_embedding_and_backbone
full,steel-plates-fault,classification,resnet_tabular,0,PLE,16,validation,random_orthogonal,5,0.05890534031143415,0.09911036341998174,0.04020502310854759,0.11226251806276846,0.3555200109258294,guarded_embedding_fit,between_numerical_embedding_and_backbone
full,steel-plates-fault,classification,resnet_tabular,0,PLE,16,validation,random_orthogonal,6,0.05890534031143415,0.07377744347494575,0.014872103163511598,0.06919428885059624,0.3337115179747343,guarded_embedding_fit,between_numerical_embedding_and_backbone
full,steel-plates-fault,classification,resnet_tabular,0,PLE,16,validation,random_orthogonal,7,0.05890534031143415,0.06310664674314645,0.0042013064317123,0.021373738345366378,0.4005743300076574,guarded_embedding_fit,between_numerical_embedding_and_backbone
full,steel-plates-fault,classification,resnet_tabular,0,PLE,16,test,default,-1,0.0937459765416719,0.0937459765416719,0.0,0.0,0.39257748587988317,guarded_embedding_fit,between_numerical_embedding_and_backbone
full,steel-plates-fault,classification,resnet_tabular,0,PLE,16,test,random_orthogonal,0,0.0937459765416719,0.05485503429776536,-0.03889094224390654,0.11764591444877504,0.8281706189736724,guarded_embedding_fit,between_numerical_embedding_and_backbone
full,steel-plates-fault,classification,resnet_tabular,0,PLE,16,test,random_orthogonal,1,0.0937459765416719,0.032552627864680835,-0.06119334867699106,0.1053785467213402,0.38506927504204214,guarded_embedding_fit,between_numerical_embedding_and_backbone
full,steel-plates-fault,classification,resnet_tabular,0,PLE,16,test,random_orthogonal,2,0.0937459765416719,0.14468222272433584,0.050936246182663944,0.1355937399988903,0.3752355680335313,guarded_embedding_fit,between_numerical_embedding_and_backbone
full,steel-plates-fault,classification,resnet_tabular,0,PLE,16,test,random_orthogonal,3,0.0937459765416719,0.10939483826121847,0.015648861719546575,0.1191394850205634,0.3721108320169151,guarded_embedding_fit,between_numerical_embedding_and_backbone
full,steel-plates-fault,classification,resnet_tabular,0,PLE,16,test,random_orthogonal,4,0.0937459765416719,0.08256040570230636,-0.011185570839365541,0.1129090113822536,0.3301453981548548,guarded_embedding_fit,between_numerical_embedding_and_backbone
full,steel-plates-fault,classification,resnet_tabular,0,PLE,16,test,random_orthogonal,5,0.0937459765416719,0.1062759018565756,0.012529925314903698,0.12054316469961295,0.3555200109258294,guarded_embedding_fit,between_numerical_embedding_and_backbone
full,steel-plates-fault,classification,resnet_tabular,0,PLE,16,test,random_orthogonal,6,0.0937459765416719,0.09126907476155711,-0.002476901780114782,0.12437169365552818,0.3337115179747343,guarded_embedding_fit,between_numerical_embedding_and_backbone
full,steel-plates-fault,classification,resnet_tabular,0,PLE,16,test,random_orthogonal,7,0.0937459765416719,0.06853125209067483,-0.025214724450997067,0.13777719498288382,0.4005743300076574,guarded_embedding_fit,between_numerical_embedding_and_backbone
full,steel-plates-fault,classification,resnet_tabular,0,RBF,8,validation,default,-1,0.02343690286548087,0.02343690286548087,0.0,0.0,0.3122986189555377,frozen_safe_basis_embedding,between_numerical_embedding_and_backbone
full,steel-plates-fault,classification,resnet_tabular,0,RBF,8,validation,random_orthogonal,0,0.02343690286548087,0.022401738746150108,-0.0010351641193307622,0.06166387880569877,0.5227447950746864,frozen_safe_basis_embedding,between_numerical_embedding_and_backbone
full,steel-plates-fault,classification,resnet_tabular,0,RBF,8,validation,random_orthogonal,1,0.02343690286548087,0.05111496783587241,0.02767806497039154,0.06919145839481382,0.2768493788316846,frozen_safe_basis_embedding,between_numerical_embedding_and_backbone
full,steel-plates-fault,classification,resnet_tabular,0,RBF,8,validation,random_orthogonal,2,0.02343690286548087,0.001082682246917116,-0.022354220618563753,0.07481258608979362,0.418672664090991,frozen_safe_basis_embedding,between_numerical_embedding_and_backbone
