stage,dataset,problem_type,model,seed,embedding,k,split,condition,rotation_member,default_task_error,task_error,task_effect,disagreement,fit_seconds,source,interface_location
dimension,steel-plates-fault,classification,resnet_tabular,0,PLE,4,validation,default,-1,0.001213927776649686,0.001213927776649686,0.0,0.0,0.6406716289930046,guarded_embedding_fit,between_numerical_embedding_and_backbone
dimension,steel-plates-fault,classification,resnet_tabular,0,PLE,4,validation,random_orthogonal,0,0.001213927776649686,2.5973002624406572e-05,-0.0011879547740252794,0.001669910068485491,1.3572705558035523,guarded_embedding_fit,between_numerical_embedding_and_backbone
dimension,steel-plates-fault,classification,resnet_tabular,0,PLE,4,validation,random_orthogonal,1,0.001213927776649686,2.2544136276047622e-05,-0.0011913836403736385,0.0017974577206191092,1.1663805178832263,guarded_embedding_fit,between_numerical_embedding_and_backbone
dimension,steel-plates-fault,classification,resnet_tabular,0,PLE,4,validation,random_orthogonal,2,0.001213927776649686,2.1709808245778087e-05,-0.001192217968403908,0.0017999621388169814,1.118846002034843,guarded_embedding_fit,between_numerical_embedding_and_backbone
dimension,steel-plates-fault,classification,resnet_tabular,0,PLE,4,validation,random_orthogonal,3,0.001213927776649686,0.003294097165674443,0.002080169389024757,0.009521715610343496,0.3373961641918868,guarded_embedding_fit,between_numerical_embedding_and_backbone
dimension,steel-plates-fault,classification,resnet_tabular,0,PLE,4,validation,random_orthogonal,4,0.001213927776649686,0.005762462426309834,0.0045485346496601485,0.02916817490445651,0.24067325983196497,guarded_embedding_fit,between_numerical_embedding_and_backbone
dimension,steel-plates-fault,classification,resnet_tabular,0,PLE,4,validation,random_orthogonal,5,0.001213927776649686,0.0005795046919591429,-0.0006344230846905432,0.00140168909158782,0.43565672007389367,guarded_embedding_fit,between_numerical_embedding_and_backbone
dimension,steel-plates-fault,classification,resnet_tabular,0,PLE,4,validation,random_orthogonal,6,0.001213927776649686,0.00023359342539820325,-0.0009803343512514828,0.0015997595534021822,0.5144309920724481,guarded_embedding_fit,between_numerical_embedding_and_backbone
dimension,steel-plates-fault,classification,resnet_tabular,0,PLE,4,validation,random_orthogonal,7,0.001213927776649686,0.0025920080611830333,0.0013780802845333472,0.011778293518385809,0.32208086200989783,guarded_embedding_fit,between_numerical_embedding_and_backbone
dimension,steel-plates-fault,classification,resnet_tabular,0,PLE,4,test,default,-1,0.023826794107511054,0.023826794107511054,0.0,0.0,0.6406716289930046,guarded_embedding_fit,between_numerical_embedding_and_backbone
dimension,steel-plates-fault,classification,resnet_tabular,0,PLE,4,test,random_orthogonal,0,0.023826794107511054,0.041379945860859704,0.01755315175334865,0.07199626063654382,1.3572705558035523,guarded_embedding_fit,between_numerical_embedding_and_backbone
dimension,steel-plates-fault,classification,resnet_tabular,0,PLE,4,test,random_orthogonal,1,0.023826794107511054,3.064329003314785e-05,-0.023796150817477907,0.07153927360840884,1.1663805178832263,guarded_embedding_fit,between_numerical_embedding_and_backbone
dimension,steel-plates-fault,classification,resnet_tabular,0,PLE,4,test,random_orthogonal,2,0.023826794107511054,5.5149026641415667e-05,-0.02377164508086964,0.07152458139613202,1.118846002034843,guarded_embedding_fit,between_numerical_embedding_and_backbone
dimension,steel-plates-fault,classification,resnet_tabular,0,PLE,4,test,random_orthogonal,3,0.023826794107511054,0.011198347302691952,-0.012628446804819102,0.06827457518594618,0.3373961641918868,guarded_embedding_fit,between_numerical_embedding_and_backbone
dimension,steel-plates-fault,classification,resnet_tabular,0,PLE,4,test,random_orthogonal,4,0.023826794107511054,0.017657574287596726,-0.0061692198199143275,0.07528705736073085,0.24067325983196497,guarded_embedding_fit,between_numerical_embedding_and_backbone
dimension,steel-plates-fault,classification,resnet_tabular,0,PLE,4,test,random_orthogonal,5,0.023826794107511054,0.0006008508982425634,-0.02322594320926849,0.07148201256434555,0.43565672007389367,guarded_embedding_fit,between_numerical_embedding_and_backbone
dimension,steel-plates-fault,classification,resnet_tabular,0,PLE,4,test,random_orthogonal,6,0.023826794107511054,0.00023344820328753793,-0.023593345904223517,0.07151939079006632,0.5144309920724481,guarded_embedding_fit,between_numerical_embedding_and_backbone
dimension,steel-plates-fault,classification,resnet_tabular,0,PLE,4,test,random_orthogonal,7,0.023826794107511054,0.03191332547556205,0.008086531368050993,0.06751309561133194,0.32208086200989783,guarded_embedding_fit,between_numerical_embedding_and_backbone
dimension,steel-plates-fault,classification,resnet_tabular,0,PLE,8,validation,default,-1,0.04450032804022093,0.04450032804022093,0.0,0.0,0.4462277968414128,frozen_safe_basis_embedding,between_numerical_embedding_and_backbone
dimension,steel-plates-fault,classification,resnet_tabular,0,PLE,8,validation,random_orthogonal,0,0.04450032804022093,0.048859520981236,0.004359192941015069,0.048128597683656474,0.4183009499683976,frozen_safe_basis_embedding,between_numerical_embedding_and_backbone
dimension,steel-plates-fault,classification,resnet_tabular,0,PLE,8,validation,random_orthogonal,1,0.04450032804022093,0.05857067776738376,0.014070349727162833,0.057571812077584536,0.2550683179870248,frozen_safe_basis_embedding,between_numerical_embedding_and_backbone
