dataset,problem_type,model,seed,candidate,features,family,selection_key,selected_blocks,selected_dimensions,invariant_feature_fraction,invariant_dimension_fraction,validation_C,validation_raw_loss,validation_method_loss,input_dimension,raw_input_dimension,fit_seconds,predict_seconds,stage
debutanizer,regression,catboost,0,raw_only,[],BlockGuard-Grouped,n0__4f53cda18c2baa0c,0,0,0.0,0.0,0.0,0.08165466258454165,0.08165466258454165,56,56,0.0,0.0,
debutanizer,regression,catboost,0,very_safe_gram,"[""u6"",""u5""]",BlockGuard-Grouped,n2__ab7c2f40fa23e257,2,16,0.2857142857142857,0.2857142857142857,-0.016663412906491915,0.08165466258454165,0.08035056413969477,72,56,2.3950002500787377,0.005920524941757321,
debutanizer,regression,catboost,0,very_safe_plus_safe_gram,"[""u6"",""u5"",""u1"",""u4""]",BlockGuard-Grouped,n4__14c8f28ec7591afe,4,32,0.5714285714285714,0.5714285714285714,0.03525287811824706,0.08165466258454165,0.08441359461055369,88,56,3.4230933219660074,0.01180581795051694,
debutanizer,regression,catboost,0,all_except_dangerous_gram,"[""u6"",""u5"",""u1"",""u4"",""u7"",""u2""]",BlockGuard-Grouped,n6__0c3c22da6eec0cec,6,48,0.8571428571428571,0.8571428571428571,0.01646086968173084,0.08165466258454165,0.08294290975654861,104,56,3.0560332650784403,0.0018219549674540758,
debutanizer,regression,catboost,0,all_gram,"[""u6"",""u5"",""u1"",""u4"",""u7"",""u2"",""u3""]",BlockGuard-Grouped,n7__9b087ba10a2b3bd2,7,56,1.0,1.0,0.06383175745966632,0.08165466258454165,0.086650211581744,112,56,0.0,0.0,
debutanizer,regression,catboost,0,stage_0_raw,[],BlockGuard-Greedy,n0__4f53cda18c2baa0c,0,0,0.0,0.0,0.0,0.08165466258454165,0.08165466258454165,56,56,0.0,0.0,0.0
debutanizer,regression,catboost,0,stage_1,"[""u4""]",BlockGuard-Greedy,n1__e2b0fdb1110ba7e5,1,8,0.14285714285714285,0.14285714285714285,-0.003437948505263238,0.08165466258454165,0.08138560465959335,64,56,1.1834607541095465,0.004922415828332305,1.0
debutanizer,regression,catboost,0,stage_2,"[""u4"",""u1""]",BlockGuard-Greedy,n2__aef798732338b6cb,2,16,0.2857142857142857,0.2857142857142857,-0.007291318850933724,0.08165466258454165,0.08108403532902421,72,56,3.845576614839956,0.009220338892191648,2.0
debutanizer,regression,catboost,0,stage_3,"[""u4"",""u1"",""u5""]",BlockGuard-Greedy,n3__4daddc766a547bf8,3,24,0.42857142857142855,0.42857142857142855,-0.02609150629333891,0.08165466258454165,0.07961271037632386,80,56,4.035095998086035,0.0411742078140378,3.0
debutanizer,regression,catboost,0,stage_4,"[""u4"",""u1"",""u5"",""u6""]",BlockGuard-Greedy,n4__14c8f28ec7591afe,4,32,0.5714285714285714,0.5714285714285714,0.03525287811824706,0.08165466258454165,0.08441359461055369,88,56,3.4230933219660074,0.01180581795051694,4.0
debutanizer,regression,catboost,0,stage_5,"[""u4"",""u1"",""u5"",""u6"",""u7""]",BlockGuard-Greedy,n5__316e8c0f65a7e25e,5,40,0.7142857142857143,0.7142857142857143,-0.037131999260268146,0.08165466258454165,0.07874866831067319,96,56,4.1481917151249945,0.0029017459601163864,5.0
debutanizer,regression,catboost,0,stage_6,"[""u4"",""u1"",""u5"",""u6"",""u7"",""u3""]",BlockGuard-Greedy,n6__2bd51e4490a38fc2,6,48,0.8571428571428571,0.8571428571428571,-0.011256007218824006,0.08165466258454165,0.08077375411809329,104,56,3.5336510508786887,0.01627758191898465,6.0
debutanizer,regression,catboost,0,stage_7,"[""u4"",""u1"",""u5"",""u6"",""u7"",""u3"",""u2""]",BlockGuard-Greedy,n7__9b087ba10a2b3bd2,7,56,1.0,1.0,0.06383175745966632,0.08165466258454165,0.086650211581744,112,56,0.0,0.0,7.0
debutanizer,regression,catboost,1,raw_only,[],BlockGuard-Grouped,n0__4f53cda18c2baa0c,0,0,0.0,0.0,0.0,0.08069060670917569,0.08069060670917569,56,56,0.0,0.0,
debutanizer,regression,catboost,1,very_safe_gram,"[""u7"",""u1""]",BlockGuard-Grouped,n2__854a2db369ce15e7,2,16,0.2857142857142857,0.2857142857142857,0.0024574971648184145,0.08069060670917569,0.08088530251469334,72,56,1.5730627910234034,0.001933925086632371,
debutanizer,regression,catboost,1,very_safe_plus_safe_gram,"[""u7"",""u1"",""u6"",""u4""]",BlockGuard-Grouped,n4__376c6fd0be09f581,4,32,0.5714285714285714,0.5714285714285714,0.01508242791005702,0.08069060670917569,0.08188551569753555,88,56,1.6843222670722753,0.003648900194093585,
debutanizer,regression,catboost,1,all_except_dangerous_gram,"[""u7"",""u1"",""u6"",""u4"",""u3"",""u5""]",BlockGuard-Grouped,n6__2bd51e4490a38fc2,6,48,0.8571428571428571,0.8571428571428571,0.03258777637195397,0.08069060670917569,0.08327238115091155,104,56,3.1503348918631673,0.002534125931560993,
