dataset,problem_type,model,seed,candidate,features,family,selection_key,selected_blocks,selected_dimensions,invariant_feature_fraction,invariant_dimension_fraction,validation_C,validation_raw_loss,validation_method_loss,input_dimension,raw_input_dimension,fit_seconds,predict_seconds,stage
phoneme,classification,catboost,0,raw_only,[],BlockGuard-Grouped,n0__4f53cda18c2baa0c,0,0,0.0,0.0,0.0,0.26336398579293674,0.26336398579293674,40,40,0.0,0.0,
phoneme,classification,catboost,0,very_safe_gram,"[""V5"",""V2""]",BlockGuard-Grouped,n2__fa51bfbf7ef8c4a2,2,16,0.4,0.4,0.01424631071657686,0.26336398579293674,0.26822805818420103,56,40,1.0912634630221874,0.002417078008875251,
phoneme,classification,catboost,0,very_safe_plus_safe_gram,"[""V5"",""V2"",""V3""]",BlockGuard-Grouped,n3__a89329c5b442fe1b,3,24,0.6,0.6,0.010103863003051623,0.26336398579293674,0.2668137154847842,64,40,1.1889594639651477,0.002002527005970478,
phoneme,classification,catboost,0,all_except_dangerous_gram,"[""V5"",""V2"",""V3"",""V4""]",BlockGuard-Grouped,n4__4059b573d8dface2,4,32,0.8,0.8,-0.003007922484238422,0.26336398579293674,0.26233700042095387,72,40,1.4334902330301702,0.0012941372115164995,
phoneme,classification,catboost,0,all_gram,"[""V5"",""V2"",""V3"",""V4"",""V1""]",BlockGuard-Grouped,n5__77285454bf7ec26d,5,40,1.0,1.0,0.01892511819053288,0.26336398579293674,0.2698255284844683,80,40,0.0,0.0,
phoneme,classification,catboost,0,stage_0_raw,[],BlockGuard-Greedy,n0__4f53cda18c2baa0c,0,0,0.0,0.0,0.0,0.26336398579293674,0.26336398579293674,40,40,0.0,0.0,0.0
phoneme,classification,catboost,0,stage_1,"[""V5""]",BlockGuard-Greedy,n1__0715451ffae0ee40,1,8,0.2,0.2,-0.01745713500494093,0.26336398579293674,0.25740365191440473,48,40,0.9690576458815485,0.002772388979792595,1.0
phoneme,classification,catboost,0,stage_2,"[""V5"",""V2""]",BlockGuard-Greedy,n2__fa51bfbf7ef8c4a2,2,16,0.4,0.4,0.01424631071657686,0.26336398579293674,0.26822805818420103,56,40,1.0912634630221874,0.002417078008875251,2.0
phoneme,classification,catboost,0,stage_3,"[""V5"",""V2"",""V3""]",BlockGuard-Greedy,n3__a89329c5b442fe1b,3,24,0.6,0.6,0.010103863003051623,0.26336398579293674,0.2668137154847842,64,40,1.1889594639651477,0.002002527005970478,3.0
phoneme,classification,catboost,0,stage_4,"[""V5"",""V2"",""V3"",""V4""]",BlockGuard-Greedy,n4__4059b573d8dface2,4,32,0.8,0.8,-0.003007922484238422,0.26336398579293674,0.26233700042095387,72,40,1.4334902330301702,0.0012941372115164995,4.0
phoneme,classification,catboost,0,stage_5,"[""V5"",""V2"",""V3"",""V4"",""V1""]",BlockGuard-Greedy,n5__77285454bf7ec26d,5,40,1.0,1.0,0.01892511819053288,0.26336398579293674,0.2698255284844683,80,40,0.0,0.0,5.0
