dataset,problem_type,model,seed,feature,feature_index,empirical_rank,block_dimension,spectrum_entropy,largest_nonzero_singular_value,smallest_nonzero_singular_value,condition_proxy,mean_gram_diagonal,embedding_type,raw_input_block_orbit_relative_frobenius,raw_loss,method_loss,trivial_loss,absolute_task_difference,relative_task_difference,safety_denominator,normalized_excess_risk,denominator_sensitive,raw_one_block_orbit_disagreement,basis_disagreement_benefit,gram_one_block_validation_loss,gram_one_block_fit_seconds,raw_one_block_fit_seconds,selection_split
2dplanes,regression,controlled_mlp,0,x1,0,2,8,0.2172946210825341,72.70583543302247,17.79594574684086,4.08552804483174,5.471517764685771,RBF,1.314627174448348,0.9826013107422578,0.9767389254034932,4.448316277064724,-0.0058623853387645974,-0.005966189210897904,3.4657149663224667,-0.0016915370697623416,False,0.03885384996247311,0.03885384996247311,0.9767389254034932,0.8426801899913698,11.428252476500347,validation_only
2dplanes,regression,controlled_mlp,0,x2,1,3,8,0.5283720940870433,56.971838602688415,5.923903031612874,9.61728075200734,3.9355292578908907,RBF,1.5372229672172593,0.9826013107422578,0.9891237354367685,4.448316277064724,0.006522424694510698,0.006637915727573835,3.4657149663224667,0.0018819853213236867,False,0.03140147661352789,0.03140147661352789,0.9891237354367685,1.1931877811439335,7.021816483000293,validation_only
2dplanes,regression,controlled_mlp,0,x3,2,3,8,0.5263209273875549,57.03815488240873,5.936049371559662,9.60877366615,3.937563295234736,RBF,1.3881138436996778,0.9826013107422578,0.97775897132281,4.448316277064724,-0.004842339419447783,-0.004928081579486065,3.4657149663224667,-0.001397212253893481,False,0.0266895178313133,0.0266895178313133,0.97775897132281,0.8167420630343258,6.001038370886818,validation_only
2dplanes,regression,controlled_mlp,0,x4,3,3,8,0.5337777195341077,56.791262312180066,5.8846308033686405,9.650777459083766,3.929833953328123,RBF,1.4030288837997775,0.9826013107422578,0.9995819263645903,4.448316277064724,0.01698061562233255,0.017281287371279184,3.4657149663224667,0.004899599588350161,False,0.030619136355302938,0.030619136355302938,0.9995819263645903,0.6711989359464496,6.046228307764977,validation_only
2dplanes,regression,controlled_mlp,0,x5,4,3,8,0.5291840809329258,56.94536445560367,5.91882776301136,9.621054495194706,3.9347156429533525,RBF,1.44576013906362,0.9826013107422578,0.9805871322632387,4.448316277064724,-0.0020141784790190798,-0.002049843061472784,3.4657149663224667,-0.0005811725714871356,False,0.03727305186260889,0.03727305186260889,0.9805871322632387,0.6668989611789584,5.30053690308705,validation_only
2dplanes,regression,controlled_mlp,0,x6,5,3,8,0.5309282225263748,56.88537322075054,5.903840846191286,9.635316178526171,3.932681605609507,RBF,1.3310981175798648,0.9826013107422578,1.0073111594168793,4.448316277064724,0.02470984867462156,0.025147380127099283,3.4657149663224667,0.007129798299841614,False,0.036746539922060485,0.036746539922060485,1.0073111594168793,0.6007066119927913,5.533786309417337,validation_only
2dplanes,regression,controlled_mlp,0,x7,6,3,8,0.5319596240755831,56.85359578623442,5.8998987967680385,9.63636796912157,3.931867990671969,RBF,1.5534034077679508,0.9826013107422578,0.9964249205148291,4.448316277064724,0.013823609772571355,0.014068381164817487,3.4657149663224667,0.00398867474876038,False,0.029106967108393333,0.029106967108393333,0.9964249205148291,0.7698492659255862,6.188979081111029,validation_only
2dplanes,regression,controlled_mlp,0,x8,7,3,8,0.5339096176156137,56.78820341174583,5.885471877319938,9.648878559862464,3.9298339533281235,RBF,1.3887826509575143,0.9826013107422578,1.0068965506001215,4.448316277064724,0.02429523985786375,0.02472542992997954,3.4657149663224667,0.0070101667603795674,False,0.02995641652982046,0.02995641652982046,1.0068965506001215,0.7417503341566771,6.275606630370021,validation_only
2dplanes,regression,controlled_mlp,0,x9,8,3,8,0.5375044748301187,56.66722445855627,5.858502228451983,9.672647077498798,3.9261726861092012,RBF,1.5094445469938327,0.9826013107422578,1.0019812938888841,4.448316277064724,0.019379983146626367,0.01972313992944576,3.4657149663224667,0.0055919148963340225,False,0.02226264570291294,0.02226264570291294,1.0019812938888841,1.0300521031022072,6.639461397426203,validation_only
2dplanes,regression,controlled_mlp,0,x10,9,3,8,0.5393993750416427,56.59339661460101,5.830822790266246,9.705902348648955,3.923325033827818,RBF,1.4733786246446359,0.9826013107422578,1.0002866434927546,4.448316277064724,0.017685332750496885,0.017998482759133887,3.4657149663224667,0.005102939197929227,False,0.026801241812020562,0.026801241812020562,1.0002866434927546,0.8130281888879836,5.665194530738518,validation_only
