absolute_task_difference,coordinate_error,dataset,denominator_sensitive,disagreement_reduction,embedding,fit_seconds,general_validation_C,inference_passes,input_dimension,input_dimension_ratio,invariant_dimension_fraction,invariant_feature_fraction,k,maximum_method_disagreement,method,method_disagreement,method_loss,method_task_error,model,normalized_excess_risk,predict_seconds,problem_type,raw_disagreement,raw_input_dimension,raw_loss,raw_task_error,relative_task_difference,safety_denominator,seed,selected_blocks,selected_features,selection_key,selection_source_model,split,tau,trivial_loss
0.013978833075003014,7.899528602707575e-15,steel-plates-fault,False,-0.4314264966338095,PLE,1.5730299199931324,-0.00013525550206541328,1,403,1.0,0.125,0.125,16,0.09018543275049402,BlockGuard-Greedy-t01-transferred,0.06648363793255221,0.09227510236871786,0.09227510236871786,controlled_mlp,0.024624081811020968,0.0010555339977145195,classification,0.04644572256339907,403,0.07829626929371485,0.07829626929371485,0.17853766470741858,0.5676895155841517,1,3,"[""V10"",""V17"",""V4""]",n3__32b960518acaa9ba,controlled_mlp,validation,0.01,0.6459857848778665
0.015205107325827284,7.899528602707575e-15,steel-plates-fault,False,-0.801418533764674,PLE,1.5730299199931324,-0.00013525550206541328,1,403,1.0,0.125,0.125,16,0.10151114150793937,BlockGuard-Greedy-t01-transferred,0.08824743332381678,0.0495090764628867,0.0495090764628867,controlled_mlp,0.02487365435989399,0.0010555339977145195,classification,0.048987745862364304,403,0.034303969137059416,0.034303969137059416,0.4432462979743308,0.6112936646069921,1,3,"[""V10"",""V17"",""V4""]",n3__32b960518acaa9ba,controlled_mlp,test,0.01,0.6455976337440515
-8.42131574961063e-05,1.7355546614977508e-15,steel-plates-fault,False,-0.9454805020873303,RBF,1.1822510729543865,-0.00013525550206541328,1,235,1.113744075829384,0.125,0.125,8,0.08359535419626812,BlockGuard-Greedy-t01-transferred,0.05172400509132911,0.00029798761609117975,0.00029798761609117975,controlled_mlp,-0.0001304409696128701,0.0010140009690076113,classification,0.026586750695179816,211,0.00038220077358728605,0.00038220077358728605,-0.2203374857295361,0.6456035841042792,1,3,"[""V10"",""V17"",""V4""]",n3__32b960518acaa9ba,controlled_mlp,validation,0.01,0.6459857848778665
0.024661265924175287,1.7355546614977508e-15,steel-plates-fault,False,-0.12852117654852746,RBF,1.1822510729543865,-0.00013525550206541328,1,235,1.113744075829384,0.125,0.125,8,0.038696096983041765,BlockGuard-Greedy-t01-transferred,0.017805874225353634,0.02773232034286295,0.02773232034286295,controlled_mlp,0.03838170546978613,0.0010140009690076113,classification,0.015778059459912994,211,0.003071054418687663,0.003071054418687663,8.030227590272938,0.6425265793253638,1,3,"[""V10"",""V17"",""V4""]",n3__32b960518acaa9ba,controlled_mlp,test,0.01,0.6455976337440515
0.03813433055301475,2.8693389877908715e-15,steel-plates-fault,False,-0.7907945854080414,RBF,1.1854952259454876,-0.00013525550206541328,1,403,1.0,0.125,0.125,16,0.15088184710520347,BlockGuard-Greedy-t01-transferred,0.10979245674679766,0.1525252001963965,0.1525252001963965,controlled_mlp,0.07173569471821194,0.0010911580175161362,classification,0.06130935264235284,403,0.11439086964338176,0.11439086964338176,0.3333686567109779,0.5315949152344848,1,3,"[""V10"",""V17"",""V4""]",n3__32b960518acaa9ba,controlled_mlp,validation,0.01,0.6459857848778665
0.10170808854076659,2.8693389877908715e-15,steel-plates-fault,False,-0.4474980735139622,RBF,1.1854952259454876,-0.00013525550206541328,1,403,1.0,0.125,0.125,16,0.1869420284720578,BlockGuard-Greedy-t01-transferred,0.13959850280979502,0.1676213301201379,0.1676213301201379,controlled_mlp,0.17545424702735957,0.0010911580175161362,classification,0.09644123564938789,403,0.06591324157937133,0.06591324157937133,1.5430600301806106,0.5796843921646803,1,3,"[""V10"",""V17"",""V4""]",n3__32b960518acaa9ba,controlled_mlp,test,0.01,0.6455976337440515
0.0,0.0,steel-plates-fault,False,0.0,PLE,0.0,0.0,1,211,1.0,0.0,0.0,8,0.07893565169124697,BlockGuard-Greedy-t01-transferred,0.07090100580329259,0.07361845631277968,0.07361845631277968,tabm_d,0.0,0.0,classification,0.07090100580329259,211,0.07361845631277968,0.07361845631277968,0.0,0.5723673285650869,0,0,[],n0__4f53cda18c2baa0c,tabm_d,validation,0.01,0.6459857848778665
0.0,0.0,steel-plates-fault,False,0.0,PLE,0.0,0.0,1,211,1.0,0.0,0.0,8,0.09319791488046707,BlockGuard-Greedy-t01-transferred,0.08230142810016886,0.07222359074382438,0.07222359074382438,tabm_d,0.0,0.0,classification,0.08230142810016886,211,0.07222359074382438,0.07222359074382438,0.0,0.5733740430002272,0,0,[],n0__4f53cda18c2baa0c,tabm_d,test,0.01,0.6455976337440515
0.0,0.0,steel-plates-fault,False,0.0,PLE,0.0,0.0,1,403,1.0,0.0,0.0,16,0.0732826982708471,BlockGuard-Greedy-t01-transferred,0.04883293584511485,0.02497218044899431,0.02497218044899431,tabm_d,0.0,0.0,classification,0.04883293584511485,403,0.02497218044899431,0.02497218044899431,0.0,0.6210136044288722,0,0,[],n0__4f53cda18c2baa0c,tabm_d,validation,0.01,0.6459857848778665
0.0,0.0,steel-plates-fault,False,0.0,PLE,0.0,0.0,1,403,1.0,0.0,0.0,16,0.09370074760103236,BlockGuard-Greedy-t01-transferred,0.06214982348719582,0.017500753228741697,0.017500753228741697,tabm_d,0.0,0.0,classification,0.06214982348719582,403,0.017500753228741697,0.017500753228741697,0.0,0.6280968805153099,0,0,[],n0__4f53cda18c2baa0c,tabm_d,test,0.01,0.6455976337440515
0.0,0.0,steel-plates-fault,False,0.0,RBF,0.0,0.0,1,211,1.0,0.0,0.0,8,0.092407194253172,BlockGuard-Greedy-t01-transferred,0.07520072587693918,0.10725896144176962,0.10725896144176962,tabm_d,0.0,0.0,classification,0.07520072587693918,211,0.10725896144176962,0.10725896144176962,0.0,0.5387268234360969,0,0,[],n0__4f53cda18c2baa0c,tabm_d,validation,0.01,0.6459857848778665
0.0,0.0,steel-plates-fault,False,0.0,RBF,0.0,0.0,1,211,1.0,0.0,0.0,8,0.09383079432512487,BlockGuard-Greedy-t01-transferred,0.07855725028446123,0.10938353611218656,0.10938353611218656,tabm_d,0.0,0.0,classification,0.07855725028446123,211,0.10938353611218656,0.10938353611218656,0.0,0.536214097631865,0,0,[],n0__4f53cda18c2baa0c,tabm_d,test,0.01,0.6455976337440515
0.0,0.0,steel-plates-fault,False,0.0,RBF,0.0,0.0,1,403,1.0,0.0,0.0,16,0.04655707593638277,BlockGuard-Greedy-t01-transferred,0.04121145605327706,0.08054401402850789,0.08054401402850789,tabm_d,0.0,0.0,classification,0.04121145605327706,403,0.08054401402850789,0.08054401402850789,0.0,0.5654417708493586,0,0,[],n0__4f53cda18c2baa0c,tabm_d,validation,0.01,0.6459857848778665
0.0,0.0,steel-plates-fault,False,0.0,RBF,0.0,0.0,1,403,1.0,0.0,0.0,16,0.054607344764174434,BlockGuard-Greedy-t01-transferred,0.050956804776896465,0.07747361172859264,0.07747361172859264,tabm_d,0.0,0.0,classification,0.050956804776896465,403,0.07747361172859264,0.07747361172859264,0.0,0.5681240220154589,0,0,[],n0__4f53cda18c2baa0c,tabm_d,test,0.01,0.6455976337440515
0.0,0.0,steel-plates-fault,False,0.0,PLE,0.0,0.0,1,211,1.0,0.0,0.0,8,0.06578395049483785,BlockGuard-Greedy-t01-transferred,0.05896950283888444,0.06593009742762826,0.06593009742762826,tabm_d,0.0,0.0,classification,0.05896950283888444,211,0.06593009742762826,0.06593009742762826,0.0,0.5800556874502383,1,0,[],n0__4f53cda18c2baa0c,tabm_d,validation,0.01,0.6459857848778665
0.0,0.0,steel-plates-fault,False,0.0,PLE,0.0,0.0,1,211,1.0,0.0,0.0,8,0.07997155947837217,BlockGuard-Greedy-t01-transferred,0.07146751265658662,0.0676884535020783,0.0676884535020783,tabm_d,0.0,0.0,classification,0.07146751265658662,211,0.0676884535020783,0.0676884535020783,0.0,0.5779091802419732,1,0,[],n0__4f53cda18c2baa0c,tabm_d,test,0.01,0.6455976337440515
0.0,0.0,steel-plates-fault,False,0.0,PLE,0.0,0.0,1,403,1.0,0.0,0.0,16,0.06413755627033411,BlockGuard-Greedy-t01-transferred,0.048056597833775354,0.03491453604861551,0.03491453604861551,tabm_d,0.0,0.0,classification,0.048056597833775354,403,0.03491453604861551,0.03491453604861551,0.0,0.611071248829251,1,0,[],n0__4f53cda18c2baa0c,tabm_d,validation,0.01,0.6459857848778665
0.0,0.0,steel-plates-fault,False,0.0,PLE,0.0,0.0,1,403,1.0,0.0,0.0,16,0.08403307126423275,BlockGuard-Greedy-t01-transferred,0.06620130453002365,0.022113495387409303,0.022113495387409303,tabm_d,0.0,0.0,classification,0.06620130453002365,403,0.022113495387409303,0.022113495387409303,0.0,0.6234841383566423,1,0,[],n0__4f53cda18c2baa0c,tabm_d,test,0.01,0.6455976337440515
0.0,0.0,steel-plates-fault,False,0.0,RBF,0.0,0.0,1,211,1.0,0.0,0.0,8,0.022620136299850317,BlockGuard-Greedy-t01-transferred,0.019246354512371857,0.04958107966298647,0.04958107966298647,tabm_d,0.0,0.0,classification,0.019246354512371857,211,0.04958107966298647,0.04958107966298647,0.0,0.59640470521488,1,0,[],n0__4f53cda18c2baa0c,tabm_d,validation,0.01,0.6459857848778665
0.0,0.0,steel-plates-fault,False,0.0,RBF,0.0,0.0,1,211,1.0,0.0,0.0,8,0.039661825945028,BlockGuard-Greedy-t01-transferred,0.031498908372228136,0.04263754500288539,0.04263754500288539,tabm_d,0.0,0.0,classification,0.031498908372228136,211,0.04263754500288539,0.04263754500288539,0.0,0.6029600887411661,1,0,[],n0__4f53cda18c2baa0c,tabm_d,test,0.01,0.6455976337440515
0.0,0.0,steel-plates-fault,False,0.0,RBF,0.0,0.0,1,403,1.0,0.0,0.0,16,0.05298959993342772,BlockGuard-Greedy-t01-transferred,0.0501384798299406,0.0844915619904178,0.0844915619904178,tabm_d,0.0,0.0,classification,0.0501384798299406,403,0.0844915619904178,0.0844915619904178,0.0,0.5614942228874487,1,0,[],n0__4f53cda18c2baa0c,tabm_d,validation,0.01,0.6459857848778665
0.0,0.0,steel-plates-fault,False,0.0,RBF,0.0,0.0,1,403,1.0,0.0,0.0,16,0.06745180844043872,BlockGuard-Greedy-t01-transferred,0.06017124499958037,0.08800993211818862,0.08800993211818862,tabm_d,0.0,0.0,classification,0.06017124499958037,403,0.08800993211818862,0.08800993211818862,0.0,0.5575877016258629,1,0,[],n0__4f53cda18c2baa0c,tabm_d,test,0.01,0.6455976337440515
-0.011037408520663136,3.0153062820330448e-15,steel-plates-fault,False,0.32523531517952453,PLE,1.7388488790020347,0.0004897287921325638,1,235,1.113744075829384,0.125,0.125,8,0.06524954003152889,BlockGuard-Greedy-t01-transferred,0.0429520982001715,0.03346291951955779,0.03346291951955779,resnet_tabular,-0.018350250027146343,0.007858723867684603,classification,0.06365492914259305,211,0.04450032804022093,0.04450032804022093,-0.24802982375067317,0.6014854568376455,0,3,"[""V15"",""V23"",""V25""]",n3__1dd20d671a38a22f,controlled_mlp,validation,0.01,0.6459857848778665
0.02341036183440616,3.0153062820330448e-15,steel-plates-fault,False,-0.1641320700959854,PLE,1.7388488790020347,0.0004897287921325638,1,235,1.113744075829384,0.125,0.125,8,0.12982274988950412,BlockGuard-Greedy-t01-transferred,0.12085086408113996,0.0834503139029307,0.0834503139029307,resnet_tabular,0.039979599904520526,0.007858723867684603,classification,0.10381198764773787,211,0.06003995206852454,0.06003995206852454,0.3899130666807919,0.585557681675527,0,3,"[""V15"",""V23"",""V25""]",n3__1dd20d671a38a22f,controlled_mlp,test,0.01,0.6455976337440515
0.007298105841323517,4.658657593704352e-15,steel-plates-fault,False,-0.3894454838200532,PLE,1.15851129591465,0.0004897287921325638,1,403,1.0,0.125,0.125,16,0.10441330317857539,BlockGuard-Greedy-t01-transferred,0.08134162201266043,0.06620344615275767,0.06620344615275767,resnet_tabular,0.012431185383313656,0.0016027151141315699,classification,0.058542507035990315,403,0.05890534031143415,0.05890534031143415,0.12389548728074962,0.5870804445664324,0,3,"[""V15"",""V23"",""V25""]",n3__1dd20d671a38a22f,controlled_mlp,validation,0.01,0.6459857848778665
-0.047168689094075816,4.658657593704352e-15,steel-plates-fault,False,0.12476806139250807,PLE,1.15851129591465,0.0004897287921325638,1,403,1.0,0.125,0.125,16,0.14800107479393687,BlockGuard-Greedy-t01-transferred,0.10648933331492408,0.04657728744759608,0.04657728744759608,resnet_tabular,-0.08547349360731868,0.0016027151141315699,classification,0.12166984386373093,403,0.0937459765416719,0.0937459765416719,-0.5031542774863348,0.5518516572023796,0,3,"[""V15"",""V23"",""V25""]",n3__1dd20d671a38a22f,controlled_mlp,test,0.01,0.6455976337440515
-0.010883976044360165,1.470176907369571e-15,steel-plates-fault,False,-0.06170212260680641,RBF,1.9353155500721186,0.0004897287921325638,1,235,1.113744075829384,0.125,0.125,8,0.10316776616922736,BlockGuard-Greedy-t01-transferred,0.07056711867034975,0.012552926821120705,0.012552926821120705,resnet_tabular,-0.017482926014062983,0.0066945787984877825,classification,0.0664660239136432,211,0.02343690286548087,0.02343690286548087,-0.46439480962267715,0.6225488820123857,0,3,"[""V15"",""V23"",""V25""]",n3__1dd20d671a38a22f,controlled_mlp,validation,0.01,0.6459857848778665
-0.01380008168738213,1.470176907369571e-15,steel-plates-fault,False,-0.28522543645767606,RBF,1.9353155500721186,0.0004897287921325638,1,235,1.113744075829384,0.125,0.125,8,0.13615579035772352,BlockGuard-Greedy-t01-transferred,0.09749744856132714,0.0255476615688726,0.0255476615688726,resnet_tabular,-0.022763025451894757,0.0066945787984877825,classification,0.07586019214656109,211,0.03934774325625473,0.03934774325625473,-0.35072104637636276,0.6062498904877969,0,3,"[""V15"",""V23"",""V25""]",n3__1dd20d671a38a22f,controlled_mlp,test,0.01,0.6455976337440515
0.09924611528562818,1.6722557836979342e-15,steel-plates-fault,False,-0.4620081553920494,RBF,0.9791336781345308,0.0004897287921325638,1,403,1.0,0.125,0.125,16,0.18748565878324033,BlockGuard-Greedy-t01-transferred,0.16150567822338063,0.1581271594920941,0.1581271594920941,resnet_tabular,0.1690432871860861,0.0023274230770766735,classification,0.11046838393324254,403,0.058881044206465914,0.058881044206465914,1.685535924560415,0.5871047406714006,0,3,"[""V15"",""V23"",""V25""]",n3__1dd20d671a38a22f,controlled_mlp,validation,0.01,0.6459857848778665
0.12096541619391185,1.6722557836979342e-15,steel-plates-fault,False,-0.20221963156800338,RBF,0.9791336781345308,0.0004897287921325638,1,403,1.0,0.125,0.125,16,0.1887859075459342,BlockGuard-Greedy-t01-transferred,0.17511803082290892,0.1781600541679044,0.1781600541679044,resnet_tabular,0.20558259740945256,0.0023274230770766735,classification,0.14566226189012568,403,0.057194637973992546,0.057194637973992546,2.1149782650764752,0.588402995770059,0,3,"[""V15"",""V23"",""V25""]",n3__1dd20d671a38a22f,controlled_mlp,test,0.01,0.6455976337440515
0.009855274757198416,2.6676574911663877e-15,steel-plates-fault,False,-0.46482343287166983,PLE,1.817441012011841,-0.00013525550206541328,1,235,1.113744075829384,0.125,0.125,8,0.10974514005966136,BlockGuard-Greedy-t01-transferred,0.10068281301898716,0.011956756407492308,0.011956756407492308,resnet_tabular,0.015305971442070077,0.0018209030386060476,classification,0.06873375367951788,211,0.002101481650293893,0.002101481650293893,4.689679186977508,0.6438843032275726,1,3,"[""V10"",""V17"",""V4""]",n3__32b960518acaa9ba,controlled_mlp,validation,0.01,0.6459857848778665
0.011491396086716323,2.6676574911663877e-15,steel-plates-fault,False,-0.11934601427077363,PLE,1.817441012011841,-0.00013525550206541328,1,235,1.113744075829384,0.125,0.125,8,0.11197929460477428,BlockGuard-Greedy-t01-transferred,0.09803681196750139,0.019861109274649714,0.019861109274649714,resnet_tabular,0.018033415856429535,0.0018209030386060476,classification,0.08758400951770928,211,0.008369713187933392,0.008369713187933392,1.372973700375236,0.6372279205561182,1,3,"[""V10"",""V17"",""V4""]",n3__32b960518acaa9ba,controlled_mlp,test,0.01,0.6455976337440515
0.0457690363590422,7.899528602707575e-15,steel-plates-fault,False,0.11261853906856345,PLE,1.475508589996025,-0.00013525550206541328,1,403,1.0,0.125,0.125,16,0.12135690612065747,BlockGuard-Greedy-t01-transferred,0.09233842579479734,0.11659197815362352,0.11659197815362352,resnet_tabular,0.0795757878128694,0.0020511390175670385,classification,0.10405719508482256,403,0.07082294179458132,0.07082294179458132,0.6462459084486095,0.5751628430832851,1,3,"[""V10"",""V17"",""V4""]",n3__32b960518acaa9ba,controlled_mlp,validation,0.01,0.6459857848778665
0.09522734610541392,7.899528602707575e-15,steel-plates-fault,False,-0.23156362395934615,PLE,1.475508589996025,-0.00013525550206541328,1,403,1.0,0.125,0.125,16,0.19949895668024062,BlockGuard-Greedy-t01-transferred,0.15808341303481482,0.1615312497084283,0.1615312497084283,resnet_tabular,0.16438525250778996,0.0020511390175670385,classification,0.12835992388813292,403,0.06630390360301439,0.06630390360301439,1.4362253341156912,0.5792937301410371,1,3,"[""V10"",""V17"",""V4""]",n3__32b960518acaa9ba,controlled_mlp,test,0.01,0.6455976337440515
-0.021720513449713215,1.7355546614977508e-15,steel-plates-fault,False,-0.24625218947309246,RBF,2.179670807905495,-0.00013525550206541328,1,235,1.113744075829384,0.125,0.125,8,0.08351892521479619,BlockGuard-Greedy-t01-transferred,0.06895475015539448,0.022937146597346143,0.022937146597346143,resnet_tabular,-0.036120900641101086,0.0015502669848501682,classification,0.055329692286878236,211,0.04465766004705936,0.04465766004705936,-0.48637822552333837,0.6013281248308071,1,3,"[""V10"",""V17"",""V4""]",n3__32b960518acaa9ba,controlled_mlp,validation,0.01,0.6459857848778665
-0.0017300971623376293,1.7355546614977508e-15,steel-plates-fault,False,-0.15126777662005653,RBF,2.179670807905495,-0.00013525550206541328,1,235,1.113744075829384,0.125,0.125,8,0.09192150744308722,BlockGuard-Greedy-t01-transferred,0.07778186067949122,0.03019008241279092,0.03019008241279092,resnet_tabular,-0.002819228815698673,0.0015502669848501682,classification,0.06756191935454556,211,0.03192017957512855,0.03192017957512855,-0.054200733998554324,0.6136774541689229,1,3,"[""V10"",""V17"",""V4""]",n3__32b960518acaa9ba,controlled_mlp,test,0.01,0.6455976337440515
0.05427553631468024,2.8693389877908715e-15,steel-plates-fault,False,-0.5375354725367449,RBF,4.136136867105961,-0.00013525550206541328,1,403,1.0,0.125,0.125,16,0.18099506984994948,BlockGuard-Greedy-t01-transferred,0.15995635598868685,0.14233128748572743,0.14233128748572743,resnet_tabular,0.09728018395797797,0.001926372991874814,classification,0.10403425406815395,403,0.08805575117104719,0.08805575117104719,0.6163769611055919,0.5579300337068194,1,3,"[""V10"",""V17"",""V4""]",n3__32b960518acaa9ba,controlled_mlp,validation,0.01,0.6459857848778665
0.009000774961608088,2.8693389877908715e-15,steel-plates-fault,False,-0.18612879739590182,RBF,4.136136867105961,-0.00013525550206541328,1,403,1.0,0.125,0.125,16,0.23122511769132637,BlockGuard-Greedy-t01-transferred,0.1961391230556121,0.17404559360415728,0.17404559360415728,resnet_tabular,0.018730043147717163,0.001926372991874814,classification,0.16536072936280416,403,0.1650448186425492,0.1650448186425492,0.054535337950243616,0.4805528151015024,1,3,"[""V10"",""V17"",""V4""]",n3__32b960518acaa9ba,controlled_mlp,test,0.01,0.6455976337440515
0.013544764427020392,5.135950343876899e-15,cardiotocography,False,-2.3919545189971707,PLE,3.8027866170741618,0.00247719040377839,1,267,1.2191780821917808,0.3157894736842105,0.3157894736842105,8,0.018973398881455526,BlockGuard-Greedy-t01-transferred,0.013270624147018534,0.015021612320026523,0.015021612320026523,controlled_mlp,0.0067157886845064605,0.0029520420357584953,classification,0.003912382690479584,219,0.0014768478930061299,0.0014768478930061299,9.171401124763072,2.016853874254352,0,6,"[""V17"",""V2"",""V21"",""V23"",""V24"",""V9""]",n6__39abc3ce2da38f69,controlled_mlp,validation,0.01,2.018330722147358
0.01715459576810487,5.135950343876899e-15,cardiotocography,False,-0.45302167008145,PLE,3.8027866170741618,0.00247719040377839,1,267,1.2191780821917808,0.3157894736842105,0.3157894736842105,8,0.01916144631126462,BlockGuard-Greedy-t01-transferred,0.013884879313060854,0.02445468899228898,0.02445468899228898,controlled_mlp,0.008531791048339218,0.0029520420357584953,classification,0.009555865269567886,219,0.0073000932241841085,0.0073000932241841085,2.3499146163331557,2.0106675926438857,0,6,"[""V17"",""V2"",""V21"",""V23"",""V24"",""V9""]",n6__39abc3ce2da38f69,controlled_mlp,test,0.01,2.01796768586807
0.03958964284899277,2.560782245803567e-15,cardiotocography,False,-0.18839184659473562,PLE,6.5379621849861,0.00247719040377839,1,371,1.0,0.3157894736842105,0.3157894736842105,16,0.02208079377423611,BlockGuard-Greedy-t01-transferred,0.0178567891207545,0.054664976563969514,0.054664976563969514,controlled_mlp,0.01976265386710033,0.0009570959955453873,classification,0.015026011135907775,371,0.015075333714976737,0.015075333714976737,2.626120495738151,2.003255388432381,0,6,"[""V17"",""V2"",""V21"",""V23"",""V24"",""V9""]",n6__39abc3ce2da38f69,controlled_mlp,validation,0.01,2.018330722147358
0.023277877142969007,2.560782245803567e-15,cardiotocography,False,0.2669981109626628,PLE,6.5379621849861,0.00247719040377839,1,371,1.0,0.3157894736842105,0.3157894736842105,16,0.020086240300872516,BlockGuard-Greedy-t01-transferred,0.018216037333456336,0.06083069433208888,0.06083069433208888,controlled_mlp,0.011754040787674292,0.0009570959955453873,classification,0.024851282931043658,371,0.037552817189119875,0.037552817189119875,0.6198703289220409,1.98041486867895,0,6,"[""V17"",""V2"",""V21"",""V23"",""V24"",""V9""]",n6__39abc3ce2da38f69,controlled_mlp,test,0.01,2.01796768586807
