dataset,problem_type,model,seed,embedding,k,split,method,tau,selected_features,selected_blocks,selection_key,selection_source_model,general_validation_C,invariant_feature_fraction,invariant_dimension_fraction,raw_disagreement,method_disagreement,maximum_method_disagreement,disagreement_reduction,coordinate_error,raw_task_error,method_task_error,inference_passes,input_dimension,raw_input_dimension,input_dimension_ratio,fit_seconds,predict_seconds,raw_loss,method_loss,trivial_loss,absolute_task_difference,relative_task_difference,safety_denominator,normalized_excess_risk,denominator_sensitive
sylvine,classification,resnet_tabular,1,RBF,8,test,BlockGuard-Greedy-t01-transferred,0.01,"[""V10"",""V13"",""V14"",""V15"",""V16"",""V17"",""V18"",""V19"",""V20"",""V3"",""V4"",""V5"",""V6"",""V7"",""V8"",""V9""]",16,n16__22283c8e95f4d10f,controlled_mlp,-0.022390674398029366,0.8,0.8,0.1500126971335255,0.10165018556485053,0.12849732749451154,0.3223894543115091,2.2298131216328597e-15,0.29826839248340886,0.2731010079306758,1,288,160,1.8,0.20268030208535492,0.0014506501611322165,0.29826839248340886,0.2731010079306758,0.6931471805599453,-0.02516738455273304,-0.0843783155941774,0.3948787880765364,-0.06373445551563796,False
sylvine,classification,resnet_tabular,1,RBF,16,validation,BlockGuard-Greedy-t01-transferred,0.01,"[""V10"",""V13"",""V14"",""V15"",""V16"",""V17"",""V18"",""V19"",""V20"",""V3"",""V4"",""V5"",""V6"",""V7"",""V8"",""V9""]",16,n16__22283c8e95f4d10f,controlled_mlp,-0.022390674398029366,0.8,0.8,0.15389129999384932,0.09863554656208712,0.1532112623959216,0.3590570320347586,2.085585897450892e-15,0.3802605119345768,0.3607114781924031,1,320,320,1.0,0.20496698818169534,0.001583948964253068,0.3802605119345768,0.3607114781924031,0.6931471805599453,-0.01954903374217365,-0.051409581401754986,0.3128866686253685,-0.062479599492238115,False
sylvine,classification,resnet_tabular,1,RBF,16,test,BlockGuard-Greedy-t01-transferred,0.01,"[""V10"",""V13"",""V14"",""V15"",""V16"",""V17"",""V18"",""V19"",""V20"",""V3"",""V4"",""V5"",""V6"",""V7"",""V8"",""V9""]",16,n16__22283c8e95f4d10f,controlled_mlp,-0.022390674398029366,0.8,0.8,0.13566894518631042,0.09249488600776215,0.1570294552040258,0.3182309637570966,2.085585897450892e-15,0.30914619211232774,0.3391235000025525,1,320,320,1.0,0.20496698818169534,0.001583948964253068,0.30914619211232774,0.3391235000025525,0.6931471805599453,0.029977307890224736,0.09696806447912686,0.38400098844761754,0.07806570501657448,False
debutanizer,regression,resnet_tabular,0,PLE,8,validation,BlockGuard-Greedy-t01-transferred,0.01,"[""u1"",""u2"",""u3"",""u4"",""u5"",""u6"",""u7""]",7,n7__9b087ba10a2b3bd2,controlled_mlp,-0.1830843759429318,1.0,1.0,0.31296732450980963,0.0,0.0,1.0,3.829229326767087e-15,0.07952249534835913,0.07795591148044277,1,112,56,2.0,1.2057197459507734,0.0021778109949082136,0.07952249534835913,0.07795591148044277,0.15991584786302804,-0.0015665838679163602,-0.01969988317209773,0.0803933525146689,-0.019486485124880378,False
debutanizer,regression,resnet_tabular,0,PLE,8,test,BlockGuard-Greedy-t01-transferred,0.01,"[""u1"",""u2"",""u3"",""u4"",""u5"",""u6"",""u7""]",7,n7__9b087ba10a2b3bd2,controlled_mlp,-0.1830843759429318,1.0,1.0,0.3196805799272217,0.0,0.0,1.0,3.829229326767087e-15,0.08066597320258072,0.08882111957263164,1,112,56,2.0,1.2057197459507734,0.0021778109949082136,0.08066597320258072,0.08882111957263164,0.1569418532648913,0.008155146370050922,0.10109772493007024,0.07627588006231058,0.10691645069698176,False
debutanizer,regression,resnet_tabular,0,PLE,16,validation,BlockGuard-Greedy-t01-transferred,0.01,"[""u1"",""u2"",""u3"",""u4"",""u5"",""u6"",""u7""]",7,n7__9b087ba10a2b3bd2,controlled_mlp,-0.1830843759429318,1.0,1.0,0.29011729015138654,0.0,0.0,1.0,1.0886466718160317e-14,0.07780389840924688,0.07588678264325228,1,112,112,1.0,0.43908335780724883,0.0015299988444894552,0.07780389840924688,0.07588678264325228,0.15991584786302804,-0.001917115765994598,-0.024640356141418636,0.08211194945378116,-0.023347585567599957,False
debutanizer,regression,resnet_tabular,0,PLE,16,test,BlockGuard-Greedy-t01-transferred,0.01,"[""u1"",""u2"",""u3"",""u4"",""u5"",""u6"",""u7""]",7,n7__9b087ba10a2b3bd2,controlled_mlp,-0.1830843759429318,1.0,1.0,0.28744556224958195,0.0,0.0,1.0,1.0886466718160317e-14,0.07965477896432631,0.09211905574911389,1,112,112,1.0,0.43908335780724883,0.0015299988444894552,0.07965477896432631,0.09211905574911389,0.1569418532648913,0.012464276784787579,0.15647870657414983,0.07728707430056499,0.16127246240832877,False
debutanizer,regression,resnet_tabular,0,RBF,8,validation,BlockGuard-Greedy-t01-transferred,0.01,"[""u1"",""u2"",""u3"",""u4"",""u5"",""u6"",""u7""]",7,n7__9b087ba10a2b3bd2,controlled_mlp,-0.1830843759429318,1.0,1.0,0.31131948565809775,0.0,0.0,1.0,1.8202586413826728e-15,0.08753226417944891,0.0845026426629503,1,112,56,2.0,0.5311103099957108,0.001495135948061943,0.08753226417944891,0.0845026426629503,0.15991584786302804,-0.003029621516498618,-0.03461148349010629,0.07238358368357913,-0.041855091476852575,False
debutanizer,regression,resnet_tabular,0,RBF,8,test,BlockGuard-Greedy-t01-transferred,0.01,"[""u1"",""u2"",""u3"",""u4"",""u5"",""u6"",""u7""]",7,n7__9b087ba10a2b3bd2,controlled_mlp,-0.1830843759429318,1.0,1.0,0.30224781852998517,0.0,0.0,1.0,1.8202586413826728e-15,0.09272847643780079,0.09242010347480514,1,112,56,2.0,0.5311103099957108,0.001495135948061943,0.09272847643780079,0.09242010347480514,0.1569418532648913,-0.00030837296299564276,-0.0033255476078320905,0.06421337682709051,-0.004802316561329719,False
debutanizer,regression,resnet_tabular,0,RBF,16,validation,BlockGuard-Greedy-t01-transferred,0.01,"[""u1"",""u2"",""u3"",""u4"",""u5"",""u6"",""u7""]",7,n7__9b087ba10a2b3bd2,controlled_mlp,-0.1830843759429318,1.0,1.0,0.3237556230631744,0.0,0.0,1.0,2.0266648967510337e-15,0.0918233806008041,0.09846861555928214,1,112,112,1.0,0.3916169928852469,0.0014735129661858082,0.0918233806008041,0.09846861555928214,0.15991584786302804,0.006645234958478047,0.07236974847798029,0.06809246726222394,0.09759133756876898,False
debutanizer,regression,resnet_tabular,0,RBF,16,test,BlockGuard-Greedy-t01-transferred,0.01,"[""u1"",""u2"",""u3"",""u4"",""u5"",""u6"",""u7""]",7,n7__9b087ba10a2b3bd2,controlled_mlp,-0.1830843759429318,1.0,1.0,0.31548144431599695,0.0,0.0,1.0,2.0266648967510337e-15,0.0992052072064688,0.09592031548970661,1,112,112,1.0,0.3916169928852469,0.0014735129661858082,0.0992052072064688,0.09592031548970661,0.1569418532648913,-0.0032848917167621894,-0.033112089670107495,0.05773664605842249,-0.056894397943349134,False
debutanizer,regression,resnet_tabular,1,PLE,8,validation,BlockGuard-Greedy-t01-transferred,0.01,"[""u1"",""u2"",""u3"",""u4"",""u5"",""u6"",""u7""]",7,n7__9b087ba10a2b3bd2,controlled_mlp,-0.15687667415645457,1.0,1.0,0.2783579503742125,0.0,0.0,1.0,3.829229326767087e-15,0.07358977180455237,0.07079204477740024,1,112,56,2.0,0.58856046712026,0.0015228770207613707,0.07358977180455237,0.07079204477740024,0.15991584786302804,-0.0027977270271521276,-0.03801787882401147,0.08632607605847567,-0.03240882888337238,False
debutanizer,regression,resnet_tabular,1,PLE,8,test,BlockGuard-Greedy-t01-transferred,0.01,"[""u1"",""u2"",""u3"",""u4"",""u5"",""u6"",""u7""]",7,n7__9b087ba10a2b3bd2,controlled_mlp,-0.15687667415645457,1.0,1.0,0.30139065875034465,0.0,0.0,1.0,3.829229326767087e-15,0.08249543886324949,0.08731067486262677,1,112,56,2.0,0.58856046712026,0.0015228770207613707,0.08249543886324949,0.08731067486262677,0.1569418532648913,0.004815235999377276,0.058369724020249966,0.0744464144016418,0.06468056303422295,False
debutanizer,regression,resnet_tabular,1,PLE,16,validation,BlockGuard-Greedy-t01-transferred,0.01,"[""u1"",""u2"",""u3"",""u4"",""u5"",""u6"",""u7""]",7,n7__9b087ba10a2b3bd2,controlled_mlp,-0.15687667415645457,1.0,1.0,0.2478751691373088,0.0,0.0,1.0,1.0886466718160317e-14,0.08274235498620808,0.0720138996854572,1,112,112,1.0,0.5726839888375252,0.0015062119346112013,0.08274235498620808,0.0720138996854572,0.15991584786302804,-0.01072845530075088,-0.12966098562869227,0.07717349287681996,-0.139017360764985,False
debutanizer,regression,resnet_tabular,1,PLE,16,test,BlockGuard-Greedy-t01-transferred,0.01,"[""u1"",""u2"",""u3"",""u4"",""u5"",""u6"",""u7""]",7,n7__9b087ba10a2b3bd2,controlled_mlp,-0.15687667415645457,1.0,1.0,0.2631891086945584,0.0,0.0,1.0,1.0886466718160317e-14,0.08297217742650168,0.08591939617445545,1,112,112,1.0,0.5726839888375252,0.0015062119346112013,0.08297217742650168,0.08591939617445545,0.1569418532648913,0.00294721874795377,0.03552056652441684,0.07396967583838962,0.03984360772910389,False
debutanizer,regression,resnet_tabular,1,RBF,8,validation,BlockGuard-Greedy-t01-transferred,0.01,"[""u1"",""u2"",""u3"",""u4"",""u5"",""u6"",""u7""]",7,n7__9b087ba10a2b3bd2,controlled_mlp,-0.15687667415645457,1.0,1.0,0.28560871708404684,0.0,0.0,1.0,1.8202586413826728e-15,0.08665031292872735,0.0870938444858581,1,112,56,2.0,0.6028865438420326,0.0022754669189453125,0.08665031292872735,0.0870938444858581,0.15991584786302804,0.00044353155713074133,0.005118637684500461,0.07326553493430069,0.006053754436222554,False
debutanizer,regression,resnet_tabular,1,RBF,8,test,BlockGuard-Greedy-t01-transferred,0.01,"[""u1"",""u2"",""u3"",""u4"",""u5"",""u6"",""u7""]",7,n7__9b087ba10a2b3bd2,controlled_mlp,-0.15687667415645457,1.0,1.0,0.2955233320545646,0.0,0.0,1.0,1.8202586413826728e-15,0.09213173970178594,0.09603949919371144,1,112,56,2.0,0.6028865438420326,0.0022754669189453125,0.09213173970178594,0.09603949919371144,0.1569418532648913,0.003907759491925497,0.042414910481167724,0.06481011356310536,0.06029551989784012,False
debutanizer,regression,resnet_tabular,1,RBF,16,validation,BlockGuard-Greedy-t01-transferred,0.01,"[""u1"",""u2"",""u3"",""u4"",""u5"",""u6"",""u7""]",7,n7__9b087ba10a2b3bd2,controlled_mlp,-0.15687667415645457,1.0,1.0,0.3457184660671307,0.0,0.0,1.0,2.0266648967510337e-15,0.09849575729147739,0.08676777725553046,1,112,112,1.0,0.5462319031357765,0.001483557978644967,0.09849575729147739,0.08676777725553046,0.15991584786302804,-0.011727980035946925,-0.11907091593032221,0.06142009057155065,-0.19094696746310633,False
debutanizer,regression,resnet_tabular,1,RBF,16,test,BlockGuard-Greedy-t01-transferred,0.01,"[""u1"",""u2"",""u3"",""u4"",""u5"",""u6"",""u7""]",7,n7__9b087ba10a2b3bd2,controlled_mlp,-0.15687667415645457,1.0,1.0,0.32082050266258055,0.0,0.0,1.0,2.0266648967510337e-15,0.1007892000414348,0.09556430656683662,1,112,112,1.0,0.5462319031357765,0.001483557978644967,0.1007892000414348,0.09556430656683662,0.1569418532648913,-0.0052248934745981745,-0.051839814905269635,0.0561526532234565,-0.09304802488683818,False
wall-robot-navigation,classification,resnet_tabular,0,PLE,8,validation,BlockGuard-Greedy-t01-transferred,0.01,"[""V1"",""V10"",""V11"",""V12"",""V13"",""V14"",""V15"",""V16"",""V17"",""V18"",""V19"",""V20"",""V22"",""V23"",""V24"",""V3"",""V4"",""V5"",""V6"",""V8"",""V9""]",21,n21__de41fc8c8b80b011,controlled_mlp,-0.012251713224324152,0.875,0.875,0.11512296774221742,0.09058123251206635,0.11104578186957414,0.21317844485302673,1.7390318506751777e-14,0.1711178027551845,0.14292644291791032,1,360,192,1.875,0.5257069619838148,0.002420054981485009,0.1711178027551845,0.14292644291791032,1.186659531323706,-0.028191359837274194,-0.16474825753581654,1.0155417285685215,-0.02775992265429794,False
wall-robot-navigation,classification,resnet_tabular,0,PLE,8,test,BlockGuard-Greedy-t01-transferred,0.01,"[""V1"",""V10"",""V11"",""V12"",""V13"",""V14"",""V15"",""V16"",""V17"",""V18"",""V19"",""V20"",""V22"",""V23"",""V24"",""V3"",""V4"",""V5"",""V6"",""V8"",""V9""]",21,n21__de41fc8c8b80b011,controlled_mlp,-0.012251713224324152,0.875,0.875,0.10797524511825604,0.08634158726964615,0.10524488628079992,0.2003575710795229,1.7390318506751777e-14,0.16268424615687865,0.1449121770792409,1,360,192,1.875,0.5257069619838148,0.002420054981485009,0.16268424615687865,0.1449121770792409,1.1883474890774524,-0.01777206907763776,-0.10924271708829082,1.0256632429205736,-0.01732739200737255,False
wall-robot-navigation,classification,resnet_tabular,0,PLE,16,validation,BlockGuard-Greedy-t01-transferred,0.01,"[""V1"",""V10"",""V11"",""V12"",""V13"",""V14"",""V15"",""V16"",""V17"",""V18"",""V19"",""V20"",""V22"",""V23"",""V24"",""V3"",""V4"",""V5"",""V6"",""V8"",""V9""]",21,n21__de41fc8c8b80b011,controlled_mlp,-0.012251713224324152,0.875,0.875,0.09111396069637248,0.0674324219833311,0.09321460251681693,0.25991119837230614,9.967597949373137e-15,0.10727801593363184,0.15778909801791016,1,384,384,1.0,0.28710713097825646,0.0023049619048833847,0.10727801593363184,0.15778909801791016,1.186659531323706,0.05051108208427832,0.47084280637262427,1.0793815153900743,0.0467963193403625,False
wall-robot-navigation,classification,resnet_tabular,0,PLE,16,test,BlockGuard-Greedy-t01-transferred,0.01,"[""V1"",""V10"",""V11"",""V12"",""V13"",""V14"",""V15"",""V16"",""V17"",""V18"",""V19"",""V20"",""V22"",""V23"",""V24"",""V3"",""V4"",""V5"",""V6"",""V8"",""V9""]",21,n21__de41fc8c8b80b011,controlled_mlp,-0.012251713224324152,0.875,0.875,0.0880195885479321,0.07114678183621849,0.08835849741994992,0.19169376942185234,9.967597949373137e-15,0.1380939845719639,0.10665807920428214,1,384,384,1.0,0.28710713097825646,0.0023049619048833847,0.1380939845719639,0.10665807920428214,1.1883474890774524,-0.03143590536768176,-0.2276413810863702,1.0502535045054884,-0.029931730989541758,False
wall-robot-navigation,classification,resnet_tabular,0,RBF,8,validation,BlockGuard-Greedy-t01-transferred,0.01,"[""V1"",""V10"",""V11"",""V12"",""V13"",""V14"",""V15"",""V16"",""V17"",""V18"",""V19"",""V20"",""V22"",""V23"",""V24"",""V3"",""V4"",""V5"",""V6"",""V8"",""V9""]",21,n21__de41fc8c8b80b011,controlled_mlp,-0.012251713224324152,0.875,0.875,0.10759551623434743,0.07893395930670943,0.10711157669421685,0.26638244725005045,4.601260694428636e-15,0.23941353780002633,0.1964400400307657,1,360,192,1.875,0.3061644199769944,0.0022070850245654583,0.23941353780002633,0.1964400400307657,1.186659531323706,-0.04297349776926063,-0.17949485298176776,0.9472459935236797,-0.04536677701787118,False
wall-robot-navigation,classification,resnet_tabular,0,RBF,8,test,BlockGuard-Greedy-t01-transferred,0.01,"[""V1"",""V10"",""V11"",""V12"",""V13"",""V14"",""V15"",""V16"",""V17"",""V18"",""V19"",""V20"",""V22"",""V23"",""V24"",""V3"",""V4"",""V5"",""V6"",""V8"",""V9""]",21,n21__de41fc8c8b80b011,controlled_mlp,-0.012251713224324152,0.875,0.875,0.12601551260583296,0.08373370768748062,0.13028872102224184,0.3355285713958618,4.601260694428636e-15,0.2681480640428162,0.2377041685549083,1,360,192,1.875,0.3061644199769944,0.0022070850245654583,0.2681480640428162,0.2377041685549083,1.1883474890774524,-0.030443895487907907,-0.11353389999879625,0.9201994250346361,-0.03308401924589553,False
wall-robot-navigation,classification,resnet_tabular,0,RBF,16,validation,BlockGuard-Greedy-t01-transferred,0.01,"[""V1"",""V10"",""V11"",""V12"",""V13"",""V14"",""V15"",""V16"",""V17"",""V18"",""V19"",""V20"",""V22"",""V23"",""V24"",""V3"",""V4"",""V5"",""V6"",""V8"",""V9""]",21,n21__de41fc8c8b80b011,controlled_mlp,-0.012251713224324152,0.875,0.875,0.13420444411463522,0.0843773314736411,0.12661298190601017,0.37127766498129244,4.225464087343167e-15,0.309888032881541,0.2981866967969714,1,384,384,1.0,0.28228299994952977,0.001484731212258339,0.309888032881541,0.2981866967969714,1.186659531323706,-0.01170133608456958,-0.03775988370948993,0.8767714984421651,-0.013345935748778725,False
wall-robot-navigation,classification,resnet_tabular,0,RBF,16,test,BlockGuard-Greedy-t01-transferred,0.01,"[""V1"",""V10"",""V11"",""V12"",""V13"",""V14"",""V15"",""V16"",""V17"",""V18"",""V19"",""V20"",""V22"",""V23"",""V24"",""V3"",""V4"",""V5"",""V6"",""V8"",""V9""]",21,n21__de41fc8c8b80b011,controlled_mlp,-0.012251713224324152,0.875,0.875,0.12524479454069157,0.08752749451309286,0.12366455215337478,0.301148643869143,4.225464087343167e-15,0.2316337678367263,0.29997611532198126,1,384,384,1.0,0.28228299994952977,0.001484731212258339,0.2316337678367263,0.29997611532198126,1.1883474890774524,0.06834234748525497,0.2950448379073471,0.9567137212407261,0.07143448031311221,False
wall-robot-navigation,classification,resnet_tabular,1,PLE,8,validation,BlockGuard-Greedy-t01-transferred,0.01,"[""V1"",""V23"",""V24""]",3,n3__eb67accc697405da,controlled_mlp,-0.005579115795425369,0.125,0.125,0.09408665779745823,0.10752047805725552,0.11676224537857638,-0.14278135257728564,4.895578954489419e-15,0.18773348301577206,0.19623645946341814,1,216,192,1.125,0.3489276219625026,0.0024425089359283447,0.18773348301577206,0.19623645946341814,1.186659531323706,0.008502976447646082,0.04529280718097432,0.998926048307934,0.008512118051230267,False
wall-robot-navigation,classification,resnet_tabular,1,PLE,8,test,BlockGuard-Greedy-t01-transferred,0.01,"[""V1"",""V23"",""V24""]",3,n3__eb67accc697405da,controlled_mlp,-0.005579115795425369,0.125,0.125,0.11173716861758574,0.11891459734072166,0.13548471582168395,-0.06423492569155975,4.895578954489419e-15,0.17102469591750213,0.21048237586723706,1,216,192,1.125,0.3489276219625026,0.0024425089359283447,0.17102469591750213,0.21048237586723706,1.1883474890774524,0.039457679949734925,0.2307133466196501,1.0173227931599502,0.0387858015322489,False
wall-robot-navigation,classification,resnet_tabular,1,PLE,16,validation,BlockGuard-Greedy-t01-transferred,0.01,"[""V1"",""V23"",""V24""]",3,n3__eb67accc697405da,controlled_mlp,-0.005579115795425369,0.125,0.125,0.09664580542791316,0.0990879725110739,0.11352187591152378,-0.025269250665848286,1.5207146897190874e-15,0.1694602957568479,0.15861342276536683,1,384,384,1.0,0.39092384302057326,0.001498471014201641,0.1694602957568479,0.15861342276536683,1.186659531323706,-0.010846872991481071,-0.06400834450947043,1.0171992355668582,-0.010663469468138556,False
wall-robot-navigation,classification,resnet_tabular,1,PLE,16,test,BlockGuard-Greedy-t01-transferred,0.01,"[""V1"",""V23"",""V24""]",3,n3__eb67accc697405da,controlled_mlp,-0.005579115795425369,0.125,0.125,0.1062243598217309,0.10673971239787332,0.11858829502449288,-0.004851547959501046,1.5207146897190874e-15,0.16603848797339418,0.15128351984057026,1,384,384,1.0,0.39092384302057326,0.001498471014201641,0.16603848797339418,0.15128351984057026,1.1883474890774524,-0.014754968132823926,-0.08886474643871875,1.022309001104058,-0.014432982705707448,False
wall-robot-navigation,classification,resnet_tabular,1,RBF,8,validation,BlockGuard-Greedy-t01-transferred,0.01,"[""V1"",""V23"",""V24""]",3,n3__eb67accc697405da,controlled_mlp,-0.005579115795425369,0.125,0.125,0.10656214851723811,0.14849413101632852,0.1713736887053298,-0.39349790786460415,5.850671542986345e-16,0.2654272141450164,0.31511860616944404,1,216,192,1.125,0.2392421429976821,0.0014136529061943293,0.2654272141450164,0.31511860616944404,1.186659531323706,0.04969139202442763,0.18721287560694017,0.9212323171786896,0.05394013116757506,False
wall-robot-navigation,classification,resnet_tabular,1,RBF,8,test,BlockGuard-Greedy-t01-transferred,0.01,"[""V1"",""V23"",""V24""]",3,n3__eb67accc697405da,controlled_mlp,-0.005579115795425369,0.125,0.125,0.10904786355021198,0.1434519708706265,0.16666083128112114,-0.3154954732751172,5.850671542986345e-16,0.2037738418675593,0.31219893959086553,1,216,192,1.125,0.2392421429976821,0.0014136529061943293,0.2037738418675593,0.31219893959086553,1.1883474890774524,0.10842509772330622,0.5320854567475642,0.984573647209893,0.11012390797840639,False
wall-robot-navigation,classification,resnet_tabular,1,RBF,16,validation,BlockGuard-Greedy-t01-transferred,0.01,"[""V1"",""V23"",""V24""]",3,n3__eb67accc697405da,controlled_mlp,-0.005579115795425369,0.125,0.125,0.1242881012594242,0.12227533928468837,0.1447189689383447,0.016194325557638334,8.954928325549134e-16,0.30292278087062585,0.2841705877873377,1,384,384,1.0,0.25420492398552597,0.0022144659887999296,0.30292278087062585,0.2841705877873377,1.186659531323706,-0.018752193083288127,-0.06190420221745201,0.8837367504530802,-0.021219207047431403,False
wall-robot-navigation,classification,resnet_tabular,1,RBF,16,test,BlockGuard-Greedy-t01-transferred,0.01,"[""V1"",""V23"",""V24""]",3,n3__eb67accc697405da,controlled_mlp,-0.005579115795425369,0.125,0.125,0.12476810932715333,0.11808190920288202,0.14259947379949464,0.05358901533675964,8.954928325549134e-16,0.20433943362668472,0.25043383352897153,1,384,384,1.0,0.25420492398552597,0.0022144659887999296,0.20433943362668472,0.25043383352897153,1.1883474890774524,0.04609439990228681,0.2255776043037213,0.9840080554507676,0.04684351885836063,False
california_housing,regression,resnet_tabular,0,PLE,8,validation,BlockGuard-Greedy-t01-transferred,0.01,"[""households"",""housing_median_age"",""latitude"",""longitude"",""median_income"",""population"",""total_bedrooms"",""total_rooms""]",8,n8__1cdc2d23dd8a3d3a,controlled_mlp,-0.027022306971213276,1.0,1.0,0.20846146086153894,0.0,0.0,1.0,2.0723114544841186e-14,53431.594123795534,62035.57872850401,1,133,69,1.9275362318840579,0.4193189968355,0.002392023103311658,53431.594123795534,62035.57872850401,109670.020675679,8603.98460470848,0.16102803492581427,56238.426551883465,0.15299120427508342,False
california_housing,regression,resnet_tabular,0,PLE,8,test,BlockGuard-Greedy-t01-transferred,0.01,"[""households"",""housing_median_age"",""latitude"",""longitude"",""median_income"",""population"",""total_bedrooms"",""total_rooms""]",8,n8__1cdc2d23dd8a3d3a,controlled_mlp,-0.027022306971213276,1.0,1.0,0.21167207602035992,0.0,0.0,1.0,2.0723114544841186e-14,62932.27015741245,69474.91145851975,1,133,69,1.9275362318840579,0.4193189968355,0.002392023103311658,62932.27015741245,69474.91145851975,113685.69177493482,6542.641301107302,0.10396321767421066,50753.42161752237,0.1289103491467556,False
california_housing,regression,resnet_tabular,0,PLE,16,validation,BlockGuard-Greedy-t01-transferred,0.01,"[""households"",""housing_median_age"",""latitude"",""longitude"",""median_income"",""population"",""total_bedrooms"",""total_rooms""]",8,n8__1cdc2d23dd8a3d3a,controlled_mlp,-0.027022306971213276,1.0,1.0,0.2050023817687076,0.0,0.0,1.0,1.0089452281337318e-14,55204.261726305944,58349.094307524705,1,133,133,1.0,0.5703710131347179,0.001461865846067667,55204.261726305944,58349.094307524705,109670.020675679,3144.8325812187613,0.05696720656840494,54465.758949373056,0.05773962654485256,False
california_housing,regression,resnet_tabular,0,PLE,16,test,BlockGuard-Greedy-t01-transferred,0.01,"[""households"",""housing_median_age"",""latitude"",""longitude"",""median_income"",""population"",""total_bedrooms"",""total_rooms""]",8,n8__1cdc2d23dd8a3d3a,controlled_mlp,-0.027022306971213276,1.0,1.0,0.19818348580522596,0.0,0.0,1.0,1.0089452281337318e-14,62482.29867548172,69681.48788071738,1,133,133,1.0,0.5703710131347179,0.001461865846067667,62482.29867548172,69681.48788071738,113685.69177493482,7199.189205235663,0.11521965993323244,51203.393099453104,0.14059984640573667,False
california_housing,regression,resnet_tabular,0,RBF,8,validation,BlockGuard-Greedy-t01-transferred,0.01,"[""households"",""housing_median_age"",""latitude"",""longitude"",""median_income"",""population"",""total_bedrooms"",""total_rooms""]",8,n8__1cdc2d23dd8a3d3a,controlled_mlp,-0.027022306971213276,1.0,1.0,0.22271197072917978,0.0,0.0,1.0,1.4231647576470671e-15,62892.00742381718,60911.27724605388,1,133,69,1.9275362318840579,0.34333165688440204,0.0016438199672847986,62892.00742381718,60911.27724605388,109670.020675679,-1980.7301777632965,-0.03149414780825067,46778.01325186182,-0.04234318732389647,False
california_housing,regression,resnet_tabular,0,RBF,8,test,BlockGuard-Greedy-t01-transferred,0.01,"[""households"",""housing_median_age"",""latitude"",""longitude"",""median_income"",""population"",""total_bedrooms"",""total_rooms""]",8,n8__1cdc2d23dd8a3d3a,controlled_mlp,-0.027022306971213276,1.0,1.0,0.2252717236654071,0.0,0.0,1.0,1.4231647576470671e-15,65713.18727065451,65144.09946558102,1,133,69,1.9275362318840579,0.34333165688440204,0.0016438199672847986,65713.18727065451,65144.09946558102,113685.69177493482,-569.08780507349,-0.008660176575054473,47972.50450428031,-0.011862791216637723,False
california_housing,regression,resnet_tabular,0,RBF,16,validation,BlockGuard-Greedy-t01-transferred,0.01,"[""households"",""housing_median_age"",""latitude"",""longitude"",""median_income"",""population"",""total_bedrooms"",""total_rooms""]",8,n8__1cdc2d23dd8a3d3a,controlled_mlp,-0.027022306971213276,1.0,1.0,0.2775725823251801,0.0,0.0,1.0,2.5652874450712432e-15,62829.11658303405,64505.488825646244,1,133,133,1.0,0.6748829439748079,0.0025172410532832146,62829.11658303405,64505.488825646244,109670.020675679,1676.3722426121967,0.026681454933346508,46840.90409264495,0.03578863976016688,False
california_housing,regression,resnet_tabular,0,RBF,16,test,BlockGuard-Greedy-t01-transferred,0.01,"[""households"",""housing_median_age"",""latitude"",""longitude"",""median_income"",""population"",""total_bedrooms"",""total_rooms""]",8,n8__1cdc2d23dd8a3d3a,controlled_mlp,-0.027022306971213276,1.0,1.0,0.2719670373319468,0.0,0.0,1.0,2.5652874450712432e-15,70651.4715701128,70020.9789213905,1,133,133,1.0,0.6748829439748079,0.0025172410532832146,70651.4715701128,70020.9789213905,113685.69177493482,-630.4926487222983,-0.00892398466317312,43034.22020482202,-0.014650960229358382,False
california_housing,regression,resnet_tabular,1,PLE,8,validation,BlockGuard-Greedy-t01-transferred,0.01,"[""latitude"",""longitude"",""total_bedrooms""]",3,n3__65d572cd20d5f426,controlled_mlp,-0.0025295424870571625,0.375,0.375,0.22216390661481603,0.19259379369417415,0.2305290855575624,0.1331004363904621,4.010932779968892e-15,55800.35151465594,55944.37720756788,1,93,69,1.3478260869565217,0.4914733290206641,0.002357912017032504,55800.35151465594,55944.37720756788,109670.020675679,144.02569291194231,0.002581089348050326,53869.66916102306,0.0026735952745770876,False
california_housing,regression,resnet_tabular,1,PLE,8,test,BlockGuard-Greedy-t01-transferred,0.01,"[""latitude"",""longitude"",""total_bedrooms""]",3,n3__65d572cd20d5f426,controlled_mlp,-0.0025295424870571625,0.375,0.375,0.23648907794456242,0.20197445170543882,0.23438611965566308,0.14594596308255092,4.010932779968892e-15,64289.14605041493,65053.71822902409,1,93,69,1.3478260869565217,0.4914733290206641,0.002357912017032504,64289.14605041493,65053.71822902409,113685.69177493482,764.5721786091599,0.011892710131965196,49396.54572451989,0.015478251918122177,False
california_housing,regression,resnet_tabular,1,PLE,16,validation,BlockGuard-Greedy-t01-transferred,0.01,"[""latitude"",""longitude"",""total_bedrooms""]",3,n3__65d572cd20d5f426,controlled_mlp,-0.0025295424870571625,0.375,0.375,0.2077366058149317,0.20578586651325886,0.21899674665092686,0.009390445627145305,1.0089452281337318e-14,53906.40150844688,54459.2162161372,1,133,133,1.0,0.3954517850652337,0.002208487829193473,53906.40150844688,54459.2162161372,109670.020675679,552.814707690326,0.010255084595170067,55763.61916723212,0.009913537104406086,False
