dataset,problem_type,model,embedding,k,method,seed,alpha,raw_disagreement,method_disagreement,disagreement_reduction,coordinate_error,fit_seconds,raw_loss,method_loss,trivial_loss,absolute_task_difference,relative_task_difference,safety_denominator,normalized_excess_risk,denominator_sensitive
california_housing,regression,controlled_mlp,RBF,16,GuardedGram-G2-after-embedding,0.5,0.75,0.15401759089925082,0.038504397724812706,0.75,1.3868559405832186e-15,0.25157957489136606,68940.37146899203,67734.63232111139,113685.69177493482,-1205.7391478806385,-0.017499226137794567,44745.32030594278,-0.026924255211186795,0.0
california_housing,regression,controlled_mlp,RBF,16,Raw embedding,0.5,0.0,0.15401759089925082,0.15401759089925082,0.0,1.3868559405832186e-15,0.0,68940.37146899203,68940.37146899203,113685.69177493482,0.0,0.0,44745.32030594278,0.0,0.0
california_housing,regression,resnet_tabular,PLE,8,Gram-after-embedding,0.5,1.0,0.22408057698246117,0.0,1.0,7.546119829130262e-15,0.5347196775255725,63610.70810391369,70882.07185548122,113685.69177493482,7271.363751567536,0.1144819896942536,50074.98367102113,0.14498019933609185,0.0
california_housing,regression,resnet_tabular,PLE,8,GuardedGram-G2-after-embedding,0.5,0.625,0.22408057698246117,0.0824791551018792,0.624999994056306,7.546119829130262e-15,0.5347196775255725,63610.70810391369,65038.8979890721,113685.69177493482,1428.189885158412,0.022346412626322053,50074.98367102113,0.02870083801669006,0.0
california_housing,regression,resnet_tabular,PLE,8,Raw embedding,0.5,0.0,0.22408057698246117,0.22408057698246117,0.0,7.546119829130262e-15,0.0,63610.70810391369,63610.70810391369,113685.69177493482,0.0,0.0,50074.98367102113,0.0,0.0
california_housing,regression,resnet_tabular,PLE,16,Gram-after-embedding,0.5,1.0,0.2042707404744506,0.0,1.0,3.616353515683813e-15,0.3013803638750687,61232.474945165995,68800.79951710111,113685.69177493482,7568.324571935125,0.12388521859791225,52453.216829768826,0.1440503656093408,0.0
california_housing,regression,resnet_tabular,PLE,16,GuardedGram-G2-after-embedding,0.5,0.625,0.2042707404744506,0.07736243202089009,0.6250000120405889,3.616353515683813e-15,0.3013803638750687,61232.474945165995,62738.867126693134,113685.69177493482,1506.3921815271424,0.024212824241699696,52453.216829768826,0.029278404226772803,0.0
california_housing,regression,resnet_tabular,PLE,16,Raw embedding,0.5,0.0,0.2042707404744506,0.2042707404744506,0.0,3.616353515683813e-15,0.0,61232.474945165995,61232.474945165995,113685.69177493482,0.0,0.0,52453.216829768826,0.0,0.0
california_housing,regression,resnet_tabular,RBF,8,Gram-after-embedding,0.5,1.0,0.22507010594966964,0.0,1.0,8.299772117821142e-16,0.5070699260104448,64878.35481312133,63830.81805037267,113685.69177493482,-1047.536762748663,-0.015941389177667763,48807.33696181349,-0.021835579567800113,0.0
california_housing,regression,resnet_tabular,RBF,8,GuardedGram-G2-after-embedding,0.5,0.75,0.22507010594966964,0.05626752885959364,0.7499999894496425,8.299772117821142e-16,0.5070699260104448,64878.35481312133,62937.18302143818,113685.69177493482,-1941.1717916831512,-0.029716957791295004,48807.33696181349,-0.04015165284785935,0.0
california_housing,regression,resnet_tabular,RBF,8,Raw embedding,0.5,0.0,0.22507010594966964,0.22507010594966964,0.0,8.299772117821142e-16,0.0,64878.35481312133,64878.35481312133,113685.69177493482,0.0,0.0,48807.33696181349,0.0,0.0
california_housing,regression,resnet_tabular,RBF,16,Gram-after-embedding,0.5,1.0,0.2764217894260461,0.0,1.0,1.3868559405832186e-15,0.34866254206281155,71451.6160035439,71494.76766958802,113685.69177493482,43.151666044126614,0.0010296526437914115,42234.075771390926,-0.00019647713291080782,0.0
california_housing,regression,resnet_tabular,RBF,16,GuardedGram-G2-after-embedding,0.5,0.75,0.2764217894260461,0.0691054465949481,0.7500000026701341,1.3868559405832186e-15,0.34866254206281155,71451.6160035439,69855.99556328132,113685.69177493482,-1595.6204402625663,-0.02200893245992834,42234.075771390926,-0.03872539919912736,0.0
california_housing,regression,resnet_tabular,RBF,16,Raw embedding,0.5,0.0,0.2764217894260461,0.2764217894260461,0.0,1.3868559405832186e-15,0.0,71451.6160035439,71451.6160035439,113685.69177493482,0.0,0.0,42234.075771390926,0.0,0.0
california_housing,regression,tabm_d,PLE,8,Gram-after-embedding,0.5,1.0,0.21848532505861146,0.0,1.0,7.546119829130262e-15,0.4345495159504935,62997.536521269605,61238.13814933867,113685.69177493482,-1759.3983719309254,-0.02792348421185443,50688.155253665216,-0.03471784057107653,0.0
california_housing,regression,tabm_d,PLE,8,GuardedGram-G2-after-embedding,0.5,0.75,0.21848532505861146,0.054621331264652864,0.75,7.546119829130262e-15,0.4345495159504935,62997.536521269605,61039.17171125408,113685.69177493482,-1958.3648100155224,-0.031082980241555678,50688.155253665216,-0.038641390964583716,0.0
california_housing,regression,tabm_d,PLE,8,Raw embedding,0.5,0.0,0.21848532505861146,0.21848532505861146,0.0,7.546119829130262e-15,0.0,62997.536521269605,62997.536521269605,113685.69177493482,0.0,0.0,50688.155253665216,0.0,0.0
california_housing,regression,tabm_d,PLE,16,Gram-after-embedding,0.5,1.0,0.1907160274869485,0.0,1.0,3.616353515683813e-15,0.4079728435026482,59175.880346238475,60312.035599126604,113685.69177493482,1136.1552528881293,0.0192036598338485,54509.81142869635,0.02083846237095565,0.0
california_housing,regression,tabm_d,PLE,16,GuardedGram-G2-after-embedding,0.5,0.75,0.1907160274869485,0.04767900687173712,0.75,3.616353515683813e-15,0.4079728435026482,59175.880346238475,59415.506039896136,113685.69177493482,239.62569365766103,0.004052756881570664,54509.81142869635,0.004392047452783567,0.0
california_housing,regression,tabm_d,PLE,16,Raw embedding,0.5,0.0,0.1907160274869485,0.1907160274869485,0.0,3.616353515683813e-15,0.0,59175.880346238475,59175.880346238475,113685.69177493482,0.0,0.0,54509.81142869635,0.0,0.0
california_housing,regression,tabm_d,RBF,8,Gram-after-embedding,0.5,1.0,0.17298802491261173,0.0,1.0,8.299772117821142e-16,0.37031977891456336,60985.62031566495,59699.48868807398,113685.69177493482,-1286.1316275909703,-0.021076635696647937,52700.07145926987,-0.024422280201258292,0.0
california_housing,regression,tabm_d,RBF,8,GuardedGram-G2-after-embedding,0.5,0.75,0.17298802491261173,0.04324700622815293,0.75,8.299772117821142e-16,0.37031977891456336,60985.62031566495,59679.13044082378,113685.69177493482,-1306.4898748411688,-0.021413994909569897,52700.07145926987,-0.024803858667440008,0.0
california_housing,regression,tabm_d,RBF,8,Raw embedding,0.5,0.0,0.17298802491261173,0.17298802491261173,0.0,8.299772117821142e-16,0.0,60985.62031566495,60985.62031566495,113685.69177493482,0.0,0.0,52700.07145926987,0.0,0.0
california_housing,regression,tabm_d,RBF,16,Gram-after-embedding,0.5,1.0,0.22364566039082023,0.0,1.0,1.3868559405832186e-15,0.42775156151037663,63095.13410398761,62432.42479676296,113685.69177493482,-662.7093072246535,-0.010489730743906226,50590.55767094721,-0.013120922165887089,0.0
california_housing,regression,tabm_d,RBF,16,GuardedGram-G2-after-embedding,0.5,0.75,0.22364566039082023,0.05591141509770506,0.75,1.3868559405832186e-15,0.42775156151037663,63095.13410398761,62149.75254306696,113685.69177493482,-945.3815609206504,-0.014974621029000292,50590.55767094721,-0.01870104178585268,0.0
california_housing,regression,tabm_d,RBF,16,Raw embedding,0.5,0.0,0.22364566039082023,0.22364566039082023,0.0,1.3868559405832186e-15,0.0,63095.13410398761,63095.13410398761,113685.69177493482,0.0,0.0,50590.55767094721,0.0,0.0
cardiotocography,classification,controlled_mlp,PLE,8,Gram-after-embedding,0.5,1.0,0.009452522902452683,0.0,1.0,1.7553569433902088e-15,0.5373951661167666,0.009940809370975688,7.203702083603111e-06,2.01796768586807,-0.009933605668892086,-0.9992134850808897,2.008026876497094,-0.004948686711641354,0.0
cardiotocography,classification,controlled_mlp,PLE,8,GuardedGram-G2-after-embedding,0.5,0.75,0.009452522902452683,0.0023631307210026297,0.7500000005655749,1.7553569433902088e-15,0.5373951661167666,0.009940809370975688,0.0014652012547566248,2.01796768586807,-0.008475608116219065,-0.8455686562596111,2.008026876497094,-0.0042225060460363666,0.0
cardiotocography,classification,controlled_mlp,PLE,8,Raw embedding,0.5,0.0,0.009452522902452683,0.009452522902452683,0.0,1.7553569433902088e-15,0.0,0.009940809370975688,0.009940809370975688,2.01796768586807,0.0,0.0,2.008026876497094,0.0,0.0
cardiotocography,classification,controlled_mlp,PLE,16,Gram-after-embedding,0.5,1.0,0.02202668678248882,0.0,1.0,1.100863744284972e-15,0.5586820560274646,0.03390094030102287,5.4637100391401115e-06,2.01796768586807,-0.03389547659098373,-0.9998262211996748,1.984066745567047,-0.017087287668212575,0.0
cardiotocography,classification,controlled_mlp,PLE,16,GuardedGram-G2-after-embedding,0.5,0.75,0.02202668678248882,0.005506671697361239,0.7499999998940474,1.100863744284972e-15,0.5586820560274646,0.03390094030102287,0.004008689276574868,2.01796768586807,-0.029892251024448,-0.8809714795769527,1.984066745567047,-0.015069415674039435,0.0
cardiotocography,classification,controlled_mlp,PLE,16,Raw embedding,0.5,0.0,0.02202668678248882,0.02202668678248882,0.0,1.100863744284972e-15,0.0,0.03390094030102287,0.03390094030102287,2.01796768586807,0.0,0.0,1.984066745567047,0.0,0.0
cardiotocography,classification,controlled_mlp,RBF,8,Gram-after-embedding,0.5,1.0,0.01329797473953168,0.0,1.0,1.186261389573777e-15,0.593886966467835,0.01317277503946171,1.8679812880490344e-06,2.01796768586807,-0.01317090705817366,-0.9996100903649261,2.004794910828608,-0.006597446595602743,0.0
cardiotocography,classification,controlled_mlp,RBF,8,GuardedGram-G2-after-embedding,0.5,0.75,0.01329797473953168,0.0033244935640205356,0.750000007416075,1.186261389573777e-15,0.593886966467835,0.01317277503946171,0.0011425116975540268,2.01796768586807,-0.012030263341907682,-0.8469790793828151,2.004794910828608,-0.006027117439988772,0.0
cardiotocography,classification,controlled_mlp,RBF,8,Raw embedding,0.5,0.0,0.01329797473953168,0.01329797473953168,0.0,1.186261389573777e-15,0.0,0.01317277503946171,0.01317277503946171,2.01796768586807,0.0,0.0,2.004794910828608,0.0,0.0
cardiotocography,classification,controlled_mlp,RBF,16,Gram-after-embedding,0.5,1.0,0.01658284674373233,0.0,1.0,3.134465595416298e-15,0.4687042710138485,0.07691836312329557,0.0010308202690880125,2.01796768586807,-0.07588754285420757,-0.9873219769546097,1.9410493227447745,-0.03910820903706623,0.0
cardiotocography,classification,controlled_mlp,RBF,16,GuardedGram-G2-after-embedding,0.5,0.75,0.01658284674373233,0.004145711630818201,0.7500000030641749,3.134465595416298e-15,0.4687042710138485,0.07691836312329557,0.0075122045719084474,2.01796768586807,-0.06940615855138713,-0.9024684502455176,1.9410493227447745,-0.0357688881354928,0.0
cardiotocography,classification,controlled_mlp,RBF,16,Raw embedding,0.5,0.0,0.01658284674373233,0.01658284674373233,0.0,3.134465595416298e-15,0.0,0.07691836312329557,0.07691836312329557,2.01796768586807,0.0,0.0,1.9410493227447745,0.0,0.0
cardiotocography,classification,resnet_tabular,PLE,8,Gram-after-embedding,0.5,1.0,0.010754862925943543,0.0,1.0,1.7553569433902088e-15,0.9077860630350187,0.002092987340723327,0.0003890563776462856,2.01796768586807,-0.0017039309630770415,-0.5005017569784823,2.0158746985273464,-0.0008459420906757586,0.0
cardiotocography,classification,resnet_tabular,PLE,8,GuardedGram-G2-after-embedding,0.5,0.75,0.010754862925943543,0.002688715688834037,0.7500000021364008,1.7553569433902088e-15,0.9077860630350187,0.002092987340723327,0.0007360763633985054,2.01796768586807,-0.0013569109773248216,-0.39648440738459084,2.0158746985273464,-0.0006736596145717872,0.0
cardiotocography,classification,resnet_tabular,PLE,8,Raw embedding,0.5,0.0,0.010754862925943543,0.010754862925943543,0.0,1.7553569433902088e-15,0.0,0.002092987340723327,0.002092987340723327,2.01796768586807,0.0,0.0,2.0158746985273464,0.0,0.0
cardiotocography,classification,resnet_tabular,PLE,16,Gram-after-embedding,0.5,1.0,0.03376654753806278,0.0,1.0,1.100863744284972e-15,0.9333210589829832,0.025674725196332883,0.00038794569463928544,2.01796768586807,-0.0252867795016936,-0.9841390446104246,1.9922929606717372,-0.012702003371820786,0.0
cardiotocography,classification,resnet_tabular,PLE,16,GuardedGram-G2-after-embedding,0.5,0.75,0.03376654753806278,0.008441636673943827,0.7500000066247241,1.100863744284972e-15,0.9333210589829832,0.025674725196332883,0.003452624371039494,2.01796768586807,-0.02222210082529339,-0.8692635530076561,1.9922929606717372,-0.01116187193132304,0.0
cardiotocography,classification,resnet_tabular,PLE,16,Raw embedding,0.5,0.0,0.03376654753806278,0.03376654753806278,0.0,1.100863744284972e-15,0.0,0.025674725196332883,0.025674725196332883,2.01796768586807,0.0,0.0,1.9922929606717372,0.0,0.0
cardiotocography,classification,resnet_tabular,RBF,8,Gram-after-embedding,0.5,1.0,0.016669595991144287,0.0,1.0,1.186261389573777e-15,1.3063898810651153,0.008950455335114477,0.00038508118843940135,2.01796768586807,-0.008565374146675075,-0.956128435811876,2.0090172305329554,-0.0042640457893223125,0.0
cardiotocography,classification,resnet_tabular,RBF,8,GuardedGram-G2-after-embedding,0.5,0.75,0.016669595991144287,0.004167398738899363,0.7500000144078898,1.186261389573777e-15,1.3063898810651153,0.008950455335114477,0.001026801964229193,2.01796768586807,-0.007923653370885284,-0.8823093117495894,2.0090172305329554,-0.003944624110295953,0.0
cardiotocography,classification,resnet_tabular,RBF,8,Raw embedding,0.5,0.0,0.016669595991144287,0.016669595991144287,0.0,1.186261389573777e-15,0.0,0.008950455335114477,0.008950455335114477,2.01796768586807,0.0,0.0,2.0090172305329554,0.0,0.0
cardiotocography,classification,resnet_tabular,RBF,16,Gram-after-embedding,0.5,1.0,0.02859086531343419,0.0,1.0,3.134465595416298e-15,1.393698527594097,0.013625601035534864,0.0004062338114190359,2.01796768586807,-0.01321936722411583,-0.9686311879371932,2.004342084832535,-0.006597375948887213,0.0
cardiotocography,classification,resnet_tabular,RBF,16,GuardedGram-G2-after-embedding,0.5,0.75,0.02859086531343419,0.007147716337232909,0.7499999999095011,3.134465595416298e-15,1.393698527594097,0.013625601035534864,0.001639688804648836,2.01796768586807,-0.011985912230886029,-0.8788297212169949,2.004342084832535,-0.005981771265120181,0.0
cardiotocography,classification,resnet_tabular,RBF,16,Raw embedding,0.5,0.0,0.02859086531343419,0.02859086531343419,0.0,3.134465595416298e-15,0.0,0.013625601035534864,0.013625601035534864,2.01796768586807,0.0,0.0,2.004342084832535,0.0,0.0
cardiotocography,classification,tabm_d,PLE,8,Gram-after-embedding,0.5,1.0,0.009717361191318946,0.0,1.0,1.7553569433902088e-15,0.4682798801222816,0.011312269046658427,0.00468515872647218,2.01796768586807,-0.006627110320186247,-0.4500081841710681,2.0066554168214115,-0.00330837612504344,0.0
cardiotocography,classification,tabm_d,PLE,8,GuardedGram-G2-after-embedding,0.5,0.75,0.009717361191318946,0.002429340249660433,0.7500000048249351,1.7553569433902088e-15,0.4682798801222816,0.011312269046658427,0.006226310744791127,2.01796768586807,-0.005085958301867301,-0.34671065458856953,2.0066554168214115,-0.002538965974204997,0.0
cardiotocography,classification,tabm_d,PLE,8,Raw embedding,0.5,0.0,0.009717361191318946,0.009717361191318946,0.0,1.7553569433902088e-15,0.0,0.011312269046658427,0.011312269046658427,2.01796768586807,0.0,0.0,2.0066554168214115,0.0,0.0
cardiotocography,classification,tabm_d,PLE,16,Gram-after-embedding,0.5,1.0,0.018223453116942616,0.0,1.0,1.100863744284972e-15,0.4773570114048198,0.01402316891335871,0.004808941942712795,2.01796768586807,-0.009214226970645915,-0.678984579744903,2.003944516954711,-0.004602910314960295,0.0
cardiotocography,classification,tabm_d,PLE,16,GuardedGram-G2-after-embedding,0.5,0.75,0.018223453116942616,0.004555863150404328,0.7500000071424503,1.100863744284972e-15,0.4773570114048198,0.01402316891335871,0.0069033274071114165,2.01796768586807,-0.007119841506247293,-0.5246867866193651,2.003944516954711,-0.0035566715582370572,0.0
cardiotocography,classification,tabm_d,PLE,16,Raw embedding,0.5,0.0,0.018223453116942616,0.018223453116942616,0.0,1.100863744284972e-15,0.0,0.01402316891335871,0.01402316891335871,2.01796768586807,0.0,0.0,2.003944516954711,0.0,0.0
cardiotocography,classification,tabm_d,RBF,8,Gram-after-embedding,0.5,1.0,0.012408681686076048,0.0,1.0,1.186261389573777e-15,0.4978767435532063,0.015707792593765053,0.0031584753993416314,2.01796768586807,-0.012549317194423423,-0.7994028115035494,2.0022598932743048,-0.006267585251734809,0.0
cardiotocography,classification,tabm_d,RBF,8,GuardedGram-G2-after-embedding,0.5,0.75,0.012408681686076048,0.0031021703670585685,0.7500000035629708,1.186261389573777e-15,0.4978767435532063,0.015707792593765053,0.00609235695372492,2.01796768586807,-0.009615435640040134,-0.6125363676207809,2.0022598932743048,-0.004802296634968081,0.0
cardiotocography,classification,tabm_d,RBF,8,Raw embedding,0.5,0.0,0.012408681686076048,0.012408681686076048,0.0,1.186261389573777e-15,0.0,0.015707792593765053,0.015707792593765053,2.01796768586807,0.0,0.0,2.0022598932743048,0.0,0.0
cardiotocography,classification,tabm_d,RBF,16,Gram-after-embedding,0.5,1.0,0.01538450940094727,0.0,1.0,3.134465595416298e-15,0.48867648013401777,0.039911555780646826,0.01749138874361591,2.01796768586807,-0.022420167037030914,-0.5617593165064163,1.978056130087423,-0.011334440004450271,0.0
cardiotocography,classification,tabm_d,RBF,16,GuardedGram-G2-after-embedding,0.5,0.75,0.01538450940094727,0.0038461272329643192,0.7500000074615403,3.134465595416298e-15,0.48867648013401777,0.039911555780646826,0.022253001208610887,2.01796768586807,-0.01765855457203594,-0.4424490651846283,1.978056130087423,-0.008927224217797548,0.0
cardiotocography,classification,tabm_d,RBF,16,Raw embedding,0.5,0.0,0.01538450940094727,0.01538450940094727,0.0,3.134465595416298e-15,0.0,0.039911555780646826,0.039911555780646826,2.01796768586807,0.0,0.0,1.978056130087423,0.0,0.0
debutanizer,regression,controlled_mlp,PLE,8,Gram-after-embedding,0.5,1.0,0.21883499166969206,0.0,1.0,1.7351795151947674e-15,0.36032847547903657,0.09114472717833662,0.09286199830887468,0.1569418532648913,0.0017172711305380658,0.020776714115506086,0.06579712608655468,0.02242795576083976,0.0
debutanizer,regression,controlled_mlp,PLE,8,GuardedGram-G2-after-embedding,0.5,0.75,0.21883499166969206,0.054708747917423015,0.75,1.7351795151947674e-15,0.36032847547903657,0.09114472717833662,0.08879585363860684,0.1569418532648913,-0.002348873539729783,-0.02430033355306273,0.06579712608655468,-0.038582414786618016,0.0
debutanizer,regression,controlled_mlp,PLE,8,Raw embedding,0.5,0.0,0.21883499166969206,0.21883499166969206,0.0,1.7351795151947674e-15,0.0,0.09114472717833662,0.09114472717833662,0.1569418532648913,0.0,0.0,0.06579712608655468,0.0,0.0
debutanizer,regression,controlled_mlp,PLE,16,Gram-after-embedding,0.5,1.0,0.2192573414535649,0.0,1.0,4.888255565911666e-15,0.275437418022193,0.08933975196188931,0.08978179477284101,0.1569418532648913,0.0004420428109516844,0.004945313877816547,0.06760210130300198,0.0065434218655506795,0.0
debutanizer,regression,controlled_mlp,PLE,16,GuardedGram-G2-after-embedding,0.5,0.75,0.2192573414535649,0.054814335363391226,0.75,4.888255565911666e-15,0.275437418022193,0.08933975196188931,0.08595395660161353,0.1569418532648913,-0.0033857953602757923,-0.03790826747973375,0.06760210130300198,-0.05006649717747354,0.0
debutanizer,regression,controlled_mlp,PLE,16,Raw embedding,0.5,0.0,0.2192573414535649,0.2192573414535649,0.0,4.888255565911666e-15,0.0,0.08933975196188931,0.08933975196188931,0.1569418532648913,0.0,0.0,0.06760210130300198,0.0,0.0
debutanizer,regression,controlled_mlp,RBF,8,Gram-after-embedding,0.5,1.0,0.19770714989048754,0.0,1.0,9.64026172497967e-16,0.35036105243489146,0.11507538009125193,0.09487046913599456,0.1569418532648913,-0.02020491095525736,-0.17531398942983695,0.041866473173639375,-0.4857019893957169,0.0
debutanizer,regression,controlled_mlp,RBF,8,GuardedGram-G2-after-embedding,0.5,0.75,0.19770714989048754,0.049426787472621886,0.75,9.64026172497967e-16,0.35036105243489146,0.11507538009125193,0.09420482946618629,0.1569418532648913,-0.020870550625065633,-0.18122319765574663,0.041866473173639375,-0.5006924956845269,0.0
debutanizer,regression,controlled_mlp,RBF,8,Raw embedding,0.5,0.0,0.19770714989048754,0.19770714989048754,0.0,9.64026172497967e-16,0.0,0.11507538009125193,0.11507538009125193,0.1569418532648913,0.0,0.0,0.041866473173639375,0.0,0.0
debutanizer,regression,controlled_mlp,RBF,16,Gram-after-embedding,0.5,1.0,0.20318279286507118,0.0,1.0,1.3125838792634461e-15,0.2718797790585086,0.12190801286079316,0.10140271609093542,0.1569418532648913,-0.02050529676985774,-0.168072900869812,0.03503384040409814,-0.5880131985920085,0.0
debutanizer,regression,controlled_mlp,RBF,16,GuardedGram-G2-after-embedding,0.5,0.75,0.20318279286507118,0.050795698216267796,0.75,1.3125838792634461e-15,0.2718797790585086,0.12190801286079316,0.10118291919278422,0.1569418532648913,-0.020725093668008947,-0.16996109763940287,0.03503384040409814,-0.5932658658768445,0.0
debutanizer,regression,controlled_mlp,RBF,16,Raw embedding,0.5,0.0,0.20318279286507118,0.20318279286507118,0.0,1.3125838792634461e-15,0.0,0.12190801286079316,0.12190801286079316,0.1569418532648913,0.0,0.0,0.03503384040409814,0.0,0.0
debutanizer,regression,resnet_tabular,PLE,8,Gram-after-embedding,0.5,1.0,0.31053561933878315,0.0,1.0,1.7351795151947674e-15,0.5217303349636495,0.0815807060329151,0.0880658972176292,0.1569418532648913,0.0064851911847140994,0.07973372447516011,0.07536114723197619,0.08579850686560236,0.0
debutanizer,regression,resnet_tabular,PLE,8,GuardedGram-G2-after-embedding,0.5,0.75,0.31053561933878315,0.07763390603713612,0.7499999957650815,1.7351795151947674e-15,0.5217303349636495,0.0815807060329151,0.08226970934953483,0.1569418532648913,0.000689003316619724,0.008501387161357966,0.07536114723197619,0.009079977262396512,0.0
debutanizer,regression,resnet_tabular,PLE,8,Raw embedding,0.5,0.0,0.31053561933878315,0.31053561933878315,0.0,1.7351795151947674e-15,0.0,0.0815807060329151,0.0815807060329151,0.1569418532648913,0.0,0.0,0.07536114723197619,0.0,0.0
debutanizer,regression,resnet_tabular,PLE,16,Gram-after-embedding,0.5,1.0,0.27531733547207016,0.0,1.0,4.888255565911666e-15,0.3948626489145681,0.08131347819541399,0.08901922596178466,0.1569418532648913,0.007705747766370674,0.09599963654928334,0.07562837506947731,0.10055803506871633,0.0
debutanizer,regression,resnet_tabular,PLE,16,GuardedGram-G2-after-embedding,0.5,0.75,0.27531733547207016,0.06882933235410846,0.7500000053706899,4.888255565911666e-15,0.3948626489145681,0.08131347819541399,0.08302471864348414,0.1569418532648913,0.0017112404480701462,0.021912081931576843,0.07562837506947731,0.02164554967598522,0.0
debutanizer,regression,resnet_tabular,PLE,16,Raw embedding,0.5,0.0,0.27531733547207016,0.27531733547207016,0.0,4.888255565911666e-15,0.0,0.08131347819541399,0.08131347819541399,0.1569418532648913,0.0,0.0,0.07562837506947731,0.0,0.0
debutanizer,regression,resnet_tabular,RBF,8,Gram-after-embedding,0.5,1.0,0.2988855752922749,0.0,1.0,9.64026172497967e-16,0.4343718603486195,0.09243010806979336,0.09422980133425829,0.1569418532648913,0.0017996932644649272,0.019544681436667818,0.06451174519509793,0.0277466016682552,0.0
debutanizer,regression,resnet_tabular,RBF,8,GuardedGram-G2-after-embedding,0.5,0.75,0.2988855752922749,0.07472139605851746,0.7499999924726637,9.64026172497967e-16,0.4343718603486195,0.09243010806979336,0.09157034068463565,0.1569418532648913,-0.0008597673851577017,-0.009267982072808498,0.06451174519509793,-0.013397229094467188,0.0
debutanizer,regression,resnet_tabular,RBF,8,Raw embedding,0.5,0.0,0.2988855752922749,0.2988855752922749,0.0,9.64026172497967e-16,0.0,0.09243010806979336,0.09243010806979336,0.1569418532648913,0.0,0.0,0.06451174519509793,0.0,0.0
debutanizer,regression,resnet_tabular,RBF,16,Gram-after-embedding,0.5,1.0,0.3181509734892888,0.0,1.0,1.3125838792634461e-15,0.5300527040380985,0.0999972036239518,0.09574231102827162,0.1569418532648913,-0.004254892595680182,-0.042475952287688565,0.056944649640939496,-0.07497121141509366,0.0
debutanizer,regression,resnet_tabular,RBF,16,GuardedGram-G2-after-embedding,0.5,0.625,0.3181509734892888,0.1189729228116047,0.6250000033987181,1.3125838792634461e-15,0.5300527040380985,0.0999972036239518,0.0946277680889944,0.1569418532648913,-0.0053694355349574036,-0.05363318080086492,0.056944649640939496,-0.09451411717030755,0.0
debutanizer,regression,resnet_tabular,RBF,16,Raw embedding,0.5,0.0,0.3181509734892888,0.3181509734892888,0.0,1.3125838792634461e-15,0.0,0.0999972036239518,0.0999972036239518,0.1569418532648913,0.0,0.0,0.056944649640939496,0.0,0.0
