candidate,family,features,fit_seconds,input_dimension,invariant_dimension_fraction,invariant_feature_fraction,predict_seconds,raw_input_dimension,selected_blocks,selected_dimensions,selection_key,stage,validation_C,validation_method_loss,validation_raw_loss,dataset,model,seed
stage_7,BlockGuard-Greedy,"['att3', 'att73', 'att9', 'att5', 'att76', 'att75', 'att71', 'att74', 'att8', 'att6', 'att10', 'att7', 'att70', 'att4', 'att69', 'att11', 'att65', 'att52', 'att72', 'att27', 'att48', 'att47', 'att46', 'att60', 'att31', 'att44', 'att28', 'att42', 'att50', 'att51', 'att45', 'att53', 'att2', 'att68', 'att66', 'att43', 'att67', 'att13', 'att14', 'att26', 'att1', 'att56', 'att59', 'att25', 'att23', 'att35', 'att57', 'att49', 'att41', 'att18', 'att19', 'att16', 'att36', 'att38', 'att21', 'att61', 'att12', 'att62', 'att22', 'att37', 'att40', 'att33', 'att29', 'att32', 'att63', 'att58', 'att15']",0.5037929711397737,1144,0.881578947368421,0.881578947368421,0.541127075208351,608,67,536,n67__ba29cf18f3df1cf8,7,0.002754436613256983,0.29969034126356997,0.29415828843970204,mfeat-fourier,tabpfn_2_6,2
stage_8,BlockGuard-Greedy,"['att3', 'att73', 'att9', 'att5', 'att76', 'att75', 'att71', 'att74', 'att8', 'att6', 'att10', 'att7', 'att70', 'att4', 'att69', 'att11', 'att65', 'att52', 'att72', 'att27', 'att48', 'att47', 'att46', 'att60', 'att31', 'att44', 'att28', 'att42', 'att50', 'att51', 'att45', 'att53', 'att2', 'att68', 'att66', 'att43', 'att67', 'att13', 'att14', 'att26', 'att1', 'att56', 'att59', 'att25', 'att23', 'att35', 'att57', 'att49', 'att41', 'att18', 'att19', 'att16', 'att36', 'att38', 'att21', 'att61', 'att12', 'att62', 'att22', 'att37', 'att40', 'att33', 'att29', 'att32', 'att63', 'att58', 'att15', 'att39', 'att24', 'att34', 'att20', 'att64', 'att54', 'att17', 'att30', 'att55']",0.0,1216,1.0,1.0,0.0,608,76,608,n76__1f2805343c762161,8,-0.008145712784114594,0.27779831370189384,0.29415828843970204,mfeat-fourier,tabpfn_2_6,2
stage_0_raw,BlockGuard-Greedy,[],0.0,320,0.0,0.0,0.0,320,0,0,n0__4f53cda18c2baa0c,0,0.0,0.31010493421995167,0.31010493421995167,waveform-5000,controlled_mlp,0
stage_1,BlockGuard-Greedy,"['x31', 'x18', 'x10', 'x11', 'x6']",0.23504507914185524,360,0.125,0.125,0.004631976131349802,320,5,40,n5__37b9686da389013c,1,0.025577436991912096,0.33027042521993294,0.31010493421995167,waveform-5000,controlled_mlp,0
stage_2,BlockGuard-Greedy,"['x31', 'x18', 'x10', 'x11', 'x6', 'x9', 'x14', 'x12', 'x4', 'x7']",0.16401543887332082,400,0.25,0.25,0.005026642000302672,320,10,80,n10__57796f9d51079086,2,-0.012294348829230336,0.30041195439774077,0.31010493421995167,waveform-5000,controlled_mlp,0
stage_3,BlockGuard-Greedy,"['x31', 'x18', 'x10', 'x11', 'x6', 'x9', 'x14', 'x12', 'x4', 'x7', 'x8', 'x3', 'x19', 'x21', 'x27']",0.21921674394980073,440,0.375,0.375,0.002236063126474619,320,15,120,n15__2aa02a619d5342a2,3,0.010764620853280484,0.31859186217147706,0.31010493421995167,waveform-5000,controlled_mlp,0
stage_4,BlockGuard-Greedy,"['x31', 'x18', 'x10', 'x11', 'x6', 'x9', 'x14', 'x12', 'x4', 'x7', 'x8', 'x3', 'x19', 'x21', 'x27', 'x22', 'x39', 'x33', 'x15', 'x17']",0.24693105812184513,480,0.5,0.5,0.0019646030850708485,320,20,160,n20__aba5ebf4a5721b57,4,-0.04780878920356071,0.27241203681552206,0.31010493421995167,waveform-5000,controlled_mlp,0
stage_5,BlockGuard-Greedy,"['x31', 'x18', 'x10', 'x11', 'x6', 'x9', 'x14', 'x12', 'x4', 'x7', 'x8', 'x3', 'x19', 'x21', 'x27', 'x22', 'x39', 'x33', 'x15', 'x17', 'x20', 'x36', 'x26', 'x5', 'x32']",0.22828339994885027,520,0.625,0.625,0.004059723112732172,320,25,200,n25__cd0bed6f4400ab33,5,-0.003930817236652038,0.3070058410765166,0.31010493421995167,waveform-5000,controlled_mlp,0
stage_6,BlockGuard-Greedy,"['x31', 'x18', 'x10', 'x11', 'x6', 'x9', 'x14', 'x12', 'x4', 'x7', 'x8', 'x3', 'x19', 'x21', 'x27', 'x22', 'x39', 'x33', 'x15', 'x17', 'x20', 'x36', 'x26', 'x5', 'x32', 'x40', 'x34', 'x16', 'x13', 'x38']",0.15294823492877185,560,0.75,0.75,0.0027884449809789658,320,30,240,n30__f9f299680f26ecad,6,-0.0041722774829984054,0.30681547155567324,0.31010493421995167,waveform-5000,controlled_mlp,0
stage_7,BlockGuard-Greedy,"['x31', 'x18', 'x10', 'x11', 'x6', 'x9', 'x14', 'x12', 'x4', 'x7', 'x8', 'x3', 'x19', 'x21', 'x27', 'x22', 'x39', 'x33', 'x15', 'x17', 'x20', 'x36', 'x26', 'x5', 'x32', 'x40', 'x34', 'x16', 'x13', 'x38', 'x23', 'x35', 'x29', 'x24', 'x25']",0.15492113097570837,600,0.875,0.875,0.0025194401387125254,320,35,280,n35__87f559eab12674cb,7,0.002404471880676325,0.312000642381986,0.31010493421995167,waveform-5000,controlled_mlp,0
stage_8,BlockGuard-Greedy,"['x31', 'x18', 'x10', 'x11', 'x6', 'x9', 'x14', 'x12', 'x4', 'x7', 'x8', 'x3', 'x19', 'x21', 'x27', 'x22', 'x39', 'x33', 'x15', 'x17', 'x20', 'x36', 'x26', 'x5', 'x32', 'x40', 'x34', 'x16', 'x13', 'x38', 'x23', 'x35', 'x29', 'x24', 'x25', 'x1', 'x28', 'x30', 'x37', 'x2']",0.0,640,1.0,1.0,0.0,320,40,320,n40__c7ff29c907d83665,8,0.029049894061714137,0.3330081429127204,0.31010493421995167,waveform-5000,controlled_mlp,0
stage_0_raw,BlockGuard-Greedy,[],0.0,320,0.0,0.0,0.0,320,0,0,n0__4f53cda18c2baa0c,0,0.0,0.3154447216927888,0.3154447216927888,waveform-5000,controlled_mlp,1
stage_1,BlockGuard-Greedy,"['x11', 'x15', 'x4', 'x5', 'x13']",0.3064923658967018,360,0.125,0.125,0.004028275841847062,320,5,40,n5__02cdfd1144f11bea,1,0.03632586016831281,0.34389039787099496,0.3154447216927888,waveform-5000,controlled_mlp,1
stage_2,BlockGuard-Greedy,"['x11', 'x15', 'x4', 'x5', 'x13', 'x12', 'x6', 'x14', 'x16', 'x17']",0.21128102601505816,400,0.25,0.25,0.0013146630953997374,320,10,80,n10__750c2d081be51b99,2,-0.0283094758842417,0.29327643221398036,0.3154447216927888,waveform-5000,controlled_mlp,1
stage_3,BlockGuard-Greedy,"['x11', 'x15', 'x4', 'x5', 'x13', 'x12', 'x6', 'x14', 'x16', 'x17', 'x9', 'x7', 'x18', 'x19', 'x8']",0.22137484978884459,440,0.375,0.375,0.0052312701009213924,320,15,120,n15__b4de027d248218b8,3,-0.053069575044407125,0.2738875516868038,0.3154447216927888,waveform-5000,controlled_mlp,1
stage_4,BlockGuard-Greedy,"['x11', 'x15', 'x4', 'x5', 'x13', 'x12', 'x6', 'x14', 'x16', 'x17', 'x9', 'x7', 'x18', 'x19', 'x8', 'x20', 'x3', 'x34', 'x38', 'x31']",0.17810527002438903,480,0.5,0.5,0.005736522143706679,320,20,160,n20__80c237b400770c22,4,-0.05653377436760705,0.2711748425669668,0.3154447216927888,waveform-5000,controlled_mlp,1
stage_5,BlockGuard-Greedy,"['x11', 'x15', 'x4', 'x5', 'x13', 'x12', 'x6', 'x14', 'x16', 'x17', 'x9', 'x7', 'x18', 'x19', 'x8', 'x20', 'x3', 'x34', 'x38', 'x31', 'x36', 'x23', 'x24', 'x33', 'x32']",0.21396048786118627,520,0.625,0.625,0.005217267898842692,320,25,200,n25__ed4c174b3891a72a,5,-0.040758703134763666,0.2835278210208405,0.3154447216927888,waveform-5000,controlled_mlp,1
stage_6,BlockGuard-Greedy,"['x11', 'x15', 'x4', 'x5', 'x13', 'x12', 'x6', 'x14', 'x16', 'x17', 'x9', 'x7', 'x18', 'x19', 'x8', 'x20', 'x3', 'x34', 'x38', 'x31', 'x36', 'x23', 'x24', 'x33', 'x32', 'x25', 'x21', 'x39', 'x40', 'x22']",0.20647891308180988,560,0.75,0.75,0.006038527004420757,320,30,240,n30__8d4f29bf4c238524,6,0.03381456689036964,0.3419238804907626,0.3154447216927888,waveform-5000,controlled_mlp,1
stage_7,BlockGuard-Greedy,"['x11', 'x15', 'x4', 'x5', 'x13', 'x12', 'x6', 'x14', 'x16', 'x17', 'x9', 'x7', 'x18', 'x19', 'x8', 'x20', 'x3', 'x34', 'x38', 'x31', 'x36', 'x23', 'x24', 'x33', 'x32', 'x25', 'x21', 'x39', 'x40', 'x22', 'x10', 'x26', 'x27', 'x35', 'x1']",0.22513528005219996,600,0.875,0.875,0.004261226858943701,320,35,280,n35__bcc83e699d15bd15,7,-0.029192382823737893,0.2925850546449419,0.3154447216927888,waveform-5000,controlled_mlp,1
stage_8,BlockGuard-Greedy,"['x11', 'x15', 'x4', 'x5', 'x13', 'x12', 'x6', 'x14', 'x16', 'x17', 'x9', 'x7', 'x18', 'x19', 'x8', 'x20', 'x3', 'x34', 'x38', 'x31', 'x36', 'x23', 'x24', 'x33', 'x32', 'x25', 'x21', 'x39', 'x40', 'x22', 'x10', 'x26', 'x27', 'x35', 'x1', 'x2', 'x37', 'x29', 'x28', 'x30']",0.0,640,1.0,1.0,0.0,320,40,320,n40__c7ff29c907d83665,8,-0.0026263400963797007,0.31338811464840494,0.3154447216927888,waveform-5000,controlled_mlp,1
stage_0_raw,BlockGuard-Greedy,[],0.0,320,0.0,0.0,0.0,320,0,0,n0__4f53cda18c2baa0c,0,0.0,0.32449375832118643,0.32449375832118643,waveform-5000,controlled_mlp,2
stage_1,BlockGuard-Greedy,"['x12', 'x16', 'x17', 'x11', 'x8']",1.2831048630177975,360,0.125,0.125,0.011642504017800093,320,5,40,n5__0ba8b5b6d03b710f,1,0.003273539353306592,0.32702754504037024,0.32449375832118643,waveform-5000,controlled_mlp,2
stage_2,BlockGuard-Greedy,"['x12', 'x16', 'x17', 'x11', 'x8', 'x7', 'x14', 'x33', 'x5', 'x31']",1.185284940060228,400,0.25,0.25,0.0238466530572623,320,10,80,n10__0078b6cdf361b113,2,0.024566911437673186,0.34350905253760244,0.32449375832118643,waveform-5000,controlled_mlp,2
stage_3,BlockGuard-Greedy,"['x12', 'x16', 'x17', 'x11', 'x8', 'x7', 'x14', 'x33', 'x5', 'x31', 'x18', 'x9', 'x22', 'x3', 'x38']",0.6449744428973645,440,0.375,0.375,0.010603567119687796,320,15,120,n15__f44c456133a0bc38,3,0.02361556590132289,0.3427726915456613,0.32449375832118643,waveform-5000,controlled_mlp,2
stage_4,BlockGuard-Greedy,"['x12', 'x16', 'x17', 'x11', 'x8', 'x7', 'x14', 'x33', 'x5', 'x31', 'x18', 'x9', 'x22', 'x3', 'x38', 'x15', 'x25', 'x20', 'x39', 'x21']",1.0182933181058615,480,0.5,0.5,0.012328487122431397,320,20,160,n20__dff340b554c7ceab,4,0.023431943983799833,0.34263056440871364,0.32449375832118643,waveform-5000,controlled_mlp,2
stage_5,BlockGuard-Greedy,"['x12', 'x16', 'x17', 'x11', 'x8', 'x7', 'x14', 'x33', 'x5', 'x31', 'x18', 'x9', 'x22', 'x3', 'x38', 'x15', 'x25', 'x20', 'x39', 'x21', 'x26', 'x35', 'x27', 'x36', 'x40']",1.0540692028589547,520,0.625,0.625,0.022109674056991935,320,25,200,n25__e5fb6a6428fbe780,5,0.0673743142084367,0.3766428618237968,0.32449375832118643,waveform-5000,controlled_mlp,2
stage_6,BlockGuard-Greedy,"['x12', 'x16', 'x17', 'x11', 'x8', 'x7', 'x14', 'x33', 'x5', 'x31', 'x18', 'x9', 'x22', 'x3', 'x38', 'x15', 'x25', 'x20', 'x39', 'x21', 'x26', 'x35', 'x27', 'x36', 'x40', 'x10', 'x4', 'x6', 'x23', 'x19']",0.8451034419704229,560,0.75,0.75,0.024158953921869397,320,30,240,n30__cb6972cff1c8481c,6,-0.002674778275733501,0.3224234249784792,0.32449375832118643,waveform-5000,controlled_mlp,2
stage_7,BlockGuard-Greedy,"['x12', 'x16', 'x17', 'x11', 'x8', 'x7', 'x14', 'x33', 'x5', 'x31', 'x18', 'x9', 'x22', 'x3', 'x38', 'x15', 'x25', 'x20', 'x39', 'x21', 'x26', 'x35', 'x27', 'x36', 'x40', 'x10', 'x4', 'x6', 'x23', 'x19', 'x13', 'x34', 'x24', 'x37', 'x1']",0.9433573030401021,600,0.875,0.875,0.04328638082370162,320,35,280,n35__1de8c79e5dd3f173,7,-0.011550001694546038,0.3155538196976808,0.32449375832118643,waveform-5000,controlled_mlp,2
stage_8,BlockGuard-Greedy,"['x12', 'x16', 'x17', 'x11', 'x8', 'x7', 'x14', 'x33', 'x5', 'x31', 'x18', 'x9', 'x22', 'x3', 'x38', 'x15', 'x25', 'x20', 'x39', 'x21', 'x26', 'x35', 'x27', 'x36', 'x40', 'x10', 'x4', 'x6', 'x23', 'x19', 'x13', 'x34', 'x24', 'x37', 'x1', 'x32', 'x29', 'x2', 'x30', 'x28']",0.0,640,1.0,1.0,0.0,320,40,320,n40__c7ff29c907d83665,8,0.020768140993604647,0.3405687261625166,0.32449375832118643,waveform-5000,controlled_mlp,2
stage_0_raw,BlockGuard-Greedy,[],0.0,320,0.0,0.0,0.0,320,0,0,n0__4f53cda18c2baa0c,0,0.0,0.27960837779514713,0.27960837779514713,waveform-5000,tabm_d,0
stage_1,BlockGuard-Greedy,"['x6', 'x10', 'x12', 'x7', 'x17']",0.8934827568009496,360,0.125,0.125,0.1912125889211893,320,5,40,n5__7503f41b7d00bb38,1,0.035415577042590914,0.30861040374381155,0.27960837779514713,waveform-5000,tabm_d,0
stage_2,BlockGuard-Greedy,"['x6', 'x10', 'x12', 'x7', 'x17', 'x14', 'x19', 'x2', 'x4', 'x8']",0.6976281609386206,400,0.25,0.25,0.3089419570751488,320,10,80,n10__fab4cda8e32f714a,2,0.028098066879157408,0.3026180513000184,0.27960837779514713,waveform-5000,tabm_d,0
stage_3,BlockGuard-Greedy,"['x6', 'x10', 'x12', 'x7', 'x17', 'x14', 'x19', 'x2', 'x4', 'x8', 'x1', 'x20', 'x3', 'x40', 'x39']",0.7796942549757659,440,0.375,0.375,0.3116962581407279,320,15,120,n15__5d14b9411817c758,3,-0.0011639635701916327,0.27865520112869324,0.27960837779514713,waveform-5000,tabm_d,0
stage_4,BlockGuard-Greedy,"['x6', 'x10', 'x12', 'x7', 'x17', 'x14', 'x19', 'x2', 'x4', 'x8', 'x1', 'x20', 'x3', 'x40', 'x39', 'x33', 'x13', 'x9', 'x29', 'x37']",0.6936177629977465,480,0.5,0.5,0.2175352720078081,320,20,160,n20__b26674e1e6334798,4,-0.005515966390306824,0.27509132022493576,0.27960837779514713,waveform-5000,tabm_d,0
stage_5,BlockGuard-Greedy,"['x6', 'x10', 'x12', 'x7', 'x17', 'x14', 'x19', 'x2', 'x4', 'x8', 'x1', 'x20', 'x3', 'x40', 'x39', 'x33', 'x13', 'x9', 'x29', 'x37', 'x5', 'x22', 'x23', 'x28', 'x21']",0.9281067589763552,520,0.625,0.625,0.23118747980333865,320,25,200,n25__11bafc24498d50bf,5,-0.008021933542462617,0.2730391688711425,0.27960837779514713,waveform-5000,tabm_d,0
stage_6,BlockGuard-Greedy,"['x6', 'x10', 'x12', 'x7', 'x17', 'x14', 'x19', 'x2', 'x4', 'x8', 'x1', 'x20', 'x3', 'x40', 'x39', 'x33', 'x13', 'x9', 'x29', 'x37', 'x5', 'x22', 'x23', 'x28', 'x21', 'x27', 'x34', 'x11', 'x35', 'x16']",0.8539954021107405,560,0.75,0.75,0.2469541330356151,320,30,240,n30__1db5ea8a0e15d894,6,-0.008325221919039286,0.27279080422197055,0.27960837779514713,waveform-5000,tabm_d,0
stage_7,BlockGuard-Greedy,"['x6', 'x10', 'x12', 'x7', 'x17', 'x14', 'x19', 'x2', 'x4', 'x8', 'x1', 'x20', 'x3', 'x40', 'x39', 'x33', 'x13', 'x9', 'x29', 'x37', 'x5', 'x22', 'x23', 'x28', 'x21', 'x27', 'x34', 'x11', 'x35', 'x16', 'x18', 'x31', 'x26', 'x32', 'x15']",0.8653473511803895,600,0.875,0.875,0.48139842110686004,320,35,280,n35__ee075a4a29f2edac,7,0.021468567871509633,0.29718911526954733,0.27960837779514713,waveform-5000,tabm_d,0
stage_8,BlockGuard-Greedy,"['x6', 'x10', 'x12', 'x7', 'x17', 'x14', 'x19', 'x2', 'x4', 'x8', 'x1', 'x20', 'x3', 'x40', 'x39', 'x33', 'x13', 'x9', 'x29', 'x37', 'x5', 'x22', 'x23', 'x28', 'x21', 'x27', 'x34', 'x11', 'x35', 'x16', 'x18', 'x31', 'x26', 'x32', 'x15', 'x24', 'x38', 'x36', 'x30', 'x25']",0.0,640,1.0,1.0,0.0,320,40,320,n40__c7ff29c907d83665,8,-0.009562450652748822,0.2717776302788685,0.27960837779514713,waveform-5000,tabm_d,0
stage_0_raw,BlockGuard-Greedy,[],0.0,320,0.0,0.0,0.0,320,0,0,n0__4f53cda18c2baa0c,0,0.0,0.30509555652736936,0.30509555652736936,waveform-5000,tabm_d,1
stage_1,BlockGuard-Greedy,"['x10', 'x13', 'x11', 'x18', 'x17']",1.0615002340637147,360,0.125,0.125,0.21250575687736273,320,5,40,n5__30be89e0bd9b14e0,1,0.02723485948133502,0.32670420464657707,0.30509555652736936,waveform-5000,tabm_d,1
stage_2,BlockGuard-Greedy,"['x10', 'x13', 'x11', 'x18', 'x17', 'x15', 'x12', 'x16', 'x3', 'x9']",0.9413874428719282,400,0.25,0.25,0.18432084191590548,320,10,80,n10__d0655b27bf1793c2,2,0.006128800177367637,0.3099582614925423,0.30509555652736936,waveform-5000,tabm_d,1
stage_3,BlockGuard-Greedy,"['x10', 'x13', 'x11', 'x18', 'x17', 'x15', 'x12', 'x16', 'x3', 'x9', 'x14', 'x34', 'x19', 'x4', 'x7']",1.2931825071573257,440,0.375,0.375,0.23205584404058754,320,15,120,n15__2a124789056c0251,3,-0.005215531281819426,0.3009574562261435,0.30509555652736936,waveform-5000,tabm_d,1
stage_4,BlockGuard-Greedy,"['x10', 'x13', 'x11', 'x18', 'x17', 'x15', 'x12', 'x16', 'x3', 'x9', 'x14', 'x34', 'x19', 'x4', 'x7', 'x2', 'x21', 'x8', 'x6', 'x36']",1.0452945188153535,480,0.5,0.5,0.33643110492266715,320,20,160,n20__e24b2247134d1f56,4,-0.02086703743581198,0.2885392578047775,0.30509555652736936,waveform-5000,tabm_d,1
stage_5,BlockGuard-Greedy,"['x10', 'x13', 'x11', 'x18', 'x17', 'x15', 'x12', 'x16', 'x3', 'x9', 'x14', 'x34', 'x19', 'x4', 'x7', 'x2', 'x21', 'x8', 'x6', 'x36', 'x35', 'x22', 'x28', 'x29', 'x37']",1.1309516918845475,520,0.625,0.625,0.2562157860957086,320,25,200,n25__6bb0810eece9f3c0,5,-0.042726030001866755,0.2711959232844005,0.30509555652736936,waveform-5000,tabm_d,1
stage_6,BlockGuard-Greedy,"['x10', 'x13', 'x11', 'x18', 'x17', 'x15', 'x12', 'x16', 'x3', 'x9', 'x14', 'x34', 'x19', 'x4', 'x7', 'x2', 'x21', 'x8', 'x6', 'x36', 'x35', 'x22', 'x28', 'x29', 'x37', 'x32', 'x31', 'x26', 'x27', 'x20']",1.4258104988839477,560,0.75,0.75,0.2852181738708168,320,30,240,n30__89a8f2781a64ef68,6,-0.03797970462296173,0.2749617468254514,0.30509555652736936,waveform-5000,tabm_d,1
stage_7,BlockGuard-Greedy,"['x10', 'x13', 'x11', 'x18', 'x17', 'x15', 'x12', 'x16', 'x3', 'x9', 'x14', 'x34', 'x19', 'x4', 'x7', 'x2', 'x21', 'x8', 'x6', 'x36', 'x35', 'x22', 'x28', 'x29', 'x37', 'x32', 'x31', 'x26', 'x27', 'x20', 'x23', 'x33', 'x1', 'x25', 'x40']",1.1549179339781404,600,0.875,0.875,0.31046568416059017,320,35,280,n35__00cbd52d7665732e,7,-0.048173077133347016,0.26687413396753024,0.30509555652736936,waveform-5000,tabm_d,1
stage_8,BlockGuard-Greedy,"['x10', 'x13', 'x11', 'x18', 'x17', 'x15', 'x12', 'x16', 'x3', 'x9', 'x14', 'x34', 'x19', 'x4', 'x7', 'x2', 'x21', 'x8', 'x6', 'x36', 'x35', 'x22', 'x28', 'x29', 'x37', 'x32', 'x31', 'x26', 'x27', 'x20', 'x23', 'x33', 'x1', 'x25', 'x40', 'x38', 'x24', 'x30', 'x39', 'x5']",0.0,640,1.0,1.0,0.0,320,40,320,n40__c7ff29c907d83665,8,-0.009717854218839707,0.2973852287971096,0.30509555652736936,waveform-5000,tabm_d,1
stage_0_raw,BlockGuard-Greedy,[],0.0,320,0.0,0.0,0.0,320,0,0,n0__4f53cda18c2baa0c,0,0.0,0.2793427841804159,0.2793427841804159,waveform-5000,tabm_d,2
stage_1,BlockGuard-Greedy,"['x10', 'x7', 'x14', 'x8', 'x15']",0.4454054250381887,360,0.125,0.125,0.16173629695549607,320,5,40,n5__6456d61d8e94b812,1,0.0445613773286376,0.31584619540785774,0.2793427841804159,waveform-5000,tabm_d,2
stage_2,BlockGuard-Greedy,"['x10', 'x7', 'x14', 'x8', 'x15', 'x16', 'x12', 'x26', 'x25', 'x9']",0.6548241679556668,400,0.25,0.25,0.18515220494009554,320,10,80,n10__1351fde331968d08,2,0.06153101093523437,0.3297472359738217,0.2793427841804159,waveform-5000,tabm_d,2
stage_3,BlockGuard-Greedy,"['x10', 'x7', 'x14', 'x8', 'x15', 'x16', 'x12', 'x26', 'x25', 'x9', 'x17', 'x31', 'x21', 'x6', 'x5']",0.7599709648638964,440,0.375,0.375,0.19758199504576623,320,15,120,n15__7977acc356b02aff,3,-0.009763905923147945,0.27134447051811195,0.2793427841804159,waveform-5000,tabm_d,2
stage_4,BlockGuard-Greedy,"['x10', 'x7', 'x14', 'x8', 'x15', 'x16', 'x12', 'x26', 'x25', 'x9', 'x17', 'x31', 'x21', 'x6', 'x5', 'x29', 'x36', 'x35', 'x20', 'x3']",0.7634201280307025,480,0.5,0.5,0.23099594283849,320,20,160,n20__1ad08e6d40270dc0,4,-0.017200003698785122,0.2652530309957275,0.2793427841804159,waveform-5000,tabm_d,2
stage_5,BlockGuard-Greedy,"['x10', 'x7', 'x14', 'x8', 'x15', 'x16', 'x12', 'x26', 'x25', 'x9', 'x17', 'x31', 'x21', 'x6', 'x5', 'x29', 'x36', 'x35', 'x20', 'x3', 'x22', 'x11', 'x40', 'x27', 'x13']",0.6963989450596273,520,0.625,0.625,0.22897070506587625,320,25,200,n25__8b83c27a0446cf64,5,-0.003173312566194818,0.2767432969001479,0.2793427841804159,waveform-5000,tabm_d,2
stage_6,BlockGuard-Greedy,"['x10', 'x7', 'x14', 'x8', 'x15', 'x16', 'x12', 'x26', 'x25', 'x9', 'x17', 'x31', 'x21', 'x6', 'x5', 'x29', 'x36', 'x35', 'x20', 'x3', 'x22', 'x11', 'x40', 'x27', 'x13', 'x19', 'x24', 'x37', 'x34', 'x38']",0.8080635031219572,560,0.75,0.75,0.24915094301104546,320,30,240,n30__86157ee8764d65ef,6,-0.0047321636663613395,0.2754663304739966,0.2793427841804159,waveform-5000,tabm_d,2
stage_7,BlockGuard-Greedy,"['x10', 'x7', 'x14', 'x8', 'x15', 'x16', 'x12', 'x26', 'x25', 'x9', 'x17', 'x31', 'x21', 'x6', 'x5', 'x29', 'x36', 'x35', 'x20', 'x3', 'x22', 'x11', 'x40', 'x27', 'x13', 'x19', 'x24', 'x37', 'x34', 'x38', 'x32', 'x28', 'x33', 'x2', 'x30']",1.0475242019165307,600,0.875,0.875,0.2702905039768666,320,35,280,n35__78a43d9abe681f50,7,-0.011236785951765006,0.2701379291453716,0.2793427841804159,waveform-5000,tabm_d,2
stage_8,BlockGuard-Greedy,"['x10', 'x7', 'x14', 'x8', 'x15', 'x16', 'x12', 'x26', 'x25', 'x9', 'x17', 'x31', 'x21', 'x6', 'x5', 'x29', 'x36', 'x35', 'x20', 'x3', 'x22', 'x11', 'x40', 'x27', 'x13', 'x19', 'x24', 'x37', 'x34', 'x38', 'x32', 'x28', 'x33', 'x2', 'x30', 'x4', 'x18', 'x39', 'x23', 'x1']",0.0,640,1.0,1.0,0.0,320,40,320,n40__c7ff29c907d83665,8,0.03350631438734314,0.30679020268763313,0.2793427841804159,waveform-5000,tabm_d,2
stage_0_raw,BlockGuard-Greedy,[],0.0,320,0.0,0.0,0.0,320,0,0,n0__4f53cda18c2baa0c,0,0.0,0.33990366664316696,0.33990366664316696,waveform-5000,catboost,0
stage_1,BlockGuard-Greedy,"['x12', 'x5', 'x7', 'x13', 'x17']",28.174458124907687,360,0.125,0.125,0.007197719067335129,320,5,40,n5__7b6cf76f74bdc133,1,-0.00046862182004497004,0.3395481651452059,0.33990366664316696,waveform-5000,catboost,0
stage_2,BlockGuard-Greedy,"['x12', 'x5', 'x7', 'x13', 'x17', 'x4', 'x1', 'x2', 'x3', 'x38']",28.86791994399391,400,0.25,0.25,0.013216263148933649,320,10,80,n10__8fc857d6db3a5e19,2,0.008513709264563503,0.3463622570614848,0.33990366664316696,waveform-5000,catboost,0
stage_3,BlockGuard-Greedy,"['x12', 'x5', 'x7', 'x13', 'x17', 'x4', 'x1', 'x2', 'x3', 'x38', 'x36', 'x37', 'x10', 'x6', 'x20']",34.15275343484245,440,0.375,0.375,0.007245778804644942,320,15,120,n15__1978dc11ab0f20e2,3,-0.002851755599833363,0.33774029450769477,0.33990366664316696,waveform-5000,catboost,0
stage_4,BlockGuard-Greedy,"['x12', 'x5', 'x7', 'x13', 'x17', 'x4', 'x1', 'x2', 'x3', 'x38', 'x36', 'x37', 'x10', 'x6', 'x20', 'x30', 'x9', 'x11', 'x29', 'x40']",35.78717102087103,480,0.5,0.5,0.009354484034702182,320,20,160,n20__2b35e774b9095434,4,-0.005860733933822565,0.335457651533531,0.33990366664316696,waveform-5000,catboost,0
stage_5,BlockGuard-Greedy,"['x12', 'x5', 'x7', 'x13', 'x17', 'x4', 'x1', 'x2', 'x3', 'x38', 'x36', 'x37', 'x10', 'x6', 'x20', 'x30', 'x9', 'x11', 'x29', 'x40', 'x27', 'x18', 'x16', 'x14', 'x19']",40.51089607691392,520,0.625,0.625,0.012616307940334082,320,25,200,n25__28ff6228e0d56d68,5,-0.009079350367924087,0.33301597486645795,0.33990366664316696,waveform-5000,catboost,0
stage_6,BlockGuard-Greedy,"['x12', 'x5', 'x7', 'x13', 'x17', 'x4', 'x1', 'x2', 'x3', 'x38', 'x36', 'x37', 'x10', 'x6', 'x20', 'x30', 'x9', 'x11', 'x29', 'x40', 'x27', 'x18', 'x16', 'x14', 'x19', 'x15', 'x31', 'x35', 'x34', 'x39']",36.10435753618367,560,0.75,0.75,0.00572091992944479,320,30,240,n30__632434c518dc4437,6,0.005621775372312432,0.3441684052459614,0.33990366664316696,waveform-5000,catboost,0
stage_7,BlockGuard-Greedy,"['x12', 'x5', 'x7', 'x13', 'x17', 'x4', 'x1', 'x2', 'x3', 'x38', 'x36', 'x37', 'x10', 'x6', 'x20', 'x30', 'x9', 'x11', 'x29', 'x40', 'x27', 'x18', 'x16', 'x14', 'x19', 'x15', 'x31', 'x35', 'x34', 'x39', 'x33', 'x25', 'x21', 'x8', 'x32']",40.09781222906895,600,0.875,0.875,0.0064950690139085054,320,35,280,n35__8c01ebc6212d0391,7,0.004405138147755711,0.3432454513046285,0.33990366664316696,waveform-5000,catboost,0
