absolute_task_difference,basis_disagreement_benefit,block_dimension,condition_proxy,dataset,denominator_sensitive,embedding_type,empirical_rank,feature,feature_index,gram_one_block_fit_seconds,gram_one_block_validation_loss,largest_nonzero_singular_value,mean_gram_diagonal,method_loss,model,normalized_excess_risk,problem_type,raw_input_block_orbit_relative_frobenius,raw_loss,raw_one_block_fit_seconds,raw_one_block_orbit_disagreement,relative_task_difference,safety_denominator,seed,selection_split,smallest_nonzero_singular_value,spectrum_entropy,trivial_loss
0.001245415027422765,0.00907367300144328,8,54478.32046837829,steel-plates-fault,False,RBF,8,V1,0,0.6139280800707638,0.0012721966757795074,43.93706731186612,2.572531573805101,0.0012721966757795074,controlled_mlp,0.0019280093956369365,classification,1.4577310578774623,2.678164835674249e-05,3.803622688865289,0.00907367300144328,46.50255319737337,0.6459590032295097,0,validation_only,0.0008065055408117658,0.8021384091405347,0.6459857848778665
0.002797338815528815,0.008838949873699695,8,14174.960426087882,steel-plates-fault,False,RBF,8,V2,1,0.14829650381579995,0.0028241204638855574,43.93887130305502,2.572625616222967,0.0028241204638855574,controlled_mlp,0.004330520670109645,classification,1.3022693194013175,2.678164835674249e-05,3.7236763942055404,0.008838949873699695,104.44983737621821,0.6459590032295097,0,validation_only,0.0030997526611918464,0.7977147565422983,0.6459857848778665
0.008658228088578548,0.010317239028793687,8,141.6042013019342,steel-plates-fault,False,RBF,8,V3,2,0.20103495614603162,0.008685009736935291,31.723618181540765,1.5876694742230453,0.008685009736935291,controlled_mlp,0.013403680489460215,classification,1.3430791214507383,2.678164835674249e-05,4.016862156800926,0.010317239028793687,323.2895889471557,0.6459590032295097,0,validation_only,0.22403020454102474,1.0584145883866682,0.6459857848778665
0.004400090008527578,0.0067972961269118885,8,141.65162805133392,steel-plates-fault,False,RBF,8,V4,3,0.1892544301226735,0.00442687165688432,31.724731471086294,1.5877342851773226,0.00442687165688432,controlled_mlp,0.00681171713147285,classification,1.360196599659576,2.678164835674249e-05,3.9323000742588192,0.0067972961269118885,164.2949660870975,0.6459590032295097,0,validation_only,0.22396305575527442,1.0583727060289965,0.6459857848778665
0.003864020744161127,0.008558831547140006,8,961.2833750694455,steel-plates-fault,False,RBF,8,V5,4,0.46837138500995934,0.0038908023925178694,39.631062722894555,1.7327640130930138,0.0038908023925178694,controlled_mlp,0.0059818358825292775,classification,1.3698983674589311,2.678164835674249e-05,3.9448038851842284,0.008558831547140006,144.27867518424532,0.6459590032295097,0,validation_only,0.04122724240397012,0.4469200396076225,0.6459857848778665
0.003836018528990995,0.0061275037181314825,8,1047.9127605663452,steel-plates-fault,False,RBF,8,V6,5,0.47222917107865214,0.0038628001773477376,39.674304921440104,1.7897899808392472,0.0038628001773477376,controlled_mlp,0.005938486049134073,classification,1.4631281155765254,2.678164835674249e-05,3.7648091460578144,0.0061275037181314825,143.23310043854144,0.6459590032295097,0,validation_only,0.037860312818404934,0.5469501670004036,0.6459857848778665
0.008284122492089306,0.0064516931094953595,8,518.6045622191937,steel-plates-fault,False,RBF,8,V7,6,0.4607672761194408,0.00831090414044605,37.34431882161775,1.641103870729234,0.00831090414044605,controlled_mlp,0.012824532904831968,classification,1.3843062525408873,2.678164835674249e-05,4.0650745909661055,0.0064516931094953595,309.3208596327385,0.6459590032295097,0,validation_only,0.07200923698359943,0.6412134653886701,0.6459857848778665
0.011246911501214499,0.009187144305165922,8,665.7165780025124,steel-plates-fault,False,RBF,8,V8,7,0.4653171580284834,0.011273693149571242,38.45662740618848,1.66504445252749,0.011273693149571242,controlled_mlp,0.01741118468042849,classification,1.3826728053824957,2.678164835674249e-05,3.985545789822936,0.009187144305165922,419.94844198538664,0.6459590032295097,0,validation_only,0.05776726714779716,0.4975811019534441,0.6459857848778665
0.005285067525357273,0.009324509157348388,8,183.44712921445497,steel-plates-fault,False,RBF,8,V9,8,0.4756465330719948,0.005311849173714016,36.96632496793356,1.8448234742558545,0.005311849173714016,controlled_mlp,0.008181738313010996,classification,1.4514152884846845,2.678164835674249e-05,2.5917107972782105,0.009324509157348388,197.33914264566602,0.6459590032295097,0,validation_only,0.2015094219584045,0.8701586896525425,0.6459857848778665
0.0008895909358284305,0.006186322138582771,8,169.6944030762654,steel-plates-fault,False,RBF,8,V10,9,0.14975091093219817,0.0009163725841851729,34.97113242960436,1.6913680603924384,0.0009163725841851729,controlled_mlp,0.0013771631502632036,classification,1.3979291592725198,2.678164835674249e-05,3.8310603841673583,0.006186322138582771,33.216437016075936,0.6459590032295097,0,validation_only,0.2060830044812224,0.8332313093815615,0.6459857848778665
0.007127772584687285,0.012476205713269971,8,51563.4634337899,steel-plates-fault,False,RBF,8,V11,10,0.5044850180856884,0.007154554233044027,48.40626655604268,2.7219364533213066,0.007154554233044027,controlled_mlp,0.011034403962250808,classification,1.514178203080435,2.678164835674249e-05,3.9583795317448676,0.012476205713269971,266.1439090582642,0.6459590032295097,0,validation_only,0.0009387706591547866,0.4981637961702312,0.6459857848778665
0.08219534067247658,0.009231796275164622,8,330.3642636937001,steel-plates-fault,False,RBF,6,V14,11,0.13942522183060646,0.08222212232083333,45.538479831815,2.6521993571969475,0.08222212232083333,controlled_mlp,0.1272454447751888,classification,1.4521917852461508,2.678164835674249e-05,3.719046903308481,0.009231796275164622,3069.0919236038458,0.6459590032295097,0,validation_only,0.13784323801449777,0.6662239587119132,0.6459857848778665
0.0007312344725448957,0.00603904297791118,8,10437.41922453469,steel-plates-fault,False,RBF,8,V15,12,0.5416885919403285,0.0007580161209016381,40.44401434571029,2.1504756512057477,0.0007580161209016381,controlled_mlp,0.0011320137483788388,classification,1.4471819517074764,2.678164835674249e-05,3.8183260571677238,0.00603904297791118,27.303564844275225,0.6459590032295097,0,validation_only,0.0038749056137019665,0.8790584537959433,0.6459857848778665
0.005304223899330003,0.009320230767128365,8,73.99264758841448,steel-plates-fault,False,RBF,8,V16,13,0.2024672501720488,0.0053310055476867456,32.92702810182371,1.6445106978655282,0.0053310055476867456,controlled_mlp,0.00821139402471554,classification,1.4765169326876193,2.678164835674249e-05,4.18641852401197,0.009320230767128365,198.05442251632817,0.6459590032295097,0,validation_only,0.4450040534429979,0.9712806823148878,0.6459857848778665
0.0038394701300327855,0.008822202774049204,8,33.81781633614076,steel-plates-fault,False,RBF,8,V17,14,0.42550704814493656,0.003866251778389528,27.198551769404663,1.6119844535560888,0.003866251778389528,controlled_mlp,0.0059438294239063634,classification,1.4355164498204398,2.678164835674249e-05,4.039037333102897,0.008822202774049204,143.36197977396597,0.6459590032295097,0,validation_only,0.8042669431715449,1.2952596277771566,0.6459857848778665
0.0020132098690728364,0.007893173065783939,8,1303.3960190911519,steel-plates-fault,False,RBF,8,V18,15,0.18617194890975952,0.002039991517429579,40.54868306743958,1.8663809754659813,0.002039991517429579,controlled_mlp,0.003116621734518253,classification,1.3239429484705318,2.678164835674249e-05,3.702314365422353,0.007893173065783939,75.17124570736121,0.6459590032295097,0,validation_only,0.031110025252120897,0.5423380806607652,0.6459857848778665
0.0023785602260832537,0.009305477101329312,8,66.36800825124412,steel-plates-fault,False,RBF,8,V19,16,0.5251259841024876,0.002405341874439996,30.688431115711193,1.6441979212704134,0.002405341874439996,controlled_mlp,0.003682215456695399,classification,1.5077379763833478,2.678164835674249e-05,4.003869775915518,0.009305477101329312,88.81306312441491,0.6459590032295097,0,validation_only,0.4623979523317383,1.2070809122854689,0.6459857848778665
0.00241797034109134,0.0077833531757299235,8,2319.099128214092,steel-plates-fault,False,RBF,6,V20,17,0.17367008002474904,0.0024447519894480823,55.13532825201263,3.439254905597604,0.0024447519894480823,controlled_mlp,0.0037432256985390033,classification,1.2398563288391125,2.678164835674249e-05,3.7012530327774584,0.0077833531757299235,90.28459745580211,0.6459590032295097,0,validation_only,0.023774459479216664,0.4662313910334285,0.6459857848778665
0.06850234228797197,0.0058291165152035895,8,422.1313653910654,steel-plates-fault,False,RBF,8,V22,18,0.18791467300616205,0.06852912393632872,41.17120585678695,2.057295616339052,0.06852912393632872,controlled_mlp,0.10604750757476948,classification,1.5115718548980372,2.678164835674249e-05,3.5144758727401495,0.0058291165152035895,2557.809040559894,0.6459590032295097,0,validation_only,0.0975317382982088,0.6764102011539872,0.6459857848778665
0.0018741804955091283,0.02284617020992158,8,579.2258002865244,steel-plates-fault,False,RBF,8,V23,19,0.27013978897593915,0.0019009621438658708,40.96784100791186,2.0538795033769612,0.0019009621438658708,controlled_mlp,0.0029013923269728477,classification,1.4260785206260702,2.678164835674249e-05,3.432947908528149,0.02284617020992158,69.98002776170753,0.6459590032295097,0,validation_only,0.07072861911131441,0.7018294607806187,0.6459857848778665
0.0018039946062912947,0.008601095689611241,8,106.69394133152925,steel-plates-fault,False,RBF,8,V24,20,0.4720804940443486,0.0018307762546480371,34.75573287873272,1.742125836375929,0.0018307762546480371,controlled_mlp,0.0027927385441988088,classification,1.471098182105992,2.678164835674249e-05,4.256064255489036,0.008601095689611241,67.35935676032148,0.6459590032295097,0,validation_only,0.3257517010336745,0.867719401090699,0.6459857848778665
0.0006645435756596798,0.007908898292786282,8,59.4028054093062,steel-plates-fault,False,RBF,8,V25,21,0.4682042619679123,0.0006913252240164223,29.413000807013837,1.6746787831970429,0.0006913252240164223,controlled_mlp,0.001028770513820932,classification,1.3081030590234761,2.678164835674249e-05,3.8562805661931634,0.007908898292786282,24.81339336577376,0.6459590032295097,0,validation_only,0.495144978496351,1.2542072985654564,0.6459857848778665
0.0015566944377189663,0.0076786343111366435,8,162.51848905220123,steel-plates-fault,False,RBF,8,V26,22,0.20684013608843088,0.0015834760860757087,36.245727311721105,1.7740104386282374,0.0015834760860757087,controlled_mlp,0.002409896649688574,classification,1.3090971491357377,2.678164835674249e-05,4.284183182986453,0.0076786343111366435,58.12541547044307,0.6459590032295097,0,validation_only,0.22302525406865498,0.8192128880143542,0.6459857848778665
