stage,dataset,problem_type,model,seed,embedding,k,split,method,alpha,raw_disagreement,method_disagreement,disagreement_reduction,coordinate_error,fit_seconds,raw_loss,method_loss,trivial_loss,absolute_task_difference,relative_task_difference,safety_denominator,normalized_excess_risk,denominator_sensitive
dimension,steel-plates-fault,classification,resnet_tabular,0,PLE,4,validation,Raw embedding,0.0,0.007342120325762176,0.007342120325762176,0.0,2.601085671887508e-15,0.0,0.001213927776649686,0.001213927776649686,0.6459857848778665,0.0,0.0,0.6447718571012169,0.0,False
dimension,steel-plates-fault,classification,resnet_tabular,0,PLE,4,validation,Gram-after-embedding,1.0,0.007342120325762176,0.0,1.0,2.601085671887508e-15,0.2412804258055985,0.001213927776649686,0.015797611426116524,0.6459857848778665,0.014583683649466838,12.01363370209411,0.6447718571012169,0.022618362586469834,False
dimension,steel-plates-fault,classification,resnet_tabular,0,PLE,4,test,Raw embedding,0.0,0.07114203089418819,0.07114203089418819,0.0,2.601085671887508e-15,0.0,0.023826794107511054,0.023826794107511054,0.6455976337440515,0.0,0.0,0.6217708396365405,0.0,False
dimension,steel-plates-fault,classification,resnet_tabular,0,PLE,4,test,Gram-after-embedding,1.0,0.07114203089418819,0.0,1.0,2.601085671887508e-15,0.2412804258055985,0.023826794107511054,0.018013798314466895,0.6455976337440515,-0.0058129957930441595,-0.2439688598816446,0.6217708396365405,-0.009349096841598712,False
dimension,steel-plates-fault,classification,resnet_tabular,0,PLE,8,validation,Raw embedding,0.0,0.06365492914259305,0.06365492914259305,0.0,2.1564628234719632e-15,0.0,0.04450032804022093,0.04450032804022093,0.6459857848778665,0.0,0.0,0.6014854568376455,0.0,False
dimension,steel-plates-fault,classification,resnet_tabular,0,PLE,8,validation,Gram-after-embedding,1.0,0.06365492914259305,0.0,1.0,2.1564628234719632e-15,0.23762005101889372,0.04450032804022093,0.014806491081735932,0.6459857848778665,-0.029693836958484997,-0.667272316097236,0.6014854568376455,-0.04936750609832289,False
dimension,steel-plates-fault,classification,resnet_tabular,0,PLE,8,test,Raw embedding,0.0,0.10381198764773787,0.10381198764773787,0.0,2.1564628234719632e-15,0.0,0.06003995206852454,0.06003995206852454,0.6455976337440515,0.0,0.0,0.585557681675527,0.0,False
dimension,steel-plates-fault,classification,resnet_tabular,0,PLE,8,test,Gram-after-embedding,1.0,0.10381198764773787,0.0,1.0,2.1564628234719632e-15,0.23762005101889372,0.06003995206852454,0.016847394828986534,0.6455976337440515,-0.04319255723953801,-0.719396930734416,0.585557681675527,-0.07376311265518014,False
dimension,steel-plates-fault,classification,resnet_tabular,0,PLE,16,validation,Raw embedding,0.0,0.058542507035990315,0.058542507035990315,0.0,3.723022678026724e-15,0.0,0.05890534031143415,0.05890534031143415,0.6459857848778665,0.0,0.0,0.5870804445664324,0.0,False
dimension,steel-plates-fault,classification,resnet_tabular,0,PLE,16,validation,Gram-after-embedding,1.0,0.058542507035990315,0.0,1.0,3.723022678026724e-15,0.32424699584953487,0.05890534031143415,0.016258543043348197,0.6459857848778665,-0.042646797268085956,-0.7239886408025346,0.5870804445664324,-0.07264216967673186,False
dimension,steel-plates-fault,classification,resnet_tabular,0,PLE,16,test,Raw embedding,0.0,0.12166984386373093,0.12166984386373093,0.0,3.723022678026724e-15,0.0,0.0937459765416719,0.0937459765416719,0.6455976337440515,0.0,0.0,0.5518516572023796,0.0,False
dimension,steel-plates-fault,classification,resnet_tabular,0,PLE,16,test,Gram-after-embedding,1.0,0.12166984386373093,0.0,1.0,3.723022678026724e-15,0.32424699584953487,0.0937459765416719,0.022664415769885555,0.6455976337440515,-0.07108156077178635,-0.7582358560229966,0.5518516572023796,-0.1288055582402985,False
