true_prior,scale,noise,tasks,mse_zero,se_zero,mse_always_smooth,se_always_smooth,mse_hard_route,se_hard_route,mse_bayes_mixture,se_bayes_mixture,mse_regime_oracle,se_regime_oracle,posterior_auroc,posterior_mean,regime_rate
0.1,0.3,0.1,5000,1.000189460753225,0.0058250000938686215,1.087940639661957,0.006424631607972359,1.023578054687163,0.006033742970658797,1.010605464440661,0.005914271223683314,0.9897849273756077,0.00578729095207366,0.7611391010598205,0.41176037997149595,0.1022
0.1,0.3,0.3,5000,1.002597246988416,0.005880904817803546,1.0809940848100952,0.006380965681737438,1.0250500740515864,0.0060636687843463166,1.011669634744151,0.005948059267066478,0.9912250080870355,0.005829473957560618,0.7537867463876433,0.42882212382245105,0.108
0.1,0.3,1.0,5000,0.9985591692836228,0.005757875076333452,1.0387013913969338,0.0059846636466675185,1.0147726853424028,0.005843505431007463,1.0048926271125758,0.0057830482460731105,0.9934514535232482,0.005722190499046586,0.6332329165455074,0.47628833267644793,0.095
0.1,1.0,0.1,5000,0.9928994785851539,0.005786728033011698,1.7228462302497909,0.012315034509243119,0.9600538736551052,0.0063385891418809,0.9549142225206553,0.006168132451138091,0.9342666677514834,0.0059572544001490965,0.9924937848199492,0.1406762256317099,0.0938
0.1,1.0,0.3,5000,0.9985396440818709,0.005851118178029355,1.5313280309854767,0.010634881794443482,0.98906299167057,0.006661163259529612,0.9764162103693783,0.006342922042795382,0.9450598903980721,0.006053113349971232,0.9805763777389579,0.17952003177533438,0.0958
0.1,1.0,1.0,5000,0.9956315437820682,0.0058366421177479064,1.206044680581891,0.007437057973845601,1.0401151979327599,0.0065095453513637335,1.0130373387697476,0.006087817067115276,0.9659786017622437,0.005782685022905776,0.8036294444771533,0.37296103036812217,0.0996
0.1,3.0,0.1,5000,1.0118789035026685,0.006212461115332036,2.4826630328892567,0.025837844058678533,0.9191649012625627,0.006949400394665224,0.9191648618351773,0.006949402727079571,0.9191649012625627,0.006949400394665224,1.0,0.09699603118002312,0.097
0.1,3.0,0.3,5000,0.9971044946559273,0.006130216850144688,1.5994814858195125,0.013189951789902296,0.9120632600310932,0.00688311232348678,0.910785199575041,0.006856605638540875,0.9069126971528491,0.006807519202309634,0.9996256868131869,0.11047534461622911,0.104
0.1,3.0,1.0,5000,1.0160090614534207,0.006353691476641549,1.2968480239913245,0.009103393608889586,1.0382722003271598,0.007400655114548441,1.013436359621065,0.006898804485848641,0.9595834840599946,0.006339275366236282,0.9154829891108617,0.29072071626677054,0.0954
0.5,0.3,0.1,5000,1.0000372522215173,0.005779806154523564,1.0010737982476856,0.006056598322003484,0.9794232735285361,0.005778408677361528,0.9679219570364536,0.005673827882291439,0.9477507089396561,0.005538775836069574,0.7550272909163666,0.4995149969622653,0.49
0.5,0.3,0.3,5000,0.9998756503118977,0.005900446942649327,0.9970414216158495,0.0060033873765942426,0.9806389202234451,0.005816794330910163,0.9692129067354639,0.005719796838546733,0.9491120825360602,0.005601952078242154,0.7484618717642985,0.499516540571884,0.5028
0.5,0.3,1.0,5000,0.9980319055425443,0.005890078852046925,0.9982411354438675,0.005950652131801084,0.9929999611797459,0.005885485166722755,0.9838236160468977,0.005818983751487851,0.9705064740078365,0.005761730866837186,0.6283121262072775,0.4979985347745293,0.4806
0.5,1.0,0.1,5000,0.996735803631383,0.006432270037307272,1.1362409916669503,0.013300635559913461,0.7272621104002586,0.006829791146419698,0.7196246724848959,0.006615552138241167,0.7011648111114911,0.006375530672950468,0.9932215643905755,0.4897143458066803,0.4878
0.5,1.0,0.3,5000,0.996822066942847,0.006209075929024194,1.049242858389234,0.011178764022471614,0.7616191814806013,0.006726851152936973,0.7526742481461606,0.006445383439634467,0.726214355749857,0.006158646945997205,0.9812572480742203,0.4971905832447018,0.4984
0.5,1.0,1.0,5000,0.9956255516765901,0.006243040824662948,0.9866981421498596,0.0075398000310587755,0.9216851637953865,0.006543342542217738,0.8962733101871614,0.0061434386572482525,0.8494934980247066,0.005789531326002468,0.8153127284661206,0.501035381202258,0.4958
0.5,3.0,0.1,5000,1.0029428653641317,0.007222522119014327,1.4089865008483355,0.0261962773184257,0.5157494104428367,0.007808852292598039,0.51580689892664,0.007808330885735965,0.5157494104428367,0.007808852292598039,1.0,0.5022917569974793,0.5024
0.5,3.0,0.3,5000,0.9918145168072496,0.00719491232749557,0.9498826055546249,0.014387637851069866,0.5593181415426186,0.00761162559330892,0.5589903747505663,0.007589983697144053,0.5573173792860455,0.007573549069523877,0.9996915887596187,0.5084030929546735,0.5086
0.5,3.0,1.0,5000,1.009918804595938,0.007444720832239621,0.8974097861932958,0.00935892384720726,0.7825709891282885,0.00738394377955221,0.7628926393519021,0.006956000894241478,0.7126889652803503,0.006478768622453494,0.9155193420773683,0.5017221944264741,0.501
0.9,0.3,0.1,5000,0.9980853480299471,0.005793510947166068,0.9120382021155871,0.005402090768002058,0.9313997769233622,0.0054673041513150725,0.9223406970151112,0.005395959940520297,0.9028909159968518,0.005301561249790685,0.7784518671647385,0.5890654406891909,0.909
0.9,0.3,0.3,5000,0.9939213660217833,0.005943427019702055,0.91759820832724,0.00559705117786602,0.9375066308826839,0.005684996236111255,0.9269315305966961,0.005595260154682383,0.9070091329134564,0.005465706777793619,0.7359770525389371,0.5716007708860292,0.9016
0.9,0.3,1.0,5000,1.0024313860990977,0.005852143407934584,0.9575664162459965,0.005628029804193451,0.9729123600684687,0.005723299706115043,0.9656162016168933,0.005652497375789166,0.9523866604905976,0.005605548710201975,0.6347982901652616,0.5210857112781107,0.8996
0.9,1.0,0.1,5000,0.9988765667252384,0.006711969328482555,0.5466718633584936,0.00836867405788014,0.47397071679817154,0.005111048282496442,0.46881736599195983,0.004878163989328758,0.4548261983024839,0.004654005925211555,0.9921113023522663,0.8513257457261163,0.8964
0.9,1.0,0.3,5000,0.9918590260532694,0.0067272405087333,0.5643893388069143,0.006896839140080354,0.5348036327381511,0.005293414462737803,0.5268972357964785,0.004953928770158236,0.5025439150469019,0.004609908407217035,0.9794144480077871,0.8219812803432396,0.9044
0.9,1.0,1.0,5000,1.0045480425153073,0.006995301105143104,0.7508585860947622,0.005910612357043418,0.7880434618869054,0.006044650452678489,0.7709246578427285,0.005686940413396988,0.723566051135517,0.005347469763306365,0.82025163489443,0.6237659025479183,0.8978
