model,seed,train_seconds,heldout_nll,mean_additivity_violation,scale_violation,variance_polarization_violation
projectivenet,20261232.0,25.084986435327057,-0.5792684157689413,8.086541451272448e-08,0.00016910592222174614,0.00022394909562232593
querynet,20261232.0,21.39432292400549,0.6480526079734167,0.4627160330613454,0.44571423530578613,0.6494377056757609
