seed,model,train_seconds,heldout_nll,mean_additivity_violation,scale_violation,variance_polarization_violation
20261231,querynet,21.30591509002261,-0.12915834784507751,0.46814626455307007,0.4888385981321335,0.684416651725769
20261231,projectivenet,24.101068436866626,-0.5194560289382935,8.200655088330677e-08,0.00014478101310189118,0.00019179971423000097
20261232,querynet,20.8448253411334,0.2161293774843216,0.4467795193195343,0.42399731278419495,0.6236488819122314
20261232,projectivenet,25.41489534312859,-0.5843558311462402,7.840580451556889e-08,0.00018166838545141673,0.00023792647698428482
20261233,querynet,22.032228340860456,1.8571867942810059,0.4732223153114319,0.42430679500102997,0.6402475833892822
20261233,projectivenet,25.738995525985956,-0.63399338722229,8.218388813929778e-08,0.00018086836811193052,0.00024212109565269202
