git_commit,git_dirty,task_id,task_seed,seed,depth,model,split,training_seconds,functional_recovery,exact_program,operator_accuracy,mae,rmse,r2,nrmse,relative_error
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612204,202612204,0,2,MLP,ood,0.8970716579351574,-1.0,-1.0,-1.0,13.40159737195063,19.921735480654917,0.6482696973645122,0.5930685480073006,0.44081592913874434
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612204,202612204,1,2,OracleExact,iid,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612204,202612204,1,2,BeamCompiled,iid,0.04659338295459747,1.0,0.0,1.0,0.0009857692593868705,0.001098887732491269,0.9999996151323031,0.0006203770602902602,0.001251628725500361
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612204,202612204,1,2,MLP,iid,0.8980628119315952,-1.0,-1.0,-1.0,0.012809290885797964,0.017431972398998977,0.9999031503913977,0.009841219873694297,0.010336033052404086
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612204,202612204,1,2,OracleExact,ood,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612204,202612204,1,2,BeamCompiled,ood,0.04659338295459747,1.0,0.0,1.0,0.014683107157907216,0.02040177494435407,0.9999996311146974,0.0006073592862815195,0.00046566550318915645
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612204,202612204,1,2,MLP,ood,0.8980628119315952,-1.0,-1.0,-1.0,14.62019571060955,22.10834205392962,0.5668205977606346,0.6581636591603683,0.47030332387311236
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612204,202612204,2,2,OracleExact,iid,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612204,202612204,2,2,BeamCompiled,iid,0.04659528494812548,1.0,0.0,1.0,0.0008493397044730955,0.0012216028480976583,0.9999995243747702,0.0006896558777910061,0.0005883883418907927
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612204,202612204,2,2,MLP,iid,0.8838004230055958,-1.0,-1.0,-1.0,0.014666283253518486,0.020242854710434334,0.999869398451322,0.011428103459369426,0.013659693571808452
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612204,202612204,2,2,OracleExact,ood,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612204,202612204,2,2,BeamCompiled,ood,0.04659528494812548,1.0,0.0,1.0,0.01610674720359384,0.02242868953882051,0.9999995541762033,0.000667700379387706,0.0005171312905372613
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612204,202612204,2,2,MLP,ood,0.8838004230055958,-1.0,-1.0,-1.0,14.196191189737874,21.905993154161834,0.5747137493063544,0.6521397478252998,0.44454512895067044
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612204,202612204,3,2,OracleExact,iid,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612204,202612204,3,2,BeamCompiled,iid,0.04631709586828947,0.0,0.0,1.0,0.0018828763891178824,0.002029263378016137,0.9999986875533875,0.0011456206232772158,0.002761056052059675
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612204,202612204,3,2,MLP,iid,0.8942995630204678,-1.0,-1.0,-1.0,0.01580149601750236,0.026025398577790723,0.9997841263723842,0.014692638551864447,0.013583110655905268
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612204,202612204,3,2,OracleExact,ood,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612204,202612204,3,2,BeamCompiled,ood,0.04631709586828947,1.0,0.0,1.0,0.014385276976099703,0.019851550197139543,0.999999650743659,0.0005909791374624028,0.0004519951972413113
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612204,202612204,3,2,MLP,ood,0.8942995630204678,-1.0,-1.0,-1.0,13.427484536354314,20.23998118109756,0.6369422967594749,0.602542698271687,0.4356272053314035
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612204,202612204,4,2,OracleExact,iid,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612204,202612204,4,2,BeamCompiled,iid,0.04863118194043636,1.0,0.0,1.0,0.0014467853284259036,0.0015744060973532,0.9999992099795437,0.0008888309492405764,0.0021093065167537214
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612204,202612204,4,2,MLP,iid,0.9201917150057852,-1.0,-1.0,-1.0,0.014259766770464921,0.020802983429902524,0.9998620708508865,0.011744324123312989,0.012921320515448614
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612204,202612204,4,2,OracleExact,ood,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612204,202612204,4,2,BeamCompiled,ood,0.04863118194043636,1.0,0.0,1.0,0.013312401530129137,0.018418702476652452,0.9999996993414819,0.0005483233699500779,0.00041812949649529897
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612204,202612204,4,2,MLP,ood,0.9201917150057852,-1.0,-1.0,-1.0,13.502654498486663,20.796950240885884,0.6166859372609745,0.6191236247624746,0.4399235214377236
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612205,202612205,0,2,OracleExact,iid,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612205,202612205,0,2,BeamCompiled,iid,0.046396947000175714,1.0,1.0,1.0,0.0016277406264180172,0.0017251364333803593,0.9999991348160341,0.0009301526573026374,0.0018741580960368283
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612205,202612205,0,2,MLP,iid,0.9119380188640207,-1.0,-1.0,-1.0,0.013726402529982806,0.018977201100668153,0.9998953050129553,0.010232056833536922,0.011318521785204576
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612205,202612205,0,2,OracleExact,ood,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612205,202612205,0,2,BeamCompiled,ood,0.046396947000175714,1.0,1.0,1.0,0.010358841453125933,0.013531028488691081,0.9999999002987339,0.0003157550730060085,0.00033520681291593205
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612205,202612205,0,2,MLP,ood,0.9119380188640207,-1.0,-1.0,-1.0,14.237666893972346,20.927772946026824,0.7615018105992573,0.4883627641423358,0.38829484961367344
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612205,202612205,1,2,OracleExact,iid,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612205,202612205,1,2,BeamCompiled,iid,0.046601364854723215,1.0,1.0,1.0,0.00028475040335251833,0.00039346234553961794,0.9999999549942585,0.00021214556667560253,0.0002158673381268839
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612205,202612205,1,2,MLP,iid,0.9046633089892566,-1.0,-1.0,-1.0,0.010196427193250202,0.014339571790480057,0.9999402230251184,0.007731557080016867,0.007700111469290725
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612205,202612205,1,2,OracleExact,ood,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612205,202612205,1,2,BeamCompiled,ood,0.046601364854723215,1.0,1.0,1.0,0.0068918671931896824,0.009082525768038146,0.9999999550786981,0.00021194645989864875,0.00021199430420660328
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612205,202612205,1,2,MLP,ood,0.9046633089892566,-1.0,-1.0,-1.0,15.063221037064068,21.598175933110486,0.7459769034952234,0.50400704013414,0.42682797703646114
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612205,202612205,2,2,OracleExact,iid,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612205,202612205,2,2,BeamCompiled,iid,0.04673706996254623,1.0,1.0,1.0,0.0010366733990849752,0.0010549351972145543,0.9999996764710615,0.0005687960430169946,0.0011345215755221266
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612205,202612205,2,2,MLP,iid,0.8677971318829805,-1.0,-1.0,-1.0,0.016421474467506414,0.02331900991582901,0.9998419182328762,0.012573057190829514,0.012334995023634457
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612205,202612205,2,2,OracleExact,ood,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612205,202612205,2,2,BeamCompiled,ood,0.04673706996254623,1.0,1.0,1.0,0.003621171119448263,0.004666050297903752,0.9999999881440083,0.0001088852228561695,0.0001225219869201367
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612205,202612205,2,2,MLP,ood,0.8677971318829805,-1.0,-1.0,-1.0,14.565998689624394,20.84145358245088,0.7634651876916222,0.4863484474205483,0.4230128957544659
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612205,202612205,3,2,OracleExact,iid,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612205,202612205,3,2,BeamCompiled,iid,0.04667470511049032,1.0,1.0,1.0,0.0011472794678866194,0.0012961599729462729,0.9999995115964867,0.0006988587220101176,0.0012929994007116331
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612205,202612205,3,2,MLP,iid,0.9105847619939595,-1.0,-1.0,-1.0,0.012486301581930093,0.017266617463949845,0.9999133285419204,0.009309750699108924,0.009571499352561824
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612205,202612205,3,2,OracleExact,ood,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612205,202612205,3,2,BeamCompiled,ood,0.04667470511049032,1.0,1.0,1.0,0.011587214994506212,0.015203152769625895,0.9999998741345956,0.00035477514637611234,0.0003680744651920813
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612205,202612205,3,2,MLP,ood,0.9105847619939595,-1.0,-1.0,-1.0,14.811426777810993,21.89294585062694,0.7389958200954172,0.5108856818355578,0.40006344641340275
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612205,202612205,4,2,OracleExact,iid,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612205,202612205,4,2,BeamCompiled,iid,0.04602477606385946,1.0,1.0,1.0,0.0006502959630552141,0.0008477178713967935,0.9999997910875867,0.00045706937461033396,0.0005877243590941164
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612205,202612205,4,2,MLP,iid,0.9060300288256258,-1.0,-1.0,-1.0,0.013150648651617303,0.017868578987115264,0.9999071799922409,0.009634314078289965,0.011153008866783031
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612205,202612205,4,2,OracleExact,ood,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612205,202612205,4,2,BeamCompiled,ood,0.04602477606385946,1.0,1.0,1.0,0.013610947105917148,0.01793234137896172,0.9999998248891514,0.0004184624816964271,0.00042165829244826503
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612205,202612205,4,2,MLP,ood,0.9060300288256258,-1.0,-1.0,-1.0,14.56030061477577,21.120993353016036,0.7570775030623509,0.49287168404935694,0.4042572251955673
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612400,202612400,0,4,OracleExact,iid,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612400,202612400,0,4,BeamCompiled,iid,0.22193619213066995,1.0,0.0,1.0,0.001693440219241893,0.00197141229544143,0.9999993638600888,0.0007975837957107139,0.0011540214714284135
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612400,202612400,0,4,MLP,iid,0.9589276812039316,-1.0,-1.0,-1.0,0.020552307010802906,0.0298068493042863,0.9998545780827914,0.01205910101162612,0.010537285722318783
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612400,202612400,0,4,OracleExact,ood,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612400,202612400,0,4,BeamCompiled,ood,0.22193619213066995,1.0,0.0,1.0,0.018260969984112307,0.024111944096366904,0.9999996851738,0.0005610937532699361,0.0005714573277107811
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612400,202612400,0,4,MLP,ood,0.9589276812039316,-1.0,-1.0,-1.0,15.577862666381407,22.363026481917583,0.7291882102360424,0.5203958010629578,0.4416005023754038
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612400,202612400,1,4,OracleExact,iid,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612400,202612400,1,4,BeamCompiled,iid,0.22101424308493733,1.0,0.0,1.0,0.0007980519940247177,0.0009715217065935903,0.9999998455091584,0.00039305322998746986,0.0005334702983263982
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612400,202612400,1,4,MLP,iid,0.9576846791896969,-1.0,-1.0,-1.0,0.021459084309753962,0.02877514286511995,0.999864470854786,0.011641698553646001,0.010716624997185897
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612400,202612400,1,4,OracleExact,ood,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612400,202612400,1,4,BeamCompiled,ood,0.22101424308493733,1.0,0.0,1.0,0.008142180391587317,0.010662695646867539,0.999999938434071,0.00024812482546263776,0.00025775504453468174
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612400,202612400,1,4,MLP,ood,0.9576846791896969,-1.0,-1.0,-1.0,16.408602918643737,23.48004356162586,0.7014588455824604,0.5463891968345819,0.47883358844585816
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612400,202612400,2,4,OracleExact,iid,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612400,202612400,2,4,BeamCompiled,iid,0.3354901052080095,1.0,0.0,1.0,0.0006250423557503382,0.0007746248164421794,0.9999999017843864,0.00031339370398485167,0.00038352940585833464
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612400,202612400,2,4,MLP,iid,0.9200944809708744,-1.0,-1.0,-1.0,0.019802425151283387,0.028843097958200788,0.9998638299703448,0.01166919147392585,0.00911143621662898
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612400,202612400,2,4,OracleExact,ood,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612400,202612400,2,4,BeamCompiled,ood,0.3354901052080095,1.0,0.0,1.0,0.009643572731874883,0.012712308824527363,0.9999999124904843,0.00029582007334511576,0.0002973143961338946
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612400,202612400,2,4,MLP,ood,0.9200944809708744,-1.0,-1.0,-1.0,16.003955329957535,23.035644849623242,0.7126526742543866,0.5360478763558468,0.46268439739619127
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612400,202612400,3,4,OracleExact,iid,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612400,202612400,3,4,BeamCompiled,iid,0.22300870902836323,1.0,0.0,1.0,0.0018583400642455672,0.0021630680056046905,0.9999992341599585,0.0008751228722068447,0.0012662021103522275
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612400,202612400,3,4,MLP,iid,0.9419274891261011,-1.0,-1.0,-1.0,0.019546148891095072,0.027069570322039736,0.9998800609936284,0.0109516668307459,0.010101157359557553
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612400,202612400,3,4,OracleExact,ood,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612400,202612400,3,4,BeamCompiled,ood,0.22300870902836323,1.0,0.0,1.0,0.020018236566102132,0.02643238016847729,0.9999996216628786,0.0006150911489058833,0.0006264893051517279
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612400,202612400,3,4,MLP,ood,0.9419274891261011,-1.0,-1.0,-1.0,15.884122914765612,22.77321058804596,0.7191626052461826,0.5299409351558128,0.4536086185382316
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612400,202612400,4,4,OracleExact,iid,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612400,202612400,4,4,BeamCompiled,iid,0.2221433548256755,1.0,1.0,1.0,0.0009619088400540932,0.0011304427391629491,0.999999790832185,0.0004573486798373214,0.0006457853008598462
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612400,202612400,4,4,MLP,iid,0.9030234918463975,-1.0,-1.0,-1.0,0.020620772142137866,0.029269776624203762,0.9998597714193295,0.011841814922996527,0.009714542503970932
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612400,202612400,4,4,OracleExact,ood,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612400,202612400,4,4,BeamCompiled,ood,0.2221433548256755,1.0,1.0,1.0,0.011166394368046895,0.014739260405359004,0.9999998823592472,0.0003429879775854304,0.0003485351955441379
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612400,202612400,4,4,MLP,ood,0.9030234918463975,-1.0,-1.0,-1.0,15.921511589098372,22.820668238029608,0.717990897824319,0.531045292019128,0.4519053542489124
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612401,202612401,0,4,OracleExact,iid,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612401,202612401,0,4,BeamCompiled,iid,0.22068865410983562,0.0,0.0,0.5,1.4384979117089642,1.8496655764909855,0.7688117676963764,0.48082037426010105,0.8623095141116837
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612401,202612401,0,4,MLP,iid,0.9021944529376924,-1.0,-1.0,-1.0,0.05328665972638191,0.07452931112220525,0.9996246525150719,0.01937388667583331,0.02965806488858736
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612401,202612401,0,4,OracleExact,ood,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612401,202612401,0,4,BeamCompiled,ood,0.22068865410983562,0.0,0.0,0.5,179.2995312891435,279.79806274571064,0.10898056949651769,0.9439382556626691,0.892261920624954
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612401,202612401,0,4,MLP,ood,0.9021944529376924,-1.0,-1.0,-1.0,150.2420738048677,242.53400093759086,0.330511639936898,0.818222683664479,0.7349710541760281
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612401,202612401,1,4,OracleExact,iid,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612401,202612401,1,4,BeamCompiled,iid,0.2235106851439923,0.0,0.0,0.5,1.4385098442139679,1.8500747215471087,0.7687094789528763,0.48092673147489284,0.8676304425582178
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612401,202612401,1,4,MLP,iid,0.8952181818895042,-1.0,-1.0,-1.0,0.05169585338944671,0.07575998303371233,0.9996121542529331,0.019693799711250667,0.027615399714375113
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612401,202612401,1,4,OracleExact,ood,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612401,202612401,1,4,BeamCompiled,ood,0.2235106851439923,0.0,0.0,0.5,179.30181977542816,279.80146146300814,0.1089589228738519,0.9439497217151707,0.892280697585844
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612401,202612401,1,4,MLP,ood,0.8952181818895042,-1.0,-1.0,-1.0,152.95786364452215,245.20488594414064,0.31568508192120637,0.8272332912055665,0.7592725014075683
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612401,202612401,2,4,OracleExact,iid,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612401,202612401,2,4,BeamCompiled,iid,0.22026302199810743,0.0,0.0,0.5,1.4389087375525378,1.850052537857926,0.7687150255896783,0.4809209648271967,0.8662425457765095
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612401,202612401,2,4,MLP,iid,0.9069719419348985,-1.0,-1.0,-1.0,0.057344797785390256,0.07669514100156112,0.9996025202605139,0.019936893927744868,0.03245872780498467
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612401,202612401,2,4,OracleExact,ood,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612401,202612401,2,4,BeamCompiled,ood,0.22026302199810743,0.0,0.0,0.5,179.29627594491467,279.7934757602655,0.10900978384930637,0.943922780819858,0.8922264347628961
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612401,202612401,2,4,MLP,ood,0.9069719419348985,-1.0,-1.0,-1.0,152.81217650225153,246.06664072433108,0.31086667955584124,0.8301405425855063,0.7601396290816721
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612401,202612401,3,4,OracleExact,iid,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612401,202612401,3,4,BeamCompiled,iid,0.22079288098029792,0.0,0.0,0.5,1.4382181872347246,1.8498680300132704,0.7687611559165728,0.48087300203216565,0.8643308555500131
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612401,202612401,3,4,MLP,iid,0.9397848229855299,-1.0,-1.0,-1.0,0.05686477803055823,0.08313932732206311,0.9995329188845307,0.02161205949162143,0.029203381262343724
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612401,202612401,3,4,OracleExact,ood,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612401,202612401,3,4,BeamCompiled,ood,0.22079288098029792,0.0,0.0,0.5,179.3045589599642,279.8053530243067,0.10893413697697463,0.9439628504464704,0.8923094450602957
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612401,202612401,3,4,MLP,ood,0.9397848229855299,-1.0,-1.0,-1.0,151.8884748745768,245.14209945989225,0.3160354846207025,0.8270214721392048,0.7402463954936784
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612401,202612401,4,4,OracleExact,iid,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612401,202612401,4,4,BeamCompiled,iid,0.22431001998484135,0.0,0.0,0.5,1.439349357816809,1.8499891142858462,0.7687308831585906,0.48090447787623003,0.8645283642942792
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612401,202612401,4,4,MLP,iid,0.8952590459957719,-1.0,-1.0,-1.0,0.05462544393276403,0.07584857655604256,0.9996112466309912,0.019716829588167475,0.03179264050691995
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612401,202612401,4,4,OracleExact,ood,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612401,202612401,4,4,BeamCompiled,ood,0.22431001998484135,0.0,0.0,0.5,179.28990361691103,279.78428768377194,0.10906830095247799,0.9438917835469923,0.8921644363353987
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612401,202612401,4,4,MLP,ood,0.8952590459957719,-1.0,-1.0,-1.0,149.61444730879157,242.0504276166089,0.3331786800983807,0.8165912808141043,0.7229844119554932
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612402,202612402,0,4,OracleExact,iid,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612402,202612402,0,4,BeamCompiled,iid,0.22159352712333202,1.0,0.0,0.5,0.00034446171727609,0.0003833240591998998,0.999999808920539,0.0004371263673621664,0.000499306046888953
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612402,202612402,0,4,MLP,iid,0.8211298137903214,-1.0,-1.0,-1.0,0.0359663677079709,0.05314398586362003,0.9963272607303616,0.06060312920665382,0.02649471994918655
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612402,202612402,0,4,OracleExact,ood,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612402,202612402,0,4,BeamCompiled,ood,0.22159352712333202,1.0,0.0,0.5,0.0058053117245435715,0.006635779326416559,0.9999997332377483,0.0005164903210385616,0.00022495565553561303
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612402,202612402,0,4,MLP,ood,0.8211298137903214,-1.0,-1.0,-1.0,11.499058619141579,14.197778284750544,-0.2211845023875969,1.105072170669227,0.41492195933926546
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612402,202612402,1,4,OracleExact,iid,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612402,202612402,1,4,BeamCompiled,iid,0.22188160102814436,1.0,0.0,0.5,0.0007010052995326532,0.0008168569745782625,0.999999132291416,0.000931508767535087,0.0006012726146563777
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612402,202612402,1,4,MLP,iid,0.7268674590159208,-1.0,-1.0,-1.0,0.03348485151926184,0.05085698683606816,0.9966365645134424,0.05799513330062796,0.026815600752045702
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612402,202612402,1,4,OracleExact,ood,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612402,202612402,1,4,BeamCompiled,ood,0.22188160102814436,0.0,0.0,0.5,0.021674223244190216,0.02453790281196999,0.9999963523312843,0.0019098870950266173,0.0008449877379195149
