split_seed,numeric_seed,condition,method,auroc,log_loss
31,2,negated_description,structure_only,0.6705441160291026,0.650587203657028
31,2,ambiguous,structure_only,0.6540824935703204,0.6582822895610432
31,2,shuffled_description,structure_only,0.5907239372172947,0.6875248128911544
31,2,clean,tfidf,0.8488844115302032,0.49590300945519233
31,2,opaque_informative,tfidf,0.8064234660235655,0.5773145277343418
31,2,opaque_paraphrase,tfidf,0.7647411155894114,0.6579133427872097
31,2,negated_description,tfidf,0.4016360191129288,1.359987412288553
31,2,ambiguous,tfidf,0.6239755021844959,0.9358286210773682
31,2,shuffled_description,tfidf,0.2952839667431184,1.5657326873067736
31,2,clean,bge,0.7401588888068837,0.6517528527789439
31,2,opaque_informative,bge,0.7363532280274231,0.6571370007764991
31,2,opaque_paraphrase,bge,0.7364619501512262,0.6561125679308257
31,2,negated_description,bge,0.7363249579944676,0.6575604168317922
31,2,ambiguous,bge,0.6278477603269913,0.8246159453390152
31,2,shuffled_description,bge,0.3750050883828524,1.2038173021727976
31,2,clean,e5,0.7751290003341785,0.6380483107624675
31,2,opaque_informative,e5,0.7341969867132067,0.7169451463319099
31,2,opaque_paraphrase,e5,0.7698382341749856,0.6472025320813044
31,2,negated_description,e5,0.6564440115091317,0.8652723365798957
31,2,ambiguous,e5,0.6239755021844959,0.9358286210773682
31,2,shuffled_description,e5,0.36702824449436977,1.4283876018133146
31,2,clean,gte,0.7769970170173164,0.6344488399683271
31,2,opaque_informative,gte,0.6954050823387967,0.7903983980131283
31,2,opaque_paraphrase,gte,0.733216358820138,0.7184306146334652
31,2,negated_description,gte,0.29156140990705004,1.5714887472109493
31,2,ambiguous,gte,0.6239755021844959,0.9358286210773682
31,2,shuffled_description,gte,0.4024946930781772,1.3602523726592952
31,2,clean,oracle,0.8878191295553779,0.42067134303558573
31,2,opaque_informative,oracle,0.8797129594415467,0.43357368105974836
31,2,opaque_paraphrase,oracle,0.8817814783554139,0.43034884610944496
31,2,negated_description,oracle,0.8797806929156888,0.4344987771236361
31,2,ambiguous,oracle,0.8797098345831782,0.43392567109105484
31,2,shuffled_description,oracle,0.8822939589038367,0.42995141129357073
31,3,clean,structure_only,0.6214169617388043,0.6712331960745815
31,3,opaque_informative,structure_only,0.6354323447509568,0.6650275317364741
31,3,opaque_paraphrase,structure_only,0.6165874995780547,0.6724279176829984
31,3,negated_description,structure_only,0.6330835942400145,0.6658727848663489
31,3,ambiguous,structure_only,0.6387381929867886,0.6633648154295939
31,3,shuffled_description,structure_only,0.6767334196446031,0.647600805913793
31,3,clean,tfidf,0.847821027814899,0.497312560464447
31,3,opaque_informative,tfidf,0.8109691148026721,0.5719147941557436
31,3,opaque_paraphrase,tfidf,0.7696186234856066,0.6511613623064454
31,3,negated_description,tfidf,0.4056848498571335,1.3650959729239531
31,3,ambiguous,tfidf,0.5165255998682965,1.1475499161531526
31,3,shuffled_description,tfidf,0.29913313788159757,1.5717365347037988
31,3,clean,bge,0.7389984165555905,0.6581216887159519
31,3,opaque_informative,bge,0.7379149148136463,0.6584579964010788
31,3,opaque_paraphrase,bge,0.7376991910594748,0.658391042248869
31,3,negated_description,bge,0.7323250585376642,0.6654268707026486
31,3,ambiguous,bge,0.5217025164286401,0.9908732670417605
31,3,shuffled_description,bge,0.38004592778831825,1.206260547394992
31,3,clean,e5,0.7739965517303766,0.6459895071703179
31,3,opaque_informative,e5,0.736152339195325,0.7177943804550591
31,3,opaque_paraphrase,e5,0.7720546183248123,0.6474155038737276
31,3,negated_description,e5,0.6581396899767386,0.8679045826646425
31,3,ambiguous,e5,0.5165255998682965,1.1475499161531526
31,3,shuffled_description,e5,0.37300284723616034,1.4249940063507167
31,3,clean,gte,0.774462318590689,0.6427910549879995
31,3,opaque_informative,gte,0.6982024701984938,0.7922628510362626
31,3,opaque_paraphrase,gte,0.7371781010034851,0.7135222981267919
31,3,negated_description,gte,0.2970240450280437,1.5809620061527794
31,3,ambiguous,gte,0.5165255998682965,1.1475499161531526
31,3,shuffled_description,gte,0.4064396544630611,1.359032280772886
31,3,clean,oracle,0.8850187709961111,0.42568995906482643
31,3,opaque_informative,oracle,0.8848907649624823,0.4258824135026538
31,3,opaque_paraphrase,oracle,0.8820821285976624,0.43011543771137556
31,3,negated_description,oracle,0.8771760162533591,0.43798177404335853
31,3,ambiguous,oracle,0.8818743397675982,0.42937249954834655
31,3,shuffled_description,oracle,0.877834262590339,0.43724928986752964
31,4,clean,structure_only,0.623723911175809,0.6693576631224204
31,4,opaque_informative,structure_only,0.600514406641371,0.6796042536151268
31,4,opaque_paraphrase,structure_only,0.5732083301850692,0.6913416397543011
31,4,negated_description,structure_only,0.6391022800953836,0.6632828393848508
31,4,ambiguous,structure_only,0.6324768639207508,0.6656969373454231
31,4,shuffled_description,structure_only,0.6025671476974993,0.6785933531408236
31,4,clean,tfidf,0.8434994453323488,0.5024478612996559
31,4,opaque_informative,tfidf,0.8082883200586601,0.5722320918322502
31,4,opaque_paraphrase,tfidf,0.7655055880073036,0.6513843897302821
31,4,negated_description,tfidf,0.40483616429547464,1.344587502301025
31,4,ambiguous,tfidf,0.5821601020114154,1.0002654319004207
31,4,shuffled_description,tfidf,0.2825396696113801,1.5940653796936484
31,4,clean,bge,0.7345493903182614,0.6577502740326135
31,4,opaque_informative,bge,0.7358578062502019,0.6569006250199061
31,4,opaque_paraphrase,bge,0.7362121466185723,0.6562552621883331
31,4,negated_description,bge,0.7332409849154677,0.6611214185312604
31,4,ambiguous,bge,0.5860828937078096,0.8795486449756448
31,4,shuffled_description,bge,0.3626542202224996,1.2270445476041598
31,4,clean,e5,0.767699313068085,0.6475989032772222
31,4,opaque_informative,e5,0.7340614049018387,0.713770848458772
31,4,opaque_paraphrase,e5,0.7704650600304654,0.6435716625911777
31,4,negated_description,e5,0.6594992171047344,0.8564181297777775
31,4,ambiguous,e5,0.5821601020114154,1.0002654319004207
31,4,shuffled_description,e5,0.35612486110920594,1.448848365476396
31,4,clean,gte,0.7696104370248854,0.6435434376095364
31,4,opaque_informative,gte,0.6959523543393815,0.7880198774283781
31,4,opaque_paraphrase,gte,0.7355591569143648,0.7091675078703988
31,4,negated_description,gte,0.2866855418910591,1.5727257088922788
31,4,ambiguous,gte,0.5821601020114154,1.0002654319004207
31,4,shuffled_description,gte,0.3942671795909409,1.374205960315954
31,4,clean,oracle,0.8803049053416133,0.4323934345688301
31,4,opaque_informative,oracle,0.8820471228226555,0.42981315361173367
31,4,opaque_paraphrase,oracle,0.8792643601743557,0.4353859957798824
31,4,negated_description,oracle,0.8812238244514108,0.43212266893102375
31,4,ambiguous,oracle,0.8783760753388947,0.4353380366557234
31,4,shuffled_description,oracle,0.8846905736018327,0.42638699087279486
43,0,clean,structure_only,0.6507967935749736,0.6581036185538419
43,0,opaque_informative,structure_only,0.6221890421858014,0.6703692965087906
43,0,opaque_paraphrase,structure_only,0.5922789359009861,0.6820657366671676
43,0,negated_description,structure_only,0.6287639684920276,0.6681955129993471
43,0,ambiguous,structure_only,0.6473674763097186,0.6602258829147732
43,0,shuffled_description,structure_only,0.6059107177709115,0.6767384233733983
43,0,clean,tfidf,0.808773332127126,0.5724310863996674
43,0,opaque_informative,tfidf,0.8114964539371927,0.5683704537120305
43,0,opaque_paraphrase,tfidf,0.769786320842099,0.649811845389408
43,0,negated_description,tfidf,0.5480067187153889,1.0807648596764372
43,0,ambiguous,tfidf,0.48057023256334735,1.2080773444295747
43,0,shuffled_description,tfidf,0.28918093802748435,1.5850448240705484
43,0,clean,bge,0.7391275390647191,0.6526237905334654
43,0,opaque_informative,bge,0.731035380035735,0.6660383694663795
43,0,opaque_paraphrase,bge,0.7313641580515415,0.6646988003091185
43,0,negated_description,bge,0.80520814554863,0.5513374854719478
43,0,ambiguous,bge,0.4861879490845668,1.0301555647718368
43,0,shuffled_description,bge,0.371092965375162,1.205208050344546
43,0,clean,e5,0.8471276479663794,0.48941974454663506
43,0,opaque_informative,e5,0.8080726942875467,0.5492322633987222
43,0,opaque_paraphrase,e5,0.8429262884952428,0.49561700620285726
43,0,negated_description,e5,0.8020762835703107,0.556349492425554
43,0,ambiguous,e5,0.4861879490845668,1.0301555647718368
43,0,shuffled_description,e5,0.2978189198896438,1.317504905900909
43,0,clean,gte,0.8101509638547243,0.5691700217206843
43,0,opaque_informative,gte,0.7676839134266834,0.655765435656048
43,0,opaque_paraphrase,gte,0.7331896295540028,0.7226834915276922
43,0,negated_description,gte,0.7302559331521479,0.7253059342068084
43,0,ambiguous,gte,0.48057023256334735,1.2080773444295747
43,0,shuffled_description,gte,0.3258249440250757,1.5116271046153762
43,0,clean,oracle,0.8821191662849035,0.4303234999417451
43,0,opaque_informative,oracle,0.8825876055845345,0.429283250718049
43,0,opaque_paraphrase,oracle,0.8794058082456057,0.43457906036712185
43,0,negated_description,oracle,0.8784418843696072,0.43546793124904265
43,0,ambiguous,oracle,0.8802528918079924,0.4328000461706449
43,0,shuffled_description,oracle,0.8807257845500328,0.43295089215652666
43,1,clean,structure_only,0.5970781579439776,0.68034614433426
43,1,opaque_informative,structure_only,0.6288170765778185,0.6679827175260188
43,1,opaque_paraphrase,structure_only,0.6354789795470012,0.6647674664204664
43,1,negated_description,structure_only,0.6074868053731269,0.6758901289902483
43,1,ambiguous,structure_only,0.6287864493002652,0.6674939056445579
43,1,shuffled_description,structure_only,0.6189959173127662,0.6717159219782279
43,1,clean,tfidf,0.8097374073295323,0.5670953963154938
43,1,opaque_informative,tfidf,0.8100314188232126,0.5705008928916875
43,1,opaque_paraphrase,tfidf,0.76859088108111,0.6473745033219753
43,1,negated_description,tfidf,0.5469600506447572,1.0674656804443603
43,1,ambiguous,tfidf,0.5471279911587872,1.0625396777013343
43,1,shuffled_description,tfidf,0.28831981382652655,1.559686768352432
43,1,clean,bge,0.7380855630079877,0.6477107405891523
43,1,opaque_informative,bge,0.7394595956234584,0.6467157649615493
43,1,opaque_paraphrase,bge,0.7396357104965625,0.64498516402918
43,1,negated_description,bge,0.8075230492879856,0.5472487582076133
43,1,ambiguous,bge,0.5527354943526874,0.9125454282750143
43,1,shuffled_description,bge,0.3688794114269083,1.1825542185261633
43,1,clean,e5,0.8452159737105118,0.49125481121451026
43,1,opaque_informative,e5,0.8095684813859361,0.5451992934038121
43,1,opaque_paraphrase,e5,0.8426050808314088,0.4961424064622139
43,1,negated_description,e5,0.8082401245278764,0.5458430371185499
43,1,ambiguous,e5,0.5527354943526874,0.9125454282750143
43,1,shuffled_description,e5,0.2982038494456912,1.2843292746828585
43,1,clean,gte,0.8076845912982942,0.5726615205985995
43,1,opaque_informative,gte,0.7717676853276455,0.6431133615425957
43,1,opaque_paraphrase,gte,0.7312019890367212,0.7176157875314071
43,1,negated_description,gte,0.7352303817506006,0.7125717452459661
43,1,ambiguous,gte,0.5471279911587872,1.0625396777013343
43,1,shuffled_description,gte,0.32500935973769896,1.4891175399515206
43,1,clean,oracle,0.8800833849345131,0.43416662427718605
43,1,opaque_informative,oracle,0.8836765029162263,0.4280260868865173
43,1,opaque_paraphrase,oracle,0.8810620513012866,0.430976160485389
43,1,negated_description,oracle,0.8816938183905815,0.4302368957444259
43,1,ambiguous,oracle,0.882593183780078,0.42904487829045945
43,1,shuffled_description,oracle,0.8808117009392935,0.4323214059603069
43,2,clean,structure_only,0.5367025211769659,0.8084177107980166
43,2,opaque_informative,structure_only,0.560925401203642,0.7843637753689184
43,2,opaque_paraphrase,structure_only,0.5022833047644983,0.8410624304178639
43,2,negated_description,structure_only,0.5682605573698833,0.7761662201717763
43,2,ambiguous,structure_only,0.4351676496132086,0.9059479831155105
43,2,shuffled_description,structure_only,0.5668098339087423,0.7781121177909998
43,2,clean,tfidf,0.8075195797355641,0.5751126054711354
43,2,opaque_informative,tfidf,0.8057948146375487,0.5784517001699091
43,2,opaque_paraphrase,tfidf,0.7688216911076123,0.6505561310443945
43,2,negated_description,tfidf,0.5503933718613508,1.0679718681061756
43,2,ambiguous,tfidf,0.6990723779590207,0.7878328823344458
43,2,shuffled_description,tfidf,0.2873885601054667,1.5790659280365855
43,2,clean,bge,0.7381012386377656,0.6533302069089799
43,2,opaque_informative,bge,0.7348267505634504,0.6588795978563325
43,2,opaque_paraphrase,bge,0.7299714250490749,0.6673125273059727
43,2,negated_description,bge,0.8107794771519007,0.5434287337561384
43,2,ambiguous,bge,0.7024550172283565,0.7091877930541526
43,2,shuffled_description,bge,0.3714607533534376,1.2052583130798635
43,2,clean,e5,0.8452918495453717,0.4918523660415103
43,2,opaque_informative,e5,0.809227758569026,0.5463363247156284
43,2,opaque_paraphrase,e5,0.8410762353845882,0.4992293299402531
43,2,negated_description,e5,0.8088195109535092,0.5462541398584043
43,2,ambiguous,e5,0.7024550172283565,0.7091877930541526
43,2,shuffled_description,e5,0.296610105621463,1.3174445118370126
43,2,clean,gte,0.8080240882856009,0.5730444079897838
43,2,opaque_informative,gte,0.7719388070786899,0.6442206668309506
43,2,opaque_paraphrase,gte,0.7307070210709472,0.725889093442164
43,2,negated_description,gte,0.7343155292574899,0.7179857861731557
43,2,ambiguous,gte,0.6990723779590207,0.7878328823344458
43,2,shuffled_description,gte,0.3254165944331259,1.5084074585855969
43,2,clean,oracle,0.8817909734586098,0.4307943810454959
43,2,opaque_informative,oracle,0.879732567513751,0.4339395109956761
43,2,opaque_paraphrase,oracle,0.8800877228007099,0.4340237022764367
43,2,negated_description,oracle,0.8825037100183853,0.4289771626387974
43,2,ambiguous,oracle,0.8833601853923769,0.42787210637158096
43,2,shuffled_description,oracle,0.8833900845529195,0.4277125696600366
43,3,clean,structure_only,0.5909172920164659,0.6862787292940955
43,3,opaque_informative,structure_only,0.6574609623834531,0.6565132452769351
43,3,opaque_paraphrase,structure_only,0.5674935067635334,0.6960106276911239
43,3,negated_description,structure_only,0.5747725950519383,0.6928900598916212
43,3,ambiguous,structure_only,0.6524691769125655,0.6588540282022353
43,3,shuffled_description,structure_only,0.6248188427168634,0.6709807841111392
43,3,clean,tfidf,0.8055331726819424,0.5743136813633152
43,3,opaque_informative,tfidf,0.8043321573250456,0.5763850838456852
43,3,opaque_paraphrase,tfidf,0.7699525361937513,0.6425065490021178
43,3,negated_description,tfidf,0.554289808409115,1.0514643531679304
43,3,ambiguous,tfidf,0.6212374115132645,0.9202960920855467
43,3,shuffled_description,tfidf,0.2862399872234818,1.5578664425520337
43,3,clean,bge,0.7338989819574866,0.6532159251555927
43,3,opaque_informative,bge,0.7362464901939771,0.653918871102904
43,3,opaque_paraphrase,bge,0.7396282591309898,0.6451427752765797
43,3,negated_description,bge,0.81260258334792,0.5411886531983828
43,3,ambiguous,bge,0.6240143777688515,0.8146346635329981
43,3,shuffled_description,bge,0.3658725021728586,1.195080718853812
43,3,clean,e5,0.8430598366769829,0.49589740242623737
43,3,opaque_informative,e5,0.8084450455471011,0.5464929899721241
43,3,opaque_paraphrase,e5,0.8469110800111206,0.49013627148818545
43,3,negated_description,e5,0.8129832605924658,0.5413977888820042
43,3,ambiguous,e5,0.6240143777688515,0.8146346635329981
43,3,shuffled_description,e5,0.29273799523068517,1.3026452316065689
43,3,clean,gte,0.8051798434254698,0.5742033970045415
43,3,opaque_informative,gte,0.77101058407459,0.6414984334511569
43,3,opaque_paraphrase,gte,0.7386523005573776,0.6973546276568295
43,3,negated_description,gte,0.735720175055461,0.707675849288315
43,3,ambiguous,gte,0.6212374115132645,0.9202960920855467
43,3,shuffled_description,gte,0.3233918051543937,1.4857629530142276
43,3,clean,oracle,0.8803746180108097,0.4326690616650575
43,3,opaque_informative,oracle,0.8792832836780624,0.43430848624566876
43,3,opaque_paraphrase,oracle,0.8829036111547555,0.4288822386891796
43,3,negated_description,oracle,0.8854920001964387,0.42479309464889714
43,3,ambiguous,oracle,0.8755566595458096,0.4405933184703958
43,3,shuffled_description,oracle,0.8789738431860034,0.43444234499712103
43,4,clean,structure_only,0.6469638395199604,0.6604237436206789
43,4,opaque_informative,structure_only,0.5829178921106744,0.6873340706744457
43,4,opaque_paraphrase,structure_only,0.6232618038272095,0.6703506128807125
43,4,negated_description,structure_only,0.6414596496241887,0.6622638627886337
43,4,ambiguous,structure_only,0.6079888017185022,0.6760029211027001
43,4,shuffled_description,structure_only,0.614921362198567,0.6734529551893458
43,4,clean,tfidf,0.8087352705800923,0.574849517483397
43,4,opaque_informative,tfidf,0.8075739941608056,0.5755886700976508
43,4,opaque_paraphrase,tfidf,0.7737604040464225,0.6411797954513789
43,4,negated_description,tfidf,0.5530278508405763,1.074584262808808
43,4,ambiguous,tfidf,0.5127632769414058,1.1544749171560753
43,4,shuffled_description,tfidf,0.2902057799992051,1.5807660322139627
43,4,clean,bge,0.7372071014082161,0.6570141429957775
43,4,opaque_informative,bge,0.7395194593918157,0.6526423046140456
43,4,opaque_paraphrase,bge,0.7388470990056757,0.6533960057048678
43,4,negated_description,bge,0.8101393886588578,0.5446857411336369
43,4,ambiguous,bge,0.5181938630966937,0.9899065870843888
43,4,shuffled_description,bge,0.37211610554258695,1.2034819762511249
43,4,clean,e5,0.8456816043706177,0.4932649803959179
43,4,opaque_informative,e5,0.8112219731714485,0.5443516150469264
43,4,opaque_paraphrase,e5,0.8474543159435228,0.4887851161609374
43,4,negated_description,e5,0.8120899950210129,0.5423627416645096
43,4,ambiguous,e5,0.5181938630966937,0.9899065870843888
43,4,shuffled_description,e5,0.29988574865197265,1.314010569785984
43,4,clean,gte,0.8098797984616337,0.5717571350753847
43,4,opaque_informative,gte,0.7751495593545754,0.6390655307186671
43,4,opaque_paraphrase,gte,0.7359138447936866,0.715379705645642
43,4,negated_description,gte,0.7361040777067738,0.7169298089233492
43,4,ambiguous,gte,0.5127632769414058,1.1544749171560753
43,4,shuffled_description,gte,0.3276697488404511,1.5048764546533167
43,4,clean,oracle,0.8833019227644805,0.428267391280056
43,4,opaque_informative,oracle,0.8798988424186034,0.43413228942601023
43,4,opaque_paraphrase,oracle,0.8847438768493052,0.42575817035905034
43,4,negated_description,oracle,0.884112187871769,0.425995218864271
43,4,ambiguous,oracle,0.8826704045265655,0.4295788120666752
43,4,shuffled_description,oracle,0.877692278120542,0.43779433958127906
59,0,clean,structure_only,0.6244087097272804,0.6695096244952846
59,0,opaque_informative,structure_only,0.5765761856655284,0.6882452099568829
59,0,opaque_paraphrase,structure_only,0.6606201051845194,0.6547512512273581
59,0,negated_description,structure_only,0.6356012887135296,0.664903791658905
59,0,ambiguous,structure_only,0.6583555590830463,0.6560513446917835
59,0,shuffled_description,structure_only,0.650022443330494,0.6589143369790867
59,0,clean,tfidf,0.8467906110603369,0.4956776043824411
59,0,opaque_informative,tfidf,0.8094468355004161,0.5669807024516649
59,0,opaque_paraphrase,tfidf,0.8136983604340059,0.5582063762243606
59,0,negated_description,tfidf,0.36871645257714625,1.39034940482489
59,0,ambiguous,tfidf,0.438768858699139,1.2717832171774632
59,0,shuffled_description,tfidf,0.2941380719796573,1.5351791273438398
59,0,clean,bge,0.8089821488974098,0.5674387651245263
59,0,opaque_informative,bge,0.8484252446297995,0.4937006640381418
59,0,opaque_paraphrase,bge,0.6542266404164911,0.8565588214883642
59,0,negated_description,bge,0.7361857019044562,0.7026907083150417
59,0,ambiguous,bge,0.438768858699139,1.2717832171774632
59,0,shuffled_description,bge,0.2572040570174884,1.603660805666993
59,0,clean,e5,0.8098920900503761,0.5435100210479548
59,0,opaque_informative,e5,0.8452509706824739,0.49255751916853197
59,0,opaque_paraphrase,e5,0.7696303860460345,0.6018863353236967
59,0,negated_description,e5,0.7387957376914891,0.6460997305868941
59,0,ambiguous,e5,0.44473764401259946,1.0811175842889826
59,0,shuffled_description,e5,0.26533532199712434,1.3371871201535304
59,0,clean,gte,0.8119652520284066,0.5618922467411743
59,0,opaque_informative,gte,0.8484252446297995,0.4937006640381418
59,0,opaque_paraphrase,gte,0.8498293553398037,0.4907435240969888
59,0,negated_description,gte,0.6280413402739371,0.9068864209360104
59,0,ambiguous,gte,0.438768858699139,1.2717832171774632
59,0,shuffled_description,gte,0.2572040570174884,1.603660805666993
59,0,clean,oracle,0.882918387135351,0.42925288831134434
59,0,opaque_informative,oracle,0.8840157936155132,0.42718892400570785
59,0,opaque_paraphrase,oracle,0.8857414587476076,0.4242264613387508
59,0,negated_description,oracle,0.8829582450776892,0.42863091189796926
59,0,ambiguous,oracle,0.8839313048933419,0.4265765656577093
59,0,shuffled_description,oracle,0.8802771331411859,0.4328706316432885
59,1,clean,structure_only,0.6112317754773569,0.6788754437286525
59,1,opaque_informative,structure_only,0.6345950971843919,0.6675600554451534
59,1,opaque_paraphrase,structure_only,0.5866927274647875,0.6896163059787425
59,1,negated_description,structure_only,0.6604239148980682,0.655154511515239
59,1,ambiguous,structure_only,0.6085043863313159,0.679752332969186
59,1,shuffled_description,structure_only,0.6947604015296697,0.6379212390487973
59,1,clean,tfidf,0.8446838989288482,0.4994778014822251
59,1,opaque_informative,tfidf,0.8113747362591104,0.5614113188613367
59,1,opaque_paraphrase,tfidf,0.8054261247678414,0.5697519053441223
59,1,negated_description,tfidf,0.369083201079636,1.3800167710348354
59,1,ambiguous,tfidf,0.5495452521488922,1.0510787342343881
59,1,shuffled_description,tfidf,0.2918135473467268,1.5340728408511137
59,1,clean,bge,0.8097868142257214,0.5647983254251969
59,1,opaque_informative,bge,0.8464135782940712,0.49573319512231845
59,1,opaque_paraphrase,bge,0.6563706143642055,0.8505656470039127
59,1,negated_description,bge,0.7394502018744443,0.6965564249017243
59,1,ambiguous,bge,0.5495452521488922,1.0510787342343881
59,1,shuffled_description,bge,0.2546185753903763,1.60420978581179
59,1,clean,e5,0.8106564190394832,0.5428503056971694
59,1,opaque_informative,e5,0.846957804029695,0.4901220402324504
59,1,opaque_paraphrase,e5,0.7691268791576964,0.6031118755301028
59,1,negated_description,e5,0.7368725623092824,0.6515398557942147
59,1,ambiguous,e5,0.5547249907715024,0.9202484410194692
59,1,shuffled_description,e5,0.26709961105618957,1.3468448570161706
59,1,clean,gte,0.8072042444019848,0.5697164945491215
59,1,opaque_informative,gte,0.8464135782940712,0.49573319512231845
59,1,opaque_paraphrase,gte,0.841979658033515,0.5048199633858892
59,1,negated_description,gte,0.6270521186742221,0.9029489074414564
59,1,ambiguous,gte,0.5495452521488922,1.0510787342343881
59,1,shuffled_description,gte,0.2546185753903763,1.60420978581179
59,1,clean,oracle,0.8813927024821757,0.431122671334358
59,1,opaque_informative,oracle,0.8817104641582454,0.43076852402014665
59,1,opaque_paraphrase,oracle,0.8767562041279666,0.43880005692189294
59,1,negated_description,oracle,0.8817709563164109,0.43009109574059434
59,1,ambiguous,oracle,0.8824902238282758,0.4292064482950397
59,1,shuffled_description,oracle,0.8826356837017204,0.42887974559132763
59,2,clean,structure_only,0.6714865225933849,0.6493954843128364
59,2,opaque_informative,structure_only,0.5629265450330843,0.7014005103166329
59,2,opaque_paraphrase,structure_only,0.6650351202584315,0.6516615725505585
59,2,negated_description,structure_only,0.6506747036088218,0.6591742778221702
59,2,ambiguous,structure_only,0.6825976915651406,0.6440259773425637
59,2,shuffled_description,structure_only,0.556908859629873,0.7040566211567673
59,2,clean,tfidf,0.8498740059256671,0.4913400351351744
59,2,opaque_informative,tfidf,0.8106782799245451,0.5632438770419707
59,2,opaque_paraphrase,tfidf,0.8081711461850657,0.5649154640332696
59,2,negated_description,tfidf,0.37047623211964703,1.392948683794274
59,2,ambiguous,tfidf,0.6951763696579523,0.7773294828495264
59,2,shuffled_description,tfidf,0.2963152923540442,1.5192861728353786
59,2,clean,bge,0.8139181878225836,0.5588552523407581
59,2,opaque_informative,bge,0.8444972920792133,0.5004220396961525
59,2,opaque_paraphrase,bge,0.662547627662954,0.8353480490899239
59,2,negated_description,bge,0.735032399834014,0.7052719263646008
59,2,ambiguous,bge,0.6951763696579523,0.7773294828495264
59,2,shuffled_description,bge,0.25787071231084124,1.5908821896833205
59,2,clean,e5,0.8144704375276566,0.5385177491347548
59,2,opaque_informative,e5,0.846696169929353,0.4902406102418056
59,2,opaque_paraphrase,e5,0.7718333775732005,0.5981559125295202
59,2,negated_description,e5,0.7356115243611772,0.6533101889198144
59,2,ambiguous,e5,0.6974835562031547,0.7076727778872587
59,2,shuffled_description,e5,0.26645501566055924,1.3371843965609747
59,2,clean,gte,0.8152530027613171,0.5565679338196542
59,2,opaque_informative,gte,0.8444972920792133,0.5004220396961525
59,2,opaque_paraphrase,gte,0.8447936366886415,0.49862414461867915
59,2,negated_description,gte,0.6276035011368664,0.9088885898071704
59,2,ambiguous,gte,0.6951763696579523,0.7773294828495264
59,2,shuffled_description,gte,0.25787071231084124,1.5908821896833205
59,2,clean,oracle,0.8863564812142676,0.4237547185973305
59,2,opaque_informative,oracle,0.8804791471370175,0.43367942217288413
59,2,opaque_paraphrase,oracle,0.8811362581248477,0.4319907077287926
59,2,negated_description,oracle,0.8806608743068202,0.43158902243873887
59,2,ambiguous,oracle,0.8776465205434804,0.4367418392587979
59,2,shuffled_description,oracle,0.8846216347099076,0.4255634131534441
59,3,clean,structure_only,0.5798585600462224,0.6898773704909118
59,3,opaque_informative,structure_only,0.6528380938848934,0.6567418413956915
59,3,opaque_paraphrase,structure_only,0.6415967332761952,0.662139597755195
59,3,negated_description,structure_only,0.6682338365204165,0.6494651977651934
59,3,ambiguous,structure_only,0.64217958129491,0.6615068575971964
59,3,shuffled_description,structure_only,0.6101212045684381,0.6761697175137676
59,3,clean,tfidf,0.8418766419789123,0.5032312242797679
59,3,opaque_informative,tfidf,0.8056965035558971,0.5727022770214192
59,3,opaque_paraphrase,tfidf,0.8109697161226596,0.5617388330830936
59,3,negated_description,tfidf,0.3739961761311627,1.3660951824224472
59,3,ambiguous,tfidf,0.6273834457703499,0.8984748859926048
59,3,shuffled_description,tfidf,0.2979013949663036,1.505401681795556
59,3,clean,bge,0.8076225030123523,0.5661425551307231
59,3,opaque_informative,bge,0.8443074374236705,0.49942255394134166
59,3,opaque_paraphrase,bge,0.6630501861030957,0.8326947923177334
59,3,negated_description,bge,0.7391635616136573,0.6954750363354312
59,3,ambiguous,bge,0.6273834457703499,0.8984748859926048
59,3,shuffled_description,bge,0.25899564439558664,1.5765218760845736
59,3,clean,e5,0.808259018469725,0.5457824374628135
59,3,opaque_informative,e5,0.8413055796116927,0.49847984788276417
59,3,opaque_paraphrase,e5,0.7740511119525041,0.5979941718864644
59,3,negated_description,e5,0.7389544394999232,0.6493778736827843
59,3,ambiguous,e5,0.6312445261302198,0.8064081280636349
59,3,shuffled_description,e5,0.2747849922977881,1.331984039638374
59,3,clean,gte,0.8065352321075053,0.568283095902955
59,3,opaque_informative,gte,0.8443074374236705,0.49942255394134166
59,3,opaque_paraphrase,gte,0.8425631365536186,0.5017113231990974
59,3,negated_description,gte,0.6335017158438567,0.8867386938099145
59,3,ambiguous,gte,0.6273834457703499,0.8984748859926048
59,3,shuffled_description,gte,0.25899564439558664,1.5765218760845736
59,3,clean,oracle,0.8771402481816146,0.4379824660745485
59,3,opaque_informative,oracle,0.8803529234870626,0.4325749791460592
59,3,opaque_paraphrase,oracle,0.880418744117955,0.43228914549477215
59,3,negated_description,oracle,0.8802238776027267,0.4335173822576836
59,3,ambiguous,oracle,0.880871052335457,0.43247619468096227
59,3,shuffled_description,oracle,0.8800150395566975,0.43282737694872925
59,4,clean,structure_only,0.6770805409955237,0.6469452822837433
59,4,opaque_informative,structure_only,0.5479323023169254,0.7200261983807721
59,4,opaque_paraphrase,structure_only,0.6510478189186806,0.6623888910443273
59,4,negated_description,structure_only,0.6037172529369991,0.6876212080601438
59,4,ambiguous,structure_only,0.5756680247786163,0.7042180665084968
59,4,shuffled_description,structure_only,0.6538309753253311,0.6605954728629613
59,4,clean,tfidf,0.8450185928322212,0.4982985076244489
59,4,opaque_informative,tfidf,0.8070948265664264,0.568670373593643
