split_seed,condition,method,role_id,domain,correct_orientation,margin,abstained_tie
7,name_only,tfidf,2,payments,1.0,0.07720743161035287,False
7,name_only,tfidf,3,shipping,1.0,0.127388790868405,False
7,name_only,tfidf,6,charity,1.0,0.05081731031076686,False
7,name_only,tfidf,7,trade,1.0,0.0035305526425093436,False
7,name_only,tfidf,9,insurance,0.0,-0.024468398952798953,False
7,name_only,tfidf,10,housing,1.0,0.06195816447132502,False
7,name_only,tfidf,11,retail,1.0,0.04155486816310566,False
7,name_only,tfidf,15,broadcast,1.0,0.01512670618875045,False
7,name_only,tfidf,21,employment,1.0,0.09988079240362546,False
7,name_only,tfidf,22,family,0.0,-0.08434353239812886,False
7,name_only,tfidf,23,mentoring,1.0,0.141580504962371,False
7,name_only,tfidf,24,aviation,1.0,0.011772615277074738,False
7,name_only,tfidf,25,taxi,0.0,-0.017617351827847516,False
7,name_only,tfidf,29,research,1.0,0.10123057097389637,False
7,name_only,tfidf,31,prescriptions,1.0,0.06433713647654521,False
7,name_only,tfidf,32,supply_chain,1.0,0.00488211221971091,False
7,name_only,tfidf,33,networking,1.0,0.0806888519911147,False
7,name_only,tfidf,34,navigation,0.0,-0.011313316249862815,False
7,name_only,bge,2,payments,1.0,0.003575547289172698,False
7,name_only,bge,3,shipping,1.0,0.005326925538073013,False
7,name_only,bge,6,charity,1.0,0.0031381316672828286,False
7,name_only,bge,7,trade,1.0,0.01452079185782218,False
7,name_only,bge,9,insurance,1.0,0.007343611165441244,False
7,name_only,bge,10,housing,1.0,0.009757176985161042,False
7,name_only,bge,11,retail,1.0,0.012631682787292542,False
7,name_only,bge,15,broadcast,1.0,0.02791707410024935,False
7,name_only,bge,21,employment,1.0,0.015219300387463108,False
7,name_only,bge,22,family,1.0,0.018053762014372032,False
7,name_only,bge,23,mentoring,1.0,0.005987534540445649,False
7,name_only,bge,24,aviation,1.0,0.01009120928006868,False
7,name_only,bge,25,taxi,1.0,0.0012777112561113135,False
7,name_only,bge,29,research,1.0,0.03404030667646207,False
7,name_only,bge,31,prescriptions,1.0,0.01692119450656787,False
7,name_only,bge,32,supply_chain,1.0,0.003627002884937669,False
7,name_only,bge,33,networking,1.0,0.004685757220285414,False
7,name_only,bge,34,navigation,0.0,-0.0012784879025464768,False
7,name_only,e5,2,payments,1.0,0.010870892187680836,False
7,name_only,e5,3,shipping,1.0,0.011624366803684949,False
7,name_only,e5,6,charity,1.0,0.011124921921515152,False
7,name_only,e5,7,trade,1.0,0.007886399448253312,False
7,name_only,e5,9,insurance,1.0,0.004163795183709684,False
7,name_only,e5,10,housing,1.0,0.013919737878650085,False
7,name_only,e5,11,retail,1.0,0.012699779260465116,False
7,name_only,e5,15,broadcast,1.0,0.012539811611795626,False
7,name_only,e5,21,employment,1.0,0.013900017542625487,False
7,name_only,e5,22,family,1.0,0.014188576361492178,False
7,name_only,e5,23,mentoring,1.0,0.007073030938951175,False
7,name_only,e5,24,aviation,1.0,0.0037347601589093893,False
7,name_only,e5,25,taxi,0.0,-0.0007703460800947415,False
7,name_only,e5,29,research,1.0,0.02249756653667262,False
7,name_only,e5,31,prescriptions,1.0,0.022095637270948765,False
7,name_only,e5,32,supply_chain,1.0,0.010881484386470408,False
7,name_only,e5,33,networking,1.0,0.007111070542760278,False
7,name_only,e5,34,navigation,1.0,0.001964866464408077,False
7,name_only,gte,2,payments,1.0,0.025033960902371866,False
7,name_only,gte,3,shipping,1.0,0.0034316104073477405,False
7,name_only,gte,6,charity,1.0,0.01687405435064876,False
7,name_only,gte,7,trade,1.0,0.012520128900938232,False
7,name_only,gte,9,insurance,1.0,0.0007951500301823788,False
7,name_only,gte,10,housing,1.0,0.008780152887523762,False
7,name_only,gte,11,retail,1.0,0.037388511157701754,False
7,name_only,gte,15,broadcast,1.0,0.015727484563370253,False
7,name_only,gte,21,employment,1.0,0.008327568054432133,False
7,name_only,gte,22,family,1.0,0.0019870176480367707,False
7,name_only,gte,23,mentoring,0.0,-0.0024643565193340766,False
7,name_only,gte,24,aviation,1.0,0.012938903354651199,False
7,name_only,gte,25,taxi,1.0,0.007666361778159048,False
7,name_only,gte,29,research,1.0,0.04009721133942645,False
7,name_only,gte,31,prescriptions,1.0,0.020116253841068132,False
7,name_only,gte,32,supply_chain,1.0,0.006544066771308921,False
7,name_only,gte,33,networking,1.0,0.011683309337832237,False
7,name_only,gte,34,navigation,0.0,-0.0072964417474716825,False
7,clean,tfidf,2,payments,1.0,0.14398393321512992,False
7,clean,tfidf,3,shipping,1.0,0.2544924571115863,False
7,clean,tfidf,6,charity,1.0,0.1325506907251715,False
7,clean,tfidf,7,trade,1.0,0.022227231000434777,False
7,clean,tfidf,9,insurance,1.0,0.07763247676585561,False
7,clean,tfidf,10,housing,1.0,0.13866824504922953,False
7,clean,tfidf,11,retail,1.0,0.17522568371357372,False
7,clean,tfidf,15,broadcast,1.0,0.05321663067101012,False
7,clean,tfidf,21,employment,1.0,0.09461523753514822,False
7,clean,tfidf,22,family,1.0,0.0885651206486881,False
7,clean,tfidf,23,mentoring,1.0,0.41741957255499185,False
7,clean,tfidf,24,aviation,1.0,0.05268669678764715,False
7,clean,tfidf,25,taxi,0.0,-0.03495952839456562,False
7,clean,tfidf,29,research,1.0,0.10603810596227675,False
7,clean,tfidf,31,prescriptions,1.0,0.07619234698214933,False
7,clean,tfidf,32,supply_chain,1.0,0.1288299847175562,False
7,clean,tfidf,33,networking,0.0,-0.10326250957555294,False
7,clean,tfidf,34,navigation,0.0,-0.000736078355504266,False
7,clean,bge,2,payments,1.0,0.026874749915827112,False
7,clean,bge,3,shipping,1.0,0.028145195609618756,False
7,clean,bge,6,charity,1.0,0.014996256083468051,False
7,clean,bge,7,trade,1.0,0.010472215846259236,False
7,clean,bge,9,insurance,1.0,0.014917310543482831,False
7,clean,bge,10,housing,1.0,0.03096475464569237,False
7,clean,bge,11,retail,1.0,0.05182187792859538,False
7,clean,bge,15,broadcast,1.0,0.05003469587280973,False
7,clean,bge,21,employment,1.0,0.024376617243339782,False
7,clean,bge,22,family,1.0,0.022867011473308774,False
7,clean,bge,23,mentoring,1.0,0.03556939931227898,False
7,clean,bge,24,aviation,1.0,0.025376364882100155,False
7,clean,bge,25,taxi,0.0,-0.00035116089458830935,False
7,clean,bge,29,research,1.0,0.044202254707634225,False
7,clean,bge,31,prescriptions,1.0,0.030769650962151784,False
7,clean,bge,32,supply_chain,1.0,0.027894279369291675,False
7,clean,bge,33,networking,1.0,0.002471700516915809,False
7,clean,bge,34,navigation,0.0,-0.004095784277763914,False
7,clean,e5,2,payments,1.0,0.02074943906112242,False
7,clean,e5,3,shipping,1.0,0.015836156415066416,False
7,clean,e5,6,charity,1.0,0.01262715110306506,False
7,clean,e5,7,trade,0.0,-0.0005763573133215072,False
7,clean,e5,9,insurance,1.0,0.01376338733023319,False
7,clean,e5,10,housing,1.0,0.023182078641567072,False
7,clean,e5,11,retail,1.0,0.035669699591276804,False
7,clean,e5,15,broadcast,1.0,0.030946396017527966,False
7,clean,e5,21,employment,1.0,0.00786227691509861,False
7,clean,e5,22,family,1.0,0.013889721041995373,False
7,clean,e5,23,mentoring,1.0,0.01873165574358504,False
7,clean,e5,24,aviation,1.0,0.012417939863676841,False
7,clean,e5,25,taxi,1.0,0.005613193018578988,False
7,clean,e5,29,research,1.0,0.020061802066221435,False
7,clean,e5,31,prescriptions,1.0,0.03012590616814048,False
7,clean,e5,32,supply_chain,1.0,0.025331574305456295,False
7,clean,e5,33,networking,0.0,-0.0016598905781155526,False
7,clean,e5,34,navigation,1.0,0.001798045846231,False
7,clean,gte,2,payments,1.0,0.03461145877985189,False
7,clean,gte,3,shipping,1.0,0.021578601228504357,False
7,clean,gte,6,charity,1.0,0.04335824277193928,False
7,clean,gte,7,trade,0.0,-0.0013925251066657651,False
7,clean,gte,9,insurance,1.0,0.02133115727061352,False
7,clean,gte,10,housing,1.0,0.027978021764526073,False
7,clean,gte,11,retail,1.0,0.09896171496049588,False
7,clean,gte,15,broadcast,1.0,0.03981714226295985,False
7,clean,gte,21,employment,1.0,0.007622055315053444,False
7,clean,gte,22,family,1.0,0.015708032124821913,False
7,clean,gte,23,mentoring,1.0,0.019778396907059737,False
7,clean,gte,24,aviation,1.0,0.010528820136006034,False
7,clean,gte,25,taxi,0.0,-0.005236698478071511,False
7,clean,gte,29,research,1.0,0.018771271258422706,False
7,clean,gte,31,prescriptions,1.0,0.04244723369272041,False
7,clean,gte,32,supply_chain,1.0,0.031210780495622592,False
7,clean,gte,33,networking,0.0,-0.010348782583584848,False
7,clean,gte,34,navigation,1.0,0.016354783559466124,False
7,paraphrase,tfidf,2,payments,1.0,0.10983040084107792,False
7,paraphrase,tfidf,3,shipping,1.0,0.19126602176929947,False
7,paraphrase,tfidf,6,charity,1.0,0.14576387234274857,False
7,paraphrase,tfidf,7,trade,0.0,-0.07512258545005412,False
7,paraphrase,tfidf,9,insurance,1.0,0.06450805603210091,False
7,paraphrase,tfidf,10,housing,1.0,0.18086495944771952,False
7,paraphrase,tfidf,11,retail,1.0,0.2015846308596303,False
7,paraphrase,tfidf,15,broadcast,1.0,0.24338152547224845,False
7,paraphrase,tfidf,21,employment,1.0,0.09519889702528112,False
7,paraphrase,tfidf,22,family,1.0,0.19421989315430327,False
7,paraphrase,tfidf,23,mentoring,1.0,0.23311421400905846,False
7,paraphrase,tfidf,24,aviation,1.0,0.013400145208815384,False
7,paraphrase,tfidf,25,taxi,1.0,0.02891359066991306,False
7,paraphrase,tfidf,29,research,1.0,0.06852619864635012,False
7,paraphrase,tfidf,31,prescriptions,1.0,0.18863881865308735,False
7,paraphrase,tfidf,32,supply_chain,1.0,0.03460850395935283,False
7,paraphrase,tfidf,33,networking,1.0,0.18709071759386459,False
7,paraphrase,tfidf,34,navigation,0.0,-0.03215440812135251,False
7,paraphrase,bge,2,payments,1.0,0.015764302126483776,False
7,paraphrase,bge,3,shipping,1.0,0.016993246762737113,False
7,paraphrase,bge,6,charity,1.0,0.019180420196094727,False
7,paraphrase,bge,7,trade,1.0,0.023290530079048133,False
7,paraphrase,bge,9,insurance,1.0,0.01832454567526215,False
7,paraphrase,bge,10,housing,1.0,0.016643143961972584,False
7,paraphrase,bge,11,retail,1.0,0.010353649297416945,False
7,paraphrase,bge,15,broadcast,1.0,0.043650999070569185,False
7,paraphrase,bge,21,employment,1.0,0.02515259960474414,False
7,paraphrase,bge,22,family,1.0,0.024601791772145387,False
7,paraphrase,bge,23,mentoring,0.0,-0.003425844691547164,False
7,paraphrase,bge,24,aviation,1.0,0.03243945043934221,False
7,paraphrase,bge,25,taxi,1.0,0.028128294128801412,False
7,paraphrase,bge,29,research,1.0,0.04769781564245201,False
7,paraphrase,bge,31,prescriptions,1.0,0.04335698575498964,False
7,paraphrase,bge,32,supply_chain,1.0,0.027742264469811873,False
7,paraphrase,bge,33,networking,1.0,0.016317619839819164,False
7,paraphrase,bge,34,navigation,1.0,0.015929020056181964,False
7,paraphrase,e5,2,payments,1.0,0.012571894496082037,False
7,paraphrase,e5,3,shipping,1.0,0.024114110729124172,False
7,paraphrase,e5,6,charity,1.0,0.01814714205012602,False
7,paraphrase,e5,7,trade,1.0,0.013508877389731888,False
7,paraphrase,e5,9,insurance,1.0,0.004585768784388655,False
7,paraphrase,e5,10,housing,1.0,0.013521761543104915,False
7,paraphrase,e5,11,retail,1.0,0.01174515290923761,False
7,paraphrase,e5,15,broadcast,1.0,0.027780786551648506,False
7,paraphrase,e5,21,employment,1.0,0.018540165734780012,False
7,paraphrase,e5,22,family,1.0,0.015263677670365572,False
7,paraphrase,e5,23,mentoring,1.0,0.0022657302655564315,False
7,paraphrase,e5,24,aviation,1.0,0.013869128283717336,False
7,paraphrase,e5,25,taxi,1.0,0.028005337316128642,False
7,paraphrase,e5,29,research,1.0,0.03617317703062556,False
7,paraphrase,e5,31,prescriptions,1.0,0.034662797155028624,False
7,paraphrase,e5,32,supply_chain,1.0,0.01608064937922027,False
7,paraphrase,e5,33,networking,1.0,0.011874570767170356,False
7,paraphrase,e5,34,navigation,1.0,0.020305129103349695,False
7,paraphrase,gte,2,payments,1.0,0.05340996714850593,False
7,paraphrase,gte,3,shipping,1.0,0.022774133582113165,False
7,paraphrase,gte,6,charity,1.0,0.048644171653026314,False
7,paraphrase,gte,7,trade,1.0,0.021882008546986076,False
7,paraphrase,gte,9,insurance,1.0,0.031224926947028164,False
7,paraphrase,gte,10,housing,0.0,-0.0010696937258525274,False
7,paraphrase,gte,11,retail,1.0,0.037865322094648546,False
7,paraphrase,gte,15,broadcast,1.0,0.03550656525099072,False
7,paraphrase,gte,21,employment,1.0,0.03934789545189599,False
7,paraphrase,gte,22,family,1.0,0.015845449530690336,False
7,paraphrase,gte,23,mentoring,1.0,0.015539891367382319,False
7,paraphrase,gte,24,aviation,1.0,0.05539318272738547,False
7,paraphrase,gte,25,taxi,1.0,0.053850544986102145,False
7,paraphrase,gte,29,research,1.0,0.03035302781800564,False
7,paraphrase,gte,31,prescriptions,1.0,0.06614159173604284,False
7,paraphrase,gte,32,supply_chain,1.0,0.02683788647994878,False
7,paraphrase,gte,33,networking,1.0,0.036565684003485366,False
7,paraphrase,gte,34,navigation,1.0,0.023060615998798106,False
7,opaque_informative,tfidf,2,payments,1.0,0.11290934885485854,False
7,opaque_informative,tfidf,3,shipping,1.0,0.18743218625155517,False
7,opaque_informative,tfidf,6,charity,1.0,0.1217124728886031,False
7,opaque_informative,tfidf,7,trade,0.0,-0.002005244130413364,False
7,opaque_informative,tfidf,9,insurance,1.0,0.14079669097273617,False
7,opaque_informative,tfidf,10,housing,1.0,0.1202624817014154,False
7,opaque_informative,tfidf,11,retail,1.0,0.1217964065898835,False
7,opaque_informative,tfidf,15,broadcast,1.0,0.07492848140003716,False
7,opaque_informative,tfidf,21,employment,1.0,0.02707609982291659,False
