layout_seed,held_domain,method,rmse,r2
27,aviation,structure_only,0.9924947158592358,-0.001292334103051962
27,aviation,tfidf,0.9924947158592358,-0.001292334103051962
27,aviation,bge,0.9925070998545552,-0.0013173217966730988
27,aviation,e5,0.9924947158592358,-0.001292334103051962
27,aviation,gte,0.9925070998545552,-0.0013173217966730988
27,aviation,oracle,0.9925101270716006,-0.0013234299836826224
27,taxi,structure_only,0.8505775843575939,0.25740171828600356
27,taxi,tfidf,0.8505775843575939,0.25740171828600356
27,taxi,bge,0.8539509928067451,0.25149971715569175
27,taxi,e5,0.8505775843575939,0.25740171828600356
27,taxi,gte,0.8539509928067451,0.25149971715569175
27,taxi,oracle,0.8516802630297798,0.2554750790839774
27,bike_share,structure_only,0.9818483271560804,0.037275605836554315
27,bike_share,tfidf,0.9818483271560804,0.037275605836554315
27,bike_share,bge,0.9818058544290412,0.03735889496559397
27,bike_share,e5,0.9818483271560804,0.037275605836554315
27,bike_share,gte,0.9818058544290412,0.03735889496559397
27,bike_share,oracle,0.9818539539929134,0.037264571324494455
28,aviation,structure_only,0.992475051866784,-0.001252657902191201
28,aviation,tfidf,0.9924947158592358,-0.001292334103051962
28,aviation,bge,0.9925070998545552,-0.0013173217966730988
28,aviation,e5,0.9924947158592358,-0.001292334103051962
28,aviation,gte,0.9925070998545552,-0.0013173217966730988
28,aviation,oracle,0.9925101270716006,-0.0013234299836826224
28,taxi,structure_only,0.850522030390034,0.2574987180997439
28,taxi,tfidf,0.8505775843575939,0.25740171828600356
28,taxi,bge,0.8539509928067451,0.25149971715569175
28,taxi,e5,0.8505775843575939,0.25740171828600356
28,taxi,gte,0.8539509928067451,0.25149971715569175
28,taxi,oracle,0.8516802630297798,0.2554750790839774
28,bike_share,structure_only,0.9817171686180373,0.037532796457213524
28,bike_share,tfidf,0.9818483271560804,0.037275605836554315
28,bike_share,bge,0.9818058544290412,0.03735889496559397
28,bike_share,e5,0.9818483271560804,0.037275605836554315
28,bike_share,gte,0.9818058544290412,0.03735889496559397
28,bike_share,oracle,0.9818539539929134,0.037264571324494455
29,aviation,structure_only,0.9925070998545552,-0.0013173217966730988
29,aviation,tfidf,0.9924947158592358,-0.001292334103051962
29,aviation,bge,0.9925070998545552,-0.0013173217966730988
29,aviation,e5,0.9924947158592358,-0.001292334103051962
29,aviation,gte,0.9925070998545552,-0.0013173217966730988
29,aviation,oracle,0.9925101270716006,-0.0013234299836826224
29,taxi,structure_only,0.8539509928067451,0.25149971715569175
29,taxi,tfidf,0.8505775843575939,0.25740171828600356
29,taxi,bge,0.8539509928067451,0.25149971715569175
29,taxi,e5,0.8505775843575939,0.25740171828600356
29,taxi,gte,0.8539509928067451,0.25149971715569175
29,taxi,oracle,0.8516802630297798,0.2554750790839774
29,bike_share,structure_only,0.9818058544290412,0.03735889496559397
29,bike_share,tfidf,0.9818483271560804,0.037275605836554315
29,bike_share,bge,0.9818058544290412,0.03735889496559397
29,bike_share,e5,0.9818483271560804,0.037275605836554315
29,bike_share,gte,0.9818058544290412,0.03735889496559397
29,bike_share,oracle,0.9818539539929134,0.037264571324494455
