cell_id,n_train,data_seed,model,plugin_ate_hidden_confounding,plugin_ate_randomized_causal,true_ate_hidden_confounding,true_ate_randomized_causal,predicted_world_difference,true_world_difference
0,128,0,logistic,0.8427567921083037,0.872471107899058,0.0,0.9,0.029714315790754342,0.9
0,128,0,random_forest,0.7733197953034379,0.8005435281948954,0.0,0.9,0.02722373289145752,0.9
0,128,0,tabpfn,0.901398539543152,0.9266362190246582,0.0,0.9,0.025237679481506237,0.9
0,128,1,logistic,0.8359288735719989,0.7869724123917332,0.0,0.9,0.04895646118026564,0.9
0,128,1,random_forest,0.7832715944672731,0.7462641769489913,0.0,0.9,0.03700741751828185,0.9
0,128,1,tabpfn,0.902031660079956,0.833040714263916,0.0,0.9,0.06899094581604004,0.9
0,128,2,logistic,0.8738068864840628,0.8542734476914102,0.0,0.9,0.01953343879265257,0.9
0,128,2,random_forest,0.7997748706958913,0.7986596309777462,0.0,0.9,0.001115239718145089,0.9
0,128,2,tabpfn,0.94297593832016,0.9187299609184264,0.0,0.9,0.02424597740173362,0.9
0,128,3,logistic,0.8793679267665726,0.8359673273882232,0.0,0.9,0.04340059937834939,0.9
0,128,3,random_forest,0.8063946151549911,0.7861511462396472,0.0,0.9,0.0202434689153439,0.9
0,128,3,tabpfn,0.9336756467819214,0.905937910079956,0.0,0.9,0.027737736701965332,0.9
0,128,4,logistic,0.7924179850474206,0.86793702632898,0.0,0.9,0.0755190412815594,0.9
0,128,4,random_forest,0.7193440303096066,0.8065998791157483,0.0,0.9,0.08725584880614168,0.9
0,128,4,tabpfn,0.8464728593826294,0.9240692257881165,0.0,0.9,0.07759636640548706,0.9
0,128,5,logistic,0.9070821869899386,0.8804455021194924,0.0,0.9,0.026636684870446237,0.9
0,128,5,random_forest,0.8560306577329282,0.8482684969110749,0.0,0.9,0.0077621608218533256,0.9
0,128,5,tabpfn,0.962485134601593,0.9495007991790771,0.0,0.9,0.01298433542251587,0.9
0,128,6,logistic,0.8656271255714748,0.88540342014808,0.0,0.9,0.019776294576605236,0.9
0,128,6,random_forest,0.7837252512569896,0.8131315871763871,0.0,0.9,0.029406335919397564,0.9
0,128,6,tabpfn,0.920923113822937,0.939427375793457,0.0,0.9,0.01850426197052002,0.9
0,128,7,logistic,0.8890685724602279,0.8562467453413753,0.0,0.9,0.03282182711885251,0.9
0,128,7,random_forest,0.826912066160113,0.7859123722459903,0.0,0.9,0.040999693914122726,0.9
0,128,7,tabpfn,0.9484201669692992,0.9096302390098572,0.0,0.9,0.03878992795944203,0.9
0,128,8,logistic,0.8297143808346874,0.9065220433235716,0.0,0.9,0.07680766248888415,0.9
0,128,8,random_forest,0.769139792995994,0.8356167248775892,0.0,0.9,0.0664769318815952,0.9
0,128,8,tabpfn,0.8928521275520325,0.9606775641441344,0.0,0.9,0.06782543659210194,0.9
0,128,9,logistic,0.8884558636521583,0.903860345292968,0.0,0.9,0.015404481640809653,0.9
0,128,9,random_forest,0.7587370325981164,0.825124505847162,0.0,0.9,0.06638747324904559,0.9
0,128,9,tabpfn,0.9442402124404908,0.9721150398254396,0.0,0.9,0.02787482738494873,0.9
0,128,10,logistic,0.8133676231577595,0.8862981280122041,0.0,0.9,0.07293050485444463,0.9
0,128,10,random_forest,0.7285642770225289,0.8184396255148209,0.0,0.9,0.08987534849229195,0.9
0,128,10,tabpfn,0.8675385117530823,0.9631390571594238,0.0,0.9,0.09560054540634155,0.9
0,128,11,logistic,0.8328663007406203,0.8838528630097316,0.0,0.9,0.05098656226911136,0.9
0,128,11,random_forest,0.7817855278627983,0.8345213840160128,0.0,0.9,0.05273585615321452,0.9
0,128,11,tabpfn,0.9087047576904296,0.9588357210159302,0.0,0.9,0.0501309633255006,0.9
0,128,12,logistic,0.8060210392729442,0.8602683227630752,0.0,0.9,0.05424728349013097,0.9
0,128,12,random_forest,0.7186787732350475,0.7902184574187747,0.0,0.9,0.07153968418372725,0.9
0,128,12,tabpfn,0.8668063879013062,0.9183036684989928,0.0,0.9,0.05149728059768666,0.9
0,128,13,logistic,0.7822504177693659,0.8626829355565078,0.0,0.9,0.08043251778714189,0.9
0,128,13,random_forest,0.7709072438882008,0.8105635020497081,0.0,0.9,0.03965625816150731,0.9
0,128,13,tabpfn,0.8690711259841919,0.935129940509796,0.0,0.9,0.06605881452560414,0.9
0,128,14,logistic,0.8553169604978546,0.8910053085196893,0.0,0.9,0.03568834802183474,0.9
0,128,14,random_forest,0.7653136895837089,0.8068051648013806,0.0,0.9,0.041491475217671714,0.9
0,128,14,tabpfn,0.9169958233833312,0.9523046016693116,0.0,0.9,0.03530877828598045,0.9
0,128,15,logistic,0.9017594160856974,0.9037132660269852,0.0,0.9,0.0019538499412877774,0.9
0,128,15,random_forest,0.8394013557966195,0.8431584754131141,0.0,0.9,0.0037571196164946086,0.9
0,128,15,tabpfn,0.9630534052848816,0.9750925302505492,0.0,0.9,0.012039124965667614,0.9
0,128,16,logistic,0.8806114146592358,0.7843244683600066,0.0,0.9,0.09628694629922918,0.9
