model,world,auroc_mean,accuracy_mean,log_loss_mean,mean_confidence_mean,causal_absolute_error_mean,plugin_ate_mean,runtime_seconds_mean,auroc_std,accuracy_std,log_loss_std,mean_confidence_std,causal_absolute_error_std,plugin_ate_std,runtime_seconds_std,n
logistic,hidden_confounding,0.8030164790345885,0.8007372444058642,0.46524245610737813,0.7993945021065179,0.5975514146721649,0.5975514146721649,0.005275645668123926,0.11156263067073538,0.11387953533245586,0.16002939390044021,0.10766083469366744,0.2186063413968241,0.2186063413968241,0.004857763590733311,810
logistic,randomized_causal,0.8038765564940819,0.8012520495756172,0.4643653632963185,0.7979421312649212,0.03299275052150304,0.5943030681868647,0.005387794824294054,0.11138987354857227,0.11421810719710733,0.16045020069518906,0.10812089920034926,0.03555854817020939,0.22012581987053464,0.006175364607304028,810
random_forest,hidden_confounding,0.796686779099205,0.7856475453317902,0.48942041283843873,0.7821142100419177,0.5691178123231708,0.5691178123231708,0.5358702659606933,0.12043590862046209,0.1289540402043151,0.1625362565985188,0.09804350463984093,0.2175272387812424,0.2175272387812424,0.04844373123714615,810
random_forest,randomized_causal,0.7967739629154679,0.7859815055941358,0.48922093767364394,0.7813751609978982,0.05547500782371853,0.5690836503286105,0.5370415693447914,0.12130336914780596,0.12919890257666933,0.16382740660182907,0.09824025971660792,0.05462002122231166,0.21840892233318632,0.04959193570843498,810
tabpfn,hidden_confounding,0.8032539946922869,0.8017469618055556,0.4637642457753409,0.8142937502743285,0.6294025992169793,0.6294025992169793,1.075194204883811,0.1112860391909062,0.11327513565297584,0.15785618662108922,0.11764074399272895,0.23847862887108348,0.23847862887108348,0.368086492553087,810
tabpfn,randomized_causal,0.8039061733075904,0.8015739535108025,0.46279856579906103,0.8128201137354345,0.047177988508601186,0.6256445684550721,1.0727272581171106,0.11119164796276677,0.11460469767417515,0.15904335685664014,0.118367330051637,0.04034115240380191,0.2409603998951483,0.35782539783839357,810
