source,task,split,rule,operator,lambda,inner_mse,outer_gain,deployable
ACS,acs_occupation,0,full,kernel_ridge,1.0,0.36567532556267157,0.015224327614347714,True
ACS,acs_occupation,0,binary,kernel_ridge,1.0,0.36567532556267157,0.015224327614347714,True
ACS,acs_occupation,0,shrink,kernel_ridge,1.0,0.36567532556267157,0.015224327614347714,True
ACS,acs_occupation,0,oracle_full,knn_5,1.0,,0.016616165697925327,False
ACS,acs_occupation,0,oracle_shrink,knn_5,1.0,,0.016616165697925327,False
ACS,acs_occupation,1,full,kernel_ridge,1.0,0.36818946081817666,0.009709385594523024,True
ACS,acs_occupation,1,binary,kernel_ridge,1.0,0.36818946081817666,0.009709385594523024,True
ACS,acs_occupation,1,shrink,kernel_ridge,1.0,0.36818946081817666,0.009709385594523024,True
ACS,acs_occupation,1,oracle_full,kernel_ridge,1.0,,0.009709385594523025,False
ACS,acs_occupation,1,oracle_shrink,knn_5,0.7974573603890366,,0.010076937787011495,False
ACS,acs_occupation,2,full,kernel_ridge,1.0,0.3619282803267193,0.011631025608264779,True
ACS,acs_occupation,2,binary,kernel_ridge,1.0,0.3619282803267193,0.011631025608264779,True
ACS,acs_occupation,2,shrink,kernel_ridge,1.0,0.3619282803267193,0.011631025608264779,True
ACS,acs_occupation,2,oracle_full,kernel_ridge,1.0,,0.011631025608264777,False
ACS,acs_occupation,2,oracle_shrink,kernel_ridge,0.9023082038059397,,0.01176898310869792,False
ACS,acs_occupation,3,full,kernel_ridge,1.0,0.3692767042757105,0.015300355709444872,True
ACS,acs_occupation,3,binary,kernel_ridge,1.0,0.3692767042757105,0.015300355709444872,True
ACS,acs_occupation,3,shrink,kernel_ridge,1.0,0.3692767042757105,0.015300355709444872,True
ACS,acs_occupation,3,oracle_full,kernel_ridge,1.0,,0.015300355709444874,False
ACS,acs_occupation,3,oracle_shrink,kernel_ridge,1.0,,0.015300355709444874,False
ACS,acs_occupation,4,full,kernel_ridge,1.0,0.37415562501761224,0.013930806296737496,True
ACS,acs_occupation,4,binary,kernel_ridge,1.0,0.37415562501761224,0.013930806296737496,True
ACS,acs_occupation,4,shrink,kernel_ridge,1.0,0.37415562501761224,0.013930806296737496,True
ACS,acs_occupation,4,oracle_full,knn_3,1.0,,0.014195825391317796,False
ACS,acs_occupation,4,oracle_shrink,knn_3,0.8349619012582181,,0.014772995277878065,False
ACS,acs_industry,0,full,knn_10,1.0,0.38021262173348785,0.004011233025889426,True
ACS,acs_industry,0,binary,knn_10,1.0,0.38021262173348785,0.004011233025889426,True
ACS,acs_industry,0,shrink,knn_5,0.7,0.37987885629752477,0.005468370210482579,True
ACS,acs_industry,0,oracle_full,kernel_ridge,1.0,,0.007554619467307919,False
ACS,acs_industry,0,oracle_shrink,kernel_ridge,0.9384509128813076,,0.007587256062975098,False
ACS,acs_industry,1,full,knn_10,1.0,0.3599539837478161,0.0018939862427396331,True
ACS,acs_industry,1,binary,knn_10,1.0,0.3599539837478161,0.0018939862427396331,True
ACS,acs_industry,1,shrink,knn_1,0.5,0.35981380460418766,0.004017286990887739,True
ACS,acs_industry,1,oracle_full,kernel_ridge,1.0,,0.005468738056302938,False
ACS,acs_industry,1,oracle_shrink,kernel_ridge,0.8041266528176766,,0.005813685819949753,False
ACS,acs_industry,2,full,knn_5,1.0,0.37712266053798965,0.002788175043273824,True
ACS,acs_industry,2,binary,knn_5,1.0,0.37712266053798965,0.002788175043273824,True
ACS,acs_industry,2,shrink,knn_5,0.9,0.3769881816777301,0.0033606440249685406,True
ACS,acs_industry,2,oracle_full,kernel_ridge,1.0,,0.0060766217143229445,False
ACS,acs_industry,2,oracle_shrink,kernel_ridge,0.9010645243456533,,0.006150773574289334,False
ACS,acs_industry,3,full,knn_10,1.0,0.3679952124175333,0.0068807307241222524,True
ACS,acs_industry,3,binary,knn_10,1.0,0.3679952124175333,0.0068807307241222524,True
ACS,acs_industry,3,shrink,knn_5,0.7,0.3679633033107541,0.006305122041797875,True
ACS,acs_industry,3,oracle_full,knn_10,1.0,,0.0068807307241222524,False
ACS,acs_industry,3,oracle_shrink,knn_10,1.0,,0.0068807307241222524,False
ACS,acs_industry,4,full,knn_10,1.0,0.3852275454228774,0.0078887886397402,True
ACS,acs_industry,4,binary,knn_10,1.0,0.3852275454228774,0.0078887886397402,True
ACS,acs_industry,4,shrink,knn_3,0.6,0.3848625517042161,0.007845624334530074,True
ACS,acs_industry,4,oracle_full,knn_10,1.0,,0.007888788639740204,False
ACS,acs_industry,4,oracle_shrink,knn_3,0.7322986147429553,,0.008110335958938966,False
NYC_TLC,tlc_pickup_zone,0,full,rbf_double,1.0,1.0281902593968053,0.01556150412349514,True
NYC_TLC,tlc_pickup_zone,0,binary,rbf_double,1.0,1.0281902593968053,0.01556150412349514,True
NYC_TLC,tlc_pickup_zone,0,shrink,kernel_ridge,0.5,1.0244992877095602,0.02594275153902521,True
NYC_TLC,tlc_pickup_zone,0,oracle_full,knn_10,1.0,,0.03934006219988412,False
NYC_TLC,tlc_pickup_zone,0,oracle_shrink,knn_10,1.0,,0.03934006219988412,False
NYC_TLC,tlc_pickup_zone,1,full,knn_10,1.0,1.051972707275691,0.017834155085707605,True
NYC_TLC,tlc_pickup_zone,1,binary,knn_10,1.0,1.051972707275691,0.017834155085707605,True
NYC_TLC,tlc_pickup_zone,1,shrink,knn_10,0.8,1.0505074092897353,0.018535786307980293,True
NYC_TLC,tlc_pickup_zone,1,oracle_full,knn_3,1.0,,0.042283618940480515,False
NYC_TLC,tlc_pickup_zone,1,oracle_shrink,knn_1,0.6390545658153358,,0.04233347090706243,False
NYC_TLC,tlc_pickup_zone,2,full,knn_3,1.0,0.9639860510792774,-0.00300049791977711,True
NYC_TLC,tlc_pickup_zone,2,binary,knn_3,1.0,0.9639860510792774,-0.00300049791977711,True
NYC_TLC,tlc_pickup_zone,2,shrink,knn_1,0.7,0.9598939581694239,-0.03172134546451508,True
NYC_TLC,tlc_pickup_zone,2,oracle_full,knn_10,1.0,,0.044112078660755484,False
NYC_TLC,tlc_pickup_zone,2,oracle_shrink,knn_10,1.0,,0.044112078660755484,False
NYC_TLC,tlc_pickup_zone,3,full,knn_10,1.0,1.0574163881713692,-0.0014874392036725711,True
NYC_TLC,tlc_pickup_zone,3,binary,knn_10,1.0,1.0574163881713692,-0.0014874392036725711,True
NYC_TLC,tlc_pickup_zone,3,shrink,knn_10,1.0,1.0574163881713692,-0.0014874392036725711,True
NYC_TLC,tlc_pickup_zone,3,oracle_full,knn_1,1.0,,0.02942374453511652,False
NYC_TLC,tlc_pickup_zone,3,oracle_shrink,knn_1,0.694814978839204,,0.03645725322202857,False
NYC_TLC,tlc_pickup_zone,4,full,knn_5,1.0,0.9856373150810465,0.004311253733673786,True
NYC_TLC,tlc_pickup_zone,4,binary,knn_5,1.0,0.9856373150810465,0.004311253733673786,True
NYC_TLC,tlc_pickup_zone,4,shrink,knn_1,0.7,0.9837672533866406,-0.027334536932841193,True
NYC_TLC,tlc_pickup_zone,4,oracle_full,rbf_half,1.0,,0.034987308485674044,False
NYC_TLC,tlc_pickup_zone,4,oracle_shrink,rbf_half,1.0,,0.034987308485674044,False
NYC_TLC,tlc_dropoff_zone,0,full,knn_10,1.0,0.7543889861413697,0.20526947365223439,True
NYC_TLC,tlc_dropoff_zone,0,binary,knn_10,1.0,0.7543889861413697,0.20526947365223439,True
NYC_TLC,tlc_dropoff_zone,0,shrink,knn_10,1.0,0.7543889861413697,0.20526947365223439,True
NYC_TLC,tlc_dropoff_zone,0,oracle_full,knn_3,1.0,,0.20774852617428224,False
NYC_TLC,tlc_dropoff_zone,0,oracle_shrink,knn_3,0.938177112119208,,0.20865458593473,False
NYC_TLC,tlc_dropoff_zone,1,full,knn_10,1.0,0.7601446624291845,0.18823687499691666,True
NYC_TLC,tlc_dropoff_zone,1,binary,knn_10,1.0,0.7601446624291845,0.18823687499691666,True
NYC_TLC,tlc_dropoff_zone,1,shrink,knn_10,1.0,0.7601446624291845,0.18823687499691666,True
NYC_TLC,tlc_dropoff_zone,1,oracle_full,knn_5,1.0,,0.19074167066391165,False
NYC_TLC,tlc_dropoff_zone,1,oracle_shrink,knn_5,1.0,,0.19074167066391165,False
NYC_TLC,tlc_dropoff_zone,2,full,knn_10,1.0,0.7510086329794002,0.22529390685646994,True
NYC_TLC,tlc_dropoff_zone,2,binary,knn_10,1.0,0.7510086329794002,0.22529390685646994,True
NYC_TLC,tlc_dropoff_zone,2,shrink,knn_10,1.0,0.7510086329794002,0.22529390685646994,True
NYC_TLC,tlc_dropoff_zone,2,oracle_full,knn_5,1.0,,0.23334395109199957,False
NYC_TLC,tlc_dropoff_zone,2,oracle_shrink,knn_5,1.0,,0.23334395109199957,False
NYC_TLC,tlc_dropoff_zone,3,full,knn_5,1.0,0.764390429547947,0.15173275947511136,True
NYC_TLC,tlc_dropoff_zone,3,binary,knn_5,1.0,0.764390429547947,0.15173275947511136,True
NYC_TLC,tlc_dropoff_zone,3,shrink,knn_5,1.0,0.764390429547947,0.15173275947511136,True
NYC_TLC,tlc_dropoff_zone,3,oracle_full,knn_10,1.0,,0.16047022088122767,False
NYC_TLC,tlc_dropoff_zone,3,oracle_shrink,knn_10,0.9739563347049819,,0.16058504426288073,False
NYC_TLC,tlc_dropoff_zone,4,full,knn_10,1.0,0.7581952479806222,0.1295963273550449,True
NYC_TLC,tlc_dropoff_zone,4,binary,knn_10,1.0,0.7581952479806222,0.1295963273550449,True
NYC_TLC,tlc_dropoff_zone,4,shrink,knn_10,1.0,0.7581952479806222,0.1295963273550449,True
NYC_TLC,tlc_dropoff_zone,4,oracle_full,knn_10,1.0,,0.12959632735504487,False
NYC_TLC,tlc_dropoff_zone,4,oracle_shrink,knn_10,1.0,,0.12959632735504487,False
CITI_BIKE,citibike_start_station,0,full,knn_10,1.0,0.9896539438232616,0.014309352710927576,True
CITI_BIKE,citibike_start_station,0,binary,knn_10,1.0,0.9896539438232616,0.014309352710927576,True
CITI_BIKE,citibike_start_station,0,shrink,knn_10,1.0,0.9896539438232616,0.014309352710927576,True
CITI_BIKE,citibike_start_station,0,oracle_full,knn_10,1.0,,0.014309352710927576,False
CITI_BIKE,citibike_start_station,0,oracle_shrink,knn_10,1.0,,0.014309352710927576,False
CITI_BIKE,citibike_start_station,1,full,knn_10,1.0,0.9857066561607775,0.01259216637294137,True
CITI_BIKE,citibike_start_station,1,binary,knn_10,1.0,0.9857066561607775,0.01259216637294137,True
CITI_BIKE,citibike_start_station,1,shrink,knn_10,0.9,0.9856839001936215,0.012362233247705683,True
CITI_BIKE,citibike_start_station,1,oracle_full,knn_10,1.0,,0.01259216637294137,False
CITI_BIKE,citibike_start_station,1,oracle_shrink,knn_10,1.0,,0.01259216637294137,False
CITI_BIKE,citibike_start_station,2,full,knn_10,1.0,0.9851112203856166,0.016409622227014406,True
CITI_BIKE,citibike_start_station,2,binary,knn_10,1.0,0.9851112203856166,0.016409622227014406,True
CITI_BIKE,citibike_start_station,2,shrink,knn_10,0.9,0.9850439380092213,0.015883851964929377,True
CITI_BIKE,citibike_start_station,2,oracle_full,knn_5,1.0,,0.016869319482832084,False
CITI_BIKE,citibike_start_station,2,oracle_shrink,knn_5,1.0,,0.016869319482832084,False
CITI_BIKE,citibike_start_station,3,full,knn_10,1.0,0.985390786894287,0.00866996605822033,True
CITI_BIKE,citibike_start_station,3,binary,knn_10,1.0,0.985390786894287,0.00866996605822033,True
CITI_BIKE,citibike_start_station,3,shrink,knn_10,0.9,0.9853206253487841,0.008909280710302487,True
CITI_BIKE,citibike_start_station,3,oracle_full,knn_10,1.0,,0.00866996605822033,False
CITI_BIKE,citibike_start_station,3,oracle_shrink,knn_10,0.85265705725441,,0.008936832214915593,False
CITI_BIKE,citibike_start_station,4,full,knn_10,1.0,0.9831042516120568,0.012829908644319736,True
CITI_BIKE,citibike_start_station,4,binary,knn_10,1.0,0.9831042516120568,0.012829908644319736,True
CITI_BIKE,citibike_start_station,4,shrink,knn_10,0.9,0.9830878710846684,0.01268502008663597,True
CITI_BIKE,citibike_start_station,4,oracle_full,knn_10,1.0,,0.012829908644319736,False
CITI_BIKE,citibike_start_station,4,oracle_shrink,knn_10,1.0,,0.012829908644319736,False
BTS,airline_origin_airport,0,full,rbf_half,1.0,1.341026865066936,0.00045157026161960287,True
