step,loss
1,1.4958198070526123
250,0.8901858329772949
500,0.8518000841140747
750,0.83544921875
1000,0.8187389969825745
1250,0.7979238629341125
1500,0.7926715612411499
1750,0.772844672203064
2000,0.7895039319992065
2250,0.8070042133331299
2500,0.7931249141693115
2750,0.7739475965499878
3000,0.799813985824585
3250,0.8041110634803772
3500,0.7912349104881287
3750,0.7706828117370605
4000,0.7808695435523987
