variant,true_prior,scale,noise,tasks,mse_model,se_model,mse_zero,se_zero,mse_always_smooth,se_always_smooth,mse_hard_route,se_hard_route,mse_bayes_mixture,se_bayes_mixture,mse_regime_oracle,se_regime_oracle,trust_posterior_correlation,trust_regime_auroc,trust_mean,posterior_mean,seed
structured,0.1,0.3,0.1,4096,0.9974809288978577,0.006431471090763807,0.9916162490844727,0.00634403433650732,1.075434923171997,0.0070609040558338165,1.0129549503326416,0.006571125239133835,1.000483751296997,0.006470818538218737,0.9807051420211792,0.006304385140538216,0.9311260702767183,0.7426369652464356,0.3659074008464813,0.4129594564437866,20260832
structured,0.1,0.3,0.3,4096,1.0032932758331299,0.006515120156109333,0.9956517815589905,0.00644069816917181,1.0755672454833984,0.007051532156765461,1.0191905498504639,0.006676684599369764,1.0063813924789429,0.006556024309247732,0.987064778804779,0.00639557046815753,0.906973385145178,0.730579026018463,0.36964693665504456,0.4222605526447296,20260832
structured,0.1,0.3,1.0,4096,1.0014466047286987,0.006374455988407135,0.9954096674919128,0.006304293405264616,1.0357346534729004,0.006622743792831898,1.0109648704528809,0.006481139454990625,1.0020849704742432,0.006378715392202139,0.9891661405563354,0.006285523995757103,0.8156201425083559,0.6048400801097956,0.44128212332725525,0.4762645959854126,20260832
structured,0.1,1.0,0.1,4096,0.9747867584228516,0.006988044828176498,1.0075442790985107,0.006521107628941536,1.7224156856536865,0.013778644613921642,0.9762046337127686,0.00722593953832984,0.9686264991760254,0.007012350019067526,0.9505442380905151,0.006810746621340513,0.9636316785986196,0.9886015995656728,0.15908034145832062,0.14405229687690735,20260832
structured,0.1,1.0,0.3,4096,0.984108567237854,0.007072549778968096,0.9996684193611145,0.006515681277960539,1.5064836740493774,0.01140622328966856,0.9916404485702515,0.007355759851634502,0.980256199836731,0.007086046040058136,0.9472055435180664,0.006688959430903196,0.9709705022582767,0.9721401515151514,0.19808438420295715,0.18445828557014465,20260832
structured,0.1,1.0,1.0,4096,1.0119531154632568,0.006847180426120758,0.9980696439743042,0.006548612378537655,1.2131798267364502,0.008526431396603584,1.042401909828186,0.007284203078597784,1.0159435272216797,0.006911785341799259,0.9666849374771118,0.006527825258672237,0.9698263090950303,0.8118356175886345,0.36492419242858887,0.3782806098461151,20260832
structured,0.1,3.0,0.1,4096,0.9046922326087952,0.007511639967560768,0.9915677309036255,0.006628076080232859,2.399691581726074,0.027075285091996193,0.9003198146820068,0.007573521230369806,0.9003200531005859,0.007573530077934265,0.9003198146820068,0.007573521230369806,0.9890920737455663,0.9999732180183947,0.10588735342025757,0.10156294703483582,20260832
structured,0.1,3.0,0.3,4096,0.9190536737442017,0.007280491292476654,1.0009942054748535,0.006686544511467218,1.6104443073272705,0.01442311704158783,0.9161343574523926,0.007309726905077696,0.9157333374023438,0.007299509365111589,0.9139416217803955,0.007267287001013756,0.9853461014521602,0.9988784421153571,0.11274664103984833,0.10364728420972824,20260832
structured,0.1,3.0,1.0,4096,1.0022928714752197,0.0073410021141171455,1.0094112157821655,0.00676167756319046,1.287926435470581,0.00991987343877554,1.0328903198242188,0.008111300878226757,1.0082647800445557,0.007497191429138184,0.9494845867156982,0.006874863989651203,0.9647577509577677,0.9064921435031035,0.2764163911342621,0.29229623079299927,20260832
structured,0.5,0.3,0.1,4096,0.9658118486404419,0.006303105503320694,0.9966377019882202,0.006474997848272324,0.9948192834854126,0.00668075866997242,0.9723054766654968,0.006389976013451815,0.9628076553344727,0.006291128695011139,0.9395209550857544,0.006146682891994715,0.9248963816264995,0.7485836033874635,0.42898452281951904,0.5045369863510132,20260832
structured,0.5,0.3,0.3,4096,0.9747793674468994,0.00638189073652029,1.0007328987121582,0.006505191326141357,1.0023249387741089,0.006750037427991629,0.9844125509262085,0.006506125908344984,0.9727045297622681,0.0063928281888365746,0.9526210427284241,0.006287885829806328,0.8944882643415196,0.7229497858318819,0.4174007773399353,0.5056224465370178,20260832
structured,0.5,0.3,1.0,4096,0.9972858428955078,0.0063453735783696175,1.0110267400741577,0.006443861871957779,1.0102410316467285,0.0064576175063848495,1.0037033557891846,0.006385951768606901,0.9963395595550537,0.0063441903330385685,0.9840153455734253,0.006246279459446669,0.7983880994362418,0.6213987553670617,0.4594222605228424,0.5027706623077393,20260832
structured,0.5,1.0,0.1,4096,0.7298343777656555,0.007391794119030237,0.9967833161354065,0.007036678027361631,1.132239580154419,0.014994548633694649,0.7212647795677185,0.007692920975387096,0.7143406867980957,0.007410567253828049,0.6947061419487,0.007158181164413691,0.9821859695364388,0.9839550492468432,0.4869638681411743,0.5003879070281982,20260832
structured,0.5,1.0,0.3,4096,0.759357213973999,0.007043682504445314,1.0000025033950806,0.007020266726613045,1.0525225400924683,0.01245873048901558,0.7601485252380371,0.007432230748236179,0.7489867210388184,0.0071082026697695255,0.7215936183929443,0.006775566376745701,0.9818875347972014,0.9748105735484855,0.48145103454589844,0.5000829696655273,20260832
structured,0.5,1.0,1.0,4096,0.8963192105293274,0.00676122959703207,0.99993896484375,0.007132372818887234,0.9800764322280884,0.008273343555629253,0.9167333841323853,0.007201432716101408,0.8921442627906799,0.006800010800361633,0.8448119163513184,0.006388496607542038,0.9706042859900831,0.8099837207173184,0.46774208545684814,0.504291296005249,20260832
