git_commit,git_dirty,task_id,task_seed,seed,variant,split,noise_strength,train_noise_strength,training_seconds,validation_nrmse,normalized_correction_rms,observed_confidence,mae,rmse,r2,nrmse,relative_error
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609100,202609100,0,confidence_gated,iid,0.05,0.1,0.48245759797282517,0.1338656097650528,0.037098463624715805,0.9387460947036743,0.09822975161557679,0.13555332274186999,0.9947334895640539,0.07257072712840941,0.09020074873248053
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609100,202609100,0,confidence_gated,iid,0.1,0.1,0.48245759797282517,0.1338656097650528,0.03714467212557793,0.9387269020080566,0.18642120489710123,0.2574078366566905,0.9810090739307888,0.13780756898375066,0.171647664709625
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609100,202609100,0,confidence_gated,iid,0.2,0.1,0.48245759797282517,0.1338656097650528,0.037527382373809814,0.9390827417373657,0.36753601255085755,0.5000049158778749,0.9283442308328281,0.2676859525025022,0.33752963211865666
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609100,202609100,0,confidence_gated,iid,0.4,0.1,0.48245759797282517,0.1338656097650528,0.03798326104879379,0.9395439624786377,0.7317520858792932,0.997123437812098,0.7150291334016393,0.5338266259736026,0.6138558639681913
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609100,202609100,0,confidence_gated,ood,0,0.1,0.48245759797282517,0.1338656097650528,0.041861217468976974,0.9957316517829895,0.4518311716092285,0.663534603437454,0.99997889391915,0.004594135484510237,0.004227825203528763
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609100,202609100,0,confidence_gated,ood,0.05,0.1,0.48245759797282517,0.1338656097650528,0.04189055785536766,0.9957286715507507,1.0066467369906604,1.3648350994000131,0.9999107021895665,0.009449751871530992,0.010221044586897363
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609100,202609100,0,confidence_gated,ood,0.1,0.1,0.48245759797282517,0.1338656097650528,0.04186485335230827,0.9957370758056641,1.8623723958226037,2.5759374613764034,0.9996819092245786,0.017835099534946962,0.018507919491361137
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609100,202609100,0,confidence_gated,ood,0.2,0.1,0.48245759797282517,0.1338656097650528,0.04187434911727905,0.9957409501075745,3.655138387755869,4.796709633601347,0.998897020847891,0.033211129943273965,0.03994261372326088
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609100,202609100,0,confidence_gated,ood,0.4,0.1,0.48245759797282517,0.1338656097650528,0.041746996343135834,0.9957512617111206,7.108858968713321,9.414535232557979,0.9957510833186503,0.06518371484772674,0.07458154474220421
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609100,202609100,0,unrestricted_encoder,iid,0,0.1,0.36185143282637,0.13378198444843292,0.0071341535076498985,-1.0,0.024781237395700373,0.036200471559956954,0.9996243952555095,0.019380524876546748,0.02048189868817686
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609100,202609100,0,unrestricted_encoder,iid,0.05,0.1,0.36185143282637,0.13378198444843292,0.007158840075135231,-1.0,0.09785220001424477,0.13562673445513526,0.9947277836434876,0.07261002931078046,0.08783629209340262
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609100,202609100,0,unrestricted_encoder,iid,0.1,0.1,0.36185143282637,0.13378198444843292,0.007131913676857948,-1.0,0.18667059447523116,0.25797085233383177,0.9809259072137785,0.1381089887958835,0.17129814291722226
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609100,202609100,0,unrestricted_encoder,iid,0.2,0.1,0.36185143282637,0.13378198444843292,0.007272354792803526,-1.0,0.3687373118669939,0.5021147393999731,0.9277382368330753,0.26881548163549773,0.34235763995856766
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609100,202609100,0,unrestricted_encoder,iid,0.4,0.1,0.36185143282637,0.13378198444843292,0.007471032906323671,-1.0,0.7322488228625161,0.9977264392636841,0.7146843620355314,0.5341494528355042,0.6052979792100803
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609100,202609100,0,unrestricted_encoder,ood,0,0.1,0.36185143282637,0.13378198444843292,0.06828632205724716,-1.0,2.2400670095230453,3.0886505568445064,0.9995426823146445,0.021384987382634963,0.022715036187388304
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609100,202609100,0,unrestricted_encoder,ood,0.05,0.1,0.36185143282637,0.13378198444843292,0.06830086559057236,-1.0,2.3787156085600145,3.307503677725035,0.9994755777417496,0.022900267645825968,0.02331039124999674
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609100,202609100,0,unrestricted_encoder,ood,0.1,0.1,0.36185143282637,0.13378198444843292,0.06828831136226654,-1.0,2.8211151740397327,3.8939890759035043,0.9992731079777192,0.02696093511510408,0.02698118209990405
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609100,202609100,0,unrestricted_encoder,ood,0.2,0.1,0.36185143282637,0.13378198444843292,0.06834252923727036,-1.0,4.19624866504455,5.660346687681657,0.9984640873809624,0.03919072108340994,0.04543919746061616
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609100,202609100,0,unrestricted_encoder,ood,0.4,0.1,0.36185143282637,0.13378198444843292,0.06855296343564987,-1.0,7.210974688641727,9.712330981625744,0.9954780329551726,0.06724557267826185,0.0741246218063136
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609100,202609100,1,raw,iid,0,0.1,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609100,202609100,1,raw,iid,0.05,0.1,0.0,0.0,0.0,-1.0,0.09644800830199074,0.12915802771938364,0.9952187062879619,0.06914689951138873,0.0840438948406288
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609100,202609100,1,raw,iid,0.1,0.1,0.0,0.0,0.0,-1.0,0.18815272762918767,0.2577074941347769,0.9809648321897411,0.13796799560136747,0.16247041773157428
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609100,202609100,1,raw,iid,0.2,0.1,0.0,0.0,0.0,-1.0,0.41150478704369675,0.566741813206737,0.9079395434394983,0.30341466108364246,0.3639440956081928
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609100,202609100,1,raw,iid,0.4,0.1,0.0,0.0,0.0,-1.0,0.7507568674395486,1.0422070502131169,0.6886774154725204,0.5579628881274091,0.6345356724190618
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609100,202609100,1,raw,ood,0,0.1,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609100,202609100,1,raw,ood,0.05,0.1,0.0,0.0,0.0,-1.0,0.9056368779274635,1.1771082046595367,0.9999335778057378,0.008149981243057,0.00985155542873404
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609100,202609100,1,raw,ood,0.1,0.1,0.0,0.0,0.0,-1.0,1.7590601815609261,2.3458031552785648,0.9997362068116609,0.016241711373470493,0.018196169971122257
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609100,202609100,1,raw,ood,0.2,0.1,0.0,0.0,0.0,-1.0,3.6066929257358424,4.882623428936723,0.9988571561218632,0.03380597400071189,0.03488020625133238
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609100,202609100,1,raw,ood,0.4,0.1,0.0,0.0,0.0,-1.0,7.045136815897422,9.357192620956853,0.9958026847992032,0.0647866899972269,0.07136110626366826
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609100,202609100,1,bounded_correction,iid,0,0.1,0.3107019818853587,0.1380113959312439,0.0069520436227321625,-1.0,0.024002765973477835,0.034354305516803664,0.999661728849183,0.01839214916253683,0.020802493180430006
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609100,202609100,1,bounded_correction,iid,0.05,0.1,0.3107019818853587,0.1380113959312439,0.0069570657797157764,-1.0,0.09779813224361078,0.13118608464512793,0.995067374377248,0.07023265353631467,0.08744269584264025
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609100,202609100,1,bounded_correction,iid,0.1,0.1,0.3107019818853587,0.1380113959312439,0.00693579763174057,-1.0,0.18849259060431223,0.25589470718073226,0.9812316877506363,0.136997489938187,0.1712138758654146
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609100,202609100,1,bounded_correction,iid,0.2,0.1,0.3107019818853587,0.1380113959312439,0.007098125759512186,-1.0,0.40520667307202274,0.5587871531110157,0.9105056868116265,0.29915600142463045,0.3634295089426274
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609100,202609100,1,bounded_correction,iid,0.4,0.1,0.3107019818853587,0.1380113959312439,0.00721710966899991,-1.0,0.7420329788986919,1.0274032194170293,0.6974588465509195,0.5500374109540918,0.6374630850759218
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609100,202609100,1,bounded_correction,ood,0,0.1,0.3107019818853587,0.1380113959312439,0.05342740938067436,-1.0,1.7247739470330998,2.3643771341861464,0.999732012864799,0.016370312617694692,0.01601051852404247
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609100,202609100,1,bounded_correction,ood,0.05,0.1,0.3107019818853587,0.1380113959312439,0.053438857197761536,-1.0,1.8668040628544986,2.5499990086395337,0.9996882830142836,0.017655508650742266,0.019811034183161512
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609100,202609100,1,bounded_correction,ood,0.1,0.1,0.3107019818853587,0.1380113959312439,0.053478632122278214,-1.0,2.3747736994409934,3.3017888235755213,0.9994773884170124,0.022860699529708033,0.02293936798466399
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609100,202609100,1,bounded_correction,ood,0.2,0.1,0.3107019818853587,0.1380113959312439,0.053428709506988525,-1.0,3.7971712306607515,5.126426995182413,0.998740175648084,0.035494004450272384,0.039642681200181225
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609100,202609100,1,bounded_correction,ood,0.4,0.1,0.3107019818853587,0.1380113959312439,0.05355122685432434,-1.0,7.033868745958898,9.471847912179017,0.9956991937626261,0.06558053245723096,0.07444226414955044
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609100,202609100,1,confidence_gated,iid,0,0.1,0.8752014609053731,0.13794690370559692,0.03521288186311722,0.9369529485702515,0.026546293271593413,0.04207264541605903,0.9994926563207285,0.022524290871669305,0.018414028162841947
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609100,202609100,1,confidence_gated,iid,0.05,0.1,0.8752014609053731,0.13794690370559692,0.03521554917097092,0.9369633793830872,0.09739733534115658,0.13142467697941573,0.9950494158127338,0.07036038791298872,0.08741601204797554
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609100,202609100,1,confidence_gated,iid,0.1,0.1,0.8752014609053731,0.13794690370559692,0.03556283935904503,0.9369189739227295,0.1890787234182767,0.2564228965900076,0.9811541288612269,0.1372802649282596,0.1656675827363001
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609100,202609100,1,confidence_gated,iid,0.2,0.1,0.8752014609053731,0.13794690370559692,0.03611921891570091,0.9370808005332947,0.40379849985970395,0.5557806902980237,0.911466115135267,0.29754644152591203,0.35864914801635994
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609100,202609100,1,confidence_gated,iid,0.4,0.1,0.8752014609053731,0.13794690370559692,0.03732721880078316,0.9380939602851868,0.7361674416066535,1.0155861258276035,0.7043784210667171,0.543710933247882,0.6289330724123572
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609100,202609100,1,confidence_gated,ood,0,0.1,0.8752014609053731,0.13794690370559692,0.12213227897882462,0.987354576587677,1.951946963697992,3.148071899035462,0.9995249167375437,0.02179640480575422,0.017671494287070884
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609100,202609100,1,confidence_gated,ood,0.05,0.1,0.8752014609053731,0.13794690370559692,0.12219194322824478,0.9873501658439636,2.0925130131072365,3.281180138460612,0.9994838919977463,0.022718010525871586,0.021020178650236282
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609100,202609100,1,confidence_gated,ood,0.1,0.1,0.8752014609053731,0.13794690370559692,0.12198323756456375,0.9873688220977783,2.760401723498944,3.9119648100712077,0.999266381417058,0.027085394273333577,0.030105751905932572
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609100,202609100,1,confidence_gated,ood,0.2,0.1,0.8752014609053731,0.13794690370559692,0.12234559655189514,0.9873069524765015,4.14339136792114,5.690870400832133,0.9984474777402628,0.039402059079917055,0.04313070608608048
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609100,202609100,1,confidence_gated,ood,0.4,0.1,0.8752014609053731,0.13794690370559692,0.12286487966775894,0.9873107671737671,7.228335853200406,9.711708046357474,0.9954786130018007,0.06724125964167614,0.07348721057835964
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609100,202609100,1,unrestricted_encoder,iid,0,0.1,0.3116160698700696,0.13788335025310516,0.010209895670413971,-1.0,0.03468803502425999,0.04907651936811178,0.9993096805316127,0.026273931346245418,0.029418555554748795
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609100,202609100,1,unrestricted_encoder,iid,0.05,0.1,0.3116160698700696,0.13788335025310516,0.010204927064478397,-1.0,0.0993284971899584,0.13490980115094592,0.9947833750028052,0.07222620713560096,0.09446450637340056
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609100,202609100,1,unrestricted_encoder,iid,0.1,0.1,0.3116160698700696,0.13788335025310516,0.010187518782913685,-1.0,0.1901544364810661,0.2571657714178201,0.9810447751090831,0.1376779753298143,0.1677737570457195
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609100,202609100,1,unrestricted_encoder,iid,0.2,0.1,0.3116160698700696,0.13788335025310516,0.010370656847953796,-1.0,0.40357779840191554,0.5569629434791971,0.9110890570799322,0.2981793804408142,0.36884467132686244
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609100,202609100,1,unrestricted_encoder,iid,0.4,0.1,0.3116160698700696,0.13788335025310516,0.010678278282284737,-1.0,0.7391092231231369,1.0215740692862014,0.7008821468591757,0.5469166784262702,0.6366615823682054
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609100,202609100,1,unrestricted_encoder,ood,0,0.1,0.3116160698700696,0.13788335025310516,0.07849153131246567,-1.0,2.493228575855028,3.4392057773064995,0.999432982101437,0.023812137631109623,0.024439266752123153
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609100,202609100,1,unrestricted_encoder,ood,0.05,0.1,0.3116160698700696,0.13788335025310516,0.07850949466228485,-1.0,2.517975940660108,3.5167864876683916,0.9994071122885779,0.02434928564500469,0.025121867661935755
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609100,202609100,1,unrestricted_encoder,ood,0.1,0.1,0.3116160698700696,0.13788335025310516,0.07856795936822891,-1.0,3.016855492896866,4.171639012716168,0.9991657544756962,0.028883308749237124,0.029667364012337744
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609100,202609100,1,unrestricted_encoder,ood,0.2,0.1,0.3116160698700696,0.13788335025310516,0.07854826003313065,-1.0,4.113998395361705,5.579096973520143,0.9985078644923352,0.038628169872060934,0.0402036571594345
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609100,202609100,1,unrestricted_encoder,ood,0.4,0.1,0.3116160698700696,0.13788335025310516,0.0785970687866211,-1.0,7.187865999469068,9.754806116518607,0.9954383944471908,0.0675396591108454,0.07290842884377158
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609100,202609100,2,raw,iid,0,0.1,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609100,202609100,2,raw,iid,0.05,0.1,0.0,0.0,0.0,-1.0,0.0969769344200131,0.12950527785791147,0.9951929620604523,0.06933280565178186,0.08807085401773428
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609100,202609100,2,raw,iid,0.1,0.1,0.0,0.0,0.0,-1.0,0.19414372608150643,0.2716252631451045,0.9788532839439383,0.14541910485235995,0.1751081235672548
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609100,202609100,2,raw,iid,0.2,0.1,0.0,0.0,0.0,-1.0,0.39366035075209993,0.535751332547818,0.9177323420668881,0.28682339153756603,0.36169561552844015
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609100,202609100,2,raw,iid,0.4,0.1,0.0,0.0,0.0,-1.0,0.7040904605474907,0.9922958178987583,0.7177818531655116,0.5312420793145893,0.5629494598599498
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609100,202609100,2,raw,ood,0,0.1,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609100,202609100,2,raw,ood,0.05,0.1,0.0,0.0,0.0,-1.0,0.8718618474667892,1.1647847917788687,0.9999349613035983,0.00806465724019106,0.009181372076351134
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609100,202609100,2,raw,ood,0.1,0.1,0.0,0.0,0.0,-1.0,1.7791350570623763,2.366302859013259,0.9997315761496617,0.016383645819483726,0.01925088398571377
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609100,202609100,2,raw,ood,0.2,0.1,0.0,0.0,0.0,-1.0,3.4215644166397396,4.728407959228706,0.9989282084612165,0.03273822748383744,0.033855254056154166
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609100,202609100,2,raw,ood,0.4,0.1,0.0,0.0,0.0,-1.0,7.404126176090358,9.837584397899759,0.9953606473328397,0.06811279371131658,0.07762183586230133
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609100,202609100,2,bounded_correction,iid,0,0.1,0.27961035212501884,0.13415727019309998,0.0091426195576787,-1.0,0.03160592014529584,0.04749284964917924,0.9993535140791352,0.02542608740771628,0.027835936263055187
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609100,202609100,2,bounded_correction,iid,0.05,0.1,0.27961035212501884,0.13415727019309998,0.009131389670073986,-1.0,0.10111583991636053,0.13709277411878976,0.9946131889414505,0.0733948980416864,0.08999569222394854
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609100,202609100,2,bounded_correction,iid,0.1,0.1,0.27961035212501884,0.13415727019309998,0.00916855875402689,-1.0,0.1933066894578701,0.2666461013807039,0.9796214588680492,0.14275342774151098,0.1774937811225942
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609100,202609100,2,bounded_correction,iid,0.2,0.1,0.27961035212501884,0.13415727019309998,0.009304244071245193,-1.0,0.3868516937889126,0.5270570935977483,0.9203807761896546,0.28216878603124296,0.3592827328916357
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609100,202609100,2,bounded_correction,iid,0.4,0.1,0.27961035212501884,0.13415727019309998,0.009545579552650452,-1.0,0.6909350752537193,0.973691595292732,0.7282650773705831,0.5212819991419394,0.5696918316389736
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609100,202609100,2,bounded_correction,ood,0,0.1,0.27961035212501884,0.13415727019309998,0.07372886687517166,-1.0,2.309535609121667,3.214037039204771,0.9995047982172397,0.02225312972955253,0.025661971798441346
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609100,202609100,2,bounded_correction,ood,0.05,0.1,0.27961035212501884,0.13415727019309998,0.07372036576271057,-1.0,2.4614407531480538,3.4891050013764957,0.9994164090836094,0.024157626464339867,0.026160260742181217
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609100,202609100,2,bounded_correction,ood,0.1,0.1,0.27961035212501884,0.13415727019309998,0.07375357300043106,-1.0,2.7195247267663945,3.792412037406561,0.9993105361858474,0.026257642966431297,0.028624300362234543
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609100,202609100,2,bounded_correction,ood,0.2,0.1,0.27961035212501884,0.13415727019309998,0.07371243834495544,-1.0,4.163623561966233,5.76983124540133,0.9984040963529385,0.039948762772600115,0.04160324664177867
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609100,202609100,2,bounded_correction,ood,0.4,0.1,0.27961035212501884,0.13415727019309998,0.073549285531044,-1.0,7.778165915719001,10.567662105693003,0.9946464941464138,0.07316765578851192,0.08512183539252156
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609100,202609100,2,confidence_gated,iid,0,0.1,0.5143891139887273,0.13382725417613983,0.03739488869905472,0.9373729825019836,0.02893884329279217,0.04448794226574743,0.9994327333514792,0.023817360234097425,0.020426034773284883
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609100,202609100,2,confidence_gated,iid,0.05,0.1,0.5143891139887273,0.13382725417613983,0.03745226562023163,0.9374080896377563,0.09849081916297564,0.1336959426495425,0.9948768264375379,0.07157634778655649,0.08846498580267098
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609100,202609100,2,confidence_gated,iid,0.1,0.1,0.5143891139887273,0.13382725417613983,0.03733966499567032,0.9374934434890747,0.19316042808247857,0.26697104853994397,0.9795717601556265,0.14292739361078938,0.17832475803091025
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609100,202609100,2,confidence_gated,iid,0.2,0.1,0.5143891139887273,0.13382725417613983,0.03790339082479477,0.9374881386756897,0.3869523715143828,0.5276701053834011,0.9201954607588104,0.2824969720920732,0.3633244798525653
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609100,202609100,2,confidence_gated,iid,0.4,0.1,0.5143891139887273,0.13382725417613983,0.039767470210790634,0.9377858638763428,0.6906144027667551,0.9732443625301095,0.7285146447914059,0.5210425656398853,0.5532383992534475
