step,loss
1,1.445148229598999
250,1.0070186853408813
500,0.9519107341766357
750,0.9802424907684326
1000,0.9995936155319214
1250,1.0131744146347046
1500,0.974746823310852
1750,1.0013957023620605
2000,0.9883739948272705
2250,0.9656614661216736
2500,0.9788370132446289
2750,0.9689414501190186
3000,0.9739518761634827
3250,0.9608762264251709
3500,0.9775360822677612
3750,0.9867754578590393
4000,0.9596850872039795
