variant,true_prior,scale,noise,tasks,mse_model,se_model,mse_zero,se_zero,mse_always_smooth,se_always_smooth,mse_hard_route,se_hard_route,mse_bayes_mixture,se_bayes_mixture,mse_regime_oracle,se_regime_oracle,trust_posterior_correlation,trust_regime_auroc,trust_mean,posterior_mean,seed
set,0.1,0.3,0.1,4096,0.9939419627189636,0.006523019168525934,0.9931317567825317,0.006513227708637714,1.0781127214431763,0.007078032474964857,1.013244390487671,0.006714558228850365,1.002546787261963,0.00657531525939703,0.9838207960128784,0.006467536557465792,0.17354741407683777,0.5207216038473246,0.03556379675865173,0.4076419472694397,20260833
set,0.1,0.3,0.3,4096,1.0016040802001953,0.006272060330957174,1.0003511905670166,0.0062597328796982765,1.081093192100525,0.006923963315784931,1.0226783752441406,0.00646628113463521,1.0107920169830322,0.006368817761540413,0.9908705949783325,0.006226235534995794,0.12934584364886562,0.5140825881720843,0.03341861814260483,0.4212861657142639,20260833
set,0.1,0.3,1.0,4096,0.996006965637207,0.006443087011575699,0.9940556883811951,0.006428879220038652,1.0372374057769775,0.006659382954239845,1.0108821392059326,0.006529196165502071,1.001624345779419,0.006453900597989559,0.9890196323394775,0.006412631366401911,0.13536129837188696,0.5245980811800672,0.042246125638484955,0.47721660137176514,20260833
set,0.1,1.0,0.1,4096,1.014050006866455,0.0065090237185359,1.0135679244995117,0.006483776494860649,1.7056785821914673,0.013816064223647118,0.9756503701210022,0.007363335695117712,0.9666197299957275,0.007125122006982565,0.945401668548584,0.006816832348704338,0.2435697771895394,0.6036219859061347,0.023495763540267944,0.15078559517860413,20260833
set,0.1,1.0,0.3,4096,1.0153372287750244,0.006448943633586168,1.0110836029052734,0.006408109329640865,1.5400218963623047,0.0118026128038764,1.0087471008300781,0.007614181376993656,0.9954233765602112,0.007136901840567589,0.9591740369796753,0.006600687280297279,0.21081768254021313,0.5926893231686295,0.029132511466741562,0.18297718465328217,20260833
set,0.1,1.0,1.0,4096,1.0011006593704224,0.006665000692009926,0.9961712956428528,0.006633243523538113,1.224820852279663,0.008652388118207455,1.0526409149169922,0.0074630859307944775,1.0227227210998535,0.006986153777688742,0.9704824090003967,0.006610124837607145,0.19170932453712877,0.5493913704524142,0.04811590164899826,0.3746383786201477,20260833
set,0.1,3.0,0.1,4096,0.9877679347991943,0.006636152509599924,0.9901812076568604,0.006610581185668707,2.47184681892395,0.029441626742482185,0.8956249952316284,0.007495090365409851,0.8956259489059448,0.007495093159377575,0.8956249952316284,0.007495090365409851,0.4314380107629198,0.705855973009035,0.02888314798474312,0.10180700570344925,20260833
set,0.1,3.0,0.3,4096,0.9886501431465149,0.006569040007889271,0.9895003437995911,0.0065511842258274555,1.6422213315963745,0.014510362409055233,0.9260762929916382,0.0072284420020878315,0.9246155023574829,0.007193094585090876,0.9217003583908081,0.007159011904150248,0.32232669527179847,0.6720431884621683,0.04056080803275108,0.09009590744972229,20260833
set,0.1,3.0,1.0,4096,0.9806208610534668,0.006623923312872648,0.9748072028160095,0.006620495114475489,1.2579032182693481,0.009800947271287441,1.0064047574996948,0.008025298826396465,0.9787551760673523,0.007348967250436544,0.9224534034729004,0.006723473779857159,0.21504145650252238,0.5461630105060311,0.06881599128246307,0.2945532202720642,20260833
set,0.5,0.3,0.1,4096,0.9938998222351074,0.006393051240593195,0.9948375225067139,0.006393030751496553,0.9982865452766418,0.006712278816848993,0.9736335873603821,0.006384509149938822,0.9629952907562256,0.006261754315346479,0.9412786960601807,0.006088149733841419,0.17333292594757996,0.5341283478190362,0.040699660778045654,0.4908294677734375,20260833
