source,task,split,backbone,operator,predicted_gain,predicted_se,actual_gain,selected_mean,selected_pessimistic,ordinary_dimensions,oof_finite
ACS,acs_occupation,0,tabm,harmonic,0.0001181861605257,0.0001041263726357,0.0003629542645039,False,False,10,True
ACS,acs_occupation,0,tabm,kernel_ridge,0.0146315315961098,0.002384158803965,0.0232205583988094,True,True,10,True
ACS,acs_occupation,0,tabm,knn_1,-0.0092720447003152,0.0076732831423977,-0.0108622977200621,False,False,10,True
ACS,acs_occupation,0,tabm,knn_10,0.0091312116198388,0.0026857652710125,0.0180019509758362,False,False,10,True
ACS,acs_occupation,0,tabm,knn_3,0.0092158386898193,0.0032093503876749,0.0149034971623887,False,False,10,True
ACS,acs_occupation,0,tabm,knn_5,0.0108901274489966,0.0019881794371414,0.0206404280778926,False,False,10,True
ACS,acs_occupation,0,tabm,rbf,-5.441780120199306e-05,0.0001096073648696,0.0001316902227915,False,False,10,True
ACS,acs_occupation,0,tabm,rbf_double,-0.0001331644401361,0.0001136777082238,2.369925422936262e-05,False,False,10,True
ACS,acs_occupation,0,tabm,rbf_half,0.000314144538892,0.0001007034327073,0.0006407280126367,False,False,10,True
ACS,acs_occupation,1,tabm,harmonic,0.0001471755810951,0.0001812922483687,0.000368062068165,False,False,10,True
ACS,acs_occupation,1,tabm,kernel_ridge,0.0178881425522399,0.001007129346578,0.0127234813252635,True,True,10,True
ACS,acs_occupation,1,tabm,knn_1,-0.0031004354934824,0.0063622559982025,-0.0109479825413846,False,False,10,True
ACS,acs_occupation,1,tabm,knn_10,0.0114858876406164,0.0011059388658367,0.0085772287882644,False,False,10,True
ACS,acs_occupation,1,tabm,knn_3,0.0116552579174109,0.0019511106155307,0.0029068705993241,False,False,10,True
ACS,acs_occupation,1,tabm,knn_5,0.0142380617197876,0.0010241278116243,0.0066580905079078,False,False,10,True
ACS,acs_occupation,1,tabm,rbf,-5.368282353022476e-05,0.0001866539782332,0.0002022414854592,False,False,10,True
ACS,acs_occupation,1,tabm,rbf_double,-0.0001566324444339,0.0001940250446338,0.0001209112204708,False,False,10,True
ACS,acs_occupation,1,tabm,rbf_half,0.0004327815494452,0.0001518200874754,0.0005803747000548,False,False,10,True
BTS,airline_origin_airport,0,tabm,harmonic,0.0012037473612608,0.0007992667193613,-0.0020874191002054,False,False,334,True
BTS,airline_origin_airport,0,tabm,kernel_ridge,-0.0001048871885639,0.0009337822498247,-0.0020058110933711,False,False,334,True
BTS,airline_origin_airport,0,tabm,knn_1,-0.0105793633995512,0.0023708948147867,-0.0224624659805781,False,False,334,True
BTS,airline_origin_airport,0,tabm,knn_10,-0.0007273530210948,0.001259487438939,-0.0037721335380333,False,False,334,True
BTS,airline_origin_airport,0,tabm,knn_3,-0.004140559996092,0.0019207422963196,-0.0068893972501574,False,False,334,True
BTS,airline_origin_airport,0,tabm,knn_5,-0.0020755597678386,0.0013903046784517,-0.0044100509396696,False,False,334,True
BTS,airline_origin_airport,0,tabm,rbf,0.0012043107409949,0.0007949129376392,-0.0020689348508634,False,False,334,True
BTS,airline_origin_airport,0,tabm,rbf_double,0.0012381562579249,0.0007888098470155,-0.0019551867534828,True,False,334,True
BTS,airline_origin_airport,0,tabm,rbf_half,0.0008884023515342,0.000797751736606,-0.0020014336877539,False,False,334,True
BTS,airline_origin_airport,1,tabm,harmonic,0.000182809773477,0.0003144493401605,0.0002399327053821,False,False,353,True
BTS,airline_origin_airport,1,tabm,kernel_ridge,-0.0001778467584172,0.0005177841202771,-0.0008532915011479,False,False,353,True
BTS,airline_origin_airport,1,tabm,knn_1,-0.009621357978778,0.0018700102152616,-0.0057719425191483,False,False,353,True
BTS,airline_origin_airport,1,tabm,knn_10,-0.00104618267833,0.0009138150278794,-0.0013420632964886,False,False,353,True
BTS,airline_origin_airport,1,tabm,knn_3,-0.004655054959216,0.0015136790462425,-0.0024043842137449,False,False,353,True
BTS,airline_origin_airport,1,tabm,knn_5,-0.0025681778840041,0.0011940291251123,-0.0008081326643673,False,False,353,True
BTS,airline_origin_airport,1,tabm,rbf,0.0001846985555661,0.0003132260114821,0.0002730929249634,False,False,353,True
BTS,airline_origin_airport,1,tabm,rbf_double,0.0001938895522048,0.0002711856318707,7.199629108538471e-05,False,False,353,True
BTS,airline_origin_airport,1,tabm,rbf_half,0.0002110995762154,0.0003276846678079,0.0003903902140199,True,False,353,True
