dataset,model,seed,fp32_prediction_mse,iea64_prediction_mse,fp32_maximum_gap,iea64_maximum_gap,fp32_amplification,iea64_amplification,fp32_test_loss,iea64_test_loss,fp32_reference_test_loss,iea64_reference_test_loss,relative_reduction,iea64_relative_path_test_loss_change
credit_card_default,ft_transformer,6808,0.00027230993245789035,0.0,0.12654590606689453,0.0,227481009355.98428,0.0,0.4649070131864155,0.46341876169725565,0.46588582248471755,0.46341876169725565,1.0,0.0
credit_card_default,mlp,6101,7.696813388199557e-16,0.0,1.1920928955078125e-07,0.0,4.709945290166641,0.0,0.4218738335323658,0.4218738356598295,0.4218738314653991,0.4218738356598295,0.9999999999999987,0.0
credit_card_default,mlp,6202,7.132091068042951e-16,0.0,1.7881393432617188e-07,0.0,4.818522298280724,0.0,0.4190674940734691,0.4190674926593767,0.41906749171003516,0.4190674926593767,0.9999999999999986,0.0
credit_card_default,mlp,6303,7.95751905307137e-16,0.0,1.1920928955078125e-07,0.0,3.4688128521847528,0.0,0.4194096735204886,0.41940967371497156,0.41940967170449567,0.41940967371497156,0.9999999999999988,0.0
credit_card_default,mlp,6404,5.744865797925664e-16,0.0,1.1920928955078125e-07,0.0,3.393364872787938,0.0,0.4224032589170248,0.4224032558296445,0.4224032557274149,0.4224032558296445,0.9999999999999982,0.0
credit_card_default,mlp,6505,7.162691225140921e-16,0.0,2.384185791015625e-07,0.0,4.073472187592347,0.0,0.42418695853753924,0.42418695477438223,0.4241869499054187,0.42418695477438223,0.9999999999999986,0.0
credit_card_default,mlp,6606,7.705034895884647e-16,0.0,1.7881393432617188e-07,0.0,3.6106673876444497,0.0,0.42186675688158354,0.4218667615551075,0.4218667629063679,0.4218667615551075,0.9999999999999987,0.0
credit_card_default,mlp,6707,7.227028539091907e-16,0.0,1.7881393432617188e-07,0.0,4.081604598645897,0.0,0.4223621432206779,0.4223621434240505,0.42236214115788345,0.4223621434240505,0.9999999999999987,0.0
credit_card_default,mlp,6808,7.575613776081608e-16,0.0,1.7881393432617188e-07,0.0,4.692198398585277,0.0,0.4241026502465132,0.42410265110927625,0.4241026492022135,0.42410265110927625,0.9999999999999987,0.0
credit_card_default,resnet,6101,5.096529429156693e-15,0.0,5.364418029785156e-07,0.0,2.9466746288198786,0.0,0.4474919278536047,0.44749193811633287,0.4474919318332142,0.44749193811633287,0.9999999999999998,0.0
credit_card_default,resnet,6202,1.4254737412556897e-13,0.0,3.606081008911133e-06,0.0,187.1441320217788,0.0,0.5072002671520393,0.5072003620109686,0.5072001583514418,0.5072003620109686,1.0,0.0
credit_card_default,resnet,6303,7.99244522304938e-15,0.0,5.960464477539062e-07,0.0,5.634672596793132,0.0,0.48039765388403205,0.48039768318326964,0.4803976258319565,0.48039768318326964,0.9999999999999999,0.0
credit_card_default,resnet,6404,6.582089652561598e-15,0.0,4.76837158203125e-07,0.0,4.4907524877612275,0.0,0.46883465615868253,0.46883466401588797,0.4688346606726812,0.46883466401588797,0.9999999999999999,0.0
credit_card_default,resnet,6505,1.1116430828609992e-14,0.0,8.344650268554688e-07,0.0,9.356452502505318,0.0,0.4689329477976944,0.4689329714579908,0.46893292815361337,0.4689329714579908,0.9999999999999999,0.0
credit_card_default,resnet,6606,1.2331619762039863e-14,0.0,7.152557373046875e-07,0.0,8.639316780498808,0.0,0.505602063876606,0.5056020787087876,0.5056020666245366,0.5056020787087876,0.9999999999999999,0.0
credit_card_default,resnet,6707,1.831991388994126e-13,0.0,3.5762786865234375e-06,0.0,183.34883401163182,0.0,0.4639458864055417,0.4639458689144709,0.46394586582595587,0.4639458689144709,1.0,0.0
credit_card_default,resnet,6808,1.644688716771016e-14,0.0,8.344650268554688e-07,0.0,12.798398990957095,0.0,0.4653565069889865,0.4653565058332721,0.46535651771038755,0.4653565058332721,0.9999999999999999,0.0
fremtpl_claim_count,ft_transformer,6101,0.11082364089539355,0.0,2.9136674404144287,0.0,12645217687654.463,0.0,1.1882668029382637,1.1699363928393316,1.1358539977440674,1.1699363928393316,1.0,0.0
fremtpl_claim_count,ft_transformer,6202,0.02732065205960209,0.0,3.067051887512207,0.0,4428004354830.611,0.0,1.1318860262451793,1.12309363058615,1.1230932665572693,1.12309363058615,1.0,0.0
fremtpl_claim_count,ft_transformer,6303,0.030198382447062615,0.0,3.748751401901245,0.0,6551351989337.754,0.0,1.1653337847979073,1.1737753640860011,1.1279672900610769,1.1737753640860011,1.0,0.0
fremtpl_claim_count,ft_transformer,6404,0.08299592009058457,0.0,3.8677332401275635,0.0,36340103420841.766,0.0,1.302556353122372,1.3359564542936646,1.2962972987535029,1.3359564542936646,1.0,0.0
fremtpl_claim_count,ft_transformer,6505,0.012271331740872393,0.0,1.8685598373413086,0.0,3237036818332.552,0.0,1.1473418595201557,1.1341211479359457,1.1343893109675744,1.1341211479359457,1.0,0.0
fremtpl_claim_count,ft_transformer,6606,0.24807325015179305,0.0,3.62699818611145,0.0,21125968412613.117,0.0,1.4598781174325153,1.2676537990499015,1.341423444261929,1.2676537990499015,1.0,0.0
fremtpl_claim_count,ft_transformer,6707,0.047020845360439024,0.0,3.1807096004486084,0.0,12675209228579.783,0.0,1.1057723514840243,1.1028863412110768,1.1030570836700206,1.1028863412110768,1.0,0.0
fremtpl_claim_count,ft_transformer,6808,0.06824131193277473,0.0,3.3143601417541504,0.0,15448705287158.832,0.0,1.1438572655735841,1.1538893808006976,1.1538995178045073,1.1538893808006976,1.0,0.0
fremtpl_claim_count,mlp,6101,4.464597727251116e-16,0.0,1.1920928955078125e-07,0.0,18.366935748506926,0.0,0.9726523335925498,0.9726523339157135,0.9726523331702012,0.9726523339157135,0.9999999999999978,0.0
fremtpl_claim_count,mlp,6202,4.115113344935571e-16,0.0,1.1920928955078125e-07,0.0,18.625400683363274,0.0,0.9739807429052719,0.9739807423495409,0.9739807416665262,0.9739807423495409,0.9999999999999976,0.0
fremtpl_claim_count,mlp,6303,4.3394909609416565e-16,0.0,1.1920928955078125e-07,0.0,20.425547702524717,0.0,0.9708213150261776,0.9708213147616332,0.970821315758323,0.9708213147616332,0.9999999999999977,0.0
fremtpl_claim_count,mlp,6404,4.558573209305824e-16,0.0,1.1920928955078125e-07,0.0,19.658823529411766,0.0,0.9701076876454963,0.9701076842763849,0.9701076873033836,0.9701076842763849,0.9999999999999978,0.0
fremtpl_claim_count,mlp,6505,4.083579720030872e-16,0.0,8.940696716308594e-08,0.0,14.406806049822064,0.0,0.9673021982019331,0.967302193868428,0.9673021938083437,0.967302193868428,0.9999999999999976,0.0
fremtpl_claim_count,mlp,6606,4.811553716219108e-16,0.0,1.1920928955078125e-07,0.0,21.196449026345935,0.0,0.9720512715533077,0.9720512697871363,0.9720512694062106,0.9720512697871363,0.9999999999999979,0.0
fremtpl_claim_count,mlp,6707,4.0768161619470465e-16,0.0,1.1920928955078125e-07,0.0,19.48152210972591,0.0,0.9698281952119722,0.9698281958406517,0.9698281957271719,0.9698281958406517,0.9999999999999976,0.0
fremtpl_claim_count,mlp,6808,4.74881680925914e-16,0.0,1.1920928955078125e-07,0.0,14.51446239776581,0.0,0.9770316195020219,0.977031618252961,0.977031619311686,0.977031618252961,0.9999999999999979,0.0
fremtpl_claim_count,resnet,6101,1.6497335001269356e-13,0.0,3.814697265625e-06,0.0,10.409468481181436,0.0,1.2760728434993012,1.2760727139694317,1.2760728191075619,1.2760727139694317,1.0,0.0
fremtpl_claim_count,resnet,6202,9.07313689060193e-13,0.0,1.3589859008789062e-05,0.0,125.37797985204236,0.0,1.3140027825933924,1.3140028124578613,1.314002994886783,1.3140028124578613,1.0,0.0
fremtpl_claim_count,resnet,6303,4.451475754847778e-12,0.0,2.3365020751953125e-05,0.0,347.70754820181,0.0,1.2463347944573704,1.246334798097685,1.2463344032412969,1.246334798097685,1.0,0.0
fremtpl_claim_count,resnet,6404,8.193926313646247e-13,0.0,7.867813110351562e-06,0.0,69.20293350985904,0.0,1.3403882510365754,1.3403882004541472,1.3403882404637963,1.3403882004541472,1.0,0.0
fremtpl_claim_count,resnet,6505,1.1522321092764567e-13,0.0,3.874301910400391e-06,0.0,8.745306374070855,0.0,1.2397943571160284,1.23979431297082,1.2397943530826385,1.23979431297082,1.0,0.0
fremtpl_claim_count,resnet,6606,1.611213524885738e-13,0.0,3.814697265625e-06,0.0,11.085105183175301,0.0,1.3556907440592034,1.3556907575436108,1.355690723629077,1.3556907575436108,1.0,0.0
fremtpl_claim_count,resnet,6707,1.5923753653197584e-13,0.0,2.8014183044433594e-06,0.0,13.272116704391644,0.0,1.1009513066466237,1.1009513644848028,1.1009513328230103,1.1009513644848028,1.0,0.0
fremtpl_claim_count,resnet,6808,3.963635156490249e-13,0.0,5.9604644775390625e-06,0.0,34.07796143193707,0.0,1.2171006948239294,1.2171005674234765,1.2171006469030128,1.2171005674234765,1.0,0.0
