dataset,model,seed,fp32_prediction_mse,iea64_prediction_mse,fp32_maximum_gap,iea64_maximum_gap,fp32_amplification,iea64_amplification,fp32_test_loss,iea64_test_loss,fp32_reference_test_loss,iea64_reference_test_loss,relative_reduction,iea64_relative_path_test_loss_change
bank_marketing_subscription,ft_transformer,6101,0.006265742990947659,0.0,0.867860734462738,0.0,2441228824880.1665,0.0,0.4213413038530085,0.417378916328941,0.42384400371351655,0.417378916328941,1.0,0.0
bank_marketing_subscription,ft_transformer,6202,0.001601437966091305,0.0,0.6968040466308594,0.0,2025251272022.1113,0.0,0.4199620946062837,0.4225624766718122,0.4183900602829243,0.4225624766718122,1.0,0.0
bank_marketing_subscription,ft_transformer,6303,9.41215308264237e-05,0.0,0.14703276753425598,0.0,47655578213.938286,0.0,0.39769264503720264,0.39828971250607687,0.39828959940253217,0.39828971250607687,1.0,0.0
bank_marketing_subscription,ft_transformer,6404,0.0006837373250124695,0.0,0.31947413086891174,0.0,1360612982880.018,0.0,0.5172272753399058,0.5262340145249617,0.512736779827194,0.5262340145249617,1.0,0.0
bank_marketing_subscription,ft_transformer,6505,0.0003396843268286932,0.0,0.28971320390701294,0.0,433429840434.90906,0.0,0.43790895126682045,0.4383827739915722,0.4382419280645465,0.4383827739915722,1.0,0.0
bank_marketing_subscription,ft_transformer,6606,0.007906426071389012,0.0,0.7667754888534546,0.0,3362875473948.284,0.0,0.44912046873478867,0.4095288704519291,0.40765022593941524,0.4095288704519291,1.0,0.0
bank_marketing_subscription,ft_transformer,6707,0.003005434216710292,0.0,0.6871266961097717,0.0,2258220583843.7417,0.0,0.4523349655416704,0.4577319895138585,0.47813554770640004,0.4577319895138585,1.0,0.0
bank_marketing_subscription,ft_transformer,6808,0.012867608475247814,0.0,0.9103038907051086,0.0,6539211912011.349,0.0,0.42840452136502377,0.4220023473980358,0.46806195663345807,0.4220023473980358,1.0,0.0
bank_marketing_subscription,mlp,6101,4.4099513966590055e-16,0.0,1.1920928955078125e-07,0.0,6.397744750976562,0.0,0.3252211499638505,0.32522115142971997,0.3252211523141917,0.32522115142971997,0.9999999999999978,0.0
bank_marketing_subscription,mlp,6202,3.99398119801304e-16,0.0,1.1920928955078125e-07,0.0,5.8441810721442815,0.0,0.32592431558737883,0.3259243163536058,0.32592431760075735,0.3259243163536058,0.9999999999999974,0.0
bank_marketing_subscription,mlp,6303,4.2313464264476577e-16,0.0,1.1920928955078125e-07,0.0,4.641649477949766,0.0,0.3268987244105959,0.3268987261523105,0.32689872775963424,0.3268987261523105,0.9999999999999977,0.0
bank_marketing_subscription,mlp,6404,4.533952940068663e-16,0.0,1.1920928955078125e-07,0.0,5.491373697916667,0.0,0.323654603305321,0.32365460211058156,0.32365460105699173,0.32365460211058156,0.9999999999999978,0.0
bank_marketing_subscription,mlp,6505,4.2651101744000986e-16,0.0,1.1920928955078125e-07,0.0,5.459674873737374,0.0,0.32755270430663014,0.3275527051637086,0.32755270697379285,0.3275527051637086,0.9999999999999977,0.0
bank_marketing_subscription,mlp,6606,4.78800606793654e-16,0.0,1.1920928955078125e-07,0.0,5.183857875587666,0.0,0.3251810271276759,0.32518102501994534,0.325181027890963,0.32518102501994534,0.9999999999999979,0.0
bank_marketing_subscription,mlp,6707,5.10653011665726e-16,0.0,1.1920928955078125e-07,0.0,5.064744518649194,0.0,0.324591035810079,0.3245910357356486,0.32459103417293483,0.3245910357356486,0.999999999999998,0.0
bank_marketing_subscription,mlp,6808,4.641771785293496e-16,0.0,1.1920928955078125e-07,0.0,4.864593215215773,0.0,0.32496378810162113,0.3249637896197803,0.32496379003981163,0.3249637896197803,0.9999999999999979,0.0
bank_marketing_subscription,resnet,6101,7.860814485454529e-15,0.0,9.238719940185547e-07,0.0,3.862216501253525,0.0,0.4212837837143097,0.42128376261175565,0.42128379172994435,0.42128376261175565,0.9999999999999999,0.0
bank_marketing_subscription,resnet,6202,1.1352461684573478e-14,0.0,1.1920928955078125e-06,0.0,6.238507112298139,0.0,0.47088310899545543,0.47088311888936357,0.4708831165180487,0.47088311888936357,0.9999999999999999,0.0
bank_marketing_subscription,resnet,6303,1.969782808117841e-14,0.0,1.6093254089355469e-06,0.0,9.229977327142784,0.0,0.4533263454688223,0.4533263154793887,0.4533263326497015,0.4533263154793887,1.0,0.0
bank_marketing_subscription,resnet,6404,6.207946879866482e-14,0.0,2.4437904357910156e-06,0.0,67.62395977047679,0.0,0.4374523241658483,0.43745232725728633,0.437452337965434,0.43745232725728633,1.0,0.0
bank_marketing_subscription,resnet,6505,8.247364200155496e-15,0.0,7.152557373046875e-07,0.0,3.733823452713305,0.0,0.4476276205014151,0.44762762840930215,0.4476275994256775,0.44762762840930215,0.9999999999999999,0.0
bank_marketing_subscription,resnet,6606,3.092863739694604e-14,0.0,1.7285346984863281e-06,0.0,16.178440662745967,0.0,0.488358700520009,0.48835868717389336,0.4883586438162981,0.48835868717389336,1.0,0.0
bank_marketing_subscription,resnet,6707,9.288958088577919e-14,0.0,2.8312206268310547e-06,0.0,50.47390830154529,0.0,0.5073963789438721,0.5073963757493337,0.5073963911589254,0.5073963757493337,1.0,0.0
bank_marketing_subscription,resnet,6808,7.45631514116125e-15,0.0,9.5367431640625e-07,0.0,4.91372995474117,0.0,0.455668672616016,0.4556686840060003,0.4556686675511945,0.4556686840060003,0.9999999999999999,0.0
credit_card_default,ft_transformer,6101,0.0008334051718922684,0.0,0.254913866519928,0.0,456336725552.8532,0.0,0.4660170524479524,0.4661286661016926,0.4618484094601533,0.4661286661016926,1.0,0.0
credit_card_default,ft_transformer,6202,7.707303948439707e-05,0.0,0.11482056975364685,0.0,48272002839.663666,0.0,0.4978184027641906,0.4988215090989215,0.49849480523838446,0.4988215090989215,1.0,0.0
credit_card_default,ft_transformer,6303,0.00028827859959899865,0.0,0.24167579412460327,0.0,270992191758.54114,0.0,0.44187721050076334,0.4419949474852678,0.43750528626255547,0.4419949474852678,1.0,0.0
credit_card_default,ft_transformer,6404,0.0022249768702713025,0.0,0.47502538561820984,0.0,2407987957225.8135,0.0,0.5025801193736409,0.505164659429004,0.5126137693266732,0.505164659429004,1.0,0.0
credit_card_default,ft_transformer,6505,0.0004820650109194724,0.0,0.4525737762451172,0.0,671900849319.8975,0.0,0.4657278300176455,0.4715512509722333,0.46292079030500993,0.4715512509722333,1.0,0.0
credit_card_default,ft_transformer,6606,0.0011933661897823658,0.0,0.2623966932296753,0.0,1351159671673.43,0.0,0.5291884747752394,0.5350922456585607,0.5245532731696585,0.5350922456585607,1.0,0.0
credit_card_default,ft_transformer,6707,0.002308568190824048,0.0,0.5282028913497925,0.0,1538102070183.191,0.0,0.5087568322443006,0.49826944128770734,0.5035151962360858,0.49826944128770734,1.0,0.0
