dataset,model,seed,config_id,shadow_epoch_0,shadow_epoch_1,shadow_epoch_2,shadow_epoch_5,shadow_epoch_10,shadow_epoch_20
bank_marketing_subscription,mlp,9303,lr0.001__wd0.0001__b256,6.418476861114186e-17,2.9558061727386065e-16,3.8665741141090566e-16,5.467089454758156e-16,6.114904487982981e-16,4.807719452838516e-16
bank_marketing_subscription,mlp,9101,lr0.001__wd0__b128,7.37257477290143e-17,4.698932215552176e-16,3.8982870276542576e-16,4.930752427721469e-16,4.1060475336545884e-16,4.825276708755812e-16
bank_marketing_subscription,mlp,9202,lr0.001__wd0__b128,9.75781955236954e-17,3.5453411040275995e-16,3.8992653507083364e-16,4.510223862815759e-16,4.237932416426655e-16,6.051169378061546e-16
bank_marketing_subscription,mlp,9303,lr0.001__wd0__b128,6.418476861114186e-17,5.054550528127422e-16,3.629773348209908e-16,4.0980639834289206e-16,3.8606618241372216e-16,5.894727008371494e-16
bank_marketing_subscription,mlp,9101,lr0.001__wd0__b256,7.37257477290143e-17,1.929879867024198e-16,5.960130392695939e-16,4.7366082410460475e-16,4.389494139261235e-16,4.784033615762816e-16
bank_marketing_subscription,mlp,9202,lr0.001__wd0__b256,9.75781955236954e-17,2.4470443032997835e-16,4.3817014361464957e-16,4.297048963397901e-16,3.658068483812938e-16,4.231564846245671e-16
bank_marketing_subscription,mlp,9303,lr0.001__wd0__b256,6.418476861114186e-17,2.779081218623469e-16,3.6318062272833185e-16,3.241900021003219e-16,3.762893046200394e-16,5.348374147605771e-16
bank_marketing_subscription,mlp,9101,lr0.003__wd0.0001__b128,7.37257477290143e-17,4.204675785335083e-16,3.9475274351583143e-16,4.2883245240411816e-16,6.469256635194592e-16,1.5371465997744244e-15
bank_marketing_subscription,mlp,9202,lr0.003__wd0.0001__b128,9.75781955236954e-17,4.1230853366908127e-16,4.337253382239326e-16,5.351913198497548e-16,6.344701945769562e-16,1.4264891279350834e-15
bank_marketing_subscription,mlp,9303,lr0.003__wd0.0001__b128,6.418476861114186e-17,4.841809733095032e-16,4.3595981113878947e-16,3.8258572403345424e-16,6.631900115307109e-16,1.0953863340641156e-15
bank_marketing_subscription,mlp,9101,lr0.003__wd0.0001__b256,7.37257477290143e-17,3.9332144312342887e-16,3.6928603621214084e-16,5.325516367954072e-16,5.071470011248826e-16,7.198349045745448e-16
bank_marketing_subscription,mlp,9202,lr0.003__wd0.0001__b256,9.75781955236954e-17,4.759395544909556e-16,3.7094622078875927e-16,4.4175478704742976e-16,5.653454173208639e-16,6.640226711808463e-16
bank_marketing_subscription,mlp,9303,lr0.003__wd0.0001__b256,6.418476861114186e-17,2.4903476054136285e-16,4.2008599019077025e-16,4.464054214443295e-16,4.534097618783019e-16,9.281667459465858e-16
bank_marketing_subscription,mlp,9101,lr0.003__wd0__b128,7.37257477290143e-17,5.522371060060708e-16,3.439978675718637e-16,4.3913576117451947e-16,4.660871319462896e-16,1.1208172511626512e-15
bank_marketing_subscription,mlp,9202,lr0.003__wd0__b128,9.75781955236954e-17,4.311872039974851e-16,4.548998913558693e-16,4.719265390343526e-16,6.415284671868671e-16,1.269785442864756e-15
bank_marketing_subscription,mlp,9303,lr0.003__wd0__b128,6.418476861114186e-17,4.3749590538863514e-16,3.5277905813604904e-16,3.784859853070699e-16,6.426443272157562e-16,9.310072939964977e-16
bank_marketing_subscription,mlp,9101,lr0.003__wd0__b256,7.37257477290143e-17,2.3863289816405953e-16,3.882697386260042e-16,5.905886402753774e-16,4.3929270049777793e-16,7.328677555278418e-16
bank_marketing_subscription,mlp,9202,lr0.003__wd0__b256,9.75781955236954e-17,3.4133585477688026e-16,3.867891250342037e-16,5.52174425567974e-16,4.909103919950875e-16,7.028988846651292e-16
bank_marketing_subscription,mlp,9303,lr0.003__wd0__b256,6.418476861114186e-17,3.3550975040742836e-16,4.635811320322786e-16,4.40950317505775e-16,4.413072955709284e-16,6.235308901112751e-16
bank_marketing_subscription,resnet,9101,lr0.0003__wd0.0001__b128,2.2057008997045102e-15,6.662490112559205e-16,1.0276813579811195e-15,1.0695773016182117e-15,1.2972927921251105e-15,4.632320803426269e-15
bank_marketing_subscription,resnet,9202,lr0.0003__wd0.0001__b128,1.8397826664906525e-15,8.04620313519383e-16,9.609216092103245e-16,1.0982408965532972e-15,2.2710007871907124e-15,4.978767999114017e-15
bank_marketing_subscription,resnet,9303,lr0.0003__wd0.0001__b128,2.56847494661816e-15,1.5399346972285247e-15,4.3507406878584565e-15,5.310030911612369e-15,8.97333194145697e-15,6.50588765761259e-14
bank_marketing_subscription,resnet,9101,lr0.0003__wd0.0001__b256,2.2057008997045102e-15,9.808370478661677e-16,5.951592300587616e-16,1.2037490145291874e-15,1.4673812430985103e-15,2.7638852357914903e-15
bank_marketing_subscription,resnet,9202,lr0.0003__wd0.0001__b256,1.8397826664906525e-15,7.088107227895546e-16,9.325629461362506e-16,7.571508930893575e-16,1.5995920747365923e-15,3.1159701504272644e-15
bank_marketing_subscription,resnet,9303,lr0.0003__wd0.0001__b256,2.56847494661816e-15,9.603828962558708e-16,1.144078931526911e-15,1.2696024380464202e-15,2.118415848555849e-15,5.090436878882863e-15
bank_marketing_subscription,resnet,9101,lr0.0003__wd0__b128,2.2057008997045102e-15,5.484301164246363e-16,9.008906901725178e-16,1.188009448303308e-15,1.2256884384124946e-15,4.835389382173522e-15
bank_marketing_subscription,resnet,9202,lr0.0003__wd0__b128,1.8397826664906525e-15,7.418585602596284e-16,1.0593332851541182e-15,1.2291566148150274e-15,2.4188982454954704e-15,4.221124874003186e-15
bank_marketing_subscription,resnet,9303,lr0.0003__wd0__b128,2.56847494661816e-15,1.730979590349943e-15,4.418394903421552e-15,4.675511754560595e-15,1.0686010961465011e-14,6.65797184558916e-14
bank_marketing_subscription,resnet,9101,lr0.0003__wd0__b256,2.2057008997045102e-15,1.023859545323108e-15,6.010613556352296e-16,1.1811908330779108e-15,1.5377222471702964e-15,3.1699358900462568e-15
bank_marketing_subscription,resnet,9202,lr0.0003__wd0__b256,1.8397826664906525e-15,7.499968528168477e-16,9.493680798097759e-16,7.843948608048448e-16,1.4749266125926516e-15,3.307116369864998e-15
bank_marketing_subscription,resnet,9303,lr0.0003__wd0__b256,2.56847494661816e-15,8.933961426552117e-16,1.2628363388637528e-15,1.2094664869231539e-15,2.5300357444388126e-15,4.911449711523846e-15
bank_marketing_subscription,resnet,9101,lr0.001__wd0.0001__b128,2.2057008997045102e-15,1.1413667320298027e-15,8.693404069531896e-16,1.6562662022044303e-15,6.662668730631957e-15,5.54805652477032e-13
bank_marketing_subscription,resnet,9202,lr0.001__wd0.0001__b128,1.8397826664906525e-15,7.344944558161995e-16,9.37570604920418e-16,1.591197131196355e-15,6.3806293379182756e-15,1.5619089448893267e-13
bank_marketing_subscription,resnet,9303,lr0.001__wd0.0001__b128,2.56847494661816e-15,4.678169743949079e-14,1.4487422661535205e-13,1.9514839929153345e-13,1.0096317275290577e-12,4.805253707064863e-11
bank_marketing_subscription,resnet,9101,lr0.001__wd0.0001__b256,2.2057008997045102e-15,6.70084376441088e-16,1.4360054486663165e-15,2.165439729655619e-15,9.00625314750143e-15,1.257774232537038e-13
bank_marketing_subscription,resnet,9202,lr0.001__wd0.0001__b256,1.8397826664906525e-15,2.0981954780389944e-15,1.406848880555929e-15,3.9738216142421335e-15,8.348338728688255e-15,8.655542377641991e-14
bank_marketing_subscription,resnet,9303,lr0.001__wd0.0001__b256,2.56847494661816e-15,4.9558203677954604e-15,3.1484146886806563e-15,6.051953846375989e-15,2.2122003105637346e-14,8.146352684434655e-13
bank_marketing_subscription,resnet,9101,lr0.001__wd0__b128,2.2057008997045102e-15,1.2945035126298021e-15,9.943285886500342e-16,1.5637041357943748e-15,8.939864293282414e-15,7.140404812957592e-13
bank_marketing_subscription,resnet,9202,lr0.001__wd0__b128,1.8397826664906525e-15,9.590784655170992e-16,1.1156287888945335e-15,1.52664771490142e-15,6.504916070455675e-15,3.4735402824021916e-13
bank_marketing_subscription,resnet,9303,lr0.001__wd0__b128,2.56847494661816e-15,4.651733506852093e-14,1.4706823846038445e-13,1.9312497903504512e-13,1.0481667984326225e-12,4.728425056891867e-11
bank_marketing_subscription,resnet,9101,lr0.001__wd0__b256,2.2057008997045102e-15,8.35154157202006e-16,1.3308852717802688e-15,2.3270349812668997e-15,9.244456599961232e-15,1.319960139745112e-13
bank_marketing_subscription,resnet,9202,lr0.001__wd0__b256,1.8397826664906525e-15,2.0763284754726774e-15,1.204946719116605e-15,2.9608934526198158e-15,8.281446419261215e-15,1.0865106133631173e-13
bank_marketing_subscription,resnet,9303,lr0.001__wd0__b256,2.56847494661816e-15,5.0261715362626136e-15,3.251989877470912e-15,5.6184508543007106e-15,2.3464159421330254e-14,8.193688014685308e-13
bank_marketing_subscription,resnet,9101,lr0.003__wd0.0001__b128,2.2057008997045102e-15,1.3202126566448646e-15,2.9432497563285087e-15,1.541998408301215e-14,1.3279238773076607e-13,1.738161650258156e-08
bank_marketing_subscription,resnet,9202,lr0.003__wd0.0001__b128,1.8397826664906525e-15,1.0097310357629063e-15,1.6711824524055785e-15,3.598060434664707e-15,1.1311921881492518e-13,2.507194880325724e-09
bank_marketing_subscription,resnet,9303,lr0.003__wd0.0001__b128,2.56847494661816e-15,2.1187018068788421e-13,1.6832577710422948e-13,1.7454977045726957e-12,1.8288204039793062e-09,0.0018671299867803683
bank_marketing_subscription,resnet,9101,lr0.003__wd0.0001__b256,2.2057008997045102e-15,1.4895040496148981e-15,1.9073013567821873e-15,2.7097464896930212e-15,2.1037411086237867e-13,9.971136302126066e-08
bank_marketing_subscription,resnet,9202,lr0.003__wd0.0001__b256,1.8397826664906525e-15,1.47608704773039e-15,5.368686249143835e-15,1.3526265746572133e-14,1.317649803879434e-13,6.375538592344025e-11
bank_marketing_subscription,resnet,9303,lr0.003__wd0.0001__b256,2.56847494661816e-15,7.114338144206117e-15,2.9667237498023566e-14,9.078276697819642e-14,8.76087418671907e-13,2.8177309809012718e-09
bank_marketing_subscription,resnet,9101,lr0.003__wd0__b128,2.2057008997045102e-15,1.4706660368679625e-15,2.636434094042267e-15,1.4612273793301184e-14,1.4093507533019045e-13,3.60612634395614e-09
bank_marketing_subscription,resnet,9202,lr0.003__wd0__b128,1.8397826664906525e-15,1.121749448971393e-15,1.0591537141693003e-15,4.371479442539031e-15,4.996181932424425e-14,1.2107926550138994e-10
bank_marketing_subscription,resnet,9303,lr0.003__wd0__b128,2.56847494661816e-15,2.0830264054437497e-13,1.6165767116322997e-13,1.720401945395618e-12,1.6771898102298618e-09,0.0028434644960115348
bank_marketing_subscription,resnet,9101,lr0.003__wd0__b256,2.2057008997045102e-15,1.3778447783760472e-15,2.3892902088241963e-15,3.4401836576918726e-15,1.7961801865164857e-13,2.304832935143135e-07
bank_marketing_subscription,resnet,9202,lr0.003__wd0__b256,1.8397826664906525e-15,1.331705199673211e-15,5.681481964037692e-15,1.2433309065060282e-14,1.2891212291725143e-13,5.8091588411561764e-11
bank_marketing_subscription,resnet,9303,lr0.003__wd0__b256,2.56847494661816e-15,6.636265972512212e-15,3.049228824623072e-14,9.374084997549725e-14,9.477514776193925e-13,2.827884440131911e-09
credit_card_default,ft_transformer,9101,lr0.0003__wd0.0001__b128,1.3903808659954109e-15,1.1507721858761144e-15,1.6776402315954453e-15,4.004907299889893e-15,3.390582400653291e-06,0.00010095264522322068
credit_card_default,ft_transformer,9202,lr0.0003__wd0.0001__b128,1.4805864867462049e-15,2.381558492081659e-15,3.398269079329941e-15,1.0594417053713667e-14,1.6366166854711985e-08,0.00010593244112716961
credit_card_default,ft_transformer,9303,lr0.0003__wd0.0001__b128,1.403391292065237e-15,7.432639573257127e-15,4.2028013014228094e-14,7.540202506426882e-11,8.637691235907975e-06,8.134920625559364e-05
credit_card_default,ft_transformer,9101,lr0.0003__wd0.0001__b256,1.3903808659954109e-15,1.3396402043230893e-15,1.5195093447384345e-15,1.3987021176692371e-15,2.02995172754461e-15,6.045033697164092e-07
credit_card_default,ft_transformer,9202,lr0.0003__wd0.0001__b256,1.4805864867462049e-15,1.6111244283134596e-15,1.3087404424072524e-15,1.2075843797143548e-15,1.3691847135233193e-15,1.683495405604686e-06
credit_card_default,ft_transformer,9303,lr0.0003__wd0.0001__b256,1.403391292065237e-15,1.2088854223213374e-15,1.0337596664106163e-15,1.3913295428963357e-15,1.6609977282477928e-15,1.5803794083762868e-06
credit_card_default,ft_transformer,9101,lr0.0003__wd0__b128,1.3903808659954109e-15,1.1420985684962304e-15,1.3716512734657238e-15,1.7669513855539387e-15,2.710261485724952e-15,3.9574173512029564e-05
credit_card_default,ft_transformer,9202,lr0.0003__wd0__b128,1.4805864867462049e-15,1.4302795059428774e-15,1.4923229752633604e-15,1.4848961903818347e-15,1.670701337691538e-15,5.288334602701179e-06
credit_card_default,ft_transformer,9303,lr0.0003__wd0__b128,1.403391292065237e-15,5.949694946785766e-15,1.2972628613688864e-12,1.8823906656681433e-07,2.650728730713339e-05,0.00016077382202250612
credit_card_default,ft_transformer,9101,lr0.0003__wd0__b256,1.3903808659954109e-15,1.2742628133222134e-15,1.188719261913107e-15,1.223955832518886e-15,1.5036799930201461e-15,4.12134925796212e-14
credit_card_default,ft_transformer,9202,lr0.0003__wd0__b256,1.4805864867462049e-15,1.7074015812301724e-15,1.213330651228528e-15,3.986530073066263e-15,4.1948275365452647e-13,9.602846771759204e-07
credit_card_default,ft_transformer,9303,lr0.0003__wd0__b256,1.403391292065237e-15,1.1649752343356745e-15,1.1169179730402545e-15,1.367748145644776e-15,2.108768547151932e-11,7.442314393939811e-06
credit_card_default,ft_transformer,9101,lr0.001__wd0.0001__b128,1.3903808659954109e-15,1.3612808796859e-14,6.178740787239623e-13,2.408019605059866e-06,0.00017591850635333944,0.012523591806632163
credit_card_default,ft_transformer,9202,lr0.001__wd0.0001__b128,1.4805864867462049e-15,2.4021041232502593e-15,9.022838899641616e-15,2.40501512476822e-12,2.326795842822299e-05,0.00951154819782107
credit_card_default,ft_transformer,9303,lr0.001__wd0.0001__b128,1.403391292065237e-15,3.1608830136642396e-15,5.786983305750004e-15,3.2493505010554617e-10,0.00026022118053070387,0.015128067048720335
credit_card_default,ft_transformer,9101,lr0.001__wd0.0001__b256,1.3903808659954109e-15,1.2606289710032081e-15,1.3069515088226513e-15,5.624081929334057e-15,1.8597191115635875e-14,6.630288749695995e-05
credit_card_default,ft_transformer,9202,lr0.001__wd0.0001__b256,1.4805864867462049e-15,1.2735580819100978e-15,1.4256174366011898e-15,4.115468816429102e-14,3.788610374837355e-06,0.0006098749840494585
credit_card_default,ft_transformer,9303,lr0.001__wd0.0001__b256,1.403391292065237e-15,1.6537064686378278e-15,1.5136546530070127e-15,2.52396844743763e-15,1.0255817062583894e-06,0.0008291318794691177
credit_card_default,ft_transformer,9101,lr0.001__wd0__b128,1.3903808659954109e-15,1.5748307605895073e-15,1.396506608269954e-15,7.505687694628338e-15,3.0899788379248945e-05,0.012795023308252489
credit_card_default,ft_transformer,9202,lr0.001__wd0__b128,1.4805864867462049e-15,1.4909135124391293e-15,1.6502370216858742e-15,2.4496463885137487e-15,1.4498492168137783e-06,0.005900974361207109
credit_card_default,ft_transformer,9303,lr0.001__wd0__b128,1.403391292065237e-15,2.557660029947617e-15,2.2963402013242984e-15,1.1093957885319455e-11,0.000231121260094255,0.01034054135499168
credit_card_default,ft_transformer,9101,lr0.001__wd0__b256,1.3903808659954109e-15,1.1319070680748666e-15,7.202192401495333e-15,1.5105763319887833e-13,2.3630836817263408e-06,0.0005271321763991363
credit_card_default,ft_transformer,9202,lr0.001__wd0__b256,1.4805864867462049e-15,1.1641078725976861e-15,1.3005005058963626e-15,1.5116217739336024e-15,2.802472880494844e-15,4.833689274069569e-06
credit_card_default,ft_transformer,9303,lr0.001__wd0__b256,1.403391292065237e-15,1.7767905202692447e-15,1.818776249398746e-15,1.781750745208366e-15,5.107320255282136e-07,0.0011863758398230387
credit_card_default,ft_transformer,9101,lr0.003__wd0.0001__b128,1.3903808659954109e-15,2.614580644003106e-15,2.14495847299101e-15,2.185322653228659e-06,0.006963542450825887,0.02589794199864174
credit_card_default,ft_transformer,9202,lr0.003__wd0.0001__b128,1.4805864867462049e-15,3.2644785312452296e-15,3.591365486249609e-15,5.042987937474318e-06,0.004537269905214745,0.037419286173016486
credit_card_default,ft_transformer,9303,lr0.003__wd0.0001__b128,1.403391292065237e-15,7.90790501657701e-14,3.217286463283453e-13,8.595818576363148e-06,0.012800530253564774,0.03212089806397652
credit_card_default,ft_transformer,9101,lr0.003__wd0.0001__b256,1.3903808659954109e-15,3.5315717364370336e-15,1.366493181630124e-14,4.1960578792121366e-07,0.0012914401832584033,0.03748986660823087
