dataset,model,seed,config_id,shadow_epoch_0,shadow_epoch_1,shadow_epoch_2,shadow_epoch_5,shadow_epoch_10,shadow_epoch_20
bank_marketing_subscription,ft_transformer,9101,lr0.0003__wd0.0001__b128,1.5183167223487004e-15,7.953165036267418e-16,8.713461809722878e-16,1.1442601965776233e-15,4.003396193111991e-15,1.9220997039090214e-05
bank_marketing_subscription,ft_transformer,9202,lr0.0003__wd0.0001__b128,1.8843433757798067e-15,8.31989642111064e-16,7.774542728350431e-16,9.263152311173029e-16,3.2906552374471765e-15,9.167297393035432e-08
bank_marketing_subscription,ft_transformer,9303,lr0.0003__wd0.0001__b128,1.5459638777470808e-15,7.962380754733545e-16,7.180670988371496e-16,1.2159598414968054e-15,3.1929482929154984e-15,3.052261113183813e-06
bank_marketing_subscription,ft_transformer,9101,lr0.0003__wd0.0001__b256,1.5183167223487004e-15,9.80118763926896e-16,9.150666335777657e-16,2.135639159007302e-10,3.897081722651792e-07,1.5902190045893862e-05
bank_marketing_subscription,ft_transformer,9202,lr0.0003__wd0.0001__b256,1.8843433757798067e-15,9.355580546377418e-16,8.429671891074797e-16,8.259181099451451e-16,1.4121462246080574e-15,1.5962877050192895e-11
bank_marketing_subscription,ft_transformer,9303,lr0.0003__wd0.0001__b256,1.5459638777470808e-15,8.873110579621368e-16,8.136937304503711e-16,8.709396051576057e-16,2.4345642860414476e-08,5.917137666976591e-06
bank_marketing_subscription,ft_transformer,9101,lr0.0003__wd0__b128,1.5183167223487004e-15,1.8489490537579312e-11,1.4276568693785772e-09,1.300860071197297e-06,3.696910459849077e-05,0.0001912486041625123
bank_marketing_subscription,ft_transformer,9202,lr0.0003__wd0__b128,1.8843433757798067e-15,6.599267573376144e-16,6.897965271895901e-16,2.3753270400952986e-14,1.3197009539160507e-06,7.37185389488134e-05
bank_marketing_subscription,ft_transformer,9303,lr0.0003__wd0__b128,1.5459638777470808e-15,1.568081602065785e-15,1.1360270363303115e-15,7.537563238499412e-15,1.4751102680652089e-08,2.22627998244844e-05
bank_marketing_subscription,ft_transformer,9101,lr0.0003__wd0__b256,1.5183167223487004e-15,9.879250195687916e-16,8.237768106544863e-16,1.573180062781898e-14,3.893689720618399e-07,1.228049289343013e-05
bank_marketing_subscription,ft_transformer,9202,lr0.0003__wd0__b256,1.8843433757798067e-15,1.057530799042361e-15,8.945210024091654e-16,6.943772813683413e-16,1.5626876962576697e-15,3.332991827254266e-09
bank_marketing_subscription,ft_transformer,9303,lr0.0003__wd0__b256,1.5459638777470808e-15,8.664943762504151e-16,9.561578959149664e-16,8.058874748084754e-16,9.81907697511497e-16,1.4509298637446592e-08
bank_marketing_subscription,ft_transformer,9101,lr0.001__wd0.0001__b128,1.5183167223487004e-15,9.600068136272899e-16,1.049074022096974e-15,1.965956694313653e-15,1.0429062449653905e-12,0.016301154604155006
bank_marketing_subscription,ft_transformer,9202,lr0.001__wd0.0001__b128,1.8843433757798067e-15,6.319543412874884e-16,6.937809701734743e-16,2.158271913239255e-12,0.00020607485599458955,0.013101034931047709
bank_marketing_subscription,ft_transformer,9303,lr0.001__wd0.0001__b128,1.5459638777470808e-15,6.821800069278794e-16,8.110103300734695e-16,1.0363888566788937e-15,1.9873728293438473e-08,0.0020211016412226457
bank_marketing_subscription,ft_transformer,9101,lr0.001__wd0.0001__b256,1.5183167223487004e-15,2.236790397000532e-15,1.268868907514098e-14,9.767637490796848e-10,6.805606817503563e-05,0.005520676860531009
bank_marketing_subscription,ft_transformer,9202,lr0.001__wd0.0001__b256,1.8843433757798067e-15,7.333814545235073e-16,6.905554687103299e-16,1.212951180468158e-15,8.441826864012247e-11,0.0005320211845946795
bank_marketing_subscription,ft_transformer,9303,lr0.001__wd0.0001__b256,1.5459638777470808e-15,7.234881096995771e-16,8.093569217604291e-16,1.1774164542649457e-15,2.1344010543364322e-15,8.06221758563395e-12
bank_marketing_subscription,ft_transformer,9101,lr0.001__wd0__b128,1.5183167223487004e-15,9.187529209642165e-16,1.016541180658831e-15,5.411574915395109e-14,1.1674232473058528e-11,0.013227370110660944
bank_marketing_subscription,ft_transformer,9202,lr0.001__wd0__b128,1.8843433757798067e-15,6.022743068156977e-16,9.212736910152453e-16,5.124386700562644e-15,1.2463320067150625e-05,0.016244510192621395
bank_marketing_subscription,ft_transformer,9303,lr0.001__wd0__b128,1.5459638777470808e-15,8.127179484951341e-16,6.01066776646092e-14,5.380497686327648e-06,0.00025367304134742374,0.009915504649267881
bank_marketing_subscription,ft_transformer,9101,lr0.001__wd0__b256,1.5183167223487004e-15,2.3400877589840885e-15,1.0348547106048267e-14,3.102172926924948e-09,2.201785374938449e-05,0.008543786629835633
bank_marketing_subscription,ft_transformer,9202,lr0.001__wd0__b256,1.8843433757798067e-15,7.459581997243392e-16,6.074784772436281e-16,1.0268749826153334e-15,2.7257629571760867e-09,0.0007674991083143885
bank_marketing_subscription,ft_transformer,9303,lr0.001__wd0__b256,1.5459638777470808e-15,8.67253317771155e-16,8.174071228911339e-16,4.256127785276509e-14,2.212345695542069e-08,0.00040183154621390116
bank_marketing_subscription,ft_transformer,9101,lr0.003__wd0.0001__b128,1.5183167223487004e-15,2.941688144786933e-08,1.767461991227709e-06,0.00030961784696398483,0.019883550073718795,0.03183142736393265
bank_marketing_subscription,ft_transformer,9202,lr0.003__wd0.0001__b128,1.8843433757798067e-15,8.919460222495124e-16,1.3014356302701313e-15,1.052419425410611e-10,0.004820707359785257,0.02636489880050058
bank_marketing_subscription,ft_transformer,9303,lr0.003__wd0.0001__b128,1.5459638777470808e-15,8.0992612790098395e-16,1.7056126476455713e-15,7.513904253029884e-13,0.0007622722999005604,0.025298065115605183
bank_marketing_subscription,ft_transformer,9101,lr0.003__wd0.0001__b256,1.5183167223487004e-15,1.2568884735081332e-15,1.9912999200955017e-15,1.5824557376281634e-12,0.00040011766875368727,0.026917307290803237
bank_marketing_subscription,ft_transformer,9202,lr0.003__wd0.0001__b256,1.8843433757798067e-15,6.763795253050819e-16,7.963736007449151e-16,2.7961031927314917e-15,1.0130217918643525e-06,0.01790720046187663
bank_marketing_subscription,ft_transformer,9303,lr0.003__wd0.0001__b256,1.5459638777470808e-15,8.695843524419988e-16,9.354767394748054e-16,1.3266162257261072e-15,6.010483778504214e-10,0.010602130212279605
bank_marketing_subscription,ft_transformer,9101,lr0.003__wd0__b128,1.5183167223487004e-15,5.881752458409932e-08,3.3079103381142852e-06,0.0004763644995058352,0.019559074436551454,0.029794507585516758
bank_marketing_subscription,ft_transformer,9202,lr0.003__wd0__b128,1.8843433757798067e-15,8.838687160644954e-16,1.1301723445988898e-15,1.429680165758191e-12,0.001765426067222914,0.03289200441571673
bank_marketing_subscription,ft_transformer,9303,lr0.003__wd0__b128,1.5459638777470808e-15,7.370406368556459e-16,1.8569401658702356e-15,1.589847178135506e-09,0.00024449800247089225,0.02306714040004352
bank_marketing_subscription,ft_transformer,9101,lr0.003__wd0__b256,1.5183167223487004e-15,1.112283008752879e-15,1.9483113039564515e-15,1.1335173793515507e-13,2.7338610433989314e-05,0.02189536671717432
bank_marketing_subscription,ft_transformer,9202,lr0.003__wd0__b256,1.8843433757798067e-15,1.1463811670775481e-14,2.6528584017027068e-14,8.280770519969709e-10,0.00017163569750235425,0.022378391477237414
bank_marketing_subscription,ft_transformer,9303,lr0.003__wd0__b256,1.5459638777470808e-15,6.6418225086462e-16,9.612807511799604e-16,3.856934339553072e-08,0.00031050306608026626,0.025786815067778607
bank_marketing_subscription,mlp,9101,lr0.0003__wd0.0001__b128,7.37257477290143e-17,1.5959455978986625e-16,3.1138286393783687e-16,3.782171516079902e-16,3.9840957003758545e-16,4.410017747573207e-16
bank_marketing_subscription,mlp,9202,lr0.0003__wd0.0001__b128,9.75781955236954e-17,1.6566609195578508e-16,2.5110122314764283e-16,4.781399343296855e-16,3.4676004201286e-16,3.712962571542121e-16
bank_marketing_subscription,mlp,9303,lr0.0003__wd0.0001__b128,6.418476861114186e-17,1.4181364416110398e-16,2.8769982273260664e-16,4.326644294574966e-16,4.2341482967347965e-16,4.4133804683738065e-16
bank_marketing_subscription,mlp,9101,lr0.0003__wd0.0001__b256,7.37257477290143e-17,9.454242944073599e-17,1.5308934675495323e-16,3.9562537273996057e-16,5.027784286994186e-16,5.14745733694701e-16
bank_marketing_subscription,mlp,9202,lr0.0003__wd0.0001__b256,9.75781955236954e-17,1.231653667943533e-16,1.8041124150158794e-16,4.058168731613243e-16,4.478314014110321e-16,4.668777842629923e-16
bank_marketing_subscription,mlp,9303,lr0.0003__wd0.0001__b256,6.418476861114186e-17,1.1015494072452725e-16,1.7011132086297565e-16,3.6245048032779864e-16,4.43181190530606e-16,4.646721104683421e-16
bank_marketing_subscription,mlp,9101,lr0.0003__wd0__b128,7.37257477290143e-17,1.5525775109992423e-16,2.5196858488563123e-16,4.929392939841126e-16,4.60386547271709e-16,3.4405017185635666e-16
bank_marketing_subscription,mlp,9202,lr0.0003__wd0__b128,9.75781955236954e-17,1.7477339020466331e-16,2.4947491988891457e-16,5.730025422244836e-16,3.902674658321035e-16,3.9898999936469146e-16
bank_marketing_subscription,mlp,9303,lr0.0003__wd0__b128,6.418476861114186e-17,1.691355389077387e-16,3.059754056025654e-16,3.183185814681919e-16,4.1248471652211016e-16,3.194118892448604e-16
bank_marketing_subscription,mlp,9101,lr0.0003__wd0__b256,7.37257477290143e-17,1.1362438767648086e-16,1.6349768761081407e-16,3.555098923579969e-16,3.0477600694925333e-16,4.689182866329279e-16
bank_marketing_subscription,mlp,9202,lr0.0003__wd0__b256,9.75781955236954e-17,1.0668549377257364e-16,1.5265566588595902e-16,4.185020385794047e-16,3.7452408795796144e-16,3.16011475478108e-16
bank_marketing_subscription,mlp,9303,lr0.0003__wd0__b256,6.418476861114186e-17,1.2836953722228372e-16,1.8062808193608504e-16,3.2526742800922936e-16,5.321878361445615e-16,3.993523177078795e-16
bank_marketing_subscription,mlp,9101,lr0.001__wd0.0001__b128,7.37257477290143e-17,4.329219274734619e-16,4.096014163696565e-16,4.4207729484209684e-16,4.792474563780001e-16,7.002875596369266e-16
bank_marketing_subscription,mlp,9202,lr0.001__wd0.0001__b128,9.75781955236954e-17,4.0826310431299473e-16,3.640378200709532e-16,4.276491473768039e-16,3.925697013827407e-16,5.953728180190901e-16
bank_marketing_subscription,mlp,9303,lr0.001__wd0.0001__b128,6.418476861114186e-17,4.51841255383334e-16,3.787257948928164e-16,4.0231735653974317e-16,3.8982257501144797e-16,5.030404795174754e-16
bank_marketing_subscription,mlp,9101,lr0.001__wd0.0001__b256,7.37257477290143e-17,2.0339632755828063e-16,4.0852737859253807e-16,5.021973640976021e-16,4.992685359242336e-16,4.670171211828156e-16
bank_marketing_subscription,mlp,9202,lr0.001__wd0.0001__b256,9.75781955236954e-17,2.5457067009959644e-16,4.1988609041521824e-16,4.048292327448258e-16,3.8427682531264745e-16,4.2895483708446783e-16
