dataset,model,rho_epoch_0,rho_epoch_1,rho_epoch_2,rho_epoch_5,rho_epoch_10,rho_epoch_20
bank_marketing_subscription,ft_transformer,0.0,0.30069930069930073,0.3636363636363637,0.41958041958041964,0.6993006993006995,0.7202797202797203
bank_marketing_subscription,mlp,0.0,0.9090909090909092,0.6433566433566434,0.5034965034965035,0.5734265734265735,0.8531468531468532
bank_marketing_subscription,resnet,0.0,0.6013986013986015,0.4895104895104896,0.5804195804195805,0.6643356643356644,0.6503496503496504
credit_card_default,ft_transformer,0.0,0.6923076923076924,0.44055944055944063,0.7552447552447553,0.7902097902097903,0.8461538461538463
credit_card_default,mlp,0.0,0.8741258741258742,0.8601398601398602,0.8531468531468532,0.8671328671328673,0.8111888111888113
credit_card_default,resnet,0.0,0.8811188811188813,0.8741258741258742,0.8671328671328673,0.8601398601398602,0.9790209790209792
fremtpl_claim_count,ft_transformer,0.0,0.04195804195804196,0.3216783216783217,0.5034965034965035,0.7832167832167832,0.7552447552447553
fremtpl_claim_count,mlp,0.0,0.9720279720279721,0.9720279720279721,0.9580419580419581,0.9720279720279721,0.9790209790209792
fremtpl_claim_count,resnet,0.0,0.6433566433566434,0.6503496503496504,0.6363636363636365,0.5874125874125874,0.6013986013986015
