dataset,task,model,seed,precision,checkpoint,validation_loss,test_loss
bank_marketing_subscription,classification,ft_transformer,8101,fp32,0,0.8393413990133411,0.8389098820809049
bank_marketing_subscription,classification,ft_transformer,8101,fp32,1,0.2919760720408908,0.29860897126082264
bank_marketing_subscription,classification,ft_transformer,8101,fp32,2,0.2896872156573757,0.2964867736953016
bank_marketing_subscription,classification,ft_transformer,8101,fp32,5,0.2838418444039158,0.29356766517849914
bank_marketing_subscription,classification,ft_transformer,8101,fp32,10,0.2979992244430711,0.30391474932280366
bank_marketing_subscription,classification,ft_transformer,8101,fp32,20,0.33247368355834306,0.33308789068300204
bank_marketing_subscription,classification,ft_transformer,8101,fp32,50,0.4305696558752577,0.4487981278182882
bank_marketing_subscription,classification,ft_transformer,8101,fp32,100,0.6019769894890088,0.5986063810823447
bank_marketing_subscription,classification,ft_transformer,8101,fp32,200,0.7569005430201045,0.7791073886426326
bank_marketing_subscription,classification,ft_transformer,8101,iea64,0,0.8393413963440302,0.8389098793087092
bank_marketing_subscription,classification,ft_transformer,8101,iea64,1,0.2916689809946098,0.2983387492177899
bank_marketing_subscription,classification,ft_transformer,8101,iea64,2,0.2894723932620959,0.29613734747041054
bank_marketing_subscription,classification,ft_transformer,8101,iea64,5,0.2834150782399451,0.2931053417245719
bank_marketing_subscription,classification,ft_transformer,8101,iea64,10,0.296556876218604,0.3050617775268924
bank_marketing_subscription,classification,ft_transformer,8101,iea64,20,0.3276113446446774,0.3318722750034088
bank_marketing_subscription,classification,ft_transformer,8101,iea64,50,0.4668010388452756,0.4696027387757433
bank_marketing_subscription,classification,ft_transformer,8101,iea64,100,0.6077759817991472,0.5975644494612804
bank_marketing_subscription,classification,ft_transformer,8101,iea64,200,0.7241435202695955,0.7166145885636396
bank_marketing_subscription,classification,ft_transformer,8202,fp32,0,0.5045022916841284,0.5055481759454489
bank_marketing_subscription,classification,ft_transformer,8202,fp32,1,0.30184671260407653,0.3092436644397093
bank_marketing_subscription,classification,ft_transformer,8202,fp32,2,0.2856868042067882,0.2934577499526733
bank_marketing_subscription,classification,ft_transformer,8202,fp32,5,0.2849944578745188,0.29289738500255474
bank_marketing_subscription,classification,ft_transformer,8202,fp32,10,0.294998337312065,0.3037453117136589
bank_marketing_subscription,classification,ft_transformer,8202,fp32,20,0.32129612682009245,0.33274217684608737
bank_marketing_subscription,classification,ft_transformer,8202,fp32,50,0.4459598078096901,0.4572191162658894
bank_marketing_subscription,classification,ft_transformer,8202,fp32,100,0.5721452093852959,0.6007090789873246
bank_marketing_subscription,classification,ft_transformer,8202,fp32,200,0.6899327001303591,0.720281764381425
bank_marketing_subscription,classification,ft_transformer,8202,iea64,0,0.5045022919865617,0.5055481760985053
bank_marketing_subscription,classification,ft_transformer,8202,iea64,1,0.3018467169922044,0.3092436683118186
bank_marketing_subscription,classification,ft_transformer,8202,iea64,2,0.28568680646214656,0.2934577498336798
bank_marketing_subscription,classification,ft_transformer,8202,iea64,5,0.28585896914607833,0.29402858918898306
bank_marketing_subscription,classification,ft_transformer,8202,iea64,10,0.29085397333806784,0.30092792981326266
bank_marketing_subscription,classification,ft_transformer,8202,iea64,20,0.3210437448419505,0.3271210380802515
bank_marketing_subscription,classification,ft_transformer,8202,iea64,50,0.4548345188133323,0.47372989704588103
bank_marketing_subscription,classification,ft_transformer,8202,iea64,100,0.5773064128013958,0.5986709403724906
bank_marketing_subscription,classification,ft_transformer,8202,iea64,200,0.7198769161650724,0.7181519829651027
bank_marketing_subscription,classification,ft_transformer,8303,fp32,0,0.4680606176095367,0.46982085541193364
bank_marketing_subscription,classification,ft_transformer,8303,fp32,1,0.29152442402463646,0.29833252010481526
bank_marketing_subscription,classification,ft_transformer,8303,fp32,2,0.2867953111660363,0.2957323680215326
bank_marketing_subscription,classification,ft_transformer,8303,fp32,5,0.2838353308599611,0.29275580291861936
bank_marketing_subscription,classification,ft_transformer,8303,fp32,10,0.29315367783308643,0.29838804896806315
bank_marketing_subscription,classification,ft_transformer,8303,fp32,20,0.34853874947450564,0.3612153563432965
bank_marketing_subscription,classification,ft_transformer,8303,fp32,50,0.4571732975397012,0.46506253787261426
bank_marketing_subscription,classification,ft_transformer,8303,fp32,100,0.6031945953762335,0.6021623812114668
bank_marketing_subscription,classification,ft_transformer,8303,fp32,200,0.7314218350712244,0.7221783361906153
bank_marketing_subscription,classification,ft_transformer,8303,iea64,0,0.46806061601736354,0.46982085374721205
bank_marketing_subscription,classification,ft_transformer,8303,iea64,1,0.2913032781611284,0.2981815740719691
bank_marketing_subscription,classification,ft_transformer,8303,iea64,2,0.28658251612661295,0.2956109886866295
bank_marketing_subscription,classification,ft_transformer,8303,iea64,5,0.2842217684824345,0.2933574579658805
bank_marketing_subscription,classification,ft_transformer,8303,iea64,10,0.29579833698454966,0.2991418753389744
bank_marketing_subscription,classification,ft_transformer,8303,iea64,20,0.34524100034628524,0.3504612227888674
bank_marketing_subscription,classification,ft_transformer,8303,iea64,50,0.49937682259259003,0.49165080246357257
bank_marketing_subscription,classification,ft_transformer,8303,iea64,100,0.6211176515711991,0.6279347216978736
bank_marketing_subscription,classification,ft_transformer,8303,iea64,200,0.7603460451715321,0.7834301550489075
bank_marketing_subscription,classification,ft_transformer,8404,fp32,0,1.2765655686060855,1.2726879321019409
bank_marketing_subscription,classification,ft_transformer,8404,fp32,1,0.3112349822679149,0.3138234555373497
bank_marketing_subscription,classification,ft_transformer,8404,fp32,2,0.2888228234626013,0.29687793414193736
bank_marketing_subscription,classification,ft_transformer,8404,fp32,5,0.2864679814562754,0.2932468990651361
bank_marketing_subscription,classification,ft_transformer,8404,fp32,10,0.2920867950393533,0.29820986785896314
bank_marketing_subscription,classification,ft_transformer,8404,fp32,20,0.33834567677338756,0.3392889101560575
bank_marketing_subscription,classification,ft_transformer,8404,fp32,50,0.44923872409902027,0.4563569521901367
bank_marketing_subscription,classification,ft_transformer,8404,fp32,100,0.63507097124282,0.6481668618689956
bank_marketing_subscription,classification,ft_transformer,8404,fp32,200,0.7235711175777348,0.7138543989046781
bank_marketing_subscription,classification,ft_transformer,8404,iea64,0,1.276565567838233,1.2726879332157552
bank_marketing_subscription,classification,ft_transformer,8404,iea64,1,0.31118599074856196,0.31376701875471685
bank_marketing_subscription,classification,ft_transformer,8404,iea64,2,0.28891967340169,0.2968973874235848
bank_marketing_subscription,classification,ft_transformer,8404,iea64,5,0.2866413668669951,0.29351980458098115
bank_marketing_subscription,classification,ft_transformer,8404,iea64,10,0.29832161323917283,0.3051664319971278
bank_marketing_subscription,classification,ft_transformer,8404,iea64,20,0.3384918735679191,0.3410367894838834
bank_marketing_subscription,classification,ft_transformer,8404,iea64,50,0.45604377163285675,0.45754729205449274
bank_marketing_subscription,classification,ft_transformer,8404,iea64,100,0.6113468003112622,0.5995996200381318
bank_marketing_subscription,classification,ft_transformer,8404,iea64,200,0.7482567064877057,0.7375916499482773
bank_marketing_subscription,classification,mlp,8101,fp32,0,0.7367206950371982,0.7362807323781694
bank_marketing_subscription,classification,mlp,8101,fp32,1,0.2993704240714603,0.30758288014291946
bank_marketing_subscription,classification,mlp,8101,fp32,2,0.29412027600483753,0.30203702453829817
bank_marketing_subscription,classification,mlp,8101,fp32,5,0.2888187951469321,0.2963123245615122
bank_marketing_subscription,classification,mlp,8101,fp32,10,0.28599344707060137,0.29334606055309975
bank_marketing_subscription,classification,mlp,8101,fp32,20,0.2829209641613856,0.2909354174990489
bank_marketing_subscription,classification,mlp,8101,fp32,50,0.2872333095793828,0.2959370280458861
bank_marketing_subscription,classification,mlp,8101,fp32,100,0.33507382614310705,0.33732111501485634
bank_marketing_subscription,classification,mlp,8101,fp32,200,0.4894072227118397,0.48454696267644426
bank_marketing_subscription,classification,mlp,8101,iea64,0,0.7367206956734983,0.736280732878826
bank_marketing_subscription,classification,mlp,8101,iea64,1,0.29937042398108904,0.30758288021842917
bank_marketing_subscription,classification,mlp,8101,iea64,2,0.2941202761481098,0.3020370237518302
bank_marketing_subscription,classification,mlp,8101,iea64,5,0.28881879544747724,0.29631232404235025
bank_marketing_subscription,classification,mlp,8101,iea64,10,0.28599344751355577,0.2933460609245811
bank_marketing_subscription,classification,mlp,8101,iea64,20,0.28292096364530533,0.29093541787745786
bank_marketing_subscription,classification,mlp,8101,iea64,50,0.2872333035473205,0.29593702170571373
bank_marketing_subscription,classification,mlp,8101,iea64,100,0.3350738775369006,0.3373211015692409
bank_marketing_subscription,classification,mlp,8101,iea64,200,0.4894078371234573,0.48454731069291973
bank_marketing_subscription,classification,mlp,8202,fp32,0,0.7108944240298747,0.7105769185023437
bank_marketing_subscription,classification,mlp,8202,fp32,1,0.2970537061145751,0.3052817802906485
bank_marketing_subscription,classification,mlp,8202,fp32,2,0.2941449924161173,0.3009087989038678
bank_marketing_subscription,classification,mlp,8202,fp32,5,0.2919835698882267,0.30003373333644345
bank_marketing_subscription,classification,mlp,8202,fp32,10,0.2847924972656323,0.29358913434699174
bank_marketing_subscription,classification,mlp,8202,fp32,20,0.28326206585847324,0.29337184736146804
bank_marketing_subscription,classification,mlp,8202,fp32,50,0.28522707920573664,0.2967910175328028
bank_marketing_subscription,classification,mlp,8202,fp32,100,0.33022937759425003,0.3382741568558416
bank_marketing_subscription,classification,mlp,8202,fp32,200,0.4868771447983409,0.5032151869095058
bank_marketing_subscription,classification,mlp,8202,iea64,0,0.7108944240810787,0.7105769186866411
bank_marketing_subscription,classification,mlp,8202,iea64,1,0.29705370580937124,0.3052817813711169
bank_marketing_subscription,classification,mlp,8202,iea64,2,0.2941449920984076,0.3009087982911154
bank_marketing_subscription,classification,mlp,8202,iea64,5,0.29198356912918505,0.3000337334392021
bank_marketing_subscription,classification,mlp,8202,iea64,10,0.28479249799366885,0.2935891345109261
bank_marketing_subscription,classification,mlp,8202,iea64,20,0.28326206697016354,0.29337184692067597
bank_marketing_subscription,classification,mlp,8202,iea64,50,0.28522707574002576,0.29679101625378146
bank_marketing_subscription,classification,mlp,8202,iea64,100,0.3302294036566091,0.33827417720596775
bank_marketing_subscription,classification,mlp,8202,iea64,200,0.48687711065845973,0.5032152290090443
bank_marketing_subscription,classification,mlp,8303,fp32,0,0.7564476349013664,0.7570512796986636
bank_marketing_subscription,classification,mlp,8303,fp32,1,0.2977101152013096,0.305085228691266
bank_marketing_subscription,classification,mlp,8303,fp32,2,0.2948534906711107,0.3025445094254222
bank_marketing_subscription,classification,mlp,8303,fp32,5,0.28798285623019215,0.29623247824256477
bank_marketing_subscription,classification,mlp,8303,fp32,10,0.284422379704177,0.29294997401450645
bank_marketing_subscription,classification,mlp,8303,fp32,20,0.28258892680817466,0.2928155559615404
bank_marketing_subscription,classification,mlp,8303,fp32,50,0.2855818661189646,0.29441038317552004
bank_marketing_subscription,classification,mlp,8303,fp32,100,0.32909133240529387,0.33772392507371074
