dataset,task,model,seed,precision,action,feature_view,category_view,checkpoint,validation_prediction_mse,validation_max_gap,test_prediction_mse,test_max_gap,initial_validation_mse,amplification,validation_loss,reference_validation_loss,test_loss,reference_test_loss
bank_marketing_subscription,classification,ft_transformer,6101,iea64,3,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6116508362503066,0.6116508362503066,0.6110140133497344,0.6110140133497344
bank_marketing_subscription,classification,ft_transformer,6101,iea64,3,3,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.3591432635103683,0.3591432635103683,0.3606771479557992,0.3606771479557992
bank_marketing_subscription,classification,ft_transformer,6101,iea64,3,3,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.34636707876891937,0.34636707876891937,0.35057579786989396,0.35057579786989396
bank_marketing_subscription,classification,ft_transformer,6101,iea64,3,3,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.30022210944305205,0.30022210944305205,0.3223801689892264,0.3223801689892264
bank_marketing_subscription,classification,ft_transformer,6101,iea64,3,3,3,10,0.0,0.0,0.0,0.0,0.0,0.0,0.33327903389655206,0.33327903389655206,0.3382543777300404,0.3382543777300404
bank_marketing_subscription,classification,ft_transformer,6101,iea64,3,3,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.4144948679901286,0.4144948679901286,0.417378916328941,0.417378916328941
bank_marketing_subscription,classification,ft_transformer,6202,fp32,1,1,1,0,2.3626933742804113e-15,2.384185791015625e-07,2.3973878437999474e-15,1.7881393432617188e-07,2.3626933742804113e-15,1.0,0.8316854648321801,0.8316854669108806,0.8311506992891037,0.8311507008092727
bank_marketing_subscription,classification,ft_transformer,6202,fp32,1,1,1,1,7.731174641451011e-16,1.1920928955078125e-07,6.011087894802758e-16,1.1920928955078125e-07,2.3626933742804113e-15,0.3272187041116006,0.36418979607781055,0.36418979649014416,0.3667728689367377,0.36677287290768334
bank_marketing_subscription,classification,ft_transformer,6202,fp32,1,1,1,2,6.606856988583543e-14,2.205371856689453e-06,3.737678569426528e-14,1.0728836059570312e-06,2.3626933742804113e-15,27.963243392070485,0.34681747639133476,0.34681746344254394,0.351096741267075,0.3510967214371093
bank_marketing_subscription,classification,ft_transformer,6202,fp32,1,1,1,5,2.0084513836551832e-08,0.0006202459335327148,2.1489241709975355e-08,0.0007618069648742676,2.3626933742804113e-15,8500685.723837877,0.305512793426622,0.3054572620841989,0.31730649742378364,0.3172993373022234
bank_marketing_subscription,classification,ft_transformer,6202,fp32,1,1,1,10,1.3983455029047907e-05,0.04838746786117554,1.5100813684927936e-05,0.026704728603363037,2.3626933742804113e-15,5918438330.283442,0.3040497162533289,0.30357612252025973,0.3322347656232618,0.3325505861695421
bank_marketing_subscription,classification,ft_transformer,6202,fp32,1,1,1,20,0.004785047761659617,0.6968040466308594,0.004284255608646655,0.7472133040428162,2.3626933742804113e-15,2025251272022.1113,0.3669472535463092,0.3617028994429137,0.42247057990777925,0.4183900602829243
bank_marketing_subscription,classification,ft_transformer,6202,fp32,2,2,2,0,2.1779453240888813e-15,1.7881393432617188e-07,2.3132537552150723e-15,1.7881393432617188e-07,2.1779453240888813e-15,1.0,0.8316854638666074,0.8316854669108806,0.8311506939698172,0.8311507008092727
bank_marketing_subscription,classification,ft_transformer,6202,fp32,2,2,2,1,7.816148986719562e-16,1.1920928955078125e-07,6.788460852474865e-16,1.1920928955078125e-07,2.1779453240888813e-15,0.3588771903624054,0.364189795597983,0.36418979649014416,0.36677287417903365,0.36677287290768334
bank_marketing_subscription,classification,ft_transformer,6202,fp32,2,2,2,2,9.456953449504812e-16,1.1920928955078125e-07,9.385938207207012e-16,1.1920928955078125e-07,2.1779453240888813e-15,0.4342144563918757,0.3468174648096429,0.34681746344254394,0.3510967241782167,0.3510967214371093
bank_marketing_subscription,classification,ft_transformer,6202,fp32,2,2,2,5,1.9624872473616994e-15,2.980232238769531e-07,2.127855183720051e-15,3.2782554626464844e-07,2.1779453240888813e-15,0.9010727797690163,0.3054572605516979,0.3054572620841989,0.31729932833816477,0.3172993373022234
bank_marketing_subscription,classification,ft_transformer,6202,fp32,2,2,2,10,3.3884868652286904e-14,1.5497207641601562e-06,7.488347236132148e-14,3.635883331298828e-06,2.1779453240888813e-15,15.558181501393866,0.3035761082702425,0.30357612252025973,0.3325505552353018,0.3325505861695421
bank_marketing_subscription,classification,ft_transformer,6202,fp32,2,2,2,20,1.4806790472951883e-05,0.08351749181747437,1.2824458024119626e-06,0.013194561004638672,2.1779453240888813e-15,6798513401.224218,0.3608419428654621,0.3617028994429137,0.41852822700370496,0.4183900602829243
bank_marketing_subscription,classification,ft_transformer,6202,fp32,3,3,3,0,2.2534057952938724e-15,2.384185791015625e-07,2.39044894989604e-15,1.7881393432617188e-07,2.2534057952938724e-15,1.0,0.8316854620482357,0.8316854669108806,0.8311506959043857,0.8311507008092727
bank_marketing_subscription,classification,ft_transformer,6202,fp32,3,3,3,1,5.948204168798599e-16,1.1920928955078125e-07,6.181849736969225e-16,1.1920928955078125e-07,2.2534057952938724e-15,0.26396506928406466,0.364189797318982,0.36418979649014416,0.3667728702836097,0.36677287290768334
bank_marketing_subscription,classification,ft_transformer,6202,fp32,3,3,3,2,8.91268395891709e-16,1.1920928955078125e-07,8.29035191191041e-16,1.1920928955078125e-07,2.2534057952938724e-15,0.39552059276366436,0.3468174585881144,0.34681746344254394,0.3510967215535806,0.3510967214371093
bank_marketing_subscription,classification,ft_transformer,6202,fp32,3,3,3,5,1.2435392342594054e-15,2.384185791015625e-07,1.1225829293914913e-15,1.7881393432617188e-07,2.2534057952938724e-15,0.5518487779060816,0.30545725927481293,0.3054572620841989,0.31729933435024193,0.3172993373022234
bank_marketing_subscription,classification,ft_transformer,6202,fp32,3,3,3,10,2.5601130373628656e-15,3.5762786865234375e-07,2.989768805791715e-15,3.8743019104003906e-07,2.2534057952938724e-15,1.1361083044649731,0.3035761158062048,0.30357612252025973,0.3325505856749315,0.3325505861695421
bank_marketing_subscription,classification,ft_transformer,6202,fp32,3,3,3,20,4.459346141346786e-06,0.030307888984680176,5.124139077376823e-06,0.027863234281539917,2.2534057952938724e-15,1978936128.8854017,0.3615468816269958,0.3617028994429137,0.41888747690736694,0.4183900602829243
bank_marketing_subscription,classification,ft_transformer,6202,iea64,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.8316854613897088,0.8316854613897088,0.8311506962964991,0.8311506962964991
bank_marketing_subscription,classification,ft_transformer,6202,iea64,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.36418979475048047,0.36418979475048047,0.3667728715609108,0.3667728715609108
bank_marketing_subscription,classification,ft_transformer,6202,iea64,1,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.3468174784513422,0.3468174784513422,0.35109673611315617,0.35109673611315617
bank_marketing_subscription,classification,ft_transformer,6202,iea64,1,1,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.3055127900273732,0.3055127900273732,0.3173064918308235,0.3173064918308235
bank_marketing_subscription,classification,ft_transformer,6202,iea64,1,1,1,10,0.0,0.0,0.0,0.0,0.0,0.0,0.3040497178265893,0.3040497178265893,0.3322347614355014,0.3322347614355014
bank_marketing_subscription,classification,ft_transformer,6202,iea64,1,1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.36673444961152457,0.36673444961152457,0.4225624766718122,0.4225624766718122
bank_marketing_subscription,classification,ft_transformer,6202,iea64,2,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.8316854613897088,0.8316854613897088,0.8311506962964991,0.8311506962964991
bank_marketing_subscription,classification,ft_transformer,6202,iea64,2,2,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.36418979475048047,0.36418979475048047,0.3667728715609108,0.3667728715609108
bank_marketing_subscription,classification,ft_transformer,6202,iea64,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.3468174784513422,0.3468174784513422,0.35109673611315617,0.35109673611315617
bank_marketing_subscription,classification,ft_transformer,6202,iea64,2,2,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.3055127900273732,0.3055127900273732,0.3173064918308235,0.3173064918308235
bank_marketing_subscription,classification,ft_transformer,6202,iea64,2,2,2,10,0.0,0.0,0.0,0.0,0.0,0.0,0.3040497178265893,0.3040497178265893,0.3322347614355014,0.3322347614355014
bank_marketing_subscription,classification,ft_transformer,6202,iea64,2,2,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.36673444961152457,0.36673444961152457,0.4225624766718122,0.4225624766718122
bank_marketing_subscription,classification,ft_transformer,6202,iea64,3,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.8316854613897088,0.8316854613897088,0.8311506962964991,0.8311506962964991
bank_marketing_subscription,classification,ft_transformer,6202,iea64,3,3,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.36418979475048047,0.36418979475048047,0.3667728715609108,0.3667728715609108
bank_marketing_subscription,classification,ft_transformer,6202,iea64,3,3,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.3468174784513422,0.3468174784513422,0.35109673611315617,0.35109673611315617
bank_marketing_subscription,classification,ft_transformer,6202,iea64,3,3,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.3055127900273732,0.3055127900273732,0.3173064918308235,0.3173064918308235
bank_marketing_subscription,classification,ft_transformer,6202,iea64,3,3,3,10,0.0,0.0,0.0,0.0,0.0,0.0,0.3040497178265893,0.3040497178265893,0.3322347614355014,0.3322347614355014
bank_marketing_subscription,classification,ft_transformer,6202,iea64,3,3,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.36673444961152457,0.36673444961152457,0.4225624766718122,0.4225624766718122
bank_marketing_subscription,classification,ft_transformer,6303,fp32,1,1,1,0,2.1285057050235423e-15,1.7881393432617188e-07,2.261212050935768e-15,1.7881393432617188e-07,2.1285057050235423e-15,1.0,0.6937608283423452,0.6937608227163758,0.6953101074866301,0.6953101046030126
bank_marketing_subscription,classification,ft_transformer,6303,fp32,1,1,1,1,6.220067863549339e-16,1.1920928955078125e-07,7.284212295843862e-16,1.1920928955078125e-07,2.1285057050235423e-15,0.2922269763651182,0.36056561569645207,0.36056561315440283,0.36293151074772245,0.36293150679787833
bank_marketing_subscription,classification,ft_transformer,6303,fp32,1,1,1,2,7.362816953349061e-16,1.1920928955078125e-07,7.548757625930325e-16,1.1920928955078125e-07,2.1285057050235423e-15,0.34591483292583536,0.35705113000555205,0.35705112895530255,0.3592828658731644,0.35928286873440407
bank_marketing_subscription,classification,ft_transformer,6303,fp32,1,1,1,5,2.06697723173499e-15,1.7881393432617188e-07,2.159405466939379e-15,1.7881393432617188e-07,2.1285057050235423e-15,0.9710931132844336,0.328768548878712,0.3287685560071011,0.3413289063126143,0.34132892028067857
bank_marketing_subscription,classification,ft_transformer,6303,fp32,1,1,1,10,9.068509560904853e-14,2.086162567138672e-06,7.557477321902539e-14,1.7285346984863281e-06,2.1285057050235423e-15,42.60505170130399,0.3157542814160259,0.31575430980275615,0.3262352708318575,0.32623522242462966
bank_marketing_subscription,classification,ft_transformer,6303,fp32,1,1,1,20,9.084939883430704e-05,0.14703276753425598,5.298443004804835e-05,0.13026055693626404,2.1285057050235423e-15,42682243519.4282,0.36748710330930745,0.3666318029595122,0.3987065026710611,0.39828959940253217
bank_marketing_subscription,classification,ft_transformer,6303,fp32,2,2,2,0,1.9203388879063255e-15,1.7881393432617188e-07,2.136311960665438e-15,1.7881393432617188e-07,1.9203388879063255e-15,1.0,0.6937608232560529,0.6937608227163758,0.6953101086132771,0.6953101046030126
bank_marketing_subscription,classification,ft_transformer,6303,fp32,2,2,2,1,7.364985357694032e-16,1.1920928955078125e-07,7.628446485608009e-16,1.1920928955078125e-07,1.9203388879063255e-15,0.3835252935862692,0.36056561481767047,0.36056561315440283,0.3629315065657177,0.36293150679787833
bank_marketing_subscription,classification,ft_transformer,6303,fp32,2,2,2,2,7.124834576488492e-16,1.1920928955078125e-07,7.592125712829745e-16,1.1920928955078125e-07,1.9203388879063255e-15,0.37101964769647694,0.3570511276605872,0.35705112895530255,0.35928286687170136,0.35928286873440407
bank_marketing_subscription,classification,ft_transformer,6303,fp32,2,2,2,5,2.022308102228587e-15,1.7881393432617188e-07,2.2667956921240684e-15,1.9371509552001953e-07,1.9203388879063255e-15,1.0530995934959348,0.3287685524951051,0.3287685560071011,0.34132890355530876,0.34132892028067857
bank_marketing_subscription,classification,ft_transformer,6303,fp32,2,2,2,10,1.7792467938435377e-12,1.0907649993896484e-05,1.9532695366740807e-12,1.1742115020751953e-05,1.9203388879063255e-15,926.5275025406504,0.315754145886643,0.31575430980275615,0.3262348842301939,0.32623522242462966
bank_marketing_subscription,classification,ft_transformer,6303,fp32,2,2,2,20,8.67732535288421e-05,0.13036562502384186,8.483029097072375e-05,0.14491310715675354,1.9203388879063255e-15,45186427289.11655,0.36598070257344373,0.3666318029595122,0.39574539207969617,0.39828959940253217
bank_marketing_subscription,classification,ft_transformer,6303,fp32,3,3,3,0,2.1978946440626146e-15,2.384185791015625e-07,2.1545265571631944e-15,1.7881393432617188e-07,2.1978946440626146e-15,1.0,0.6937608221996323,0.6937608227163758,0.6953101062081142,0.6953101046030126
bank_marketing_subscription,classification,ft_transformer,6303,fp32,3,3,3,1,7.517857864014488e-16,1.1920928955078125e-07,7.757466544133784e-16,1.1920928955078125e-07,2.1978946440626146e-15,0.3420481452249408,0.3605656148477309,0.36056561315440283,0.3629315088053006,0.36293150679787833
bank_marketing_subscription,classification,ft_transformer,6303,fp32,3,3,3,2,7.585620499794832e-16,1.1920928955078125e-07,7.134050294954619e-16,1.1920928955078125e-07,2.1978946440626146e-15,0.3451312154696133,0.3570511252754437,0.35705112895530255,0.3592828708848619,0.35928286873440407
bank_marketing_subscription,classification,ft_transformer,6303,fp32,3,3,3,5,1.953515474384382e-15,1.7881393432617188e-07,2.292491283611975e-15,2.0116567611694336e-07,2.1978946440626146e-15,0.8888121546961326,0.3287685478894279,0.3287685560071011,0.34132890741829486,0.34132892028067857
bank_marketing_subscription,classification,ft_transformer,6303,fp32,3,3,3,10,8.566545639087514e-14,1.9371509552001953e-06,7.219437992301431e-14,1.7285346984863281e-06,2.1978946440626146e-15,38.97614320244672,0.3157542799521538,0.31575430980275615,0.3262352689208982,0.32623522242462966
bank_marketing_subscription,classification,ft_transformer,6303,fp32,3,3,3,20,0.00010474194011612199,0.1411309838294983,3.5030101154692195e-05,0.08207225799560547,2.1978946440626146e-15,47655578213.938286,0.3682470920768743,0.3666318029595122,0.3986260403608507,0.39828959940253217
bank_marketing_subscription,classification,ft_transformer,6303,iea64,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6937608182425732,0.6937608182425732,0.6953101065258386,0.6953101065258386
bank_marketing_subscription,classification,ft_transformer,6303,iea64,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.3605656111301092,0.3605656111301092,0.3629315057300708,0.3629315057300708
bank_marketing_subscription,classification,ft_transformer,6303,iea64,1,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.3570511298623483,0.3570511298623483,0.3592828672075302,0.3592828672075302
bank_marketing_subscription,classification,ft_transformer,6303,iea64,1,1,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.32876855417201956,0.32876855417201956,0.3413289165144193,0.3413289165144193
bank_marketing_subscription,classification,ft_transformer,6303,iea64,1,1,1,10,0.0,0.0,0.0,0.0,0.0,0.0,0.31575432198043857,0.31575432198043857,0.3262352278026665,0.3262352278026665
bank_marketing_subscription,classification,ft_transformer,6303,iea64,1,1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.36663174527325254,0.36663174527325254,0.39828971250607687,0.39828971250607687
bank_marketing_subscription,classification,ft_transformer,6303,iea64,2,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6937608182425732,0.6937608182425732,0.6953101065258386,0.6953101065258386
bank_marketing_subscription,classification,ft_transformer,6303,iea64,2,2,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.3605656111301092,0.3605656111301092,0.3629315057300708,0.3629315057300708
bank_marketing_subscription,classification,ft_transformer,6303,iea64,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.3570511298623483,0.3570511298623483,0.3592828672075302,0.3592828672075302
bank_marketing_subscription,classification,ft_transformer,6303,iea64,2,2,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.32876855417201956,0.32876855417201956,0.3413289165144193,0.3413289165144193
bank_marketing_subscription,classification,ft_transformer,6303,iea64,2,2,2,10,0.0,0.0,0.0,0.0,0.0,0.0,0.31575432198043857,0.31575432198043857,0.3262352278026665,0.3262352278026665
bank_marketing_subscription,classification,ft_transformer,6303,iea64,2,2,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.36663174527325254,0.36663174527325254,0.39828971250607687,0.39828971250607687
bank_marketing_subscription,classification,ft_transformer,6303,iea64,3,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6937608182425732,0.6937608182425732,0.6953101065258386,0.6953101065258386
bank_marketing_subscription,classification,ft_transformer,6303,iea64,3,3,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.3605656111301092,0.3605656111301092,0.3629315057300708,0.3629315057300708
bank_marketing_subscription,classification,ft_transformer,6303,iea64,3,3,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.3570511298623483,0.3570511298623483,0.3592828672075302,0.3592828672075302
bank_marketing_subscription,classification,ft_transformer,6303,iea64,3,3,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.32876855417201956,0.32876855417201956,0.3413289165144193,0.3413289165144193
bank_marketing_subscription,classification,ft_transformer,6303,iea64,3,3,3,10,0.0,0.0,0.0,0.0,0.0,0.0,0.31575432198043857,0.31575432198043857,0.3262352278026665,0.3262352278026665
bank_marketing_subscription,classification,ft_transformer,6303,iea64,3,3,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.36663174527325254,0.36663174527325254,0.39828971250607687,0.39828971250607687
bank_marketing_subscription,classification,ft_transformer,6404,fp32,1,1,1,0,1.5846698953048133e-15,1.4901161193847656e-07,1.5343629145014859e-15,1.1920928955078125e-07,1.5846698953048133e-15,1.0,0.7151393830772164,0.7151393775678819,0.7153413701636859,0.7153413758465992
bank_marketing_subscription,classification,ft_transformer,6404,fp32,1,1,1,1,8.90292613936472e-16,1.1920928955078125e-07,7.942323014542563e-16,1.1920928955078125e-07,1.5846698953048133e-15,0.5618158182813355,0.3583403196983589,0.35834031806964706,0.36013642826378806,0.3601364257455817
bank_marketing_subscription,classification,ft_transformer,6404,fp32,1,1,1,2,9.871660780480518e-16,1.1920928955078125e-07,1.100844675833157e-15,1.1920928955078125e-07,1.5846698953048133e-15,0.6229474548440066,0.35209646870979816,0.3520964681903678,0.35616021159082384,0.35616021119239505
bank_marketing_subscription,classification,ft_transformer,6404,fp32,1,1,1,5,1.7816287724639612e-15,2.384185791015625e-07,1.6556986901297699e-15,1.7881393432617188e-07,1.5846698953048133e-15,1.1242901614668857,0.30418090776074713,0.3041809088116322,0.3278641238530743,0.3278641305618208
bank_marketing_subscription,classification,ft_transformer,6404,fp32,1,1,1,10,3.8331120775277755e-15,6.556510925292969e-07,3.162749874279988e-15,3.8743019104003906e-07,1.5846698953048133e-15,2.4188710146414887,0.33735708276133625,0.33735708700161515,0.3576670861106817,0.3576670851243918
bank_marketing_subscription,classification,ft_transformer,6404,fp32,1,1,1,20,4.6870558489926035e-08,0.002523869276046753,2.6782730473084136e-08,0.0017924010753631592,1.5846698953048133e-15,29577490.320727285,0.4661757990721993,0.46612661555503143,0.5127918231266192,0.512736779827194
bank_marketing_subscription,classification,ft_transformer,6404,fp32,2,2,2,0,1.5074747006238454e-15,1.1920928955078125e-07,1.582067810090848e-15,1.1920928955078125e-07,1.5074747006238454e-15,1.0,0.7151393792535164,0.7151393775678819,0.7153413696711648,0.7153413758465992
bank_marketing_subscription,classification,ft_transformer,6404,fp32,2,2,2,1,7.926602083041523e-16,1.1920928955078125e-07,7.557431243310209e-16,1.1920928955078125e-07,1.5074747006238454e-15,0.5258199079401611,0.3583403189453814,0.35834031806964706,0.36013642578530636,0.3601364257455817
bank_marketing_subscription,classification,ft_transformer,6404,fp32,2,2,2,2,1.0452251043846505e-15,1.1920928955078125e-07,9.334980705100193e-16,1.1920928955078125e-07,1.5074747006238454e-15,0.6933616225546605,0.3520964693730344,0.3520964681903678,0.3561602079128937,0.35616021119239505
