dataset,task,model,seed,precision,checkpoint,validation_loss,test_loss
bank_marketing_subscription,classification,ft_transformer,6101,fp32,0,0.6116508374340426,0.6110140184326843
bank_marketing_subscription,classification,ft_transformer,6101,fp32,1,0.3591479964116314,0.3606814763191941
bank_marketing_subscription,classification,ft_transformer,6101,fp32,2,0.34635831549256263,0.3505815840657531
bank_marketing_subscription,classification,ft_transformer,6101,fp32,5,0.3003539190960146,0.32227369880360635
bank_marketing_subscription,classification,ft_transformer,6101,fp32,10,0.32936246680475056,0.33643826573058067
bank_marketing_subscription,classification,ft_transformer,6101,fp32,20,0.4222669324910172,0.42384400371351655
bank_marketing_subscription,classification,ft_transformer,6101,iea64,0,0.6116508362503066,0.6110140133497344
bank_marketing_subscription,classification,ft_transformer,6101,iea64,1,0.3591432635103683,0.3606771479557992
bank_marketing_subscription,classification,ft_transformer,6101,iea64,2,0.34636707876891937,0.35057579786989396
bank_marketing_subscription,classification,ft_transformer,6101,iea64,5,0.30022210944305205,0.3223801689892264
bank_marketing_subscription,classification,ft_transformer,6101,iea64,10,0.33327903389655206,0.3382543777300404
bank_marketing_subscription,classification,ft_transformer,6101,iea64,20,0.4144948679901286,0.417378916328941
bank_marketing_subscription,classification,ft_transformer,6202,fp32,0,0.8316854669108806,0.8311507008092727
bank_marketing_subscription,classification,ft_transformer,6202,fp32,1,0.36418979649014416,0.36677287290768334
bank_marketing_subscription,classification,ft_transformer,6202,fp32,2,0.34681746344254394,0.3510967214371093
bank_marketing_subscription,classification,ft_transformer,6202,fp32,5,0.3054572620841989,0.3172993373022234
bank_marketing_subscription,classification,ft_transformer,6202,fp32,10,0.30357612252025973,0.3325505861695421
bank_marketing_subscription,classification,ft_transformer,6202,fp32,20,0.3617028994429137,0.4183900602829243
bank_marketing_subscription,classification,ft_transformer,6202,iea64,0,0.8316854613897088,0.8311506962964991
bank_marketing_subscription,classification,ft_transformer,6202,iea64,1,0.36418979475048047,0.3667728715609108
bank_marketing_subscription,classification,ft_transformer,6202,iea64,2,0.3468174784513422,0.35109673611315617
bank_marketing_subscription,classification,ft_transformer,6202,iea64,5,0.3055127900273732,0.3173064918308235
bank_marketing_subscription,classification,ft_transformer,6202,iea64,10,0.3040497178265893,0.3322347614355014
bank_marketing_subscription,classification,ft_transformer,6202,iea64,20,0.36673444961152457,0.4225624766718122
bank_marketing_subscription,classification,ft_transformer,6303,fp32,0,0.6937608227163758,0.6953101046030126
bank_marketing_subscription,classification,ft_transformer,6303,fp32,1,0.36056561315440283,0.36293150679787833
bank_marketing_subscription,classification,ft_transformer,6303,fp32,2,0.35705112895530255,0.35928286873440407
bank_marketing_subscription,classification,ft_transformer,6303,fp32,5,0.3287685560071011,0.34132892028067857
bank_marketing_subscription,classification,ft_transformer,6303,fp32,10,0.31575430980275615,0.32623522242462966
bank_marketing_subscription,classification,ft_transformer,6303,fp32,20,0.3666318029595122,0.39828959940253217
bank_marketing_subscription,classification,ft_transformer,6303,iea64,0,0.6937608182425732,0.6953101065258386
bank_marketing_subscription,classification,ft_transformer,6303,iea64,1,0.3605656111301092,0.3629315057300708
bank_marketing_subscription,classification,ft_transformer,6303,iea64,2,0.3570511298623483,0.3592828672075302
bank_marketing_subscription,classification,ft_transformer,6303,iea64,5,0.32876855417201956,0.3413289165144193
bank_marketing_subscription,classification,ft_transformer,6303,iea64,10,0.31575432198043857,0.3262352278026665
bank_marketing_subscription,classification,ft_transformer,6303,iea64,20,0.36663174527325254,0.39828971250607687
bank_marketing_subscription,classification,ft_transformer,6404,fp32,0,0.7151393775678819,0.7153413758465992
bank_marketing_subscription,classification,ft_transformer,6404,fp32,1,0.35834031806964706,0.3601364257455817
bank_marketing_subscription,classification,ft_transformer,6404,fp32,2,0.3520964681903678,0.35616021119239505
bank_marketing_subscription,classification,ft_transformer,6404,fp32,5,0.3041809088116322,0.3278641305618208
bank_marketing_subscription,classification,ft_transformer,6404,fp32,10,0.33735708700161515,0.3576670851243918
bank_marketing_subscription,classification,ft_transformer,6404,fp32,20,0.46612661555503143,0.512736779827194
bank_marketing_subscription,classification,ft_transformer,6404,iea64,0,0.7151393785328544,0.71534137567886
bank_marketing_subscription,classification,ft_transformer,6404,iea64,1,0.3583403208707494,0.360136424209894
bank_marketing_subscription,classification,ft_transformer,6404,iea64,2,0.35209646770580555,0.35616020643099655
bank_marketing_subscription,classification,ft_transformer,6404,iea64,5,0.3041809065623628,0.3278641254515682
bank_marketing_subscription,classification,ft_transformer,6404,iea64,10,0.33735639515502325,0.35766685047863744
bank_marketing_subscription,classification,ft_transformer,6404,iea64,20,0.46884378597489385,0.5262340145249617
bank_marketing_subscription,classification,ft_transformer,6505,fp32,0,0.7642819576472437,0.75591245089019
bank_marketing_subscription,classification,ft_transformer,6505,fp32,1,0.3518146856753659,0.3569546801182944
bank_marketing_subscription,classification,ft_transformer,6505,fp32,2,0.34183016561073537,0.3493540222748911
bank_marketing_subscription,classification,ft_transformer,6505,fp32,5,0.30326759389752744,0.31178364879033416
bank_marketing_subscription,classification,ft_transformer,6505,fp32,10,0.3134688350077586,0.3175570109899548
bank_marketing_subscription,classification,ft_transformer,6505,fp32,20,0.3962945586812418,0.43824192806454654
bank_marketing_subscription,classification,ft_transformer,6505,iea64,0,0.7642819499904917,0.7559124547090654
bank_marketing_subscription,classification,ft_transformer,6505,iea64,1,0.35181468181436415,0.35695468005187253
bank_marketing_subscription,classification,ft_transformer,6505,iea64,2,0.3418301711512174,0.34935402223865275
bank_marketing_subscription,classification,ft_transformer,6505,iea64,5,0.3032675936385574,0.31178365243165673
bank_marketing_subscription,classification,ft_transformer,6505,iea64,10,0.31346882070759763,0.31755703668412183
bank_marketing_subscription,classification,ft_transformer,6505,iea64,20,0.39607834880778514,0.4383827739915722
bank_marketing_subscription,classification,ft_transformer,6606,fp32,0,0.6308057780652254,0.6391628840841606
bank_marketing_subscription,classification,ft_transformer,6606,fp32,1,0.36537924448953596,0.36353885799238433
bank_marketing_subscription,classification,ft_transformer,6606,fp32,2,0.3569626038730298,0.35652862827823656
bank_marketing_subscription,classification,ft_transformer,6606,fp32,5,0.3176556271776277,0.3297604079920886
bank_marketing_subscription,classification,ft_transformer,6606,fp32,10,0.2981778516115729,0.3258955517470869
bank_marketing_subscription,classification,ft_transformer,6606,fp32,20,0.391161070414215,0.40765022593941524
bank_marketing_subscription,classification,ft_transformer,6606,iea64,0,0.6308057731613319,0.6391628825584312
bank_marketing_subscription,classification,ft_transformer,6606,iea64,1,0.3653792481008731,0.3635388581187035
bank_marketing_subscription,classification,ft_transformer,6606,iea64,2,0.3569626360914684,0.3565286506983453
bank_marketing_subscription,classification,ft_transformer,6606,iea64,5,0.31765058290290277,0.32976012921673103
bank_marketing_subscription,classification,ft_transformer,6606,iea64,10,0.29853741077485596,0.325869303662361
bank_marketing_subscription,classification,ft_transformer,6606,iea64,20,0.3791945992963516,0.4095288704519291
bank_marketing_subscription,classification,ft_transformer,6707,fp32,0,0.7070323675060446,0.7045080089799043
bank_marketing_subscription,classification,ft_transformer,6707,fp32,1,0.3616482201916952,0.36291281104787043
bank_marketing_subscription,classification,ft_transformer,6707,fp32,2,0.36230564054090025,0.363327557201378
bank_marketing_subscription,classification,ft_transformer,6707,fp32,5,0.31917201050137495,0.3391135273863043
bank_marketing_subscription,classification,ft_transformer,6707,fp32,10,0.3208569653804094,0.33852160306766266
bank_marketing_subscription,classification,ft_transformer,6707,fp32,20,0.45793667117143755,0.4781355477064001
bank_marketing_subscription,classification,ft_transformer,6707,iea64,0,0.7070323736638885,0.7045080104170172
bank_marketing_subscription,classification,ft_transformer,6707,iea64,1,0.361648224459281,0.3629128071143626
bank_marketing_subscription,classification,ft_transformer,6707,iea64,2,0.3623056417049194,0.36332755924875904
bank_marketing_subscription,classification,ft_transformer,6707,iea64,5,0.3191848268015216,0.33911801979826783
bank_marketing_subscription,classification,ft_transformer,6707,iea64,10,0.32017087605853356,0.3381560621847734
bank_marketing_subscription,classification,ft_transformer,6707,iea64,20,0.4606999990918846,0.4577319895138585
bank_marketing_subscription,classification,ft_transformer,6808,fp32,0,0.4315879602155638,0.4363326548247439
bank_marketing_subscription,classification,ft_transformer,6808,fp32,1,0.3571836675151453,0.3603825754115413
bank_marketing_subscription,classification,ft_transformer,6808,fp32,2,0.34918738926717996,0.3526763842251218
bank_marketing_subscription,classification,ft_transformer,6808,fp32,5,0.29888498643517736,0.3222414310829071
bank_marketing_subscription,classification,ft_transformer,6808,fp32,10,0.3299551538898936,0.34972359670746106
bank_marketing_subscription,classification,ft_transformer,6808,fp32,20,0.445409317090243,0.46806195663345807
bank_marketing_subscription,classification,ft_transformer,6808,iea64,0,0.43158795713557874,0.4363326540886592
bank_marketing_subscription,classification,ft_transformer,6808,iea64,1,0.3571836687446142,0.3603825734522842
bank_marketing_subscription,classification,ft_transformer,6808,iea64,2,0.34918739822135353,0.35267637904512483
bank_marketing_subscription,classification,ft_transformer,6808,iea64,5,0.298880833337505,0.3222406298929493
bank_marketing_subscription,classification,ft_transformer,6808,iea64,10,0.3290678140568697,0.3496592458256216
bank_marketing_subscription,classification,ft_transformer,6808,iea64,20,0.4191975432499127,0.42200234739803577
bank_marketing_subscription,classification,mlp,6101,fp32,0,0.6939501996008373,0.6942785384065464
bank_marketing_subscription,classification,mlp,6101,fp32,1,0.5285906155199391,0.528416008510139
bank_marketing_subscription,classification,mlp,6101,fp32,2,0.3749347557813594,0.37490304007967706
bank_marketing_subscription,classification,mlp,6101,fp32,5,0.3309975169859415,0.3386864230688572
bank_marketing_subscription,classification,mlp,6101,fp32,10,0.30815522975350007,0.32767743447719694
bank_marketing_subscription,classification,mlp,6101,fp32,20,0.30596294333526,0.3252211523141917
bank_marketing_subscription,classification,mlp,6101,iea64,0,0.6939502001847744,0.694278538527656
bank_marketing_subscription,classification,mlp,6101,iea64,1,0.5285906186072805,0.5284160092873301
bank_marketing_subscription,classification,mlp,6101,iea64,2,0.37493475373423046,0.3749030397560225
bank_marketing_subscription,classification,mlp,6101,iea64,5,0.33099751499115854,0.33868642252968617
bank_marketing_subscription,classification,mlp,6101,iea64,10,0.3081552291884774,0.3276774350554675
bank_marketing_subscription,classification,mlp,6101,iea64,20,0.3059629421357273,0.32522115142971997
bank_marketing_subscription,classification,mlp,6202,fp32,0,0.6551280335510489,0.6549008343496181
bank_marketing_subscription,classification,mlp,6202,fp32,1,0.503734453663062,0.5032257211158792
bank_marketing_subscription,classification,mlp,6202,fp32,2,0.37316636868097186,0.3716831806805596
bank_marketing_subscription,classification,mlp,6202,fp32,5,0.3337037798011987,0.3438172239041857
bank_marketing_subscription,classification,mlp,6202,fp32,10,0.310219819589692,0.3332087832649363
bank_marketing_subscription,classification,mlp,6202,fp32,20,0.31256553921370855,0.32592431760075735
bank_marketing_subscription,classification,mlp,6202,iea64,0,0.6551280348749293,0.6549008347760049
bank_marketing_subscription,classification,mlp,6202,iea64,1,0.5037344548476147,0.5032257214727593
bank_marketing_subscription,classification,mlp,6202,iea64,2,0.3731663663956698,0.3716831815463505
bank_marketing_subscription,classification,mlp,6202,iea64,5,0.3337037826970691,0.3438172191156672
bank_marketing_subscription,classification,mlp,6202,iea64,10,0.31021982340720866,0.3332087761334782
bank_marketing_subscription,classification,mlp,6202,iea64,20,0.3125655372106564,0.3259243163536058
bank_marketing_subscription,classification,mlp,6303,fp32,0,0.6963815700169038,0.6968902230733133
bank_marketing_subscription,classification,mlp,6303,fp32,1,0.5074977832419497,0.5067078376760737
bank_marketing_subscription,classification,mlp,6303,fp32,2,0.36116492447171983,0.3603169030936102
bank_marketing_subscription,classification,mlp,6303,fp32,5,0.33184242787640017,0.3421750225694772
bank_marketing_subscription,classification,mlp,6303,fp32,10,0.3105363812359261,0.33096921405828417
bank_marketing_subscription,classification,mlp,6303,fp32,20,0.309328720951201,0.32689872775963424
bank_marketing_subscription,classification,mlp,6303,iea64,0,0.6963815708429217,0.6968902243352979
bank_marketing_subscription,classification,mlp,6303,iea64,1,0.5074977802029054,0.5067078374898519
bank_marketing_subscription,classification,mlp,6303,iea64,2,0.36116492232120123,0.3603169028507952
bank_marketing_subscription,classification,mlp,6303,iea64,5,0.3318424290229935,0.34217502276838596
bank_marketing_subscription,classification,mlp,6303,iea64,10,0.31053638134367595,0.33096921189216233
bank_marketing_subscription,classification,mlp,6303,iea64,20,0.3093287215880426,0.3268987261523105
bank_marketing_subscription,classification,mlp,6404,fp32,0,0.7326856399881956,0.733465011344268
bank_marketing_subscription,classification,mlp,6404,fp32,1,0.5249980802545611,0.5236510857479648
bank_marketing_subscription,classification,mlp,6404,fp32,2,0.3701078831222109,0.3647888144237037
bank_marketing_subscription,classification,mlp,6404,fp32,5,0.3380078589480646,0.3418950517017877
bank_marketing_subscription,classification,mlp,6404,fp32,10,0.313151283297865,0.3308991448980063
bank_marketing_subscription,classification,mlp,6404,fp32,20,0.31067332257246844,0.32365460105699173
bank_marketing_subscription,classification,mlp,6404,iea64,0,0.7326856401095718,0.7334650119563773
bank_marketing_subscription,classification,mlp,6404,iea64,1,0.5249980813005183,0.5236510880746336
bank_marketing_subscription,classification,mlp,6404,iea64,2,0.3701078816841047,0.364788816964533
bank_marketing_subscription,classification,mlp,6404,iea64,5,0.33800785638937775,0.3418950537152614
bank_marketing_subscription,classification,mlp,6404,iea64,10,0.3131512841025581,0.3308991453294696
bank_marketing_subscription,classification,mlp,6404,iea64,20,0.31067332059566966,0.32365460211058156
bank_marketing_subscription,classification,mlp,6505,fp32,0,0.6882563832874119,0.6888703431425491
bank_marketing_subscription,classification,mlp,6505,fp32,1,0.524921763971186,0.5257974643244081
bank_marketing_subscription,classification,mlp,6505,fp32,2,0.38306497535388007,0.38180104820256433
bank_marketing_subscription,classification,mlp,6505,fp32,5,0.33245416857245647,0.34131875083492136
bank_marketing_subscription,classification,mlp,6505,fp32,10,0.3047587659466484,0.3284979057815566
