domain,seed,schema,method,dimension,alpha,train_mse,val_mse,test_mse
nominal,20260880,1,u_ple,16,1e-06,0.008629527115200169,0.009102263649313583,0.008708407832057457
nominal,20260880,2,ple_local,16,1e-06,0.17473291419609785,0.21396029900029048,0.21566506441565092
nominal,20260880,2,ple_whitened,16,1e-06,0.17473291419609785,0.21396029892093907,0.2156650644022204
nominal,20260880,2,u_ple,16,1e-06,0.00862952711519943,0.009102263266634937,0.00870840795785875
nominal,20260880,3,ple_local,16,1e-06,0.014265474470303397,0.015947535282637173,0.015118803761638327
nominal,20260880,3,ple_whitened,16,1e-06,0.014265474470303392,0.0159475352886908,0.01511880376339449
nominal,20260880,3,u_ple,16,0.1,0.008630388409989505,0.009100922535576955,0.008712604120821728
nominal,20260880,4,ple_local,16,1e-06,0.044195481197060106,0.05686349178212165,0.0545919203379027
nominal,20260880,4,ple_whitened,16,1e-06,0.044195481197060106,0.05686349179068424,0.054591920345248277
nominal,20260880,4,u_ple,16,1e-06,0.008629527115199499,0.009102263476622711,0.00870840800263662
nominal,20260880,5,ple_local,16,1e-06,0.008629527115199364,0.009102263232682494,0.008708407897484963
nominal,20260880,5,ple_whitened,16,1e-06,0.008629527115199362,0.009102263226913113,0.008708407897310278
nominal,20260880,5,u_ple,16,1e-06,0.008629527115199419,0.009102263349004096,0.008708407905667822
nominal,20260880,6,ple_local,16,100.0,0.4031751763678139,0.5274276999046998,0.5180243990958706
nominal,20260880,6,ple_whitened,16,100.0,0.40342691896910915,0.5268298354468426,0.5175360126949042
nominal,20260880,6,u_ple,16,1e-06,0.00862952711520171,0.009102263409405389,0.008708408255925138
nominal,20260880,7,ple_local,16,1e-06,0.00862952711519939,0.009102263218688,0.00870840790681072
nominal,20260880,7,ple_whitened,16,1e-06,0.008629527115199362,0.009102263226913133,0.00870840789731029
nominal,20260880,7,u_ple,16,1e-06,0.008629527115200144,0.009102263762696745,0.008708408279235559
nominal,20260881,0,ple_local,16,10.0,0.19049387697185421,0.23908572906068,0.2114556368838228
nominal,20260881,0,ple_whitened,16,100.0,0.1952064687992575,0.2387324283853536,0.21335209416744913
nominal,20260881,0,u_ple,16,0.1,0.011221659611887915,0.010561570284759401,0.011422520241624783
nominal,20260881,1,ple_local,16,1.0,0.011219022650032275,0.010578878849802662,0.011408722960456856
nominal,20260881,1,ple_whitened,16,1e-06,0.011213910731277588,0.010590044184878817,0.011395659460139387
nominal,20260881,1,u_ple,16,1.0,0.011311248350982395,0.010526576011698431,0.011295179925927483
nominal,20260881,2,ple_local,16,1e-06,0.011213910731277595,0.010590044202867062,0.011395659499667045
nominal,20260881,2,ple_whitened,16,1e-06,0.011213910731277586,0.01059004418487882,0.011395659460139368
nominal,20260881,2,u_ple,16,0.1,0.011216541806470269,0.010573573729421555,0.011397210990277372
nominal,20260881,3,ple_local,16,1.0,0.011216727373764872,0.010584842715787772,0.011386600002867342
nominal,20260881,3,ple_whitened,16,1e-06,0.011213910731277584,0.010590044184878808,0.01139565946013939
nominal,20260881,3,u_ple,16,1e-06,0.011213910731278665,0.010590044914625443,0.011395659528131187
nominal,20260881,4,ple_local,16,10.0,0.09574361521218953,0.12302462426045693,0.10864713963423478
nominal,20260881,4,ple_whitened,16,10.0,0.0957240616664399,0.12302003565871639,0.10866452270800375
nominal,20260881,4,u_ple,16,0.1,0.011215318747058183,0.010585280984088601,0.01137281316644886
nominal,20260881,5,ple_local,16,1e-06,0.1603985505611918,0.17462523852000905,0.15129550344506418
nominal,20260881,5,ple_whitened,16,1e-06,0.16039855056119182,0.17462523846364023,0.1512955033915963
nominal,20260881,5,u_ple,16,1e-06,0.011213910731277971,0.010590044389428087,0.01139565932080609
nominal,20260881,6,ple_local,16,1e-06,0.06455088761220913,0.07738004035083174,0.07002114771891306
nominal,20260881,6,ple_whitened,16,1e-06,0.06455088761220916,0.07738004035236366,0.07002114773459162
nominal,20260881,6,u_ple,16,0.1,0.01121606383269202,0.010580358323584586,0.011396237528931522
nominal,20260881,7,ple_local,16,0.1,0.011214029567797698,0.010589380476678152,0.011393631343241785
nominal,20260881,7,ple_whitened,16,1e-06,0.011213910731277584,0.010590044184878815,0.011395659460139384
nominal,20260881,7,u_ple,16,1e-06,0.011213910731277869,0.010590044441307227,0.01139565924593477
nominal,20260882,0,ple_local,16,10.0,0.022746246622532443,0.026202439217091752,0.02846598052144973
nominal,20260882,0,ple_whitened,16,10.0,0.022752914196982263,0.026221230847060423,0.02847890578033899
nominal,20260882,0,u_ple,16,0.1,0.0227027300999502,0.026169965106647076,0.02853438725695562
nominal,20260882,1,ple_local,16,1.0,0.022690481860975633,0.026259374993256205,0.02860872650789131
nominal,20260882,1,ple_whitened,16,10.0,0.022752914196982253,0.026221230847060434,0.02847890578033901
nominal,20260882,1,u_ple,16,1e-06,0.022686162346859585,0.026271053642408865,0.0286293005150803
nominal,20260882,2,ple_local,16,1.0,0.022711781910971333,0.026173079907120148,0.028407619529975725
nominal,20260882,2,ple_whitened,16,10.0,0.022752914196982256,0.026221230847060437,0.02847890578033901
nominal,20260882,2,u_ple,16,1.0,0.02273603089559193,0.02625090735883191,0.028604439459291562
nominal,20260882,3,ple_local,16,1.0,0.1324431462961393,0.16719601601966538,0.15451203768976632
nominal,20260882,3,ple_whitened,16,10.0,0.1324828402228518,0.16711743387265923,0.15423726040784277
nominal,20260882,3,u_ple,16,0.1,0.02269049880534995,0.026265846688140238,0.028606559452009843
nominal,20260882,4,ple_local,16,10.0,0.02279299665698106,0.026222312187477507,0.028567593541128367
nominal,20260882,4,ple_whitened,16,10.0,0.022752914196982253,0.026221230847060455,0.028478905780338994
nominal,20260882,4,u_ple,16,1e-06,0.022686162346859304,0.026271053105388482,0.028629300524206962
nominal,20260882,5,ple_local,16,1.0,0.13734723714309804,0.1728099602215071,0.16458437754701738
nominal,20260882,5,ple_whitened,16,10.0,0.13738198032487048,0.17269420286771858,0.16431776092259945
nominal,20260882,5,u_ple,16,1.0,0.022847451070397266,0.02622638606632167,0.028818772479765328
nominal,20260882,6,ple_local,16,1.0,0.02269816097161586,0.02618511691688585,0.028640573020594324
nominal,20260882,6,ple_whitened,16,10.0,0.022752914196982256,0.026221230847060434,0.02847890578033899
nominal,20260882,6,u_ple,16,0.1,0.022690211220817432,0.02626512312756875,0.02864629919427693
nominal,20260882,7,ple_local,16,1e-06,0.022686162346859103,0.02627105303762664,0.028629300614342656
nominal,20260882,7,ple_whitened,16,10.0,0.022752914196982253,0.026221230847060423,0.028478905780338994
nominal,20260882,7,u_ple,16,1.0,0.022838163995028554,0.02605232829403297,0.028754921732566156
nominal,20260883,0,ple_local,16,1.0,0.04826852288705432,0.04586316430378019,0.04890454250361531
nominal,20260883,0,ple_whitened,16,10.0,0.04833002212333451,0.045842850060347835,0.04905233250554548
nominal,20260883,0,u_ple,16,0.01,0.04124827905538817,0.03971231476496562,0.041945836706577234
nominal,20260883,1,ple_local,16,1.0,0.04124876899058755,0.03970956905413625,0.041959169122448424
nominal,20260883,1,ple_whitened,16,1.0,0.04124884711852195,0.03970886434487234,0.041959254094702796
nominal,20260883,1,u_ple,16,1e-06,0.04124818242693038,0.03971276165549372,0.04194715291624037
nominal,20260883,2,ple_local,16,1.0,0.04124876899058755,0.039709569054136244,0.04195916912244843
nominal,20260883,2,ple_whitened,16,1.0,0.041248847118521954,0.03970886434487239,0.04195925409470285
nominal,20260883,2,u_ple,16,1e-06,0.041248182426930784,0.03971276156424282,0.04194715164119052
nominal,20260883,3,ple_local,16,1e-06,0.04124818242692955,0.039712761134684894,0.041947151850666164
nominal,20260883,3,ple_whitened,16,1.0,0.04124884711852195,0.03970886434487233,0.04195925409470281
nominal,20260883,3,u_ple,16,0.1,0.04125484333069059,0.03967484443328733,0.041897749477544675
nominal,20260883,4,ple_local,16,10.0,0.2731875556865912,0.3076942726948616,0.31224326027485433
nominal,20260883,4,ple_whitened,16,10.0,0.2731265019495152,0.3075473743952022,0.3123665317832489
nominal,20260883,4,u_ple,16,1e-06,0.04124818242693048,0.03971276134735719,0.04194715215843632
nominal,20260883,5,ple_local,16,1e-06,0.16255276116691406,0.1588127847995784,0.14059501162573343
nominal,20260883,5,ple_whitened,16,1e-06,0.162552761166914,0.15881278478330135,0.14059501164305838
nominal,20260883,5,u_ple,16,1e-06,0.04124818242692959,0.03971276116156548,0.04194715201299709
nominal,20260883,6,ple_local,16,1.0,0.041268686974486095,0.03965092198845676,0.0420446302079332
nominal,20260883,6,ple_whitened,16,1.0,0.041248847118521954,0.039708864344872356,0.04195925409470283
nominal,20260883,6,u_ple,16,1e-06,0.04124818242693113,0.03971276119201763,0.04194715223133603
nominal,20260883,7,ple_local,16,1e-06,0.04124818242692955,0.03971276113378791,0.041947151892342965
nominal,20260883,7,ple_whitened,16,1.0,0.041248847118521954,0.039708864344872336,0.04195925409470281
nominal,20260883,7,u_ple,16,1e-06,0.0412481824269311,0.039712761290978296,0.04194715346592029
nominal,20260884,0,ple_local,16,1e-06,0.011138940747616894,0.011810638864190662,0.010530620347375518
nominal,20260884,0,ple_whitened,16,1.0,0.011139626313599759,0.011809150678131233,0.010533059102232446
nominal,20260884,0,u_ple,16,1e-06,0.0111389407476172,0.01181063887523776,0.010530620552116367
nominal,20260884,1,ple_local,16,1e-06,0.019387777359811734,0.021332031147146706,0.017778912559543104
nominal,20260884,1,ple_whitened,16,1e-06,0.019387777359811714,0.02133203109627039,0.017778912570150376
nominal,20260884,1,u_ple,16,1.0,0.011305056567288111,0.011762634543548596,0.010587120733554356
nominal,20260884,2,ple_local,16,0.1,0.011139001281155369,0.01181040155848456,0.01052833707752928
nominal,20260884,2,ple_whitened,16,1.0,0.01113962631359976,0.011809150678131234,0.010533059102232446
nominal,20260884,2,u_ple,16,1e-06,0.011138940747618105,0.01181063899180824,0.010530620318404618
nominal,20260884,3,ple_local,16,1e-06,0.011138940747616895,0.011810638875132872,0.010530620334419928
nominal,20260884,3,ple_whitened,16,1.0,0.01113962631359976,0.011809150678131224,0.010533059102232465
nominal,20260884,3,u_ple,16,0.1,0.011152959726519389,0.011735839460362038,0.01052885268253066
nominal,20260884,4,ple_local,16,0.1,0.015559744329636353,0.015372752090478779,0.015583042919452846
nominal,20260884,4,ple_whitened,16,1e-06,0.015559438247594126,0.015373302804140943,0.015582106868172766
nominal,20260884,4,u_ple,16,1e-06,0.011138940747617709,0.011810639409878738,0.010530620284271453
nominal,20260884,5,ple_local,16,1e-06,0.036812315485864486,0.036949765858610505,0.03359982180607322
nominal,20260884,5,ple_whitened,16,10.0,0.03687810250072095,0.036882846506964974,0.033639617393657804
nominal,20260884,5,u_ple,16,0.1,0.011140463967710578,0.011798284637763121,0.010554115212005527
nominal,20260884,6,ple_local,16,1.0,0.18158381649638733,0.18745312517918564,0.19603704853968792
nominal,20260884,6,ple_whitened,16,10.0,0.18163755865005163,0.18726108461371993,0.19612603141786744
nominal,20260884,6,u_ple,16,0.0001,0.011138940757521427,0.01181063857114472,0.010530589345645781
nominal,20260884,7,ple_local,16,1e-06,0.011138940747616908,0.0118106388807384,0.01053062036226342
nominal,20260884,7,ple_whitened,16,1.0,0.011139626313599757,0.011809150678131243,0.010533059102232446
nominal,20260884,7,u_ple,16,0.1,0.011167391110597424,0.011772182264767634,0.010621873593948165
nominal,20260885,0,ple_local,16,1.0,0.10100871663484731,0.11355026342857749,0.08014567481794094
nominal,20260885,0,ple_whitened,16,10.0,0.10105329628610361,0.1134906707699224,0.08003247522160753
nominal,20260885,0,u_ple,16,1e-06,0.013011325221252184,0.012800499784412863,0.011528948254529497
nominal,20260885,1,ple_local,16,0.1,0.018516061442417152,0.018605609674257617,0.016115520389325823
nominal,20260885,1,ple_whitened,16,1e-06,0.018516054190766695,0.018605666619762026,0.016115410196464293
nominal,20260885,1,u_ple,16,1.0,0.013098338121874347,0.012780411495453866,0.011549271890311595
nominal,20260885,2,ple_local,16,10.0,0.2687931055508633,0.30779301255325153,0.3864339570635615
nominal,20260885,2,ple_whitened,16,100.0,0.27263616529282736,0.3072471159275446,0.3859897881782503
nominal,20260885,2,u_ple,16,1e-06,0.013011325221252767,0.01280050030364174,0.011528948598927622
nominal,20260885,3,ple_local,16,1.0,0.013045384285736877,0.01279122919214752,0.011607658568757753
nominal,20260885,3,ple_whitened,16,1.0,0.013012009489132182,0.012797953745079211,0.011535743057877811
nominal,20260885,3,u_ple,16,0.1,0.01301732521906944,0.012763725113199781,0.011508375493361304
nominal,20260885,4,ple_local,16,10.0,0.19718376561579162,0.22326622998103776,0.2599115299913817
nominal,20260885,4,ple_whitened,16,100.0,0.20170731084370946,0.22188120286935473,0.2642502201254835
nominal,20260885,4,u_ple,16,0.1,0.01301311954911193,0.012786168785449734,0.011524247518418945
nominal,20260885,5,ple_local,16,1e-06,0.049521082151752625,0.06137938870781043,0.06424868989089419
nominal,20260885,5,ple_whitened,16,1.0,0.04952174110783892,0.061373230481554825,0.06427809234407933
nominal,20260885,5,u_ple,16,0.1,0.013012205724871127,0.012795770165651752,0.011529584604672849
nominal,20260885,6,ple_local,16,1.0,0.07694160918914789,0.07513020245168882,0.057501342500190164
nominal,20260885,6,ple_whitened,16,1e-06,0.07693524898135197,0.07514139169773935,0.057471578745776394
nominal,20260885,6,u_ple,16,0.01,0.01301138420244832,0.012800147848281283,0.011531111506008808
nominal,20260885,7,ple_local,16,1.0,0.013019051418970116,0.01279344789816934,0.011502121993498263
nominal,20260885,7,ple_whitened,16,1.0,0.013012009489132182,0.012797953745079225,0.011535743057877797
nominal,20260885,7,u_ple,16,0.01,0.013011485894625878,0.01280019605147547,0.011530592498701841
nominal,20260886,0,ple_local,16,1.0,0.028519438965923592,0.025946749813400265,0.028473186299066356
nominal,20260886,0,ple_whitened,16,1e-06,0.028514392782838644,0.025977804209703102,0.02844783339071657
nominal,20260886,0,u_ple,16,1e-06,0.013096132089552794,0.013224576052283069,0.012759937183241006
nominal,20260886,1,ple_local,16,1e-06,0.0630759627628597,0.07279843342755343,0.06547949800345967
nominal,20260886,1,ple_whitened,16,1.0,0.06307661232150344,0.07279529572099619,0.06546757201441276
nominal,20260886,1,u_ple,16,1e-06,0.013096132089553245,0.01322457600291017,0.012759936946444339
nominal,20260886,2,ple_local,16,1e-06,0.013096132089552381,0.01322457597736017,0.012759936960759838
nominal,20260886,2,ple_whitened,16,1e-06,0.01309613208955238,0.013224575970681728,0.012759936952220698
nominal,20260886,2,u_ple,16,0.01,0.01309614088858616,0.013224518907659376,0.012760763505056128
nominal,20260886,3,ple_local,16,1e-06,0.03587609022377079,0.03863263061705897,0.03859117928298628
nominal,20260886,3,ple_whitened,16,1.0,0.03587675863977285,0.038629472816715804,0.03859140037542304
nominal,20260886,3,u_ple,16,1e-06,0.013096132089553065,0.013224576036417952,0.012759937237012218
nominal,20260886,4,ple_local,16,1e-06,0.013096132089552435,0.013224576057662567,0.012759936892524
nominal,20260886,4,ple_whitened,16,1e-06,0.01309613208955238,0.013224575970681732,0.012759936952220718
nominal,20260886,4,u_ple,16,1e-06,0.01309613208955243,0.013224575969044685,0.012759936885665978
nominal,20260886,5,ple_local,16,1.0,0.013101064072451894,0.013208889905732013,0.012734898830874052
nominal,20260886,5,ple_whitened,16,1e-06,0.01309613208955238,0.013224575970681732,0.012759936952220718
nominal,20260886,5,u_ple,16,0.1,0.013100190171564764,0.013197289122280487,0.012775428380444919
nominal,20260886,6,ple_local,16,1e-06,0.06677226513965803,0.07292793314785635,0.07382325895937683
nominal,20260886,6,ple_whitened,16,10.0,0.06683600584964094,0.07278092639037353,0.07387492687078351
nominal,20260886,6,u_ple,16,1e-06,0.013096132089553436,0.01322457629231428,0.012759937150588197
nominal,20260886,7,ple_local,16,1e-06,0.013096132089552385,0.013224575971323864,0.012759936932143334
nominal,20260886,7,ple_whitened,16,1e-06,0.01309613208955238,0.013224575970681735,0.012759936952220698
nominal,20260886,7,u_ple,16,0.1,0.013097401775663006,0.013223720364646682,0.012768050938250087
nominal,20260887,0,ple_local,16,1e-06,0.4635037906727113,0.5466565045572083,0.5039016380123272
nominal,20260887,0,ple_whitened,16,1e-06,0.4635037906727113,0.5466565045357128,0.5039016379943625
nominal,20260887,0,u_ple,16,1e-06,0.0135528066305161,0.013326236419374395,0.014610469431285657
nominal,20260887,1,ple_local,16,1e-06,0.047901434564247405,0.048532011083445174,0.04724785465791149
nominal,20260887,1,ple_whitened,16,1e-06,0.04790143456424738,0.04853201108912725,0.04724785465737876
nominal,20260887,1,u_ple,16,1e-06,0.013552806630516508,0.013326236668649634,0.014610469890923093
nominal,20260887,2,ple_local,16,1e-06,0.17550349302187981,0.19800008127086968,0.21349143294833822
nominal,20260887,2,ple_whitened,16,1e-06,0.17550349302187984,0.1980000812369704,0.21349143290580794
nominal,20260887,2,u_ple,16,1e-06,0.01355280663051704,0.013326236906999167,0.014610469819100155
nominal,20260887,3,ple_local,16,1e-06,0.08044617443144281,0.09259802711033582,0.100452837231926
nominal,20260887,3,ple_whitened,16,1e-06,0.08044617443144281,0.09259802711196925,0.10045283724258475
nominal,20260887,3,u_ple,16,1e-06,0.013552806630516194,0.013326236575890589,0.014610469809588885
nominal,20260887,4,ple_local,16,1e-06,0.026077735014630333,0.024455448406355405,0.026376815163518183
nominal,20260887,4,ple_whitened,16,1e-06,0.02607773501463034,0.02445544837976746,0.02637681515361096
nominal,20260887,4,u_ple,16,1e-06,0.013552806630516591,0.013326236397378954,0.014610469470905952
nominal,20260887,5,ple_local,16,1e-06,0.013552806630515803,0.01332623621818302,0.014610469461622876
nominal,20260887,5,ple_whitened,16,1e-06,0.013552806630515798,0.013326236197425368,0.014610469442723097
nominal,20260887,5,u_ple,16,1e-06,0.013552806630515862,0.013326236282063737,0.014610469462820215
nominal,20260887,6,ple_local,16,1e-06,0.6877579873670294,0.8648629996667738,0.8073250286458299
nominal,20260887,6,ple_whitened,16,1e-06,0.6877579873670294,0.864862999662104,0.807325028645034
nominal,20260887,6,u_ple,16,1e-06,0.013552806630520303,0.013326236987707194,0.01461047031663527
nominal,20260887,7,ple_local,16,1e-06,0.2925661465836277,0.35340571759625033,0.37540609910642064
nominal,20260887,7,ple_whitened,16,1e-06,0.2925661465836276,0.3534057175860585,0.3754060990906792
nominal,20260887,7,u_ple,16,1e-06,0.013552806630515946,0.013326236246264372,0.014610469428022643
nominal,20260888,0,ple_local,16,10.0,0.29859457985449905,0.3344079792043648,0.3259607946047785
nominal,20260888,0,ple_whitened,16,1e-06,0.2978904097655064,0.33454406790839697,0.3255113747784488
nominal,20260888,0,u_ple,16,1.0,0.021192699684858082,0.02242869071675624,0.02140785637802353
nominal,20260888,1,ple_local,16,1.0,0.020680007231364397,0.023115467080695336,0.02117272492859287
nominal,20260888,1,ple_whitened,16,10.0,0.02072825198404235,0.02292425366152966,0.02103823336517954
nominal,20260888,1,u_ple,16,0.1,0.02066358827480012,0.023194802704689273,0.021116293038352257
nominal,20260888,2,ple_local,16,1.0,0.07014554076511184,0.07153681829983385,0.09149496246069903
nominal,20260888,2,ple_whitened,16,10.0,0.07019732353221346,0.07140688286899838,0.09149641767902597
nominal,20260888,2,u_ple,16,1.0,0.021106616598921824,0.023124119522347907,0.02106677169367569
nominal,20260888,3,ple_local,16,1.0,0.09421646469431987,0.11114924998289485,0.09748716930403149
nominal,20260888,3,ple_whitened,16,1e-06,0.09420034542854328,0.11116813093574301,0.09738563189386004
nominal,20260888,3,u_ple,16,0.1,0.020674801049570545,0.02308000562003393,0.021102529153169288
nominal,20260888,4,ple_local,16,0.1,0.220395251942275,0.22265883182032176,0.26575612922594466
nominal,20260888,4,ple_whitened,16,10.0,0.2204479962440065,0.2223384359774225,0.2655998366008465
nominal,20260888,4,u_ple,16,1.0,0.02083751332982351,0.0227458759113638,0.021191038638684618
nominal,20260888,5,ple_local,16,1e-06,0.020661361837319956,0.023211040458782445,0.021105578563387954
nominal,20260888,5,ple_whitened,16,10.0,0.020728251984042365,0.022924253661529656,0.021038233365179557
nominal,20260888,5,u_ple,16,0.1,0.020695342846741405,0.023179619101127962,0.02102573442601917
nominal,20260888,6,ple_local,16,1.0,0.020680007231364404,0.02311546708069534,0.021172724928592877
nominal,20260888,6,ple_whitened,16,10.0,0.020728251984042365,0.022924253661529642,0.02103823336517952
nominal,20260888,6,u_ple,16,1e-06,0.020661361837320515,0.023211040660831222,0.02110557814252895
nominal,20260888,7,ple_local,16,1.0,0.020696867184594042,0.02301067459986016,0.02104915342218706
nominal,20260888,7,ple_whitened,16,10.0,0.020728251984042368,0.022924253661529614,0.021038233365179567
nominal,20260888,7,u_ple,16,1.0,0.020718935405719924,0.023158773547295092,0.021154524435769907
nominal,20260889,0,ple_local,16,1e-06,0.009631771872606287,0.00971924383650005,0.009793955721975136
nominal,20260889,0,ple_whitened,16,1e-06,0.009631771872606248,0.009719243823086476,0.009793955799853347
nominal,20260889,0,u_ple,16,0.1,0.009633293293727212,0.009717652349335196,0.009788137907660276
nominal,20260889,1,ple_local,16,1e-06,0.036970645471954944,0.034765279942774514,0.04055621965437051
nominal,20260889,1,ple_whitened,16,1e-06,0.036970645471954944,0.03476527993563372,0.040556219649531614
nominal,20260889,1,u_ple,16,1e-06,0.00963177187260694,0.00971924385091911,0.009793955711512876
nominal,20260889,2,ple_local,16,1.0,0.00963871443628952,0.009695626168413967,0.00978374436440839
nominal,20260889,2,ple_whitened,16,1e-06,0.009631771872606248,0.009719243823086456,0.009793955799853331
nominal,20260889,2,u_ple,16,1e-06,0.00963177187260651,0.009719244291611182,0.009793955872851577
nominal,20260889,3,ple_local,16,10.0,0.1756019846216735,0.20924037916111332,0.16629912059026633
nominal,20260889,3,ple_whitened,16,10.0,0.1755516061594803,0.2092616044544414,0.16619210929282446
nominal,20260889,3,u_ple,16,1e-06,0.009631771872606384,0.00971924399251799,0.009793955671901337
nominal,20260889,4,ple_local,16,1.0,0.009639644268539213,0.009701214139604578,0.0097832068498598
nominal,20260889,4,ple_whitened,16,1e-06,0.009631771872606248,0.009719243823086485,0.009793955799853343
nominal,20260889,4,u_ple,16,1e-06,0.00963177187260635,0.009719244073803144,0.009793955805030676
nominal,20260889,5,ple_local,16,1e-06,0.21190969027837386,0.24030178132561772,0.19785877993534784
nominal,20260889,5,ple_whitened,16,1e-06,0.2119096902783739,0.24030178132553737,0.1978587799357934
nominal,20260889,5,u_ple,16,1e-06,0.009631771872607177,0.009719243956912678,0.009793955362649381
nominal,20260889,6,ple_local,16,1.0,0.009637758133167461,0.00971576144087298,0.009797562573233151
nominal,20260889,6,ple_whitened,16,1e-06,0.009631771872606248,0.009719243823086485,0.009793955799853338
nominal,20260889,6,u_ple,16,1e-06,0.009631771872606682,0.009719244092066958,0.00979395576774088
nominal,20260889,7,ple_local,16,1e-06,0.009800119224602452,0.010009168730947642,0.010066746070821605
nominal,20260889,7,ple_whitened,16,1e-06,0.009800119224602452,0.010009168735273988,0.01006674607165075
nominal,20260889,7,u_ple,16,1e-06,0.009631771872606295,0.009719243869999191,0.009793955778555326
nominal,20260890,0,ple_local,16,1e-06,0.01620632959586722,0.01701503049928586,0.014942496950846032
nominal,20260890,0,ple_whitened,16,1e-06,0.016206329595867215,0.017015030492012372,0.014942496952214961
nominal,20260890,0,u_ple,16,0.1,0.016215724541373343,0.01700550961732372,0.014971799759715241
nominal,20260890,1,ple_local,16,0.1,0.016206442033074035,0.017014659043196226,0.014947832856457073
nominal,20260890,1,ple_whitened,16,1e-06,0.016206329595867215,0.017015030492012393,0.01494249695221497
nominal,20260890,1,u_ple,16,1e-06,0.016206329595867874,0.017015030739719387,0.014942497099115031
nominal,20260890,2,ple_local,16,1e-06,0.2197026391766611,0.31541450331723153,0.25904967068584567
nominal,20260890,2,ple_whitened,16,1e-06,0.21970263917666108,0.31541450331435344,0.2590496706812989
nominal,20260890,2,u_ple,16,1e-06,0.016206329595867625,0.017015030844390332,0.01494249709100032
nominal,20260890,3,ple_local,16,1e-06,0.08572224156391449,0.11841610786923848,0.09688397660224127
nominal,20260890,3,ple_whitened,16,1e-06,0.08572224156391454,0.11841610789200517,0.09688397660661478
nominal,20260890,3,u_ple,16,1e-06,0.01620632959586726,0.017015030624294433,0.014942497028531086
nominal,20260890,4,ple_local,16,1e-06,0.22085368892951437,0.30954154525830835,0.25642209539766037
nominal,20260890,4,ple_whitened,16,1e-06,0.22085368892951426,0.3095415451143903,0.2564220953759862
nominal,20260890,4,u_ple,16,1e-06,0.016206329595868915,0.01701503102004686,0.014942497235773693
nominal,20260890,5,ple_local,16,0.1,0.016206380981129646,0.01701462683570448,0.01494286633662936
nominal,20260890,5,ple_whitened,16,1e-06,0.01620632959586721,0.017015030492012372,0.014942496952214963
nominal,20260890,5,u_ple,16,1e-06,0.016206329595867475,0.017015030733613875,0.014942497049382582
nominal,20260890,6,ple_local,16,1e-06,0.17409340365076711,0.23975555243384578,0.19941000175531537
nominal,20260890,6,ple_whitened,16,1e-06,0.1740934036507671,0.2397555524707458,0.19941000177023535
nominal,20260890,6,u_ple,16,1e-06,0.01620632959586746,0.017015030734349342,0.014942497096232809
nominal,20260890,7,ple_local,16,1e-06,0.3406406735886334,0.4633305253347529,0.3873485626019963
nominal,20260890,7,ple_whitened,16,1e-06,0.3406406735886334,0.4633305252751262,0.3873485625775749
nominal,20260890,7,u_ple,16,1e-06,0.016206329595868558,0.01701503059199151,0.014942497530613595
nominal,20260891,0,ple_local,16,0.1,0.131534421290898,0.130631954710977,0.13665045930404168
nominal,20260891,0,ple_whitened,16,1.0,0.13153495215319438,0.13063180912881317,0.1366667983360782
nominal,20260891,0,u_ple,16,1e-06,0.01352230674145704,0.014985634244633193,0.014834672712932116
nominal,20260891,1,ple_local,16,1e-06,0.03012604110894639,0.040733687398317356,0.03863500067725812
nominal,20260891,1,ple_whitened,16,1e-06,0.0301260411089464,0.040733687408898885,0.03863500066865788
nominal,20260891,1,u_ple,16,1e-06,0.01352230674145634,0.014985634022247684,0.014834672113710775
nominal,20260891,2,ple_local,16,1e-06,0.024229411253460693,0.023159141831890395,0.024638168975670418
nominal,20260891,2,ple_whitened,16,1e-06,0.024229411253460686,0.023159141759801917,0.02463816892888236
nominal,20260891,2,u_ple,16,1e-06,0.013522306741456524,0.014985634197275445,0.014834672214688963
nominal,20260891,3,ple_local,16,1e-06,0.020223631515126902,0.019559533510628124,0.021575005710335222
nominal,20260891,3,ple_whitened,16,1e-06,0.020223631515126895,0.019559533504288882,0.021575005719744862
nominal,20260891,3,u_ple,16,1e-06,0.013522306741458013,0.014985634108818147,0.014834672939085181
nominal,20260891,4,ple_local,16,1e-06,0.03627782164725586,0.046721636386364535,0.04521430347201451
nominal,20260891,4,ple_whitened,16,1e-06,0.03627782164725586,0.04672163638745305,0.04521430348054969
nominal,20260891,4,u_ple,16,1e-06,0.013522306741456441,0.014985634139102644,0.01483467235222113
nominal,20260891,5,ple_local,16,1e-06,0.051499453869910665,0.07240184315414931,0.07022936523215897
nominal,20260891,5,ple_whitened,16,1e-06,0.051499453869910665,0.07240184315259852,0.07022936523823041
nominal,20260891,5,u_ple,16,1e-06,0.013522306741456713,0.014985634141026254,0.014834672452926011
nominal,20260891,6,ple_local,16,1.0,0.13377389993899796,0.1886368346341355,0.18443781006341253
nominal,20260891,6,ple_whitened,16,10.0,0.13383137239943835,0.18829727903910792,0.1843960017685321
nominal,20260891,6,u_ple,16,1e-06,0.013522306741456576,0.014985634164675118,0.01483467228655824
nominal,20260891,7,ple_local,16,1e-06,0.022481183170842387,0.022113838801406157,0.02501917137650441
nominal,20260891,7,ple_whitened,16,1e-06,0.02248118317084238,0.022113838808206526,0.025019171374523887
nominal,20260891,7,u_ple,16,1e-06,0.0135223067414564,0.014985634051277159,0.014834672229121134
