dataset,split_seed,context_replicate,query_family,model,n_queries,variance_temperature,rmse,nll,crps,coverage90
kdd17_stock_return,20260922,0,point,projective_full,32,3.104767909162553,0.7260430613721389,1.1715269512957232,0.41836329996654986,1.0
kdd17_stock_return,20260922,1,point,projective_full,32,3.104767909162553,0.96483667764381,1.2504609947481622,0.4792670708799761,0.84375
kdd17_stock_return,20260922,2,point,projective_full,32,3.104767909162553,0.5064255891873779,0.8317257428466898,0.29120650457371916,0.96875
kdd17_stock_return,20260922,3,point,projective_full,32,3.104767909162553,1.2347572293495448,1.4394563330458503,0.6073514521448947,0.9375
kdd17_stock_return,20260922,0,subset,projective_full,32,3.104767909162553,0.6106556470287052,0.945599315594507,0.3514967672081297,0.90625
kdd17_stock_return,20260922,1,subset,projective_full,32,3.104767909162553,0.3923581785560686,0.4793347446205448,0.21341553560852966,0.9375
kdd17_stock_return,20260922,2,subset,projective_full,32,3.104767909162553,0.3959300320801654,0.49773984493875445,0.22053729788780196,0.9375
kdd17_stock_return,20260922,3,subset,projective_full,32,3.104767909162553,0.5462990055178386,0.8738585691534579,0.31833428181491225,1.0
kdd17_stock_return,20260922,0,difference,projective_full,32,3.104767909162553,1.955622372275522,1.7162409915927732,0.8615459189105914,0.90625
kdd17_stock_return,20260922,1,difference,projective_full,32,3.104767909162553,0.8065735820700624,1.221560331040075,0.4616865356172437,0.96875
kdd17_stock_return,20260922,2,difference,projective_full,32,3.104767909162553,1.3256921562967248,1.508538746557596,0.674233742560761,0.84375
kdd17_stock_return,20260922,3,difference,projective_full,32,3.104767909162553,1.83169976766704,1.727345738087061,0.8062087908056201,0.9375
kdd17_stock_return,20260922,0,dense,projective_full,32,3.104767909162553,1.1406714351750713,1.454019760135696,0.6043340983137876,0.9375
kdd17_stock_return,20260922,1,dense,projective_full,32,3.104767909162553,1.0132285660695142,1.4899663180437317,0.5688603190513564,0.78125
kdd17_stock_return,20260922,2,dense,projective_full,32,3.104767909162553,1.0995795738672554,1.5173754668977915,0.5724900763544077,0.84375
kdd17_stock_return,20260922,3,dense,projective_full,32,3.104767909162553,0.9543868248090562,1.443785244190268,0.5561477005618124,1.0
kdd17_stock_return,20260922,0,scaled_dense,projective_full,32,3.104767909162553,2.5251018529622873,2.2690510107818085,1.3683347790493172,0.9375
kdd17_stock_return,20260922,1,scaled_dense,projective_full,32,3.104767909162553,2.4464485087426886,2.373730358896929,1.380568243750268,0.78125
kdd17_stock_return,20260922,2,scaled_dense,projective_full,32,3.104767909162553,2.822076354895617,2.4019325594545453,1.4404837564322912,0.84375
kdd17_stock_return,20260922,3,scaled_dense,projective_full,32,3.104767909162553,2.4309429592239336,2.3258780603460423,1.382379303707738,1.0
kdd17_stock_return,20260922,0,point,projective_independent,32,3.173409247449221,0.7260430613721389,1.1780367047812534,0.419577505831602,1.0
kdd17_stock_return,20260922,1,point,projective_independent,32,3.173409247449221,0.96483667764381,1.2465993523444097,0.4792306641087083,0.84375
kdd17_stock_return,20260922,2,point,projective_independent,32,3.173409247449221,0.5064255891873779,0.8369453688490629,0.2920062481076904,0.96875
kdd17_stock_return,20260922,3,point,projective_independent,32,3.173409247449221,1.2347572293495448,1.4445932027044535,0.6083524080518472,0.9375
kdd17_stock_return,20260922,0,subset,projective_independent,32,3.173409247449221,0.6106556470287052,0.9612550347825553,0.35264781669301126,0.875
kdd17_stock_return,20260922,1,subset,projective_independent,32,3.173409247449221,0.3923581785560686,0.5025560426145648,0.21365223451909737,0.875
kdd17_stock_return,20260922,2,subset,projective_independent,32,3.173409247449221,0.3959300320801654,0.4989658295448936,0.22066037704522418,0.9375
kdd17_stock_return,20260922,3,subset,projective_independent,32,3.173409247449221,0.5462990055178386,0.8351443250369036,0.3149855609610972,0.96875
kdd17_stock_return,20260922,0,difference,projective_independent,32,3.173409247449221,1.955622372275522,1.727331928452846,0.86439877041215,0.90625
kdd17_stock_return,20260922,1,difference,projective_independent,32,3.173409247449221,0.8065735820700624,1.235667477185748,0.4636685856121695,1.0
kdd17_stock_return,20260922,2,difference,projective_independent,32,3.173409247449221,1.3256921562967248,1.5168330296807753,0.6753070159276788,0.84375
kdd17_stock_return,20260922,3,difference,projective_independent,32,3.173409247449221,1.83169976766704,1.7595312866634178,0.8167715940311709,0.9375
kdd17_stock_return,20260922,0,dense,projective_independent,32,3.173409247449221,1.1406714351750713,1.4729979777282938,0.6073970724896598,0.90625
kdd17_stock_return,20260922,1,dense,projective_independent,32,3.173409247449221,1.0132285660695142,1.4735877444845051,0.568297941505323,0.78125
kdd17_stock_return,20260922,2,dense,projective_independent,32,3.173409247449221,1.0995795738672554,1.5187667811650787,0.5733881836719469,0.84375
kdd17_stock_return,20260922,3,dense,projective_independent,32,3.173409247449221,0.9543868248090562,1.4583195091084296,0.5605536668834896,1.0
kdd17_stock_return,20260922,0,scaled_dense,projective_independent,32,3.173409247449221,2.5251018529622873,2.2880292283744064,1.3756858445081839,0.90625
kdd17_stock_return,20260922,1,scaled_dense,projective_independent,32,3.173409247449221,2.4464485087426886,2.357351785337703,1.3788846799782786,0.78125
kdd17_stock_return,20260922,2,scaled_dense,projective_independent,32,3.173409247449221,2.822076354895617,2.403323873721833,1.4418371602917788,0.84375
kdd17_stock_return,20260922,3,scaled_dense,projective_independent,32,3.173409247449221,2.4309429592239336,2.340412325264204,1.3917283478114804,1.0
kdd17_stock_return,20260922,0,point,projective_shuffled,32,3.0736005974038347,0.7260430613721389,1.1685563182386969,0.41781700796415766,1.0
kdd17_stock_return,20260922,1,point,projective_shuffled,32,3.0736005974038347,0.96483667764381,1.2523525241529696,0.4792897699551004,0.84375
kdd17_stock_return,20260922,2,point,projective_shuffled,32,3.0736005974038347,0.5064255891873779,0.829359928030771,0.290845950234197,0.96875
kdd17_stock_return,20260922,3,point,projective_shuffled,32,3.0736005974038347,1.2347572293495448,1.437129314819364,0.6069049880168034,0.9375
