dataset,split_seed,context_replicate,query_family,model,n_queries,variance_temperature,rmse,nll,crps,coverage90
kin8nm,20260921,0,point,projective_full,32,1.1603780113679638,0.6966616082892745,1.0358011111823688,0.39207663882103017,0.96875
kin8nm,20260921,1,point,projective_full,32,1.1603780113679638,0.8814764461987097,1.3182228832041287,0.5085818716921069,0.875
kin8nm,20260921,2,point,projective_full,32,1.1603780113679638,0.8592995061605516,1.3170088789239605,0.4800219811963964,0.9375
kin8nm,20260921,3,point,projective_full,32,1.1603780113679638,0.9159746551819502,1.3007235565530735,0.5224898181906734,0.9375
kin8nm,20260921,0,subset,projective_full,32,1.1603780113679638,0.5428506788272042,0.7814691248067462,0.29477346760114986,0.875
kin8nm,20260921,1,subset,projective_full,32,1.1603780113679638,0.4364934164393978,0.5959632090591938,0.25368366047211827,0.90625
kin8nm,20260921,2,subset,projective_full,32,1.1603780113679638,0.4261214782325105,0.6458724668876206,0.24825701791550975,1.0
kin8nm,20260921,3,subset,projective_full,32,1.1603780113679638,0.4138814677436059,0.5798916597369483,0.2390421088225165,0.96875
kin8nm,20260921,0,difference,projective_full,32,1.1603780113679638,1.4742002457906425,1.8614815139751957,0.8435659796794706,0.78125
kin8nm,20260921,1,difference,projective_full,32,1.1603780113679638,1.529094289051955,1.916206276899747,0.8790765470576909,0.6875
kin8nm,20260921,2,difference,projective_full,32,1.1603780113679638,1.2346415100121655,1.687425581320186,0.6999104740375355,0.90625
kin8nm,20260921,3,difference,projective_full,32,1.1603780113679638,1.1580854086726438,1.5959310144377656,0.661945090731505,0.90625
kin8nm,20260921,0,dense,projective_full,32,1.1603780113679638,0.9073358559748279,1.3330808434693364,0.5177523921262894,0.875
kin8nm,20260921,1,dense,projective_full,32,1.1603780113679638,0.9800774056531565,1.4131782524766807,0.532949527991808,0.84375
kin8nm,20260921,2,dense,projective_full,32,1.1603780113679638,0.9423558422889615,1.36947359562985,0.534629356876287,0.96875
kin8nm,20260921,3,dense,projective_full,32,1.1603780113679638,0.8331001749770801,1.2603099374861122,0.4730154397795847,0.90625
kin8nm,20260921,0,scaled_dense,projective_full,32,1.1603780113679638,2.310098729946363,2.229569016680066,1.2982029013808538,0.875
kin8nm,20260921,1,scaled_dense,projective_full,32,1.1603780113679638,2.2384638072170073,2.27851890434127,1.2430430306567417,0.84375
kin8nm,20260921,2,scaled_dense,projective_full,32,1.1603780113679638,2.1962367364607065,2.2230963538298516,1.2550683012368984,0.96875
kin8nm,20260921,3,scaled_dense,projective_full,32,1.1603780113679638,2.099346607060902,2.1262576296227804,1.1510959127485818,0.90625
kin8nm,20260921,0,point,projective_independent,32,1.1872900516926075,0.6966616082892745,1.0391600625248567,0.39231951050288594,0.96875
kin8nm,20260921,1,point,projective_independent,32,1.1872900516926075,0.8814764461987097,1.315211338981101,0.5081799484450736,0.90625
kin8nm,20260921,2,point,projective_independent,32,1.1872900516926075,0.8592995061605516,1.3218530806899584,0.4812022779961026,0.9375
kin8nm,20260921,3,point,projective_independent,32,1.1872900516926075,0.9159746551819502,1.3017183174911113,0.5222946619044451,0.9375
kin8nm,20260921,0,subset,projective_independent,32,1.1872900516926075,0.5428506788272042,0.7809294707402468,0.29499523066222066,0.8125
kin8nm,20260921,1,subset,projective_independent,32,1.1872900516926075,0.4364934164393978,0.6096233940628302,0.25487172396632973,0.875
kin8nm,20260921,2,subset,projective_independent,32,1.1872900516926075,0.4261214782325105,0.6165194288811671,0.2455440275259364,0.96875
kin8nm,20260921,3,subset,projective_independent,32,1.1872900516926075,0.4138814677436059,0.5837172047680259,0.23911747995646804,0.96875
kin8nm,20260921,0,difference,projective_independent,32,1.1872900516926075,1.4742002457906425,1.8415516813461195,0.8406698398880463,0.78125
kin8nm,20260921,1,difference,projective_independent,32,1.1872900516926075,1.529094289051955,1.8925376994462788,0.8754112083525099,0.71875
kin8nm,20260921,2,difference,projective_independent,32,1.1872900516926075,1.2346415100121655,1.699285316124754,0.7038391716100552,0.90625
kin8nm,20260921,3,difference,projective_independent,32,1.1872900516926075,1.1580854086726438,1.5999248759341211,0.6627716041329847,0.90625
kin8nm,20260921,0,dense,projective_independent,32,1.1872900516926075,0.9073358559748279,1.33120768305563,0.5169801468071539,0.875
kin8nm,20260921,1,dense,projective_independent,32,1.1872900516926075,0.9800774056531565,1.4378602187143943,0.5343124365263411,0.84375
kin8nm,20260921,2,dense,projective_independent,32,1.1872900516926075,0.9423558422889615,1.3664807176740288,0.5336821005479822,0.96875
kin8nm,20260921,3,dense,projective_independent,32,1.1872900516926075,0.8331001749770801,1.2725917233965118,0.4744239585959539,0.9375
kin8nm,20260921,0,scaled_dense,projective_independent,32,1.1872900516926075,2.310098729946363,2.2276958562663594,1.296645812513058,0.875
kin8nm,20260921,1,scaled_dense,projective_independent,32,1.1872900516926075,2.2384638072170073,2.3032008705789835,1.245161158421559,0.84375
kin8nm,20260921,2,scaled_dense,projective_independent,32,1.1872900516926075,2.1962367364607065,2.220103475874031,1.2527713967257907,0.96875
kin8nm,20260921,3,scaled_dense,projective_independent,32,1.1872900516926075,2.099346607060902,2.13853941553318,1.1551210615752514,0.9375
kin8nm,20260921,0,point,projective_shuffled,32,1.16840372857496,0.6966616082892745,1.0367913378050297,0.392146159117003,0.96875
kin8nm,20260921,1,point,projective_shuffled,32,1.16840372857496,0.8814764461987097,1.3172825896702038,0.5084581204508808,0.875
kin8nm,20260921,2,point,projective_shuffled,32,1.16840372857496,0.8592995061605516,1.31844919704275,0.4803724683789581,0.9375
kin8nm,20260921,3,point,projective_shuffled,32,1.16840372857496,0.9159746551819502,1.300997336993038,0.5224270484826978,0.9375
kin8nm,20260921,0,subset,projective_shuffled,32,1.16840372857496,0.5428506788272042,0.7740189896252945,0.29486320851595416,0.875
kin8nm,20260921,1,subset,projective_shuffled,32,1.16840372857496,0.4364934164393978,0.5927148399184583,0.2532898584978135,0.90625
kin8nm,20260921,2,subset,projective_shuffled,32,1.16840372857496,0.4261214782325105,0.6491717951703047,0.24860206871039298,1.0
kin8nm,20260921,3,subset,projective_shuffled,32,1.16840372857496,0.4138814677436059,0.5895144301400678,0.23980743104484517,0.96875
kin8nm,20260921,0,difference,projective_shuffled,32,1.16840372857496,1.4742002457906425,1.864950074693064,0.8442637595932116,0.75
kin8nm,20260921,1,difference,projective_shuffled,32,1.16840372857496,1.529094289051955,1.9075253152430571,0.8781530403010044,0.71875
kin8nm,20260921,2,difference,projective_shuffled,32,1.16840372857496,1.2346415100121655,1.6892704500373226,0.6986866591049004,0.90625
kin8nm,20260921,3,difference,projective_shuffled,32,1.16840372857496,1.1580854086726438,1.592198961870071,0.6610300226413084,0.90625
kin8nm,20260921,0,dense,projective_shuffled,32,1.16840372857496,0.9073358559748279,1.3238571700102073,0.51704025663511,0.875
kin8nm,20260921,1,dense,projective_shuffled,32,1.16840372857496,0.9800774056531565,1.4491998784602096,0.5362375123008993,0.84375
kin8nm,20260921,2,dense,projective_shuffled,32,1.16840372857496,0.9423558422889615,1.3695992805282127,0.5349829589528731,0.96875
