dataset,split_seed,context_replicate,query_family,model,n_queries,variance_temperature,rmse,nll,crps,coverage90
superconduct,20260921,0,point,projective_full,32,1.0328313393104405,0.6630673502785139,1.2640188528135945,0.423482824765499,1.0
superconduct,20260921,1,point,projective_full,32,1.0328313393104405,0.748021340618548,1.1830387137880218,0.43545968576462235,0.90625
superconduct,20260921,2,point,projective_full,32,1.0328313393104405,1.080342778429857,2.5918020876183574,0.6542609397519695,0.65625
superconduct,20260921,3,point,projective_full,32,1.0328313393104405,0.6306693899930857,1.1835718510500806,0.3988959843697123,1.0
superconduct,20260921,0,subset,projective_full,32,1.0328313393104405,0.42782046994630774,0.7281735901138792,0.25915821846516846,1.0
superconduct,20260921,1,subset,projective_full,32,1.0328313393104405,0.44350640188130835,0.6911405772323782,0.2599312826928292,0.9375
superconduct,20260921,2,subset,projective_full,32,1.0328313393104405,0.707211688690731,2.187100888201117,0.4325867450741435,0.65625
superconduct,20260921,3,subset,projective_full,32,1.0328313393104405,0.5417567168525279,0.8099248152957584,0.3093096806825333,0.9375
superconduct,20260921,0,difference,projective_full,32,1.0328313393104405,1.2911059417628072,1.7317049871646675,0.7505816380651301,0.96875
superconduct,20260921,1,difference,projective_full,32,1.0328313393104405,1.1859436822657614,1.6137943520505624,0.6969540293030811,0.90625
superconduct,20260921,2,difference,projective_full,32,1.0328313393104405,1.6152042031940834,2.591306830147094,1.010286281689734,0.53125
superconduct,20260921,3,difference,projective_full,32,1.0328313393104405,0.9150669350771704,1.5411133476713195,0.5723509867168518,1.0
superconduct,20260921,0,dense,projective_full,32,1.0328313393104405,0.7737924252063392,1.330575659578416,0.4725208694180608,1.0
superconduct,20260921,1,dense,projective_full,32,1.0328313393104405,0.8188350339630948,1.275470647433392,0.4794333489290615,0.90625
superconduct,20260921,2,dense,projective_full,32,1.0328313393104405,0.8211961478234967,1.3793965891796227,0.4651531934674662,0.8125
superconduct,20260921,3,dense,projective_full,32,1.0328313393104405,0.7593738484466411,1.2811926040146395,0.4524620430814541,0.9375
superconduct,20260921,0,scaled_dense,projective_full,32,1.0328313393104405,1.8143465989471357,2.1597421909359196,1.0968924809605891,1.0
superconduct,20260921,1,scaled_dense,projective_full,32,1.0328313393104405,1.9758479285743678,2.0966642604826236,1.1227961980188912,0.90625
superconduct,20260921,2,scaled_dense,projective_full,32,1.0328313393104405,1.9048319973392525,2.198220115110675,1.066599143480889,0.8125
superconduct,20260921,3,scaled_dense,projective_full,32,1.0328313393104405,1.763470055033717,2.0994012276544973,1.0360155082676223,0.9375
superconduct,20260921,0,point,projective_independent,32,1.0714650383065056,0.6630673502785139,1.2765962171539644,0.42660118701169103,1.0
superconduct,20260921,1,point,projective_independent,32,1.0714650383065056,0.748021340618548,1.1875944284655735,0.4362185511087326,0.90625
superconduct,20260921,2,point,projective_independent,32,1.0714650383065056,1.080342778429857,2.530717244975657,0.6533786006430364,0.65625
superconduct,20260921,3,point,projective_independent,32,1.0714650383065056,0.6306693899930857,1.195280216730819,0.40140044813623504,1.0
superconduct,20260921,0,subset,projective_independent,32,1.0714650383065056,0.42782046994630774,0.6998503924572621,0.25613252500486006,1.0
superconduct,20260921,1,subset,projective_independent,32,1.0714650383065056,0.44350640188130835,0.7009010558779607,0.26016913209014403,0.875
superconduct,20260921,2,subset,projective_independent,32,1.0714650383065056,0.707211688690731,2.5135970068174123,0.4372465759902783,0.59375
superconduct,20260921,3,subset,projective_independent,32,1.0714650383065056,0.5417567168525279,0.7982041932077061,0.3088380208717866,0.9375
superconduct,20260921,0,difference,projective_independent,32,1.0714650383065056,1.2911059417628072,1.746982780154814,0.754222168798948,0.96875
superconduct,20260921,1,difference,projective_independent,32,1.0714650383065056,1.1859436822657614,1.6169598206077511,0.6960550686271132,0.96875
superconduct,20260921,2,difference,projective_independent,32,1.0714650383065056,1.6152042031940834,2.493292845722399,1.0030705297866165,0.53125
superconduct,20260921,3,difference,projective_independent,32,1.0714650383065056,0.9150669350771704,1.568649479768684,0.5807574654509977,1.0
superconduct,20260921,0,dense,projective_independent,32,1.0714650383065056,0.7737924252063392,1.3436956753096918,0.4752327756781745,1.0
superconduct,20260921,1,dense,projective_independent,32,1.0714650383065056,0.8188350339630948,1.267166754294908,0.47791679779312274,0.9375
superconduct,20260921,2,dense,projective_independent,32,1.0714650383065056,0.8211961478234967,1.375681680378253,0.46492831022452924,0.8125
superconduct,20260921,3,dense,projective_independent,32,1.0714650383065056,0.7593738484466411,1.2894252723774815,0.45407108601636126,0.9375
superconduct,20260921,0,scaled_dense,projective_independent,32,1.0714650383065056,1.8143465989471357,2.172862206667195,1.1031881420694771,1.0
superconduct,20260921,1,scaled_dense,projective_independent,32,1.0714650383065056,1.9758479285743678,2.0883603673441398,1.1184684885950928,0.9375
superconduct,20260921,2,scaled_dense,projective_independent,32,1.0714650383065056,1.9048319973392525,2.194505206309305,1.0659059473727335,0.8125
superconduct,20260921,3,scaled_dense,projective_independent,32,1.0714650383065056,1.763470055033717,2.107633896017339,1.0399405997737243,0.9375
superconduct,20260921,0,point,projective_shuffled,32,1.0304080640032662,0.6630673502785139,1.2632216145980542,0.42328751606022563,1.0
superconduct,20260921,1,point,projective_shuffled,32,1.0304080640032662,0.748021340618548,1.1827646769896494,0.43541425888022334,0.90625
superconduct,20260921,2,point,projective_shuffled,32,1.0304080640032662,1.080342778429857,2.595809368760462,0.6543180180981278,0.65625
superconduct,20260921,3,point,projective_shuffled,32,1.0304080640032662,0.6306693899930857,1.1828312921149062,0.3987396740947591,1.0
superconduct,20260921,0,subset,projective_shuffled,32,1.0304080640032662,0.42782046994630774,0.7328638913939869,0.2599244210457283,1.0
superconduct,20260921,1,subset,projective_shuffled,32,1.0304080640032662,0.44350640188130835,0.6940590897038075,0.26050644695679537,0.90625
superconduct,20260921,2,subset,projective_shuffled,32,1.0304080640032662,0.707211688690731,2.1663058166237743,0.4319606650532605,0.65625
superconduct,20260921,3,subset,projective_shuffled,32,1.0304080640032662,0.5417567168525279,0.8171899481982763,0.3104664856958691,0.9375
superconduct,20260921,0,difference,projective_shuffled,32,1.0304080640032662,1.2911059417628072,1.7315128281452232,0.7497511688036864,0.96875
superconduct,20260921,1,difference,projective_shuffled,32,1.0304080640032662,1.1859436822657614,1.613947291632891,0.6966814423349263,0.90625
superconduct,20260921,2,difference,projective_shuffled,32,1.0304080640032662,1.6152042031940834,2.6274624991839275,1.0111630420899524,0.53125
superconduct,20260921,3,difference,projective_shuffled,32,1.0304080640032662,0.9150669350771704,1.5368179842289744,0.5707482480240145,1.0
superconduct,20260921,0,dense,projective_shuffled,32,1.0304080640032662,0.7737924252063392,1.3370710956268834,0.47365609751614335,1.0
superconduct,20260921,1,dense,projective_shuffled,32,1.0304080640032662,0.8188350339630948,1.2714346534575944,0.47885633474574546,0.90625
superconduct,20260921,2,dense,projective_shuffled,32,1.0304080640032662,0.8211961478234967,1.41366292470749,0.46654576204642717,0.78125
superconduct,20260921,3,dense,projective_shuffled,32,1.0304080640032662,0.7593738484466411,1.277571427615669,0.45186294308059366,0.96875
superconduct,20260921,0,scaled_dense,projective_shuffled,32,1.0304080640032662,1.8143465989471357,2.166237626984387,1.0995723660250307,1.0
superconduct,20260921,1,scaled_dense,projective_shuffled,32,1.0304080640032662,1.9758479285743678,2.0926282665068268,1.121660607785885,0.90625
superconduct,20260921,2,scaled_dense,projective_shuffled,32,1.0304080640032662,1.9048319973392525,2.2324864506385422,1.0702907996000692,0.78125
superconduct,20260921,3,scaled_dense,projective_shuffled,32,1.0304080640032662,1.763470055033717,2.0957800512555265,1.0349177784279309,0.96875
