git_commit,git_dirty,task_id,task_seed,seed,model,split,training_seconds,router_entropy,operator_accuracy,regime_accuracy,regime_ari,regime_nmi,mae,rmse,r2,nrmse,relative_error
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-202609200,202609200,0,NeuralMoE,ood,1.977256229147315,0.5222209692001343,-1.0,0.6767578125,0.1195009330132295,0.11260018444182526,44.46849144235854,73.72394280535035,-0.11497822340976338,1.055925292532461,0.8284375556131001
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-202609200,202609200,0,RandomForest,ood,0.3944434199947864,-1.0,-1.0,-1.0,-1.0,-1.0,52.99005514868226,86.80634526960215,-0.54579615254626,1.2433005077398869,0.9656736104450391
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-202609200,202609200,1,ProgramMoE-hard,iid,0.4735840579960495,0.0011364042293280363,0.8333333333333333,1.0,1.0,1.0,2.7882784969790464e-10,8.846612801833084e-10,1.0,8.604898336335482e-10,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-202609200,202609200,1,ProgramMoE-soft,iid,0.4735840579960495,0.0011364042293280363,0.8333333333333333,1.0,1.0,1.0,0.00014214145420971686,0.000278965624487904,0.9999999263727076,0.0002713434951683833,0.00010783847607061821
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-202609200,202609200,1,SingleProgram,iid,0.17655181093141437,-1.0,0.6666666666666666,-1.0,-1.0,-1.0,0.6681433117693392,0.9213606175051613,0.1968498623689804,0.8961864413340673,0.6448156073755311
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-202609200,202609200,1,MLP,iid,1.4915114850737154,-1.0,-1.0,-1.0,-1.0,-1.0,0.037207314546750685,0.07175765892553052,0.9951283736441131,0.06979703687039208,0.03623691277369328
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-202609200,202609200,1,NeuralMoE,iid,1.8801022339612246,0.18517851829528809,-1.0,0.5078125,-0.0007332269083904137,0.00014730791190699304,0.059129702392991486,0.0956434460014394,0.9913453824957358,0.09303019673344877,0.06439228122727794
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-202609200,202609200,1,RandomForest,iid,0.4212067478802055,-1.0,-1.0,-1.0,-1.0,-1.0,0.32407471693157286,0.5058872304766968,0.7578720736458832,0.49206496151841256,0.3278020812466973
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-202609200,202609200,1,ProgramMoE-hard,ood,0.4735840579960495,0.0012271797750145197,0.8333333333333333,1.0,1.0,1.0,6.209455172268008e-11,4.334364083929479e-10,1.0,6.162122408082319e-12,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-202609200,202609200,1,ProgramMoE-soft,ood,0.4735840579960495,0.0012271797750145197,0.8333333333333333,1.0,1.0,1.0,0.00805699479448177,0.016357852070015225,0.9999999459167954,0.00023255795968425753,0.00010726631184543593
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-202609200,202609200,1,SingleProgram,ood,0.17655181093141437,-1.0,0.6666666666666666,-1.0,-1.0,-1.0,49.44752140151179,85.43572085569227,-0.4753288684228454,1.214631165590133,0.9835207652609442
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-202609200,202609200,1,MLP,ood,1.4915114850737154,-1.0,-1.0,-1.0,-1.0,-1.0,45.38645952726479,77.414713306548,-0.21131441058461675,1.100597297191219,0.9079745629649993
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-202609200,202609200,1,NeuralMoE,ood,1.8801022339612246,0.013974566012620926,-1.0,0.525390625,0.001886887603660533,0.002374165631278392,44.96246417590298,76.13379672978101,-0.17156082400085415,1.0823866333251044,0.9015945783324002
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-202609200,202609200,1,RandomForest,ood,0.4212067478802055,-1.0,-1.0,-1.0,-1.0,-1.0,49.499849861568656,85.41849893588696,-0.4747341421335658,1.214386323265198,0.9660613102392708
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-202609200,202609200,2,ProgramMoE-hard,iid,0.46564719802699983,0.0011068182066082954,0.8333333333333333,1.0,1.0,1.0,2.7259350332542454e-10,8.975629841907012e-10,1.0,9.61638653177457e-10,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-202609200,202609200,2,ProgramMoE-soft,iid,0.46564719802699983,0.0011068182066082954,0.8333333333333333,1.0,1.0,1.0,0.00012262025641529561,0.00020608074098555151,0.9999999512506567,0.000220792534560508,0.00010326214188123976
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-202609200,202609200,2,SingleProgram,iid,0.17648775409907103,-1.0,0.3333333333333333,-1.0,-1.0,-1.0,0.584512860339319,0.8379592451133696,0.19399126376305598,0.8977798929787545,0.6067813862401423
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-202609200,202609200,2,MLP,iid,1.6308406521566212,-1.0,-1.0,-1.0,-1.0,-1.0,0.0462082443492422,0.09594393141016686,0.989433553078201,0.10279322410450514,0.04468530955290802
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-202609200,202609200,2,NeuralMoE,iid,2.357339853886515,0.15899981558322906,-1.0,0.509765625,-0.0005948500448992658,0.0002589264675864723,0.05813994684869517,0.11257952674533335,0.9854516817535364,0.12061640952400969,0.060610022765892176
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-202609200,202609200,2,RandomForest,iid,0.3777761410456151,-1.0,-1.0,-1.0,-1.0,-1.0,0.2581499623121998,0.4163578233167791,0.8010117584326504,0.4460809809522814,0.25541837166434705
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-202609200,202609200,2,ProgramMoE-hard,ood,0.46564719802699983,0.0010937645565718412,0.8333333333333333,1.0,1.0,1.0,5.7053028967857244e-11,3.8673649680043863e-10,1.0,5.5632565140676546e-12,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-202609200,202609200,2,ProgramMoE-soft,ood,0.46564719802699983,0.0010937645565718412,0.8333333333333333,1.0,1.0,1.0,0.0072550611060115955,0.013820832915222356,0.9999999604727786,0.00019881454008496935,9.745076469382086e-05
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-202609200,202609200,2,SingleProgram,ood,0.17648775409907103,-1.0,0.3333333333333333,-1.0,-1.0,-1.0,43.44850387250344,58.16668344339797,0.2998735968095433,0.8367355634789624,0.8948753718918209
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-202609200,202609200,2,MLP,ood,1.6308406521566212,-1.0,-1.0,-1.0,-1.0,-1.0,46.02195305415465,76.53262013174609,-0.21205134031077666,1.100932032557313,0.8801163281155283
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-202609200,202609200,2,NeuralMoE,ood,2.357339853886515,0.006236927583813667,-1.0,0.5185546875,0.00023666093503420883,0.00025951032693846503,45.42930816298691,74.65218421932892,-0.1532219250959883,1.0738817090797237,0.847503077087439
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-202609200,202609200,2,RandomForest,ood,0.3777761410456151,-1.0,-1.0,-1.0,-1.0,-1.0,51.26439625280156,85.31914896695294,-0.5063326239836632,1.227327431447559,0.9571835875717423
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-202609200,202609200,3,ProgramMoE-hard,iid,0.4584008080419153,0.0021141692996025085,0.8333333333333333,1.0,1.0,1.0,1.2459366871553357e-10,5.284602754396112e-10,1.0,5.370544768441116e-10,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-202609200,202609200,3,ProgramMoE-soft,iid,0.4584008080419153,0.0021141692996025085,0.8333333333333333,1.0,1.0,1.0,0.0002594719751165542,0.0004302082675135315,0.9999998088521167,0.00043720462403969954,0.00020079815648478745
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-202609200,202609200,3,SingleProgram,iid,0.17762112198397517,-1.0,0.3333333333333333,-1.0,-1.0,-1.0,0.6195295895734638,0.8771869803583063,0.20531257135036363,0.8914524264646074,0.6248939650565374
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-202609200,202609200,3,MLP,iid,1.6638680989854038,-1.0,-1.0,-1.0,-1.0,-1.0,0.040248051818085884,0.08036609125975491,0.9933295108641067,0.0816730624863135,0.04064629572816869
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-202609200,202609200,3,NeuralMoE,iid,2.4508101721294224,0.18247532844543457,-1.0,0.517578125,0.00024936763174210515,0.0011426413116040963,0.06637946878260337,0.1123573138269636,0.9869618886912496,0.11418454934337835,0.07689041239765525
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-202609200,202609200,3,RandomForest,iid,0.420002032071352,-1.0,-1.0,-1.0,-1.0,-1.0,0.24106417726722773,0.38372862276022507,0.847924105845208,0.3899690938456431,0.2540381046090019
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-202609200,202609200,3,ProgramMoE-hard,ood,0.4584008080419153,0.002121222671121359,0.8333333333333333,1.0,1.0,1.0,1.1475931316340393e-11,1.0193821831889944e-10,1.0,1.4656174499732448e-12,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-202609200,202609200,3,ProgramMoE-soft,ood,0.4584008080419153,0.002121222671121359,0.8333333333333333,1.0,1.0,1.0,0.015045866838283573,0.030600155806337632,0.9999998064405174,0.000439953955064895,0.00021660886017486997
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-202609200,202609200,3,SingleProgram,ood,0.17762112198397517,-1.0,0.3333333333333333,-1.0,-1.0,-1.0,43.356545196470684,58.64126122530111,0.2891568519199499,0.8431151452085593,1.2073138701263941
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-202609200,202609200,3,MLP,ood,1.6638680989854038,-1.0,-1.0,-1.0,-1.0,-1.0,45.18189876072665,75.34217730546077,-0.1733930465403657,1.0832326834712687,0.8895938111010172
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-202609200,202609200,3,NeuralMoE,ood,2.4508101721294224,0.016837898641824722,-1.0,0.5048828125,-0.0005529657295387374,0.00027319881283192546,43.973607352428196,71.81396822017068,-0.06606829427584526,1.032505832562628,0.8514551622685973
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-202609200,202609200,3,RandomForest,ood,0.420002032071352,-1.0,-1.0,-1.0,-1.0,-1.0,50.47614615636549,84.9662655484548,-0.49231408455727665,1.2216030797919908,0.963576989482635
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-202609200,202609200,4,ProgramMoE-hard,iid,0.49008655291981995,0.001062154769897461,0.8333333333333333,1.0,1.0,1.0,4.702427336411574e-10,1.241024629134054e-09,1.0,1.2451868265475089e-09,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-202609200,202609200,4,ProgramMoE-soft,iid,0.49008655291981995,0.001062154769897461,0.8333333333333333,1.0,1.0,1.0,0.00011930614950395046,0.00019309625003763724,0.9999999624633152,0.00019374386386703825,9.929298784017637e-05
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-202609200,202609200,4,SingleProgram,iid,0.18785539409145713,-1.0,0.6666666666666666,-1.0,-1.0,-1.0,0.6814016813699235,0.9446753592213459,0.10159241752517523,0.9478436487495313,0.7269907576975114
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-202609200,202609200,4,MLP,iid,1.0177987378556281,-1.0,-1.0,-1.0,-1.0,-1.0,0.03941346679295843,0.0734076226512953,0.9945751147942137,0.0736538200352588,0.04341652775205776
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-202609200,202609200,4,NeuralMoE,iid,1.6893150720279664,0.24337279796600342,-1.0,0.6337890625,0.07070069691395774,0.05352890514619711,0.06214474930756775,0.10443538555777784,0.9890199685855102,0.10478564507836853,0.07230529916375278
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-202609200,202609200,4,RandomForest,iid,0.38974225288257003,-1.0,-1.0,-1.0,-1.0,-1.0,0.3224752252026415,0.5126906093665009,0.7353822578863352,0.5144100913800825,0.3439417144939969
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-202609200,202609200,4,ProgramMoE-hard,ood,0.49008655291981995,0.001070119789801538,0.8333333333333333,1.0,1.0,1.0,1.0195577715421678e-10,5.911838429483354e-10,1.0,9.067556517811762e-12,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-202609200,202609200,4,ProgramMoE-soft,ood,0.49008655291981995,0.001070119789801538,0.8333333333333333,1.0,1.0,1.0,0.006406831491105436,0.011053319794241514,0.9999999712577409,0.00016953542140780623,9.846800230816659e-05
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-202609200,202609200,4,SingleProgram,ood,0.18785539409145713,-1.0,0.6666666666666666,-1.0,-1.0,-1.0,47.74971681189213,80.09420778671911,-0.5091682159266253,1.2284820779834866,0.9779249773489835
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-202609200,202609200,4,MLP,ood,1.0177987378556281,-1.0,-1.0,-1.0,-1.0,-1.0,43.79730981379821,73.20401064561459,-0.26068092255644437,1.1228004820788262,0.8967620478862239
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-202609200,202609200,4,NeuralMoE,ood,1.6893150720279664,0.02332180365920067,-1.0,0.5205078125,0.0010660880210134412,0.002246676486936346,42.97764636966936,70.27870953557589,-0.16193808408244648,1.0779323188783452,0.879660984077843
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-202609200,202609200,4,RandomForest,ood,0.38974225288257003,-1.0,-1.0,-1.0,-1.0,-1.0,48.06180604891,80.42017608948186,-0.5214772722004053,1.2334817680859353,0.9634850290527075
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-202609201,202609201,0,ProgramMoE-hard,iid,0.4478694961871952,0.0012926324270665646,1.0,1.0,1.0,1.0,4.0110137433657655e-12,3.570943205563269e-11,1.0,3.7716187150097877e-11,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-202609201,202609201,0,ProgramMoE-soft,iid,0.4478694961871952,0.0012926324270665646,1.0,1.0,1.0,1.0,0.00012332822649463449,0.00022788425219214415,0.9999999420680287,0.00024069061336088303,0.0001828816920389253
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-202609201,202609201,0,SingleProgram,iid,0.17758832313120365,-1.0,0.5,-1.0,-1.0,-1.0,0.5342585837018466,0.8375283512387167,0.21749213238766651,0.8845947476739467,0.9686601218430968
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-202609201,202609201,0,MLP,iid,0.8144596088677645,-1.0,-1.0,-1.0,-1.0,-1.0,0.11593887113440948,0.3587706971436753,0.8564101945063866,0.3789324550544772,0.19485360179157918
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-202609201,202609201,0,NeuralMoE,iid,1.8082011418882757,0.0791354849934578,-1.0,1.0,1.0,1.0,0.1362945599851907,0.452237791499639,0.7718484721850873,0.47765209914216095,0.1280987094030902
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-202609201,202609201,0,RandomForest,iid,0.4146909189876169,-1.0,-1.0,-1.0,-1.0,-1.0,0.19313919764496143,0.4900984794178738,0.7320483792174012,0.5176404358071333,0.2835273736340469
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-202609201,202609201,0,ProgramMoE-hard,ood,0.4478694961871952,0.0013270785566419363,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-202609201,202609201,0,ProgramMoE-soft,ood,0.4478694961871952,0.0013270785566419363,1.0,1.0,1.0,1.0,0.006577246938832104,0.010869569147463417,0.9999999537166078,0.00021513575308782445,0.00021769880367435363
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-202609201,202609201,0,SingleProgram,ood,0.17758832313120365,-1.0,0.5,-1.0,-1.0,-1.0,33.493430465998244,50.39343610920162,0.0051709309319195595,0.9974111835487309,0.9881659499026574
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-202609201,202609201,0,MLP,ood,0.8144596088677645,-1.0,-1.0,-1.0,-1.0,-1.0,29.004673520266806,45.28140744854,0.19676919225054623,0.8962314476458934,0.8284528984802216
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-202609201,202609201,0,NeuralMoE,ood,1.8082011418882757,0.4613909423351288,-1.0,0.7900390625,0.31378443045411514,0.23244148732954625,30.362334983527944,46.68312580813122,0.14627032276948793,0.9239749332262819,0.8844465300967872
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-202609201,202609201,0,RandomForest,ood,0.4146909189876169,-1.0,-1.0,-1.0,-1.0,-1.0,32.78527433010468,49.89271652151314,0.024842367384213526,0.9875007000583779,0.9707022136858552
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-202609201,202609201,1,ProgramMoE-hard,iid,0.44464168092235923,0.0019264634465798736,1.0,1.0,1.0,1.0,1.5545309484110703e-10,4.494132521268913e-10,1.0,4.26903344438404e-10,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-202609201,202609201,1,ProgramMoE-soft,iid,0.44464168092235923,0.0019264634465798736,1.0,1.0,1.0,1.0,0.00019128261167128402,0.0004042747640879891,0.9999998525242444,0.0003840257225269356,0.0002738140918902548
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-202609201,202609201,1,SingleProgram,iid,0.18053501192480326,-1.0,1.0,-1.0,-1.0,-1.0,0.5243235954975465,0.9032032013567686,0.2638974848341601,0.8579641689288894,0.9030047933236283
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-202609201,202609201,1,MLP,iid,0.9752055408898741,-1.0,-1.0,-1.0,-1.0,-1.0,0.21615450932793118,0.5476410260255428,0.7293803574529323,0.520211151886489,0.38979966104391217
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-202609201,202609201,1,NeuralMoE,iid,1.8703715559095144,0.4503312408924103,-1.0,0.5126953125,-0.000332253719073178,0.0004411082204931448,0.24170566099531604,0.61148968877444,0.662599562442483,0.580861805903536,0.46890830333231676
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-202609201,202609201,1,RandomForest,iid,0.42255982593633235,-1.0,-1.0,-1.0,-1.0,-1.0,0.22405183862782035,0.6108554815874425,0.6632990699586475,0.5802593644581295,0.2998552470366421
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-202609201,202609201,1,ProgramMoE-hard,ood,0.44464168092235923,0.0018811427289620042,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-202609201,202609201,1,ProgramMoE-soft,ood,0.44464168092235923,0.0018811427289620042,1.0,1.0,1.0,1.0,0.010012813261710107,0.018085308630784534,0.9999998881709502,0.0003344085074271545,0.0002877102008508869
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-202609201,202609201,1,SingleProgram,ood,0.18053501192480326,-1.0,1.0,-1.0,-1.0,-1.0,24.387321704474743,37.71455758182587,0.5136814663550983,0.6973654233218777,0.5309771059748349
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-202609201,202609201,1,MLP,ood,0.9752055408898741,-1.0,-1.0,-1.0,-1.0,-1.0,30.61290000158442,46.667176451114024,0.25539519201967964,0.8629048661239085,0.8081418081164384
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-202609201,202609201,1,NeuralMoE,ood,1.8703715559095144,0.30274832248687744,-1.0,0.5078125,-0.0004103985899163327,0.0002602116280875093,32.336494774115636,48.519350544734436,0.19511702012804122,0.8971527071084157,0.8785946860292912
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-202609201,202609201,1,RandomForest,ood,0.42255982593633235,-1.0,-1.0,-1.0,-1.0,-1.0,36.023077373463806,53.31267652428665,0.028229392958222466,0.9857842598874144,0.9578115314734772
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-202609201,202609201,2,ProgramMoE-hard,iid,0.44307768414728343,0.001254902919754386,1.0,1.0,1.0,1.0,3.301467987881779e-10,8.842329251090517e-10,1.0,8.616598089091704e-10,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-202609201,202609201,2,ProgramMoE-soft,iid,0.44307768414728343,0.001254902919754386,1.0,1.0,1.0,1.0,0.00011335835643055958,0.00020706570825757424,0.9999999592849781,0.00020177963695126942,0.00015049610239000827
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-202609201,202609201,2,SingleProgram,iid,0.17660096404142678,-1.0,1.0,-1.0,-1.0,-1.0,0.4977960320601058,0.8656553155657337,0.2884125032357221,0.8435564573662381,0.5617506594456696
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-202609201,202609201,2,MLP,iid,1.5927114740479738,-1.0,-1.0,-1.0,-1.0,-1.0,0.12942978861334442,0.3519386105736356,0.8823824473505061,0.342954155317433,0.19817220549852277
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-202609201,202609201,2,NeuralMoE,iid,2.486087810015306,0.27402180433273315,-1.0,0.578125,0.0234510610192252,0.01693659732009196,0.14198829928125445,0.3859433903393518,0.858555676316987,0.3760908449869698,0.2267382909758583
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-202609201,202609201,2,RandomForest,iid,0.41471974994055927,-1.0,-1.0,-1.0,-1.0,-1.0,0.19938627510894746,0.4870429417931395,0.7747458421691955,0.4746094792888196,0.29639411269249605
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-202609201,202609201,2,ProgramMoE-hard,ood,0.44307768414728343,0.0012539667077362537,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-202609201,202609201,2,ProgramMoE-soft,ood,0.44307768414728343,0.0012539667077362537,1.0,1.0,1.0,1.0,0.00719129154458642,0.014905363674239608,0.9999999225546963,0.00027828996337379803,0.00016626619469892645
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-202609201,202609201,2,SingleProgram,ood,0.17660096404142678,-1.0,1.0,-1.0,-1.0,-1.0,35.50935970552382,56.66748747089869,-0.11938078645646466,1.0580079330782284,0.9511810351207364
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-202609201,202609201,2,MLP,ood,1.5927114740479738,-1.0,-1.0,-1.0,-1.0,-1.0,29.871353346485193,46.74521544019278,0.23829945720109447,0.8727545719152123,0.76832977792274
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-202609201,202609201,2,NeuralMoE,ood,2.486087810015306,0.16280445456504822,-1.0,0.505859375,-0.0006621053393636407,1.0576316261882766e-06,33.82177065828728,49.87562716306659,0.13286508523408558,0.9312007918628047,0.9195648449533514
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-202609201,202609201,2,RandomForest,ood,0.41471974994055927,-1.0,-1.0,-1.0,-1.0,-1.0,35.5310734713691,52.82944823776375,0.027113709917532813,0.9863499835669219,0.957882772430092
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-202609201,202609201,3,ProgramMoE-hard,iid,0.4850379840936512,0.0008526700548827648,1.0,1.0,1.0,1.0,6.707878696943226e-11,2.1684251149767454e-10,1.0,2.1696841373460898e-10,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-202609201,202609201,3,ProgramMoE-soft,iid,0.4850379840936512,0.0008526700548827648,1.0,1.0,1.0,1.0,7.857823223211824e-05,0.00014722064707022655,0.9999999783009054,0.00014730612573702974,0.00011560800016189224
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-202609201,202609201,3,SingleProgram,iid,0.1794348240364343,-1.0,1.0,-1.0,-1.0,-1.0,0.5103917583105453,0.8788067897778602,0.2268015447795244,0.8793170390823071,0.71610488330557
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-202609201,202609201,3,MLP,iid,0.51344396895729,-1.0,-1.0,-1.0,-1.0,-1.0,0.31838501586330104,0.7143563233933545,0.4891022887260825,0.7147710901218078,0.6341031351158223
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-202609201,202609201,3,NeuralMoE,iid,0.8867259761318564,0.5023683309555054,-1.0,0.7041015625,0.1658076166146884,0.1321502418604193,0.3049155048865355,0.7045446351861672,0.5030402736781591,0.7049537050912216,0.5558751633907728
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,regime-202609201,202609201,3,RandomForest,iid,0.4412069439422339,-1.0,-1.0,-1.0,-1.0,-1.0,0.1941736365685695,0.4589743859569374,0.7890978197945012,0.45924087384018725,0.30329987437592987
