backbone,source,task,split,operator,validation_gain,validation_se,test_gain,validation_states,test_states,ordinary_dimensions,oof_finite
tabm,ACS,acs_occupation,2,harmonic,-0.0008165817770613876,0.0006070962071526572,-0.00015559736119735137,86,88,10,True
tabm,ACS,acs_occupation,2,kernel_ridge,0.02152179800798221,0.0038741945653232713,0.01484985376741408,86,88,10,True
tabm,ACS,acs_occupation,2,knn_1,0.017814422763038344,0.005364943264269584,0.0056673408210267924,86,88,10,True
tabm,ACS,acs_occupation,2,knn_10,0.01647968650557386,0.0038807402534172535,0.013949353316754244,86,88,10,True
tabm,ACS,acs_occupation,2,knn_3,0.02067262664564637,0.004682667541459284,0.010514357296212813,86,88,10,True
tabm,ACS,acs_occupation,2,knn_5,0.02048146611740974,0.004358493973145583,0.015420223724130412,86,88,10,True
tabm,ACS,acs_occupation,2,rbf,-0.0009931368641513834,0.0006063635016060212,-0.0003153155459218874,86,88,10,True
tabm,ACS,acs_occupation,2,rbf_double,-0.00107846913454365,0.0006056183533931044,-0.00040525366600769035,86,88,10,True
tabm,ACS,acs_occupation,2,rbf_half,-0.0005867857829380134,0.0006194691627528758,0.0001097116920498417,86,88,10,True
tabm,BTS,airline_origin_airport,2,harmonic,-0.0003262595206889682,0.00044720040965603053,-6.377780918640207e-05,43,43,310,True
tabm,BTS,airline_origin_airport,2,kernel_ridge,-0.0005797550015121747,0.0009637328024635311,-0.0009749304636381058,43,43,310,True
tabm,BTS,airline_origin_airport,2,knn_1,-0.001041841469865729,0.0027581234512774454,-0.003917759617853947,43,43,310,True
tabm,BTS,airline_origin_airport,2,knn_10,0.0006232515418905994,0.0009102467310507449,-0.001888056162720468,43,43,310,True
tabm,BTS,airline_origin_airport,2,knn_3,0.00038223038725637855,0.0013423162989458426,-0.0028138771907069305,43,43,310,True
tabm,BTS,airline_origin_airport,2,knn_5,0.0010454726355316685,0.001086938115913961,-0.0014962138927851643,43,43,310,True
tabm,BTS,airline_origin_airport,2,rbf,-0.00029987393519293745,0.0004502163811017939,-7.251482484371555e-05,43,43,310,True
tabm,BTS,airline_origin_airport,2,rbf_double,-0.0003708071769923074,0.00037201684726088414,3.263538735166198e-05,43,43,310,True
tabm,BTS,airline_origin_airport,2,rbf_half,-0.00019613428593853692,0.0005959282343577176,-0.0002559034053391907,43,43,310,True
tabm,STRING_BENCHMARK,medical_charges,2,harmonic,0.0008055648199657836,0.00025956856231771784,0.0006566436975677665,20,20,52,True
tabm,STRING_BENCHMARK,medical_charges,2,kernel_ridge,0.041062598484263135,0.02601221371942065,0.041605541301933634,20,20,52,True
tabm,STRING_BENCHMARK,medical_charges,2,knn_1,0.07362530701501432,0.06213247726846116,0.020457594511389184,20,20,52,True
tabm,STRING_BENCHMARK,medical_charges,2,knn_10,0.04503639710127782,0.02899575111322224,0.03316688416464478,20,20,52,True
tabm,STRING_BENCHMARK,medical_charges,2,knn_3,0.08849096717478966,0.07262334242061087,0.021358281160853455,20,20,52,True
tabm,STRING_BENCHMARK,medical_charges,2,knn_5,0.07789299362515063,0.05664974991931225,0.04903085045288993,20,20,52,True
tabm,STRING_BENCHMARK,medical_charges,2,rbf,0.00028166898287425676,0.0004628051812512696,0.0005447758028711318,20,20,52,True
tabm,STRING_BENCHMARK,medical_charges,2,rbf_double,-1.7772691189723124e-05,0.0005348009810935936,-0.0001400801320793998,20,20,52,True
tabm,STRING_BENCHMARK,medical_charges,2,rbf_half,0.0017149962001663335,0.001022674273210496,0.0037435348723679402,20,20,52,True
tabm,NYC_TLC,tlc_pickup_zone,2,harmonic,0.032760085059209,0.033492990593874165,0.0010575918106938806,18,19,254,True
tabm,NYC_TLC,tlc_pickup_zone,2,kernel_ridge,0.07475758639370225,0.06612175691074365,-0.049254392178927,18,19,254,True
tabm,NYC_TLC,tlc_pickup_zone,2,knn_1,0.09563821689797442,0.08583408379467625,-0.13959195231054003,18,19,254,True
tabm,NYC_TLC,tlc_pickup_zone,2,knn_10,0.059081847274894156,0.04358167340673473,-0.02499935490904049,18,19,254,True
tabm,NYC_TLC,tlc_pickup_zone,2,knn_3,0.08036832375548357,0.06146190277060973,-0.06395046734029379,18,19,254,True
tabm,NYC_TLC,tlc_pickup_zone,2,knn_5,0.06617670932909145,0.051321900334905295,-0.04052566639010433,18,19,254,True
tabm,NYC_TLC,tlc_pickup_zone,2,rbf,0.024715161221433118,0.025031971064614886,0.001171119377520906,18,19,254,True
tabm,NYC_TLC,tlc_pickup_zone,2,rbf_double,0.006064952843299137,0.0063192858388755125,-4.9633280222024374e-05,18,19,254,True
tabm,NYC_TLC,tlc_pickup_zone,2,rbf_half,0.06041712792264959,0.05428627920778993,-0.015149777963771883,18,19,254,True
