dataset,split_seed,binned_entropy,entropy,excess_kurtosis,feature,finite_count,largest_atom_mass,missing_rate,robust_scale_iqr,skewness,spacing_irregularity,tail_heaviness_q99_q01_over_iqr,unique_count,unique_fraction,zero_mass,q01,q10,q25,q50,q75,q90,q99
wine_quality,20260841,2.041733560318044,3.780766894723822,3.818967038967944,fixed_acidity,2048,0.0546875,0.0,1.2999999999999998,1.5913212165378865,1.7160341417181664,5.230769230769232,91.0,0.04443359375,0.0,5.1,6.0,6.4,7.0,7.7,8.9,11.9
wine_quality,20260841,1.9882914145492965,4.098186044661771,4.349399716169542,volatile_acidity,2048,0.04150390625,0.0,0.17625,1.6249241760709574,2.433744257540449,4.08851063829787,149.0,0.07275390625,0.0,0.12735,0.18,0.23,0.2925,0.40625,0.5614999999999998,0.8479499999999995
wine_quality,20260841,2.1627138342038514,3.893963597262693,1.9049978523177113,citric_acid,2048,0.05078125,0.0,0.15000000000000002,0.46991730222643463,1.8613447832525767,4.933333333333333,80.0,0.0390625,0.0185546875,0.0,0.15,0.25,0.32,0.4,0.49,0.74
wine_quality,20260841,2.330168926415584,4.736466313210033,0.2785070873824398,residual_sugar,2048,0.04345703125,0.0,6.3,1.136494914556813,1.3451619245512945,2.738095238095238,243.0,0.11865234375,0.0,0.9,1.3,1.8,2.95,8.1,13.1,18.15
wine_quality,20260841,1.372012956332536,4.323437292942768,40.2593642536789,chlorides,2048,0.0361328125,0.0,0.028000000000000004,4.837571418410862,2.620704808789542,5.521071428571425,152.0,0.07421875,0.0,0.022,0.032,0.038,0.048,0.066,0.086,0.1765899999999999
wine_quality,20260841,1.5545958983604933,4.1936105221422775,19.571408421621115,free_sulfur_dioxide,2048,0.03564453125,0.0,24.0,2.067239826331111,5.398165519157618,3.0416666666666665,108.0,0.052734375,0.0,4.0,9.0,17.0,29.0,41.0,54.0,77.0
wine_quality,20260841,2.3240740058714713,5.329113975501725,0.08168354648842246,total_sulfur_dioxide,2048,0.01171875,0.0,79.25,0.1268154477065691,3.0659485235610404,2.9274447949526814,256.0,0.125,0.0,11.0,30.0,76.75,119.0,156.0,189.64999999999998,243.0
wine_quality,20260841,2.6725353482981613,5.960679284786056,-0.7873836871693047,density,2048,0.01318359375,0.0,0.0046000000000000485,-0.024000530951283662,2.4011176248072843,2.5121521739130066,654.0,0.3193359375,0.0,0.9889,0.9908,0.9924,0.994845,0.997,0.9984,1.0004559
wine_quality,20260841,2.391583576536893,4.1480304719950185,0.5356961323203473,pH,2048,0.03369140625,0.0,0.20999999999999996,0.4696135052783332,1.2605405596652957,3.5742857142857147,96.0,0.046875,0.0,2.8947,3.02,3.11,3.205,3.32,3.42,3.6452999999999998
wine_quality,20260841,2.2584253723255543,3.933986890738032,1.7654502569341943,sulphates,2048,0.0400390625,0.0,0.16999999999999998,1.0200283187700094,1.1758519145449304,3.8823529411764706,85.0,0.04150390625,0.0,0.3,0.38,0.43,0.51,0.6,0.72,0.96
wine_quality,20260841,2.6846199598733524,3.8160065343865606,-0.6363466627575396,alcohol,2048,0.0517578125,0.0,1.8000000000000007,0.5061272878729574,0.7635807459303651,2.499999999999999,83.0,0.04052734375,0.0,8.7,9.1,9.5,10.3,11.3,12.3,13.2
miami_housing,20260831,2.9086122409305037,7.624618986159401,-0.9716928642871743,LATITUDE,2048,0.00048828125,0.0,0.23728620422500057,-0.11515809894372261,1.5429433909627086,2.1340198655959157,2048.0,1.0,0.0,25.456923840418,25.53074127535,25.6164165309,25.7315847979,25.853702735125,25.924300821259997,25.963297314066
miami_housing,20260831,2.7867402123396188,7.624618986159401,-0.9142419351104643,LONGITUDE,2048,0.00048828125,0.0,0.145575666900001,0.297507663576811,2.3476297964126838,2.446873934891094,2048.0,1.0,0.0,-80.488682837852,-80.43969820635999,-80.404719887925,-80.34108644795,-80.259144221025,-80.20049980846001,-80.13247753296
miami_housing,20260831,1.6479269889703874,6.201677706381094,20.020193065472576,LND_SQFOOT,2048,0.080078125,0.0,3795.75,3.9416106339040136,4.0533629898747545,9.9729091747349,1126.0,0.5498046875,0.0,2730.0,4347.0,5279.25,7500.0,9075.0,14370.599999999999,40584.67
miami_housing,20260831,2.4197784341133244,7.07437583077685,2.179394510515312,TOT_LVG_AREA,2048,0.00341796875,0.0,1055.0,1.2422340321003948,2.9287585062285006,3.7173838862559236,1336.0,0.65234375,0.0,921.88,1201.7,1472.0,1916.5,2527.0,3157.3,4843.719999999999
miami_housing,20260831,1.4086215309615133,6.5685104144729305,2.4099603461315304,SPEC_FEAT_VAL,2048,0.15673828125,0.0,10011.75,1.7026148303989963,10.320968840027112,5.1249012410417745,1533.0,0.74853515625,0.15673828125,0.0,0.0,852.0,2758.0,10863.75,32284.199999999997,51309.22999999999
miami_housing,20260831,2.68738505492021,7.618526872267761,0.06727503468276907,RAIL_DIST,2048,0.0009765625,0.0,8661.425,0.8586771834102416,2.258912712010477,2.9080037060876243,2039.0,0.99560546875,0.0,290.809,1462.5800000000004,3412.55,7150.85,12073.974999999999,17705.059999999998,25478.265
miami_housing,20260831,2.883945178467514,7.624618986159401,-0.7416548560263423,OCEAN_DIST,2048,0.00048828125,0.0,26457.050000000003,0.35066154944784644,1.4749269178133513,2.638979478059723,2048.0,1.0,0.0,1738.107,10037.59,18042.875,29781.05,44499.925,58566.2,71557.719
miami_housing,20260831,2.510124778279034,7.597542924418779,0.3385999714985215,WATER_DIST,2048,0.0078125,0.0,16806.725,1.1234958340660963,2.377714074738289,2.7218018382522473,2025.0,0.98876953125,0.0078125,11.927999999999997,889.9900000000001,2800.9,7293.7,19607.625,30560.64,45756.503
miami_housing,20260831,2.7683839374731636,7.6212344784418224,-0.31622384356007993,CNTR_DIST,2048,0.0009765625,0.0,47051.5,0.44317521200960974,2.0413250002751857,2.908457498698234,2043.0,0.99755859375,0.0,11896.318,28833.89,43463.05,66368.04999999999,90514.55,114834.54,148743.60599999997
miami_housing,20260831,2.775265895621731,7.623942084615885,-0.21955728490433657,SUBCNTR_DI,2048,0.0009765625,0.0,30291.274999999994,0.44331707594488634,2.08887889715174,3.146388390716469,2047.0,0.99951171875,0.0,3900.509,11819.380000000001,24644.75,41843.4,54936.024999999994,73326.31999999999,99208.625
miami_housing,20260831,2.18990386662108,7.613111659919635,1.2024195392950974,HWY_DIST,2048,0.0009765625,0.0,7939.025,1.1297838604872865,9.608689641723611,3.0352422369245593,2031.0,0.99169921875,0.0,254.399,1370.39,2946.2250000000004,6038.0,10885.25,17023.039999999997,24351.263
miami_housing,20260831,2.693545659818542,4.154483011597531,-0.639108482366324,age,2048,0.07080078125,0.0,32.0,0.5345619479958006,0.4375,2.5,91.0,0.04443359375,0.07080078125,0.0,3.0,14.0,26.0,46.0,63.0,80.0
miami_housing,20260831,2.4737915877019754,2.4737915877019754,-1.1391328254911657,month_sold,2048,0.1025390625,0.0,5.0,0.009561013875319366,0.0,2.2,12.0,0.005859375,0.0,1.0,2.0,4.0,7.0,9.0,11.0,12.0
miami_housing,20260831,1.0467365685254226,1.0467365685254226,-1.0083535133483532,structure_quality,2048,0.548828125,0.0,2.0,-0.5569175692216142,0.0,2.0,5.0,0.00244140625,0.0,1.0,2.0,2.0,4.0,4.0,5.0,5.0
miami_housing,20260841,2.91036120237261,7.624618986159401,-0.9631207636864465,LATITUDE,2048,0.00048828125,0.0,0.23333038960000252,-0.06512384466574438,1.4297109276873987,2.1630894419849422,2048.0,1.0,0.0,25.45853800955,25.532707432949998,25.610838087174997,25.72946228525,25.844168476775,25.92053548311,25.963252511788
miami_housing,20260841,2.7875507451101007,7.624618986159401,-0.8800988065122,LONGITUDE,2048,0.00048828125,0.0,0.14580759189999526,0.3151070567072506,2.9511524227956394,2.4571367532063966,2048.0,1.0,0.0,-80.49128717489,-80.43749176258,-80.40652831065,-80.3413062788,-80.26072071875001,-80.19720464702,-80.133017981936
miami_housing,20260841,1.6995057098336792,6.281919904569321,16.485990167248673,LND_SQFOOT,2048,0.0673828125,0.0,3859.75,3.5834932528548364,4.384219040116539,9.79571474836453,1140.0,0.556640625,0.0,2730.0,4396.3,5365.25,7500.0,9225.0,15000.0,40539.009999999995
miami_housing,20260841,2.379276096209042,7.100601741262473,2.1723042384689624,TOT_LVG_AREA,2048,0.00341796875,0.0,1020.5,1.2857141479338363,4.007697063892512,3.9571288584027426,1370.0,0.6689453125,0.0,904.0,1224.0,1492.75,1906.5,2513.25,3177.9999999999995,4942.249999999999
miami_housing,20260841,1.3344990209992562,6.581759667922687,3.7757504767003454,SPEC_FEAT_VAL,2048,0.154296875,0.0,15855.75,1.830702341144526,12.883634669555905,3.638493291077369,1530.0,0.7470703125,0.154296875,0.0,0.0,930.75,2890.5,16786.5,32699.999999999996,57691.03999999999
miami_housing,20260841,2.6805010281695822,7.61852687226776,0.05235998058043556,RAIL_DIST,2048,0.0009765625,0.0,8682.349999999999,0.8535387487863068,2.1742389749803506,2.8737816374599046,2039.0,0.99560546875,0.0,247.54399999999998,1385.19,3272.825,7062.299999999999,11955.175,17681.51,25198.722
miami_housing,20260841,2.8631199245542707,7.620557576898308,-0.6993149124899456,OCEAN_DIST,2048,0.0009765625,0.0,26162.300000000003,0.40299597753812555,1.4460713864169283,2.656611421778666,2042.0,0.9970703125,0.0,1880.393,9970.02,18095.975,28286.4,44258.275,57862.689999999995,71383.458
miami_housing,20260841,2.5097772582159035,7.599132638216563,0.44782874149361973,WATER_DIST,2048,0.0068359375,0.0,16573.524999999998,1.1559526761526238,2.115435248232105,2.7964008863533865,2024.0,0.98828125,0.0068359375,10.310999999999998,809.3100000000001,2683.3,7166.9,19256.824999999997,31445.57,46356.531
miami_housing,20260841,2.765968612893243,7.621234478441823,-0.3862937975491647,CNTR_DIST,2048,0.0009765625,0.0,48354.67500000001,0.41197338309065934,2.0647449540570246,2.750139112712472,2043.0,0.99755859375,0.0,12429.926,28895.63,42206.725,66595.15,90561.40000000001,113126.07999999999,145412.009
miami_housing,20260841,2.7451862746353766,7.62326518307237,-0.1562962809252042,SUBCNTR_DI,2048,0.0009765625,0.0,29581.625,0.4818612038657358,2.3184760785402494,3.15199557157526,2046.0,0.9990234375,0.0,3921.004,12423.82,23862.025,40792.850000000006,53443.65,71768.83,97162.155
miami_housing,20260841,2.3908593821223865,7.619203773811277,0.7849119932615718,HWY_DIST,2048,0.0009765625,0.0,8276.324999999999,1.0457593650847037,6.555043064733009,2.923424950083522,2040.0,0.99609375,0.0,224.641,1361.46,3110.0750000000003,6284.75,11386.4,16935.629999999997,24419.856
miami_housing,20260841,2.696162997508145,4.1247715161032215,-0.6433399296328992,age,2048,0.07373046875,0.0,32.0,0.535380907323862,0.1737149937785324,2.40625,91.0,0.04443359375,0.07373046875,0.0,3.0,13.0,26.0,45.0,62.0,77.0
miami_housing,20260841,2.4750600070771074,2.4750600070771074,-1.1403851312967803,month_sold,2048,0.0947265625,0.0,5.0,-0.023736848912051214,0.0,2.2,12.0,0.005859375,0.0,1.0,2.0,4.0,7.0,9.0,11.0,12.0
miami_housing,20260841,1.022940585202945,1.022940585202945,-1.1416911772514784,structure_quality,2048,0.54296875,0.0,2.0,-0.48712455617531314,0.0,2.0,5.0,0.00244140625,0.0,1.0,2.0,2.0,4.0,4.0,5.0,5.0
Food_Delivery_Time,20260831,2.432897572342807,2.9799894847988107,-1.0558877532691748,Delivery_person_Age,2048,0.09765625,0.0,10.0,0.035513193228701695,1.3522468075656267,1.9,22.0,0.0107421875,0.0,20.0,21.0,24.0,29.0,34.0,37.0,39.0
Food_Delivery_Time,20260831,1.48906045514897,2.2995962257414226,11.660344271839149,Delivery_person_Ratings,2048,0.20068359375,0.0,0.2999999999999998,-2.2382319311372854,1.5937377450509227,5.000000000000003,26.0,0.0126953125,0.0,3.5,4.2,4.5,4.7,4.8,4.9,5.0
Food_Delivery_Time,20260831,2.0502885780370157,5.518999216242956,4.617857605573009,Restaurant_latitude,2048,0.07861328125,0.0,9.798941,-1.5573702448743694,5.314018060006717,4.557185399932504,377.0,0.18408203125,0.07861328125,-14.283388860000002,9.990737,12.933284,18.55144,22.732225,26.889251299999998,30.372202
Food_Delivery_Time,20260831,0.7500972422188108,5.504637948347952,11.21719367281582,Restaurant_longitude,2048,0.07861328125,0.0,4.883161999999999,-3.3173121975393935,11.781816277731025,18.09275281057643,364.0,0.177734375,0.07861328125,0.0,72.772629,73.17,75.898497,78.053162,80.264151,88.349843
Food_Delivery_Time,20260831,2.3577917920494436,7.099474726489203,0.22519052147776897,Delivery_location_latitude,2048,0.009765625,0.0,9.80479125,-0.690943571320568,13.706747677561737,3.1289481027961705,1466.0,0.7158203125,0.0,0.02,11.0218209,12.9932945,18.645299,22.79808575,26.9287728,30.69868297999999
Food_Delivery_Time,20260831,1.309544875847477,7.099474726489203,7.298923956501081,Delivery_location_longitude,2048,0.009765625,0.0,4.8313632499999954,-2.990124380584283,31.4695782360351,18.288158769680603,1466.0,0.7158203125,0.0,0.02,72.825503,73.27943825,76.017585,78.1108015,80.36289020000001,88.37673819
Food_Delivery_Time,20260841,2.4420407783025095,2.9931850600840257,-0.9492303866523382,Delivery_person_Age,2048,0.08349609375,0.0,10.0,-0.0007239148125454155,1.3522468075656267,1.9,22.0,0.0107421875,0.0,20.0,21.0,25.0,29.0,35.0,37.0,39.0
Food_Delivery_Time,20260841,1.476226302241431,2.280124307391738,22.651979485190463,Delivery_person_Ratings,2048,0.1904296875,0.0,0.3000000000000007,-3.0753045700799113,1.4843180252223576,4.9999999999999885,23.0,0.01123046875,0.0,3.5,4.2,4.6,4.7,4.9,4.9,5.0
Food_Delivery_Time,20260841,1.9095725333085105,5.509178157505492,3.4801541354193244,Restaurant_latitude,2048,0.08447265625,0.0,9.79187625,-1.330975183724749,5.355313164007361,3.154970529779724,374.0,0.1826171875,0.08447265625,0.0,9.9817927,12.93395875,18.546947,22.725835,26.847188,30.893081
Food_Delivery_Time,20260841,0.7434441412171213,5.498458822312957,9.629933006472324,Restaurant_longitude,2048,0.08447265625,0.0,4.873907000000003,-3.1230365403777136,11.278659842519737,18.12781265625297,364.0,0.177734375,0.08447265625,0.0,72.772629,73.169083,75.894377,78.04299,80.264151,88.353273
Food_Delivery_Time,20260841,2.3544406815525933,7.083832605343595,0.2803045798914594,Delivery_location_latitude,2048,0.01025390625,0.0,9.779540750000002,-0.7083620081581682,13.690369165248207,3.1637628413174714,1463.0,0.71435546875,0.0,0.02,11.0180524,12.996229,18.624231,22.775769750000002,26.9125116,30.96014763
Food_Delivery_Time,20260841,1.316167042982082,7.083832605343595,6.482925757551328,Delivery_location_longitude,2048,0.01025390625,0.0,4.839436500000005,-2.8559126051829673,31.45315438351331,18.259056247561038,1463.0,0.71435546875,0.0,0.02,72.82242620000001,73.25382975,75.9962105,78.09326625,80.36393319999999,88.38354326000001
diamonds,20260831,2.3447972935919164,4.454357421467264,0.8242388142773378,carat,2048,0.05078125,0.0,0.65,1.0059699835579186,1.8021810499423516,2.838923076923076,178.0,0.0869140625,0.0,0.24,0.31,0.4,0.71,1.05,1.51,2.0852999999999997
diamonds,20260831,1.5731270797066295,3.9810029473716075,11.854843790798633,depth,2048,0.04541015625,0.0,1.5,0.9105362831086381,3.0532431320370947,5.333333333333338,107.0,0.05224609375,0.0,57.9,59.9,61.0,61.8,62.5,63.2,65.9
diamonds,20260831,2.1775389337919195,2.2765241733206345,1.856294557909731,table,2048,0.18701171875,0.0,3.0,0.828321391183565,1.149228273052297,3.509999999999991,45.0,0.02197265625,0.0,53.0,55.0,56.0,57.0,59.0,60.719999999999985,63.52999999999997
diamonds,20260831,2.6447338478850337,5.7815137475044995,-0.7865309750286658,x,2048,0.01123046875,0.0,1.8399999999999999,0.33255876665553424,1.5759891444903988,2.328967391304348,426.0,0.2080078125,0.0,4.0247,4.35,4.71,5.73,6.55,7.34,8.31
diamonds,20260831,2.671883951588332,5.764137985233334,-0.8133508465934653,y,2048,0.01025390625,0.0,1.8399999999999999,0.32367564909307234,1.3476150734026848,2.2909239130434784,418.0,0.2041015625,0.0,4.0347,4.36,4.72,5.74,6.56,7.34,8.25
diamonds,20260831,2.4589622722183244,5.338504889419012,-0.8093405607722217,z,2048,0.015625,0.0,1.1424999999999996,0.30012822108069787,3.575419480165509,2.302494529540482,284.0,0.138671875,0.0,2.4747,2.69,2.9075,3.54,4.05,4.512999999999999,5.1053
diamonds,20260841,2.2943859383194534,4.434367139937088,0.9405500402515345,carat,2048,0.0478515625,0.0,0.64,1.0596247645875592,1.7841064189912312,2.890625,176.0,0.0859375,0.0,0.25,0.31,0.39,0.7,1.03,1.4229999999999994,2.1
diamonds,20260841,1.9830074368096657,3.9573246427760234,2.9396157586879124,depth,2048,0.046875,0.0,1.3999999999999986,-0.09055897555035818,1.0700855584919717,5.357142857142867,106.0,0.0517578125,0.0,57.9,60.0,61.1,61.8,62.5,63.3,65.4
diamonds,20260841,2.1813076543621914,2.2492387015235153,1.3278886398115404,table,2048,0.1826171875,0.0,3.0,0.7929265090789515,0.7999999999999993,3.603999999999999,42.0,0.0205078125,0.0,53.188,55.0,56.0,57.0,59.0,60.0,64.0
diamonds,20260841,2.6207336454877055,5.7303748688688145,-0.771964349002987,x,2048,0.01171875,0.0,1.8199999999999994,0.3888873517626751,1.1646299846455392,2.3215934065934074,411.0,0.20068359375,0.0,4.0347,4.36,4.69,5.66,6.51,7.16,8.26
diamonds,20260841,2.6407898117376174,5.749080306281848,-0.8018490522901018,y,2048,0.01171875,0.0,1.8125,0.37810855211136934,1.3313302791618022,2.309131034482759,413.0,0.20166015625,0.0,4.06,4.36,4.6975,5.66,6.51,7.153,8.2453
diamonds,20260841,2.1227614215616386,5.286002559316589,-0.5038944085098684,z,2048,0.01708984375,0.0,1.1524999999999999,0.3059654111516008,6.6308570050613165,2.2564859002169197,275.0,0.13427734375,0.00048828125,2.4747,2.69,2.8875,3.5,4.04,4.433,5.0752999999999995
airfoil_self_noise,20260831,1.8423521280287811,2.92013282771763,5.314443111736319,frequency,851,0.07403055229142186,0.0,3200.0,2.103002547777659,1.1589285993617244,4.9375,21.0,0.024676850763807285,0.0,200.0,400.0,800.0,2000.0,4000.0,6300.0,16000.0
airfoil_self_noise,20260831,1.785013683693788,1.785013683693788,-1.0869986417562234,chord-length,851,0.18566392479435959,0.0,0.1778,0.44576414809893566,0.3401506715249038,1.5714285714285716,6.0,0.007050528789659225,0.0,0.0254,0.0254,0.0508,0.1016,0.2286,0.3048,0.3048
airfoil_self_noise,20260831,1.3494820781198378,1.3494820781198378,-1.5655245736218253,free-stream-velocity,851,0.32314923619271446,0.0,31.699999999999996,0.2266996946997457,0.2839309313875329,1.249211356466877,4.0,0.004700352526439483,0.0,31.7,31.7,39.6,39.6,71.3,71.3,71.3
airfoil_self_noise,20260831,2.033512437617676,4.622839858765577,2.2373969067877484,suction-side-displacement-thickness,851,0.01527614571092832,0.0,0.01356889,1.6979373343304853,1.9008049281742074,3.8644583307846108,105.0,0.12338425381903642,0.0,0.00041229,0.00121072,0.00253511,0.00485029,0.016104,0.0289853,0.0528487
airfoil_self_noise,20260841,1.8170420286507267,2.9131295479403687,5.813690931859954,frequency,851,0.07638072855464159,0.0,3370.0,2.178079798173789,1.1589285993617244,4.688427299703264,21.0,0.024676850763807285,0.0,200.0,400.0,630.0,1600.0,4000.0,6300.0,16000.0
airfoil_self_noise,20260841,1.7836022260714073,1.7836022260714073,-1.0771256043648918,chord-length,851,0.1891891891891892,0.0,0.1778,0.4255067322422281,0.3401506715249038,1.5714285714285716,6.0,0.007050528789659225,0.0,0.0254,0.0254,0.0508,0.1016,0.2286,0.3048,0.3048
airfoil_self_noise,20260841,1.3531379767405127,1.3531379767405127,-1.5485050260832232,free-stream-velocity,851,0.32314923619271446,0.0,31.699999999999996,0.24925098035383783,0.2839309313875329,1.249211356466877,4.0,0.004700352526439483,0.0,31.7,31.7,39.6,39.6,71.3,71.3,71.3
airfoil_self_noise,20260841,2.0312709166630283,4.616377870353581,2.5797062371450092,suction-side-displacement-thickness,851,0.01762632197414806,0.0,0.01251269,1.7794718711851234,1.9008049281742074,4.63521512960043,105.0,0.12338425381903642,0.0,0.00041229,0.000930789,0.00253511,0.00485029,0.0150478,0.0289853,0.0584113
concrete_compressive_strength,20260831,2.8283214984098763,5.17436701450131,-0.5900393350551143,Cement,583,0.029159519725557463,0.0,167.92000000000002,0.5312623003140399,1.4105701596845528,2.4502977608384917,229.0,0.3927958833619211,0.0,121.41199999999999,155.04,194.68,266.0,362.6,427.5,532.8659999999995
concrete_compressive_strength,20260831,2.0080441877252757,3.19796486847131,-0.23110373408713603,BlastFurnaceSlag,583,0.4614065180102916,0.0,134.7,0.90556007776522,1.6231141564147895,2.1745953971789103,142.0,0.24356775300171526,0.4614065180102916,0.0,0.0,0.0,22.0,134.7,190.08,292.9179999999992
concrete_compressive_strength,20260831,1.762595598937967,2.6945303528887776,-1.2633296053504997,FlyAsh,583,0.5523156089193825,0.0,116.77000000000001,0.5818318291712888,2.374027122048647,1.5847734863406693,119.0,0.20411663807890223,0.5523156089193825,0.0,0.0,0.0,0.0,116.77000000000001,142.78,185.05399999999997
concrete_compressive_strength,20260831,2.485958527223737,4.482390792631326,0.07536123373963433,Water,583,0.12006861063464837,0.0,27.22999999999999,0.08915806627097882,2.0077264835644937,3.7001101726037473,167.0,0.2864493996569468,0.0,127.246,154.0,164.77,185.0,192.0,203.5,228.0
concrete_compressive_strength,20260831,2.0680760074953395,3.5468272932924862,1.4998641021718573,Superplasticizer,583,0.37221269296740994,0.0,10.3,0.9477426686887159,2.3886743668599686,2.7378640776699026,130.0,0.22298456260720412,0.37221269296740994,0.0,0.0,0.0,6.13,10.3,12.35,28.2
concrete_compressive_strength,20260831,2.7680194774440556,4.976745946575194,-0.6479541780673483,CoarseAggregate,583,0.05317324185248713,0.0,107.0,-0.04613377252129282,1.1186406146010175,2.8368224299065417,223.0,0.38250428816466553,0.0,821.46,852.1,932.0,968.0,1039.0,1075.7,1125.0
concrete_compressive_strength,20260831,2.6496120804679215,5.172671653041941,-0.14410318373361886,FineAggregate,583,0.030874785591766724,0.0,91.85000000000002,-0.35763209522114936,2.2450652881686244,3.7909417528579192,239.0,0.4099485420240137,0.0,594.0,666.8,734.3,780.65,826.15,885.0,942.198
concrete_compressive_strength,20260831,1.523295863504073,1.944951109539592,12.335037760878674,Age,583,0.3979416809605489,0.0,49.0,3.3181479881560834,1.030101570598511,7.387755102040816,13.0,0.022298456260720412,0.0,3.0,3.0,7.0,28.0,56.0,100.0,365.0
concrete_compressive_strength,20260841,2.8202947212237186,5.157429013675445,-0.6428981930728255,Cement,583,0.029159519725557463,0.0,168.51000000000002,0.5184952652463135,1.402229529836023,2.379633256186576,226.0,0.3876500857632933,0.0,130.308,154.0,194.09,266.0,362.6,427.5,531.3
concrete_compressive_strength,20260841,2.09503181860753,3.2286930201951707,-0.5236959473870813,BlastFurnaceSlag,583,0.451114922813036,0.0,142.5,0.8081859985879319,1.6015704772277761,2.0555649122806963,140.0,0.24013722126929674,0.451114922813036,0.0,0.0,0.0,22.0,142.5,192.0,292.9179999999992
concrete_compressive_strength,20260841,1.7609191555678254,2.6662116676088687,-1.2814011976839133,FlyAsh,583,0.5574614065180102,0.0,118.27,0.5783391123605868,2.3378805675291847,1.5693413376173158,116.0,0.19897084048027444,0.5574614065180102,0.0,0.0,0.0,0.0,118.27,143.0,185.60599999999994
concrete_compressive_strength,20260841,2.490904089389426,4.444956764650726,0.01880971710885504,Water,583,0.11492281303602059,0.0,27.099999999999994,0.1831676932766051,1.9564386275521337,3.398154981549815,162.0,0.27787307032590053,0.0,135.91000000000003,154.0,164.9,185.0,192.0,205.50000000000017,228.0
concrete_compressive_strength,20260841,2.0939498864561576,3.5320356176841847,1.3533823243149898,Superplasticizer,583,0.3704974271012007,0.0,10.16,0.9208030448978927,2.3525735932117366,2.7755905511811023,127.0,0.21783876500857632,0.3704974271012007,0.0,0.0,0.0,6.3,10.16,12.680000000000007,28.2
concrete_compressive_strength,20260841,2.758088704732498,4.941913344063499,-0.6324543086151544,CoarseAggregate,583,0.06689536878216124,0.0,96.25,0.003046945954239639,1.098905708766868,3.1536623376623374,219.0,0.37564322469982847,0.0,821.46,852.1,932.0,968.0,1028.25,1076.1000000000001,1125.0
