dataset,split_seed,problem_type,model,model_family,transform,matched_normalized_loss_gap,matched_excess_disagreement,matched_disagreement,context_only_disagreement,query_only_disagreement
diamonds,20260831,regression,tabicl_v2_default,TFM,negative_affine,0.0008944550802203437,0.012040739283970361,0.012040739283970361,1.290163762278973,1.291599288018127
diamonds,20260831,regression,tabicl_v2_default,TFM,positive_affine,2.3946436726290684e-05,0.0005353781540915279,0.0005353781540915279,1.5255187927728582,1.23276376120376
diamonds,20260831,regression,tabicl_v2_default,TFM,quantile_gaussian,0.0012237252868203615,0.022716906977752596,0.022716906977752596,2.086556793657577,0.6328705060739058
diamonds,20260831,regression,tabicl_v2_default,TFM,random_monotone_pwl,0.0015209484952868168,0.011877863757352147,0.011877863757352147,1.7344338494455156,0.6311413731107308
diamonds,20260831,regression,tabicl_v2_default,TFM,signed_power,0.0006530753986369608,0.016948634787664438,0.016948634787664438,2.151617765206876,0.6546129279504178
diamonds,20260831,regression,tabicl_v2_single,TFM,asinh,0.0010546466361325162,0.006379040301052841,0.006379040301052841,1.9114333812513322,0.7057199108670873
diamonds,20260831,regression,tabicl_v2_single,TFM,atomic_spacing,0.0009753973888163269,0.01661329609679515,0.01661329609679515,2.048401352838797,0.7881349313423192
diamonds,20260831,regression,tabicl_v2_single,TFM,categorical_bijection,-0.000363355734647461,0.017485422971598937,0.017485422971598937,0.4126266508663847,0.387158256066361
diamonds,20260831,regression,tabicl_v2_single,TFM,composition,0.00048071458930675935,0.017798974859745114,0.017798974859745114,1.8994847954010308,0.7029368404351866
diamonds,20260831,regression,tabicl_v2_single,TFM,empirical_cdf,0.003175102289139652,0.02497831240360785,0.02497831240360785,1.846824172454743,0.7072898431920648
diamonds,20260831,regression,tabicl_v2_single,TFM,monotone_spline,0.0017205744506494395,0.014508236714340131,0.014508236714340131,1.8933796888568635,0.6740104003804341
diamonds,20260831,regression,tabicl_v2_single,TFM,negative_affine,0.0018862920822931217,0.01624235563551119,0.01624235563551119,1.6044892713609675,1.1020722496724362
diamonds,20260831,regression,tabicl_v2_single,TFM,positive_affine,5.614816773399296e-05,0.0018270046514623198,0.0018270046514623198,1.2558745141855854,1.48530221298759
diamonds,20260831,regression,tabicl_v2_single,TFM,quantile_gaussian,0.002092539867259499,0.024753715647268342,0.024753715647268342,2.3143279523710523,0.6848440332206372
diamonds,20260831,regression,tabicl_v2_single,TFM,random_monotone_pwl,0.001921779983647237,0.014689972468698007,0.014689972468698007,1.89920028270035,0.6835576023807647
diamonds,20260831,regression,tabicl_v2_single,TFM,signed_power,0.0015755377212481247,0.020873053658755598,0.020873053658755598,2.0272202519872944,0.6875668712012621
diamonds,20260831,regression,tabm_default,trained neural,asinh,0.0006835694040419851,0.006692114565625999,0.006692114565625999,6.130528659733112,1.238921940077133
diamonds,20260831,regression,tabm_default,trained neural,atomic_spacing,-0.0006002621000446355,0.019067091528288973,0.019067091528288973,7.655750572535094,1.2700482546581144
diamonds,20260831,regression,tabm_default,trained neural,categorical_bijection,-0.0019752337107937718,0.012157313796376266,0.012157313796376266,0.4696098734500652,0.41558608779639294
diamonds,20260831,regression,tabm_default,trained neural,composition,0.0033935119403807647,0.008919476844966252,0.008919476844966252,6.281200189603246,1.2338945550829064
diamonds,20260831,regression,tabm_default,trained neural,empirical_cdf,-0.02817219260073007,0.03297435191950738,0.03297435191950738,7.6506442587202566,1.2139732942800392
diamonds,20260831,regression,tabm_default,trained neural,monotone_spline,-0.0017200201692614658,0.010708299109175706,0.010708299109175706,5.648910584504279,1.220954054104664
diamonds,20260831,regression,tabm_default,trained neural,negative_affine,-0.006534816334026174,0.01205733449252143,0.01205733449252143,1.3109689947814769,1.2338825221942342
diamonds,20260831,regression,tabm_default,trained neural,positive_affine,-0.0021952221568669974,0.010843445162197247,0.010843445162197247,2.4300246674260815,0.7402821781565918
diamonds,20260831,regression,tabm_default,trained neural,quantile_gaussian,-0.0011910322287073112,0.011535095552080904,0.011535095552080904,6.60949619670968,1.224953183523744
diamonds,20260831,regression,tabm_default,trained neural,random_monotone_pwl,0.00397301518097878,0.008149517273382234,0.008149517273382234,6.154392516822749,1.2324080777976691
diamonds,20260831,regression,tabm_default,trained neural,signed_power,-0.0001356042244964014,0.012827712208575209,0.012827712208575209,5.4067334742983455,1.2168868760184741
diamonds,20260831,regression,tabpfn_v25_default,TFM,asinh,0.0005099516320795625,0.0043417502797705836,0.0043417502797705836,10.460071930729377,0.8282768865493629
diamonds,20260831,regression,tabpfn_v25_default,TFM,atomic_spacing,0.0015693605466290223,0.014183336154612198,0.014183336154612198,12.867110382702656,0.9051630047662336
diamonds,20260831,regression,tabpfn_v25_default,TFM,categorical_bijection,0.0010240656437141573,0.016605867896366408,0.016605867896366408,0.39969156794098204,0.40107661624315843
diamonds,20260831,regression,tabpfn_v25_default,TFM,composition,0.0012706481160355998,0.012784212767368899,0.012784212767368899,8.595556630046746,0.7980429207543941
diamonds,20260831,regression,tabpfn_v25_default,TFM,empirical_cdf,0.0023187281743746683,0.02211737614657485,0.02211737614657485,14.910982965225557,0.7986367928555841
diamonds,20260831,regression,tabpfn_v25_default,TFM,monotone_spline,0.0015699656050614467,0.00994834058104403,0.00994834058104403,6.3193545276380725,0.7717476227976173
diamonds,20260831,regression,tabpfn_v25_default,TFM,negative_affine,0.0006160728667722378,0.0061456676630398,0.0061456676630398,1.6953237343553147,1.3615406972851982
diamonds,20260831,regression,tabpfn_v25_default,TFM,positive_affine,6.669808171645151e-05,0.0026368671235399103,0.0026368671235399103,2.2134098655380368,1.1523393620861453
diamonds,20260831,regression,tabpfn_v25_default,TFM,quantile_gaussian,0.0016165385349420983,0.019983490607249584,0.019983490607249584,6.038188506934267,0.7997917294281969
diamonds,20260831,regression,tabpfn_v25_default,TFM,random_monotone_pwl,0.00122435509932124,0.009493252845037095,0.009493252845037095,5.9940820711697524,0.7980280657016555
diamonds,20260831,regression,tabpfn_v25_default,TFM,signed_power,0.0014634150551065823,0.01356067657213314,0.01356067657213314,6.593511049558124,0.7520269201384658
diamonds,20260831,regression,tabpfn_v25_single,TFM,asinh,0.0006337779840484944,0.00833570871217962,0.00833570871217962,3.593041388801401,0.8169035059352421
diamonds,20260831,regression,tabpfn_v25_single,TFM,atomic_spacing,0.0015889190957546543,0.01659638593177295,0.01659638593177295,3.7992082056038785,0.8427830905597847
diamonds,20260831,regression,tabpfn_v25_single,TFM,categorical_bijection,0.015943324429471675,0.052332781653799704,0.052332781653799704,0.4102568708924279,0.37964311739273005
diamonds,20260831,regression,tabpfn_v25_single,TFM,composition,0.005947703648101775,0.0250214430672919,0.0250214430672919,1.9361126304043799,0.7908463479768822
diamonds,20260831,regression,tabpfn_v25_single,TFM,empirical_cdf,0.006094517381622605,0.03807999311917048,0.03807999311917048,3.335983859025919,0.8232619556247073
diamonds,20260831,regression,tabpfn_v25_single,TFM,monotone_spline,-3.671455507993425e-05,0.014175413983721324,0.014175413983721324,2.3659622208957676,0.7409908227248457
diamonds,20260831,regression,tabpfn_v25_single,TFM,negative_affine,0.0012679624794699558,0.015398331402697368,0.015398331402697368,1.7640961667135435,1.5586167492649927
diamonds,20260831,regression,tabpfn_v25_single,TFM,positive_affine,0.0005252474671453322,0.00861200894114995,0.00861200894114995,2.008446506385731,0.8679173620473716
diamonds,20260831,regression,tabpfn_v25_single,TFM,quantile_gaussian,0.0024950270775040495,0.029409813706087657,0.029409813706087657,2.7357846185005505,0.778872450440845
diamonds,20260831,regression,tabpfn_v25_single,TFM,random_monotone_pwl,-0.0002994975026789292,0.014920511871882695,0.014920511871882695,2.337954677685681,0.7606475414696345
diamonds,20260831,regression,tabpfn_v25_single,TFM,signed_power,0.015882247015837816,0.0396646569758165,0.0396646569758165,2.8525691509422137,0.7804497222604128
diamonds,20260831,regression,xgboost,tree,asinh,0.0,0.0,0.0,2.258100749079447,0.9238362446912042
diamonds,20260831,regression,xgboost,tree,atomic_spacing,0.0,0.0,0.0,2.58019967012043,0.9737728476488016
diamonds,20260831,regression,xgboost,tree,categorical_bijection,0.010408300058230659,0.043836032804153095,0.043836032804153095,0.3482054639849274,0.3238601817615461
diamonds,20260831,regression,xgboost,tree,composition,0.0,0.0,0.0,2.290081153535109,0.9245993125421946
diamonds,20260831,regression,xgboost,tree,empirical_cdf,0.0,0.0,0.0,2.322818519228384,0.9004813796331402
diamonds,20260831,regression,xgboost,tree,monotone_spline,0.00017513535339203358,0.0039988465594715085,0.0039988465594715085,2.1805954902167173,0.9036190153166
diamonds,20260831,regression,xgboost,tree,negative_affine,-0.0011369665362247969,0.023806741028725587,0.023806741028725587,1.533677687712471,1.4242579392091557
diamonds,20260831,regression,xgboost,tree,positive_affine,0.0,0.0,0.0,1.6069787662205524,0.8025233705437417
diamonds,20260831,regression,xgboost,tree,quantile_gaussian,0.0,0.0,0.0,2.17855660256588,0.8936146090849425
diamonds,20260831,regression,xgboost,tree,random_monotone_pwl,0.0,0.0,0.0,2.19035817675251,0.9071496856560235
diamonds,20260831,regression,xgboost,tree,signed_power,0.0,0.0,0.0,2.215066146544941,0.9029119916987126
diamonds,20260841,regression,catboost,tree,asinh,-0.00018719051799939937,0.0002924129305559777,0.0002924129305559777,2.0305273976403786,0.8661139417452978
diamonds,20260841,regression,catboost,tree,atomic_spacing,2.0326078462758224e-06,7.720248564402941e-05,7.720248564402941e-05,2.742922157876906,0.915954872516235
diamonds,20260841,regression,catboost,tree,categorical_bijection,0.0,0.0,0.0,0.34241939092294116,0.34990022662847564
diamonds,20260841,regression,catboost,tree,composition,-9.832217896325073e-06,0.00011687649060174724,0.00011687649060174724,2.153961448424624,0.8531986038000166
diamonds,20260841,regression,catboost,tree,empirical_cdf,1.89846520073819e-05,9.297769439950933e-05,9.297769439950933e-05,1.9756638195659892,0.8509533358780957
diamonds,20260841,regression,catboost,tree,monotone_spline,-0.00045428710212694795,0.005215321534088398,0.005215321534088398,1.8373242397780138,0.8248446054967126
diamonds,20260841,regression,catboost,tree,negative_affine,0.0006003956473564783,0.03114830343519531,0.03114830343519531,1.256973131412171,1.1490997598711135
diamonds,20260841,regression,catboost,tree,positive_affine,-3.490105083251742e-05,0.00014021822336489562,0.00014021822336489562,0.9268748714122684,0.8533469430130731
diamonds,20260841,regression,catboost,tree,quantile_gaussian,2.272305315311549e-05,0.00010249382937448315,0.00010249382937448315,1.755976745299504,0.8190290734277923
diamonds,20260841,regression,catboost,tree,random_monotone_pwl,-1.822520510089212e-05,5.7332504270601776e-05,5.7332504270601776e-05,1.8412224421028236,0.8343748935283286
diamonds,20260841,regression,catboost,tree,signed_power,-5.1574247430913484e-05,0.00017340088092399213,0.00017340088092399213,1.928613378850758,0.8336064141466775
diamonds,20260841,regression,lightgbm,tree,asinh,0.002199164402905384,0.017597044513029864,0.017597044513029864,2.546532230302231,0.8804810074776396
diamonds,20260841,regression,lightgbm,tree,atomic_spacing,0.0014250477373194262,0.019816506803891847,0.019816506803891847,3.151477443364309,0.9596769488285001
diamonds,20260841,regression,lightgbm,tree,categorical_bijection,0.007994824707446174,0.0516051014490402,0.0516051014490402,0.32857145614544214,0.36629106256338395
diamonds,20260841,regression,lightgbm,tree,composition,0.0019837020413430322,0.01741522929840472,0.01741522929840472,2.709829446799718,0.8852617922663306
diamonds,20260841,regression,lightgbm,tree,empirical_cdf,1.1568725281693245e-07,3.3718704194189694e-06,3.3718704194189694e-06,2.371232445011203,0.8463444066362483
diamonds,20260841,regression,lightgbm,tree,monotone_spline,0.0021992337773614726,0.017598720665251154,0.017598720665251154,2.5273024720563653,0.8515499272990206
diamonds,20260841,regression,lightgbm,tree,negative_affine,0.0006703414297152053,0.02436482435224643,0.02436482435224643,1.6278593195299358,1.4848558602321953
diamonds,20260841,regression,lightgbm,tree,positive_affine,0.0,0.0,0.0,2.5708264855793805,0.8049482675994429
diamonds,20260841,regression,lightgbm,tree,quantile_gaussian,0.0018284494012430672,0.019016407946565606,0.019016407946565606,2.4459752931522556,0.8242426368016353
diamonds,20260841,regression,lightgbm,tree,random_monotone_pwl,0.001992097882249112,0.01741662790459526,0.01741662790459526,2.555648912550082,0.8556891463041721
diamonds,20260841,regression,lightgbm,tree,signed_power,0.0020611270244522556,0.017476770737087644,0.017476770737087644,2.5096352678374614,0.8540603178840352
diamonds,20260841,regression,linear,linear,asinh,0.01771380514008367,0.10044271273157292,0.10044271273157292,21.52114206391232,2.6067188700808273
diamonds,20260841,regression,linear,linear,atomic_spacing,0.011424266687821774,0.0994786365890239,0.0994786365890239,1.0386679942934087,1.3008422724140178
diamonds,20260841,regression,linear,linear,categorical_bijection,1.6459249529361266e-17,3.7400016173048712e-16,3.7400016173048712e-16,0.4211658382042954,0.4014656898135046
diamonds,20260841,regression,linear,linear,composition,0.029055285067077108,0.13505521079328775,0.13505521079328775,5.709544740811559,2.4550862922043035
diamonds,20260841,regression,linear,linear,empirical_cdf,0.25294696731348343,0.32300420639182253,0.32300420639182253,22.192063781903972,3.702499233738354
diamonds,20260841,regression,linear,linear,monotone_spline,-0.008336902941084984,0.07407215448322041,0.07407215448322041,13.470448123106072,2.683266768156237
diamonds,20260841,regression,linear,linear,negative_affine,-1.975109943523352e-16,1.0196320852279877e-14,1.0196320852279877e-14,3.7782046474658326,3.6107986365966
diamonds,20260841,regression,linear,linear,positive_affine,-8.229624764680634e-17,5.394123353387802e-15,5.394123353387802e-15,11.672486012670655,13.016022649268757
diamonds,20260841,regression,linear,linear,quantile_gaussian,0.18285506111602717,0.2924619727905565,0.2924619727905565,7.436517134967302,2.7825053277418754
diamonds,20260841,regression,linear,linear,random_monotone_pwl,-0.0030142651868046468,0.08594843990464368,0.08594843990464368,12.45538073013222,2.654687299661307
diamonds,20260841,regression,linear,linear,signed_power,0.16502399582060598,0.26684597348155187,0.26684597348155187,16.085680540975098,3.6119829001144947
diamonds,20260841,regression,mitra_default,TFM,asinh,-7.917224785112774e-06,0.00066251273816947,0.002115618815904007,3.6248754292903747,0.4750744726030667
diamonds,20260841,regression,mitra_default,TFM,atomic_spacing,-9.74270767433532e-05,0.001256991788069111,0.0027100978658036487,3.780455861102727,0.8758201197276354
diamonds,20260841,regression,mitra_default,TFM,categorical_bijection,0.00013519773341218178,0.00043859083504515194,0.0018916969127796893,0.38867650978537976,0.3809183317298942
diamonds,20260841,regression,mitra_default,TFM,composition,8.164549708031664e-06,0.00039680636508415473,0.001849912442818692,3.6262321096681993,0.5565240438208271
diamonds,20260841,regression,mitra_default,TFM,empirical_cdf,0.00013347572225493504,0.0021602278770744892,0.0036133339548090264,3.722640375032451,0.4053344877434671
diamonds,20260841,regression,mitra_default,TFM,monotone_spline,1.0970436117223977e-05,0.00034050934028821917,0.0017936154180227565,3.5701045603448325,0.47898341463790284
diamonds,20260841,regression,mitra_default,TFM,negative_affine,-0.0003677239209953465,0.020890043487318804,0.02234314956505334,2.3724389763444353,2.1524660465303707
diamonds,20260841,regression,mitra_default,TFM,positive_affine,3.270533921477316e-05,0.00023833705826237762,0.001691443135996915,3.423073484325712,3.646478779457785
diamonds,20260841,regression,mitra_default,TFM,quantile_gaussian,-0.00010441287319958961,0.000925686719135937,0.0023787927968704744,3.5967534096099576,0.37275282814206157
diamonds,20260841,regression,mitra_default,TFM,random_monotone_pwl,-7.68503574655277e-05,0.0005525484803933259,0.002005654558127863,3.614486485422193,0.4376090948004623
diamonds,20260841,regression,mitra_default,TFM,signed_power,4.415902886764811e-06,0.0002037601658704103,0.0016568662436049477,3.6149343292284417,0.4953091135300882
diamonds,20260841,regression,random_forest,tree,asinh,-0.00023726277770698404,0.002408352233725719,0.002408352233725761,1.921950655813352,0.8254214717915969
diamonds,20260841,regression,random_forest,tree,atomic_spacing,-0.00021934829554401283,0.0026913149244472325,0.0026913149244472746,2.636207347539066,0.9471067907936727
diamonds,20260841,regression,random_forest,tree,categorical_bijection,-7.527240179633568e-05,0.0021360944544761016,0.0021360944544761436,0.2802006094904594,0.2939456121569902
diamonds,20260841,regression,random_forest,tree,composition,-0.0003523756879649357,0.0020591664645812535,0.002059166464581295,2.2376896453868693,0.8128151770421108
diamonds,20260841,regression,random_forest,tree,empirical_cdf,8.935390161204918e-05,0.0023599653527562473,0.0023599653527562893,1.686028367516152,0.8322300534480443
diamonds,20260841,regression,random_forest,tree,monotone_spline,-0.0003114201821833728,0.002297465658959948,0.0022974656589599906,2.11492358077033,0.7640340706926595
diamonds,20260841,regression,random_forest,tree,negative_affine,-0.0006045243794649807,0.0033868812725581453,0.003386881272558187,1.6385775197507118,1.4924054420866169
diamonds,20260841,regression,random_forest,tree,positive_affine,0.0,5.569168417244297e-18,4.776595067405024e-17,1.9705853866977237,0.7899652713503563
diamonds,20260841,regression,random_forest,tree,quantile_gaussian,0.0001300445681118509,0.002115413761363388,0.00211541376136343,1.8108340692075664,0.7316701926052919
diamonds,20260841,regression,random_forest,tree,random_monotone_pwl,-0.0003771873389331114,0.0019701644643977546,0.0019701644643977966,2.0813413066661686,0.7695309626793829
diamonds,20260841,regression,random_forest,tree,signed_power,-0.0002860869256382633,0.0022394655223570304,0.0022394655223570725,2.043088162917542,0.7774384241491085
diamonds,20260841,regression,realmlp_default,trained neural,asinh,0.0011242662459619137,0.05021827768033447,0.05021827768033447,2.7898943408877437,0.9106551525890403
diamonds,20260841,regression,realmlp_default,trained neural,atomic_spacing,-0.004837380341825219,0.0569086590871957,0.0569086590871957,3.2201436892436526,0.9531166125555934
diamonds,20260841,regression,realmlp_default,trained neural,categorical_bijection,-0.002019400374786427,0.06293762018767587,0.06293762018767587,0.38637066188137764,0.3715674163040537
diamonds,20260841,regression,realmlp_default,trained neural,composition,-0.004870840512221054,0.04974249832249598,0.04974249832249598,2.4022097925625263,0.7943471130007181
diamonds,20260841,regression,realmlp_default,trained neural,empirical_cdf,0.012918310064482286,0.07336785252586503,0.07336785252586503,2.8972158096145453,0.9131978411627522
diamonds,20260841,regression,realmlp_default,trained neural,monotone_spline,0.002179821464118314,0.0533934026863597,0.0533934026863597,2.626770331859729,0.703048204876632
diamonds,20260841,regression,realmlp_default,trained neural,negative_affine,0.0024650309075782344,0.06699844174624082,0.06699844174624082,1.9669883403182136,1.508331877980921
diamonds,20260841,regression,realmlp_default,trained neural,positive_affine,-0.0004614944353755796,0.05005048052741478,0.05005048052741478,2.395693854710072,0.7371435880743352
diamonds,20260841,regression,realmlp_default,trained neural,quantile_gaussian,0.010071771984951244,0.05493594292168867,0.05493594292168867,3.2319334416484096,0.7583862662661699
diamonds,20260841,regression,realmlp_default,trained neural,random_monotone_pwl,0.00017183649803186792,0.05006541129133977,0.05006541129133977,2.426991023072913,0.7944563125668074
diamonds,20260841,regression,realmlp_default,trained neural,signed_power,-0.003882451972297763,0.06312413183816214,0.06312413183816214,2.513450281472277,0.7603940748905954
diamonds,20260841,regression,tabicl_v2_default,TFM,asinh,-0.00010000211859037099,0.004219480746724421,0.004219480746724421,1.720390486953174,0.6624060311122306
diamonds,20260841,regression,tabicl_v2_default,TFM,atomic_spacing,-0.0005717080548076709,0.018565029677140295,0.018565029677140295,2.233020962467826,0.8288969559416788
diamonds,20260841,regression,tabicl_v2_default,TFM,categorical_bijection,0.0006725643501952127,0.013216644673130168,0.013216644673130168,0.3919098457165468,0.38145115182720074
diamonds,20260841,regression,tabicl_v2_default,TFM,composition,0.001087546360638601,0.014603334632894325,0.014603334632894325,1.8784079645208065,0.6910567632407785
diamonds,20260841,regression,tabicl_v2_default,TFM,empirical_cdf,0.0018812498743438588,0.025415798975472324,0.025415798975472324,2.0740786860143183,0.6408240857880978
diamonds,20260841,regression,tabicl_v2_default,TFM,monotone_spline,-0.0009085436149338593,0.011935682797472468,0.011935682797472468,1.7618216280717356,0.6388067308734772
diamonds,20260841,regression,tabicl_v2_default,TFM,negative_affine,0.0010885929232088483,0.013104589103134846,0.013104589103134846,1.4138015617244086,1.496146344961212
diamonds,20260841,regression,tabicl_v2_default,TFM,positive_affine,-1.7128084110994119e-06,0.0006373776338844139,0.0006373776338844139,1.862413980214205,1.2772237778443172
diamonds,20260841,regression,tabicl_v2_default,TFM,random_monotone_pwl,-0.0006520641441027423,0.012497939282830503,0.012497939282830503,1.6728085418667438,0.6352434314210811
diamonds,20260841,regression,tabicl_v2_default,TFM,signed_power,0.00065448397344071,0.01675507436251591,0.01675507436251591,2.1541676573273265,0.6363611549903022
diamonds,20260841,regression,tabicl_v2_single,TFM,asinh,0.0003786997845926115,0.007383297271824304,0.007383297271824304,1.8457086025203637,0.7021212910311925
diamonds,20260841,regression,tabicl_v2_single,TFM,atomic_spacing,0.0004081885463631392,0.020317274025849003,0.020317274025849003,2.4004020142417968,0.8397602783669275
diamonds,20260841,regression,tabicl_v2_single,TFM,categorical_bijection,0.0021696771179506888,0.018138664726687254,0.018138664726687254,0.38970084594758647,0.3809689037570825
diamonds,20260841,regression,tabicl_v2_single,TFM,composition,0.0013266647423746606,0.017969130174054725,0.017969130174054725,1.9680844068722847,0.7130153701497339
diamonds,20260841,regression,tabicl_v2_single,TFM,empirical_cdf,0.0019772454373573624,0.028714048698468397,0.028714048698468397,2.115958284718865,0.642471334453466
diamonds,20260841,regression,tabicl_v2_single,TFM,monotone_spline,-3.3476060027161575e-05,0.015083867363237642,0.015083867363237642,1.972494198930032,0.6601391537577354
diamonds,20260841,regression,tabicl_v2_single,TFM,negative_affine,0.0027792103972412996,0.019722759292309464,0.019722759292309464,2.023770788869742,1.3853313017361482
diamonds,20260841,regression,tabicl_v2_single,TFM,positive_affine,9.56242257115805e-05,0.0022045288809327255,0.0022045288809327255,1.7224047145229555,1.5662936340327782
diamonds,20260841,regression,tabicl_v2_single,TFM,quantile_gaussian,0.0008467831227682385,0.02503542832588294,0.02503542832588294,2.141792371637052,0.669985261741026
diamonds,20260841,regression,tabicl_v2_single,TFM,random_monotone_pwl,-0.00025991551875975894,0.014504148287068846,0.014504148287068846,1.8688176997201014,0.6606992793143742
diamonds,20260841,regression,tabicl_v2_single,TFM,signed_power,0.00200051515250161,0.02174022612308041,0.02174022612308041,2.325066638256946,0.6674693145134656
diamonds,20260841,regression,tabm_default,trained neural,asinh,0.011113595926123205,0.013651533347704326,0.013651533347704326,8.239222955484182,1.2054795269216558
diamonds,20260841,regression,tabm_default,trained neural,atomic_spacing,-0.00618419822861762,0.0292558211844775,0.0292558211844775,7.300074353585786,1.2816530506153339
diamonds,20260841,regression,tabm_default,trained neural,categorical_bijection,0.002540190959677165,0.010042755900528468,0.010042755900528468,0.4358095273354571,0.4159558918200586
diamonds,20260841,regression,tabm_default,trained neural,composition,0.015597416426405214,0.011561232240707452,0.011561232240707452,8.517860846390574,1.2208239147025595
diamonds,20260841,regression,tabm_default,trained neural,empirical_cdf,-0.029834606156265528,0.03335634924715233,0.03335634924715233,8.43896894901054,1.1172751331879731
diamonds,20260841,regression,tabm_default,trained neural,monotone_spline,0.0023999038386445623,0.008857524630718804,0.008857524630718804,7.392740603957823,1.199084882848308
diamonds,20260841,regression,tabm_default,trained neural,negative_affine,-0.003956203626239252,0.017125657620946602,0.017125657620946602,1.432845101927341,1.2861241906101328
diamonds,20260841,regression,tabm_default,trained neural,positive_affine,0.012407235968964444,0.011206821473479539,0.011206821473479539,5.061718280022555,0.6903264505884028
diamonds,20260841,regression,tabm_default,trained neural,quantile_gaussian,-0.017524720681841393,0.020789276591319468,0.020789276591319468,7.481478480352918,1.1848018731193215
diamonds,20260841,regression,tabm_default,trained neural,random_monotone_pwl,0.002600357434425905,0.009477833749542933,0.009477833749542933,7.735050368609683,1.204614147973354
diamonds,20260841,regression,tabm_default,trained neural,signed_power,0.004369829731096323,0.01960239975368386,0.01960239975368386,7.254248477907112,1.1968483878496112
diamonds,20260841,regression,tabpfn_v25_default,TFM,asinh,0.00014061962989691377,0.005491031885116854,0.005491031885116854,15.001213353989959,0.8466494402335654
diamonds,20260841,regression,tabpfn_v25_default,TFM,atomic_spacing,0.00025169029446875705,0.01646926622235018,0.01646926622235018,17.317981019019822,0.8972554313400573
diamonds,20260841,regression,tabpfn_v25_default,TFM,categorical_bijection,0.0006958853539127856,0.015930086640095015,0.015930086640095015,0.3695567176428799,0.3907935537414141
diamonds,20260841,regression,tabpfn_v25_default,TFM,composition,0.0004830844306290128,0.012918160114024907,0.012918160114024907,13.038404404871217,0.8048502608819157
diamonds,20260841,regression,tabpfn_v25_default,TFM,empirical_cdf,0.0031042676652428187,0.024647899178916723,0.024647899178916723,20.41981173437188,0.8318550743623088
diamonds,20260841,regression,tabpfn_v25_default,TFM,monotone_spline,0.0001608370979517417,0.011030672394279703,0.011030672394279703,9.308193699687033,0.7871611330300121
diamonds,20260841,regression,tabpfn_v25_default,TFM,negative_affine,0.00046879791478809246,0.006944865790247861,0.006944865790247861,1.8220784311180533,1.5298959524389923
diamonds,20260841,regression,tabpfn_v25_default,TFM,positive_affine,-0.00012818358914867993,0.002830921217792178,0.002830921217792178,4.206065812065918,1.1502957187204792
diamonds,20260841,regression,tabpfn_v25_default,TFM,quantile_gaussian,0.0012470333062286343,0.022171021860386924,0.022171021860386924,7.318752490640563,0.8138797094586987
diamonds,20260841,regression,tabpfn_v25_default,TFM,random_monotone_pwl,0.0003570772893871999,0.011062646401535411,0.011062646401535411,9.147007727661924,0.8144635860803895
diamonds,20260841,regression,tabpfn_v25_default,TFM,signed_power,0.0005190507247743186,0.014466139111872334,0.014466139111872334,7.855839180622937,0.7527627147823973
diamonds,20260841,regression,tabpfn_v25_single,TFM,asinh,-0.0016029449609345707,0.009569450533553328,0.009569450533553328,5.575727114294144,0.9094076576477987
diamonds,20260841,regression,tabpfn_v25_single,TFM,atomic_spacing,-0.0025195624177060862,0.020310034309232578,0.020310034309232578,6.182587600095421,1.0305598506455957
diamonds,20260841,regression,tabpfn_v25_single,TFM,categorical_bijection,0.00520270068454187,0.03458806225608251,0.03458806225608251,0.3471163485767261,0.4106798664034572
diamonds,20260841,regression,tabpfn_v25_single,TFM,composition,-0.0021490165182542127,0.024212094496590203,0.024212094496590203,2.207016565381002,0.8787286572678514
diamonds,20260841,regression,tabpfn_v25_single,TFM,empirical_cdf,-5.3779526066342724e-05,0.030913355739604912,0.030913355739604912,8.217345510604774,0.8438596691489461
diamonds,20260841,regression,tabpfn_v25_single,TFM,monotone_spline,-0.0016151196959612775,0.01938642360404474,0.01938642360404474,2.600597562587769,0.8001479207641742
diamonds,20260841,regression,tabpfn_v25_single,TFM,negative_affine,0.0007264584143014222,0.017525986022037917,0.017525986022037917,1.7316490270502791,1.6785237936609212
diamonds,20260841,regression,tabpfn_v25_single,TFM,positive_affine,-0.0002629560166553936,0.004197853444609706,0.004197853444609706,3.3763768890966017,0.9472519711778963
diamonds,20260841,regression,tabpfn_v25_single,TFM,quantile_gaussian,-0.0007178606324692643,0.03141292663740998,0.03141292663740998,2.4667399625635427,0.8696472249150197
diamonds,20260841,regression,tabpfn_v25_single,TFM,random_monotone_pwl,-0.000989003365544897,0.018526683310035694,0.018526683310035694,2.5067017891970944,0.8216098181779988
diamonds,20260841,regression,tabpfn_v25_single,TFM,signed_power,0.00536246946053345,0.030092428654286425,0.030092428654286425,4.005918427249353,0.8305392659397804
diamonds,20260841,regression,xgboost,tree,asinh,0.0,0.0,0.0,1.7537518351850945,0.8495564498312241
diamonds,20260841,regression,xgboost,tree,atomic_spacing,0.0,0.0,0.0,2.3972157430612615,0.9548662100803001
diamonds,20260841,regression,xgboost,tree,categorical_bijection,0.005472941361299915,0.04239374563497458,0.04239374563497458,0.3042549732977279,0.3222701542031796
diamonds,20260841,regression,xgboost,tree,composition,0.0,0.0,0.0,1.944973266048568,0.833791662507291
diamonds,20260841,regression,xgboost,tree,empirical_cdf,0.0,0.0,0.0,1.659694829596598,0.8366476023459151
