experiment,intervention_class,dataset,task,model,optimizer,weight_decay,seed,representation,split_fingerprint,regularizer,rank,effective_rank,sigma_max,sigma_min_nonzero,condition_number,log_condition_number,trace_cov,logdet_nonzero_cov,max_variance,min_nonzero_variance,target_kappa,realized_block_kappa_mean,realized_block_kappa_max,block_ranks,transform_seed,global_scale_control,input_features,parameters,best_epoch,train_loss,val_loss,test_loss,val_metric,test_metric,first_gradient_norm,first_weight_norm,first_update_ratio,train_seconds
numeric_kappa,A,adult,binclass,mlp,AdamW,0.0001,0,numeric_kappa_1,cf26f38091e76190,standard,183,97.7588959135236,2.296440155337782,0.0062466251379443205,367.62893636571073,2.56540968772323,111.8859247851763,-434.53593959652125,4.020346722999055,0.0,1.0,1.0000000000000007,1.0000000000000013,32;32;11;3;2;16,31000,geometric_mean_singular_value_1,196,182273,4,0.2821241553806791,0.3082279506454609,0.3085973697660052,0.8522954091816367,0.8578097168478594,0.04957176372408867,10.631722450256348,0.024010250344872475,2.5193363898433745
numeric_kappa,A,adult,binclass,mlp,AdamW,0.0001,0,numeric_kappa_1000,cf26f38091e76190,standard,183,18.834586114057775,32.64847275641087,0.0035725765816660283,9138.634822821808,3.9608813233927447,10575.500455981688,-424.72345209685614,924.8439964137588,0.0,1000.0,999.9999999999949,1000.0000000000139,32;32;11;3;2;16,31000,geometric_mean_singular_value_1,196,182273,10,0.26491210867743065,0.3295887476377336,0.32874701319978844,0.8426224474128666,0.8468153061851238,0.29158303141593933,17.22814178466797,0.024119006469845772,3.7612995100207627
numeric_kappa,A,adult,binclass,mlp,AdamW,0.0001,1,numeric_kappa_1,cf26f38091e76190,standard,183,97.7588959135236,2.296440155337782,0.0062466251379443205,367.62893636571073,2.56540968772323,111.8859247851763,-434.53593959652125,4.020346722999055,0.0,1.0,1.0000000000000007,1.0000000000000013,32;32;11;3;2;16,31000,geometric_mean_singular_value_1,196,182273,2,0.2946484323544528,0.30864561463896395,0.3077574003326353,0.852141870105942,0.8581782445795713,0.046836044639348984,10.007991790771484,0.023991260677576065,1.9277455490082502
numeric_kappa,A,adult,binclass,mlp,AdamW,0.0001,2,numeric_kappa_1,cf26f38091e76190,standard,183,97.7588959135236,2.296440155337782,0.0062466251379443205,367.62893636571073,2.56540968772323,111.8859247851763,-434.53593959652125,4.020346722999055,0.0,1.0,1.0000000000000007,1.0000000000000013,32;32;11;3;2;16,31000,geometric_mean_singular_value_1,196,182273,4,0.28340558162194174,0.3081806530924096,0.3074401865581397,0.8504529402732995,0.8570726613844358,0.06049991026520729,10.598464012145996,0.02409178763628006,3.130597242852673
numeric_kappa,A,adult,binclass,mlp,AdamW,0.0001,3,numeric_kappa_1,cf26f38091e76190,standard,183,97.7588959135236,2.296440155337782,0.0062466251379443205,367.62893636571073,2.56540968772323,111.8859247851763,-434.53593959652125,4.020346722999055,0.0,1.0,1.0000000000000007,1.0000000000000013,32;32;11;3;2;16,31000,geometric_mean_singular_value_1,196,182273,4,0.28495582506082423,0.3087541104745986,0.3089994172197691,0.8516812528788577,0.8575640316933849,0.05331150069832802,10.577585220336914,0.023975692689418793,2.35331963817589
numeric_kappa,A,adult,binclass,mlp,AdamW,0.0001,4,numeric_kappa_1,cf26f38091e76190,standard,183,97.7588959135236,2.296440155337782,0.0062466251379443205,367.62893636571073,2.56540968772323,111.8859247851763,-434.53593959652125,4.020346722999055,0.0,1.0,1.0000000000000007,1.0000000000000013,32;32;11;3;2;16,31000,geometric_mean_singular_value_1,196,182273,4,0.2850770176249358,0.3088470118393287,0.30735208184757995,0.8507600184246891,0.8571340826730545,0.06315183639526367,10.70750904083252,0.023998461663722992,2.4147007029969245
numeric_kappa,A,adult,binclass,mlp,AdamW,0.0001,0,numeric_kappa_3,cf26f38091e76190,standard,183,82.80952504713852,2.3357647513602906,0.00624662699998271,373.92415960913877,2.572783526256025,135.91983502041492,-434.25116794809765,4.020346722999055,0.0,3.0,3.0,3.000000000000002,32;32;11;3;2;16,31000,geometric_mean_singular_value_1,196,182273,4,0.2818396800722231,0.31157529426617164,0.30998173938521456,0.8522954091816367,0.8570112400958172,0.04987024515867233,10.643868446350098,0.024019131436944008,2.0894260718487203
numeric_kappa,A,adult,binclass,mlp,AdamW,0.0001,1,numeric_kappa_3,cf26f38091e76190,standard,183,82.80952504713852,2.3357647513602906,0.00624662699998271,373.92415960913877,2.572783526256025,135.91983502041492,-434.25116794809765,4.020346722999055,0.0,3.0,3.0,3.000000000000002,32;32;11;3;2;16,31000,geometric_mean_singular_value_1,196,182273,2,0.2942547688292106,0.31006935369558686,0.3084253633088724,0.8524489482573315,0.8578097168478594,0.04704221710562706,10.013957023620605,0.02400028333067894,1.8797489560674876
numeric_kappa,A,adult,binclass,mlp,AdamW,0.0001,2,numeric_kappa_3,cf26f38091e76190,standard,183,82.80952504713852,2.3357647513602906,0.00624662699998271,373.92415960913877,2.572783526256025,135.91983502041492,-434.25116794809765,4.020346722999055,0.0,3.0,3.0,3.000000000000002,32;32;11;3;2;16,31000,geometric_mean_singular_value_1,196,182273,4,0.28321975967903773,0.3113492859220666,0.30849330432540023,0.8484569322892677,0.8559056569006818,0.06032318249344826,10.611356735229492,0.024094516411423683,2.842211660929024
numeric_kappa,A,adult,binclass,mlp,AdamW,0.0001,3,numeric_kappa_3,cf26f38091e76190,standard,183,82.80952504713852,2.3357647513602906,0.00624662699998271,373.92415960913877,2.572783526256025,135.91983502041492,-434.25116794809765,4.020346722999055,0.0,3.0,3.0,3.000000000000002,32;32;11;3;2;16,31000,geometric_mean_singular_value_1,196,182273,3,0.2886150721136268,0.31113128181746286,0.30983637541366715,0.8486104713649624,0.8603894109698421,0.05337250977754593,10.300929069519043,0.02397526055574417,2.40586598101072
