experiment,intervention_class,dataset,task,model,optimizer,weight_decay,seed,representation,split_fingerprint,regularizer,rank,effective_rank,sigma_max,sigma_min_nonzero,condition_number,log_condition_number,trace_cov,logdet_nonzero_cov,max_variance,min_nonzero_variance,ordinal_columns,ordinal_block_condition_mean,input_features,parameters,best_epoch,train_loss,val_loss,test_loss,val_metric,test_metric,first_gradient_norm,first_weight_norm,first_update_ratio,train_seconds
ordinal_basis,A,diamond,regression,mlp,AdamW,0.0001,0,local,ae5eda1e4664e699,standard,23,6.9501374537304,2.0057247753252514,0.06161266655160291,32.55377323501137,1.5126013339233182,8.337742624804282,-51.86334986803132,1.0040059693246546,0.0,0;1;2,2.919544760222479,23,137985,40,0.020452149212360382,0.02141905575990677,0.02190409228205681,0.14600823513259975,0.14765217408985887,0.07852313667535782,10.96335506439209,0.008355781435966492,8.757152503123507
ordinal_basis,A,diamond,regression,mlp,AdamW,0.0001,0,cumulative,ae5eda1e4664e699,standard,23,6.228263751059192,2.0306216750079766,0.061518714019786404,33.008194455346754,1.5186217691189974,8.440643948786516,-57.49813956691751,1.0040059693246546,0.0,0;1;2,5.092697365697184,23,137985,37,0.02055814489722252,0.02184503711760044,0.0222239401191473,0.14745299795836164,0.14872628021412648,0.09321511536836624,10.257120132446289,0.008359002880752087,8.322927095228806
ordinal_basis,A,diamond,regression,mlp,AdamW,0.0001,0,cumulative_standardized,ae5eda1e4664e699,standard,23,13.181156115177341,2.306147331758667,0.06167430925623167,37.392349579102095,1.572782755263314,22.958524833984193,-20.33398514033564,1.0040059693246546,0.0,0;1;2,3.2964222956683766,23,137985,31,0.021383073180913925,0.02301032841205597,0.023118363693356514,0.15133473233839112,0.15168958636577123,0.08252131938934326,9.247448921203613,0.008360089734196663,8.135229846928269
ordinal_basis,A,diamond,regression,mlp,AdamW,0.0001,0,path_spectral,ae5eda1e4664e699,standard,23,6.950137344064105,2.0057247750624994,0.06161266654705574,32.55377323314935,1.5126013338984774,8.337742552009072,-51.8633504127868,1.0040059693246546,0.0,0;1;2,2.919544760222496,23,137985,31,0.021470537409186363,0.022531354799866676,0.022566549479961395,0.14975138764236373,0.14986829472536822,0.07830943912267685,10.597140312194824,0.008356507867574692,7.807024744106457
ordinal_basis,A,diamond,regression,mlp,AdamW,0.0001,0,whitened,ae5eda1e4664e699,standard,23,17.293994354076837,2.08041620575192,0.06168996766918427,33.723736360314895,1.5279356854892663,22.95852529704014,-14.356015214771073,1.0040059693246546,0.0,0;1;2,1.000000000000013,23,137985,27,0.021829159930348396,0.023476677015423775,0.024053554981946945,0.15286058979001638,0.15472726766190625,0.08174611628055573,8.97419548034668,0.008360805921256542,7.324896038975567
ordinal_basis,A,adult,binclass,mlp,AdamW,0.0001,0,local,cf26f38091e76190,standard,98,14.638987724673806,2.0349261670905743,0.006256747410546992,325.2370654535776,2.512200033861336,15.885924761436918,-443.74304264219995,4.020346722999055,0.0,1,13.354867458000955,100,157697,13,0.29398053879410857,0.30952211537655133,0.30729521179538144,0.8572086596038692,0.8586696148885203,0.05914050713181496,12.033262252807617,0.016829300671815872,4.311010358156636
ordinal_basis,A,adult,binclass,mlp,AdamW,0.0001,1,local,cf26f38091e76190,standard,98,14.638987724673806,2.0349261670905743,0.006256747410546992,325.2370654535776,2.512200033861336,15.885924761436918,-443.74304264219995,4.020346722999055,0.0,1,13.354867458000955,100,157697,20,0.28816031510081136,0.3098067366772504,0.3076782859205516,0.8567480423767849,0.8583625084454272,0.059023041278123856,13.476593971252441,0.01691276952624321,4.989743091864511
ordinal_basis,A,adult,binclass,mlp,AdamW,0.0001,2,local,cf26f38091e76190,standard,98,14.638987724673806,2.0349261670905743,0.006256747410546992,325.2370654535776,2.512200033861336,15.885924761436918,-443.74304264219995,4.020346722999055,0.0,1,13.354867458000955,100,157697,15,0.29384752207802134,0.3082253367539421,0.30893761389356966,0.857976354982343,0.8554142865917327,0.07169777899980545,12.354259490966797,0.017010128125548363,4.838057996938005
ordinal_basis,A,adult,binclass,mlp,AdamW,0.0001,3,local,cf26f38091e76190,standard,98,14.638987724673806,2.0349261670905743,0.006256747410546992,325.2370654535776,2.512200033861336,15.885924761436918,-443.74304264219995,4.020346722999055,0.0,1,13.354867458000955,100,157697,15,0.29158825862546717,0.30905854165996605,0.30698656228450977,0.8588975894365116,0.8581782445795713,0.06448277086019516,12.270925521850586,0.017008356750011444,4.476026600925252
ordinal_basis,A,adult,binclass,mlp,AdamW,0.0001,4,local,cf26f38091e76190,standard,98,14.638987724673806,2.0349261670905743,0.006256747410546992,325.2370654535776,2.512200033861336,15.885924761436918,-443.74304264219995,4.020346722999055,0.0,1,13.354867458000955,100,157697,13,0.2967991338505528,0.3091514565945526,0.3090646352556886,0.857362198679564,0.8581782445795713,0.06282463669776917,12.032657623291016,0.016975020989775658,3.9924472549464554
