experiment,dataset,model,seed,representation,regularizer,epoch,train_loss,val_loss
categorical_kappa,adult,mlp,0,categorical_kappa_1,standard,1,0.3997954152140043,0.3363320829238102
categorical_kappa,adult,mlp,0,categorical_kappa_1,standard,2,0.3297071302405739,0.32999006487775745
categorical_kappa,adult,mlp,0,categorical_kappa_1,standard,3,0.3253142354090032,0.3282503710356036
categorical_kappa,adult,mlp,0,categorical_kappa_1,standard,4,0.32150776629365924,0.32834316203850916
categorical_kappa,adult,mlp,0,categorical_kappa_1,standard,5,0.31907240186042224,0.32828465881599944
categorical_kappa,adult,mlp,0,categorical_kappa_1,standard,6,0.3159170312582714,0.32938119497251284
categorical_kappa,adult,mlp,0,categorical_kappa_1,standard,7,0.31211067124725267,0.32810344365294286
categorical_kappa,adult,mlp,0,categorical_kappa_1,standard,8,0.30755358399864496,0.3302284706261395
categorical_kappa,adult,mlp,0,categorical_kappa_1,standard,9,0.3066389094260167,0.3261492024388408
categorical_kappa,adult,mlp,0,categorical_kappa_1,standard,10,0.30129751240884933,0.33145724091116974
categorical_kappa,adult,mlp,0,categorical_kappa_1,standard,11,0.2996156699680872,0.3297135189963441
categorical_kappa,adult,mlp,0,categorical_kappa_1,standard,12,0.2960800409902812,0.3303145934771401
categorical_kappa,adult,mlp,0,categorical_kappa_1,standard,13,0.2953415097124161,0.3313364222580557
categorical_kappa,adult,mlp,0,categorical_kappa_1,standard,14,0.2902446878337157,0.33375323309083
categorical_kappa,adult,mlp,0,categorical_kappa_1,standard,15,0.28909062284802334,0.33706976575788844
categorical_kappa,adult,mlp,0,categorical_kappa_1,standard,16,0.2864290642064678,0.33873281260074367
categorical_kappa,adult,mlp,0,categorical_kappa_1000,standard,1,0.4271865583022631,0.3787942172954625
categorical_kappa,adult,mlp,0,categorical_kappa_1000,standard,2,0.3686888185707298,0.3565213023078962
categorical_kappa,adult,mlp,0,categorical_kappa_1000,standard,3,0.3544497133326472,0.351729506784608
categorical_kappa,adult,mlp,0,categorical_kappa_1000,standard,4,0.3451606744044536,0.34954973798815786
categorical_kappa,adult,mlp,0,categorical_kappa_1000,standard,5,0.3372238428498955,0.3460939790825971
categorical_kappa,adult,mlp,0,categorical_kappa_1000,standard,6,0.3356217088804784,0.34090976248779176
categorical_kappa,adult,mlp,0,categorical_kappa_1000,standard,7,0.3317635066679127,0.34646149278221283
categorical_kappa,adult,mlp,0,categorical_kappa_1000,standard,8,0.3295270580917377,0.3442848885621237
categorical_kappa,adult,mlp,0,categorical_kappa_1000,standard,9,0.3276679299826704,0.3361327130481872
categorical_kappa,adult,mlp,0,categorical_kappa_1000,standard,10,0.32527024256802306,0.34107232240632984
categorical_kappa,adult,mlp,0,categorical_kappa_1000,standard,11,0.3260545893881186,0.34007971841991746
categorical_kappa,adult,mlp,0,categorical_kappa_1000,standard,12,0.3214541388817443,0.340919664379118
categorical_kappa,adult,mlp,0,categorical_kappa_1000,standard,13,0.3223780639634378,0.34319430468256673
categorical_kappa,adult,mlp,0,categorical_kappa_1000,standard,14,0.31882265246763863,0.33884861763776253
categorical_kappa,adult,mlp,0,categorical_kappa_1000,standard,15,0.3215662265146101,0.3456331300608992
categorical_kappa,adult,mlp,0,categorical_kappa_1000,standard,16,0.3180226061209414,0.33859451814066077
categorical_kappa,adult,mlp,1,categorical_kappa_1,standard,1,0.3966796237801451,0.3358158078412907
