experiment,intervention_class,dataset,task,model,optimizer,weight_decay,seed,representation,regularizer,nested_outer_folds,nested_inner_folds,smoothing,split_fingerprint,rank,effective_rank,sigma_max,sigma_min_nonzero,condition_number,log_condition_number,trace_cov,logdet_nonzero_cov,max_variance,min_nonzero_variance,input_features,parameters,best_epoch,train_loss,val_loss,test_loss,val_metric,test_metric,first_gradient_norm,first_weight_norm,first_update_ratio,train_seconds
residual_te,C,adult,binclass,mlp,AdamW,0.0001,0,plain_contrast,standard,5,5,20.0,cf26f38091e76190,98,14.638987720965352,2.0349261670888383,0.006256747410546885,325.2370654533058,2.512200033860973,15.885924755099632,-443.74304263709604,4.020346722999055,0.0,100,157697,23,0.2858223892278914,0.30840707003547274,0.30957408965901967,0.8575157377552587,0.8570726613844358,0.058772653341293335,14.218408584594727,0.016899561509490013,5.903603533050045
residual_te,C,adult,binclass,mlp,AdamW,0.0001,1,plain_contrast,standard,5,5,20.0,cf26f38091e76190,98,14.638987720965352,2.0349261670888383,0.006256747410546885,325.2370654533058,2.512200033860973,15.885924755099632,-443.74304263709604,4.020346722999055,0.0,100,157697,17,0.2898950143080887,0.30974329044950566,0.3079124193650366,0.8578228159066482,0.8579325594250967,0.05866853520274162,12.885812759399414,0.01692056655883789,4.3559722781647
residual_te,C,adult,binclass,mlp,AdamW,0.0001,2,plain_contrast,standard,5,5,20.0,cf26f38091e76190,98,14.638987720965352,2.0349261670888383,0.006256747410546885,325.2370654533058,2.512200033860973,15.885924755099632,-443.74304263709604,4.020346722999055,0.0,100,157697,17,0.2908528163303138,0.30811781147990097,0.3082528916932161,0.8550591125441425,0.8586081935999017,0.07201750576496124,12.805777549743652,0.017094749957323074,4.035154715878889
residual_te,C,adult,binclass,mlp,AdamW,0.0001,3,plain_contrast,standard,5,5,20.0,cf26f38091e76190,98,14.638987720965352,2.0349261670888383,0.006256747410546885,325.2370654533058,2.512200033860973,15.885924755099632,-443.74304263709604,4.020346722999055,0.0,100,157697,16,0.29043301942583755,0.3061944585853963,0.30641434222762737,0.8590511285122063,0.8578711381364781,0.06543930619955063,12.403227806091309,0.017002103850245476,4.266227194108069
residual_te,C,adult,binclass,mlp,AdamW,0.0001,4,plain_contrast,standard,5,5,20.0,cf26f38091e76190,98,14.638987720965352,2.0349261670888383,0.006256747410546885,325.2370654533058,2.512200033860973,15.885924755099632,-443.74304263709604,4.020346722999055,0.0,100,157697,13,0.29561805890688636,0.3084585483544503,0.308191169994108,0.8562874251497006,0.8586696148885203,0.06438575685024261,11.899982452392578,0.016978563740849495,3.6867703979369253
residual_te,C,adult,binclass,mlp,AdamW,0.0001,0,standard_target_encoding,standard,5,5,20.0,cf26f38091e76190,105,14.721449156725265,2.0361513636288784,0.0017305076219779315,1176.6208583939106,3.070636543018862,16.013277737530878,-524.7347076252455,4.020346722999055,0.0,107,159489,13,0.29357007702164867,0.3083389399020656,0.30816927642421865,0.8569015814524796,0.859898040660893,0.05716973543167114,12.017118453979492,0.017508147284388542,3.5409913258627057
residual_te,C,adult,binclass,mlp,AdamW,0.0001,1,standard_target_encoding,standard,5,5,20.0,cf26f38091e76190,105,14.721449156725265,2.0361513636288784,0.0017305076219779315,1176.6208583939106,3.070636543018862,16.013277737530878,-524.7347076252455,4.020346722999055,0.0,107,159489,19,0.2900927333212087,0.30837356510774244,0.3090678184521951,0.8575157377552587,0.8573183465389104,0.058029916137456894,13.381367683410645,0.017548955976963043,4.290878374828026
residual_te,C,adult,binclass,mlp,AdamW,0.0001,2,standard_target_encoding,standard,5,5,20.0,cf26f38091e76190,105,14.721449156725265,2.0361513636288784,0.0017305076219779315,1176.6208583939106,3.070636543018862,16.013277737530878,-524.7347076252455,4.020346722999055,0.0,107,159489,17,0.29219592567927494,0.30856240182917777,0.30896474524048423,0.8542914171656687,0.8571340826730545,0.056960102170705795,12.750680923461914,0.017686227336525917,4.0871678160037845
residual_te,C,adult,binclass,mlp,AdamW,0.0001,3,standard_target_encoding,standard,5,5,20.0,cf26f38091e76190,105,14.721449156725265,2.0361513636288784,0.0017305076219779315,1176.6208583939106,3.070636543018862,16.013277737530878,-524.7347076252455,4.020346722999055,0.0,107,159489,16,0.290616436006326,0.3056776834537272,0.30630578638601325,0.8584369722094273,0.8586696148885203,0.0679657831788063,12.506318092346191,0.017651917412877083,4.008450312074274
residual_te,C,adult,binclass,mlp,AdamW,0.0001,4,standard_target_encoding,standard,5,5,20.0,cf26f38091e76190,105,14.721449156725265,2.0361513636288784,0.0017305076219779315,1176.6208583939106,3.070636543018862,16.013277737530878,-524.7347076252455,4.020346722999055,0.0,107,159489,24,0.2855388987711524,0.30808469437188096,0.31003153593821187,0.8581298940580377,0.8575026104047663,0.05605058744549751,14.48697566986084,0.01759822480380535,5.099134962074459
residual_te,C,adult,binclass,mlp,AdamW,0.0001,0,residual_target_encoding,standard,5,5,20.0,cf26f38091e76190,105,14.670096335946207,2.035206892245333,0.0011334916340448198,1795.5199942524305,3.25419024563316,15.924115336720943,-527.1243345680282,4.020346722999055,0.0,107,159489,13,0.29364561797623684,0.30775924143177974,0.30798290067599043,0.8581298940580377,0.859898040660893,0.056942474097013474,12.198026657104492,0.017482023686170578,3.330782312201336
residual_te,C,adult,binclass,mlp,AdamW,0.0001,1,residual_target_encoding,standard,5,5,20.0,cf26f38091e76190,105,14.670096335946207,2.035206892245333,0.0011334916340448198,1795.5199942524305,3.25419024563316,15.924115336720943,-527.1243345680282,4.020346722999055,0.0,107,159489,19,0.28963310381286617,0.30779554935822495,0.3082909228327065,0.857362198679564,0.8579939807137154,0.058101873844861984,13.590651512145996,0.01752506196498871,4.197649379028007
residual_te,C,adult,binclass,mlp,AdamW,0.0001,2,residual_target_encoding,standard,5,5,20.0,cf26f38091e76190,105,14.670096335946207,2.035206892245333,0.0011334916340448198,1795.5199942524305,3.25419024563316,15.924115336720943,-527.1243345680282,4.020346722999055,0.0,107,159489,17,0.2921302310044702,0.3086099773292243,0.30892521968576225,0.8541378780899739,0.8579939807137154,0.05669334903359413,12.976502418518066,0.017665285617113113,4.659610046073794
residual_te,C,adult,binclass,mlp,AdamW,0.0001,3,residual_target_encoding,standard,5,5,20.0,cf26f38091e76190,105,14.670096335946207,2.035206892245333,0.0011334916340448198,1795.5199942524305,3.25419024563316,15.924115336720943,-527.1243345680282,4.020346722999055,0.0,107,159489,16,0.2904624677892023,0.3056058426213374,0.3060469945590389,0.8585905112851221,0.8589153000429949,0.06754538416862488,12.737138748168945,0.01762530580163002,4.19181927992031
residual_te,C,adult,binclass,mlp,AdamW,0.0001,4,residual_target_encoding,standard,5,5,20.0,cf26f38091e76190,105,14.670096335946207,2.035206892245333,0.0011334916340448198,1795.5199942524305,3.25419024563316,15.924115336720943,-527.1243345680282,4.020346722999055,0.0,107,159489,24,0.28576406270445626,0.30853515954432315,0.31054646007590897,0.8567480423767849,0.8577482955592408,0.056008875370025635,14.808971405029297,0.017570383846759796,5.259034094866365
residual_te,C,diamond,regression,mlp,AdamW,0.0001,0,plain_contrast,standard,5,5,20.0,ae5eda1e4664e699,23,6.950137451772838,2.005724775524897,0.061612666549196095,32.55377323952338,1.5126013339835123,8.337742632529952,-51.86334986803127,1.0040059693246546,0.0,23,137985,31,0.021639442071318626,0.022766385227441788,0.022841740399599075,0.15053041636447517,0.1507793344974644,0.07969088852405548,10.872885704040527,0.00835750624537468,7.4092009391169995
residual_te,C,diamond,regression,mlp,AdamW,0.0001,1,plain_contrast,standard,5,5,20.0,ae5eda1e4664e699,23,6.950137451772838,2.005724775524897,0.061612666549196095,32.55377323952338,1.5126013339835123,8.337742632529952,-51.86334986803127,1.0040059693246546,0.0,23,137985,40,0.02055789716541767,0.02209179289638996,0.022044720128178596,0.14828344855230835,0.14812539207894826,0.09137202799320221,11.36485481262207,0.008290809579193592,7.8243516439106315
