experiment,dataset,seed,representation,epoch,train_loss,val_loss
residual_te,adult,4,residual_target_encoding,27,0.28821385023927804,0.3142736245828716
residual_te,adult,4,residual_target_encoding,28,0.2892980555790941,0.31403072177467545
residual_te,adult,4,residual_target_encoding,29,0.2883857991683688,0.31251949906084364
residual_te,adult,4,residual_target_encoding,30,0.28685159333215005,0.31244227167126154
residual_te,adult,4,residual_target_encoding,31,0.28692478307634955,0.3117146856084223
residual_te,diamond,0,plain_contrast,1,0.16460758976273354,0.05592553690075874
residual_te,diamond,0,plain_contrast,2,0.051267664230890964,0.04506870359182358
residual_te,diamond,0,plain_contrast,3,0.04658506071790528,0.04742669686675072
residual_te,diamond,0,plain_contrast,4,0.04492089157429649,0.04045366495847702
residual_te,diamond,0,plain_contrast,5,0.04386011676130695,0.038217511028051376
residual_te,diamond,0,plain_contrast,6,0.04083391020302131,0.03758673742413521
residual_te,diamond,0,plain_contrast,7,0.040719369539031616,0.03840859606862068
residual_te,diamond,0,plain_contrast,8,0.0397856454146565,0.03521639481186867
residual_te,diamond,0,plain_contrast,9,0.03882461976942933,0.03633271902799606
residual_te,diamond,0,plain_contrast,10,0.038204718900339475,0.03393375128507614
residual_te,diamond,0,plain_contrast,11,0.036678569951388185,0.03307674452662468
residual_te,diamond,0,plain_contrast,12,0.03430629495498623,0.03344619274139404
residual_te,diamond,0,plain_contrast,13,0.033508816606887905,0.029156111180782318
residual_te,diamond,0,plain_contrast,14,0.032250606730061915,0.02866130881011486
residual_te,diamond,0,plain_contrast,15,0.031905864380371914,0.0275881364941597
residual_te,diamond,0,plain_contrast,16,0.03067712531054672,0.027556391432881355
residual_te,diamond,0,plain_contrast,17,0.030394571205659207,0.027915913611650467
residual_te,diamond,0,plain_contrast,18,0.029242341429170385,0.02662075124680996
residual_te,diamond,0,plain_contrast,19,0.029390282759087404,0.026523727923631668
residual_te,diamond,0,plain_contrast,20,0.028660926534585594,0.02804570645093918
residual_te,diamond,0,plain_contrast,21,0.028320793714894987,0.027743002399802208
residual_te,diamond,0,plain_contrast,22,0.02843243950733335,0.025819027796387672
residual_te,diamond,0,plain_contrast,23,0.028123630297681775,0.02488543465733528
residual_te,diamond,0,plain_contrast,24,0.02773484097039543,0.024289831519126892
residual_te,diamond,0,plain_contrast,25,0.027926320971538587,0.02522287890315056
residual_te,diamond,0,plain_contrast,26,0.027098430581933664,0.02409079298377037
residual_te,diamond,0,plain_contrast,27,0.02776001518618839,0.02353449910879135
residual_te,diamond,0,plain_contrast,28,0.026774111638984504,0.023714248090982437
residual_te,diamond,0,plain_contrast,29,0.026381538105460425,0.024158840999007225
residual_te,diamond,0,plain_contrast,30,0.026543679984944647,0.024613305926322937
residual_te,diamond,0,plain_contrast,31,0.026085560261227245,0.022766385227441788
residual_te,diamond,0,plain_contrast,32,0.026229634292619913,0.024666693061590195
residual_te,diamond,0,plain_contrast,33,0.026313094505800376,0.023275932297110558
residual_te,diamond,0,plain_contrast,34,0.025875178767218034,0.023536281660199165
residual_te,diamond,0,plain_contrast,35,0.02529699899815654,0.02329021878540516
residual_te,diamond,0,plain_contrast,36,0.025016519228112315,0.0245345551520586
residual_te,diamond,0,plain_contrast,37,0.025643253868288685,0.022847896441817284
residual_te,diamond,0,plain_contrast,38,0.0249790528026806,0.023003913462162018
residual_te,diamond,1,plain_contrast,1,0.17648178249522442,0.056576259434223175
residual_te,diamond,1,plain_contrast,2,0.05429778266827079,0.04390496760606766
residual_te,diamond,1,plain_contrast,3,0.0477662321121508,0.04380084201693535
residual_te,diamond,1,plain_contrast,4,0.04550617648812691,0.04070258140563965
residual_te,diamond,1,plain_contrast,5,0.04282881330087613,0.03856000304222107
residual_te,diamond,1,plain_contrast,6,0.04195608804697099,0.040753938257694244
residual_te,diamond,1,plain_contrast,7,0.04107604926955836,0.03824832662940025
residual_te,diamond,1,plain_contrast,8,0.03973823401403902,0.03641149401664734
residual_te,diamond,1,plain_contrast,9,0.037961160588252725,0.03460141643881798
residual_te,diamond,1,plain_contrast,10,0.03787921702572404,0.033853646367788315
residual_te,diamond,1,plain_contrast,11,0.036529859736704653,0.0363081656396389
residual_te,diamond,1,plain_contrast,12,0.0367772696187799,0.032334767282009125
residual_te,diamond,1,plain_contrast,13,0.03418941851293622,0.03016715496778488
residual_te,diamond,1,plain_contrast,14,0.03304895390518883,0.028493361547589302
residual_te,diamond,1,plain_contrast,15,0.03217764235319653,0.033585116267204285
residual_te,diamond,1,plain_contrast,16,0.0308230101158124,0.028676947578787804
residual_te,diamond,1,plain_contrast,17,0.03023711548701776,0.026736579835414886
residual_te,diamond,1,plain_contrast,18,0.02883456068681666,0.025939876213669777
residual_te,diamond,1,plain_contrast,19,0.029414930906609606,0.02521556057035923
residual_te,diamond,1,plain_contrast,20,0.029111707024562228,0.025791119784116745
residual_te,diamond,1,plain_contrast,21,0.029490936831438833,0.032649505883455276
residual_te,diamond,1,plain_contrast,22,0.028323133908515853,0.02462238259613514
residual_te,diamond,1,plain_contrast,23,0.027839233046687045,0.02447749488055706
residual_te,diamond,1,plain_contrast,24,0.027768282429713756,0.024327576160430908
residual_te,diamond,1,plain_contrast,25,0.026906850991676147,0.023870714008808136
residual_te,diamond,1,plain_contrast,26,0.026750529484721855,0.025113217532634735
residual_te,diamond,1,plain_contrast,27,0.026541320177623416,0.02387213334441185
residual_te,diamond,1,plain_contrast,28,0.02703733023261783,0.02354987896978855
residual_te,diamond,1,plain_contrast,29,0.025744033330878106,0.02429068088531494
residual_te,diamond,1,plain_contrast,30,0.027175664969071575,0.02360488288104534
residual_te,diamond,1,plain_contrast,31,0.026208521916634434,0.023033877834677696
residual_te,diamond,1,plain_contrast,32,0.02644228301669327,0.023763665929436684
residual_te,diamond,1,plain_contrast,33,0.02613646144410563,0.023475252091884613
residual_te,diamond,1,plain_contrast,34,0.025755148656390666,0.02628825604915619
residual_te,diamond,1,plain_contrast,35,0.025384167483692262,0.022876230999827385
residual_te,diamond,1,plain_contrast,36,0.025093415601243806,0.0263985488563776
residual_te,diamond,1,plain_contrast,37,0.02542385743320522,0.02417129836976528
residual_te,diamond,1,plain_contrast,38,0.02483746758155644,0.02280390076339245
residual_te,diamond,1,plain_contrast,39,0.02590496773096357,0.023204883560538292
residual_te,diamond,1,plain_contrast,40,0.02561103443500669,0.02209179289638996
residual_te,diamond,2,plain_contrast,1,0.17513791298043366,0.05422920361161232
residual_te,diamond,2,plain_contrast,2,0.05230836997407084,0.04290661960840225
residual_te,diamond,2,plain_contrast,3,0.045430646005886595,0.04091847315430641
residual_te,diamond,2,plain_contrast,4,0.04355509336073592,0.039740707725286484
residual_te,diamond,2,plain_contrast,5,0.04190654390071518,0.043728023767471313
residual_te,diamond,2,plain_contrast,6,0.042426846739717194,0.03866253048181534
residual_te,diamond,2,plain_contrast,7,0.039165871378692305,0.03586072102189064
residual_te,diamond,2,plain_contrast,8,0.039176482490679156,0.0370476059615612
residual_te,diamond,2,plain_contrast,9,0.037599038338528075,0.03706749156117439
residual_te,diamond,2,plain_contrast,10,0.037593220734956856,0.03352460265159607
residual_te,diamond,2,plain_contrast,11,0.03527169493177976,0.03173016011714935
residual_te,diamond,2,plain_contrast,12,0.03376425646081666,0.03003055974841118
residual_te,diamond,2,plain_contrast,13,0.032550953093249596,0.029012197628617287
residual_te,diamond,2,plain_contrast,14,0.03166293586130259,0.027147451415657997
residual_te,diamond,2,plain_contrast,15,0.03054178808844779,0.029101558029651642
residual_te,diamond,2,plain_contrast,16,0.02991759971637569,0.024980349466204643
residual_te,diamond,2,plain_contrast,17,0.028668635756365274,0.02543487586081028
residual_te,diamond,2,plain_contrast,18,0.0291088505340981,0.026168955489993095
residual_te,diamond,2,plain_contrast,19,0.028335589717492275,0.024746330454945564
residual_te,diamond,2,plain_contrast,20,0.028724052058045874,0.023526370525360107
residual_te,diamond,2,plain_contrast,21,0.0268783589034512,0.023817196488380432
residual_te,diamond,2,plain_contrast,22,0.026675179400427733,0.023704275488853455
residual_te,diamond,2,plain_contrast,23,0.026456352507178704,0.02274639531970024
residual_te,diamond,2,plain_contrast,24,0.026249514152678847,0.022863540798425674
residual_te,diamond,2,plain_contrast,25,0.02641042308296285,0.02446599490940571
residual_te,diamond,2,plain_contrast,26,0.02619018832453156,0.0253463052213192
residual_te,diamond,2,plain_contrast,27,0.025999636375043537,0.023373562842607498
residual_te,diamond,2,plain_contrast,28,0.02712221992038371,0.023540517315268517
residual_te,diamond,2,plain_contrast,29,0.026027942551955237,0.02383795753121376
residual_te,diamond,2,plain_contrast,30,0.025733066461599407,0.025906089693307877
residual_te,diamond,3,plain_contrast,1,0.174523618481804,0.053982432931661606
residual_te,diamond,3,plain_contrast,2,0.05294925109970397,0.042986612766981125
residual_te,diamond,3,plain_contrast,3,0.046720702662135516,0.043386995792388916
residual_te,diamond,3,plain_contrast,4,0.046791638518343386,0.03994141146540642
residual_te,diamond,3,plain_contrast,5,0.04296231281318448,0.03901290521025658
residual_te,diamond,3,plain_contrast,6,0.0407105225814257,0.03926960378885269
residual_te,diamond,3,plain_contrast,7,0.04049416576186771,0.03742970898747444
residual_te,diamond,3,plain_contrast,8,0.03922609096388511,0.03592388704419136
residual_te,diamond,3,plain_contrast,9,0.03846699405667773,0.035409800708293915
residual_te,diamond,3,plain_contrast,10,0.038781515413731815,0.03653028979897499
residual_te,diamond,3,plain_contrast,11,0.038126422693344125,0.033258985728025436
residual_te,diamond,3,plain_contrast,12,0.03570718788878949,0.03392263501882553
residual_te,diamond,3,plain_contrast,13,0.03448197964940054,0.03097282163798809
residual_te,diamond,3,plain_contrast,14,0.03273542601634507,0.029243089258670807
residual_te,diamond,3,plain_contrast,15,0.031224308293675916,0.028415432199835777
residual_te,diamond,3,plain_contrast,16,0.03118992183457945,0.027667468413710594
residual_te,diamond,3,plain_contrast,17,0.0298202297802463,0.026920083910226822
residual_te,diamond,3,plain_contrast,18,0.02976809755619057,0.02746446616947651
residual_te,diamond,3,plain_contrast,19,0.029148902279162392,0.027792159467935562
residual_te,diamond,3,plain_contrast,20,0.028870269836181458,0.02596118487417698
residual_te,diamond,3,plain_contrast,21,0.028054933838695412,0.026328423991799355
residual_te,diamond,3,plain_contrast,22,0.02781808499835721,0.027306076139211655
residual_te,diamond,3,plain_contrast,23,0.028204539531594696,0.026180509477853775
residual_te,diamond,3,plain_contrast,24,0.027850582597142768,0.024526238441467285
residual_te,diamond,3,plain_contrast,25,0.027251420509684078,0.026458147913217545
residual_te,diamond,3,plain_contrast,26,0.02748116751334913,0.024784181267023087
residual_te,diamond,3,plain_contrast,27,0.02659319396671955,0.02639351785182953
residual_te,diamond,3,plain_contrast,28,0.02667369070073017,0.024442369118332863
residual_te,diamond,3,plain_contrast,29,0.0263214627153655,0.025522658601403236
residual_te,diamond,3,plain_contrast,30,0.026403358270199722,0.023504050448536873
residual_te,diamond,3,plain_contrast,31,0.0263483482658093,0.024747654795646667
residual_te,diamond,3,plain_contrast,32,0.02636349825407852,0.02567971684038639
residual_te,diamond,3,plain_contrast,33,0.0260778444902165,0.024074016138911247
residual_te,diamond,3,plain_contrast,34,0.025649331637513116,0.022864680737257004
residual_te,diamond,3,plain_contrast,35,0.025297038618093508,0.023815952241420746
residual_te,diamond,3,plain_contrast,36,0.025762300264230695,0.021938381716609
residual_te,diamond,3,plain_contrast,37,0.025836327832537184,0.026051325723528862
residual_te,diamond,3,plain_contrast,38,0.025401404278827623,0.022959282621741295
residual_te,diamond,3,plain_contrast,39,0.02511794827091784,0.021864719688892365
residual_te,diamond,3,plain_contrast,40,0.026445714975911326,0.024644937366247177
residual_te,diamond,4,plain_contrast,1,0.18696468327710172,0.05682390555739403
residual_te,diamond,4,plain_contrast,2,0.053316748954768164,0.043607279658317566
residual_te,diamond,4,plain_contrast,3,0.04780005591007398,0.04109044000506401
residual_te,diamond,4,plain_contrast,4,0.04523604086447465,0.041273944079875946
residual_te,diamond,4,plain_contrast,5,0.04278574339437466,0.040458306670188904
residual_te,diamond,4,plain_contrast,6,0.04239568003431705,0.03792940825223923
residual_te,diamond,4,plain_contrast,7,0.040586307977542126,0.03872160613536835
residual_te,diamond,4,plain_contrast,8,0.039147920053593514,0.03502405434846878
residual_te,diamond,4,plain_contrast,9,0.03895105622845416,0.037189703434705734
residual_te,diamond,4,plain_contrast,10,0.038104955229347835,0.03439737856388092
residual_te,diamond,4,plain_contrast,11,0.037785102437505776,0.03348192945122719
residual_te,diamond,4,plain_contrast,12,0.036967496490960934,0.03238455951213837
residual_te,diamond,4,plain_contrast,13,0.03427841126215627,0.029757680371403694
residual_te,diamond,4,plain_contrast,14,0.03294431525214711,0.03252267837524414
residual_te,diamond,4,plain_contrast,15,0.0325230882390835,0.02950538881123066
residual_te,diamond,4,plain_contrast,16,0.03089587211264426,0.027050336822867393
residual_te,diamond,4,plain_contrast,17,0.030291042328802444,0.02674582228064537
residual_te,diamond,4,plain_contrast,18,0.030637080936692467,0.027155155315995216
residual_te,diamond,4,plain_contrast,19,0.02935078736806982,0.027149168774485588
residual_te,diamond,4,plain_contrast,20,0.029627734966795594,0.025860456749796867
residual_te,diamond,4,plain_contrast,21,0.030173671020876956,0.02570837177336216
residual_te,diamond,4,plain_contrast,22,0.028963389709677764,0.026249561458826065
residual_te,diamond,4,plain_contrast,23,0.02871095709922913,0.02519218809902668
residual_te,diamond,4,plain_contrast,24,0.027809744099386167,0.024815969169139862
residual_te,diamond,4,plain_contrast,25,0.02777384694814915,0.025087419897317886
residual_te,diamond,4,plain_contrast,26,0.027671483139781062,0.025261083617806435
residual_te,diamond,4,plain_contrast,27,0.027150379645775137,0.023762190714478493
residual_te,diamond,4,plain_contrast,28,0.02744645184420006,0.024517666548490524
residual_te,diamond,4,plain_contrast,29,0.025928491269233193,0.02343722991645336
residual_te,diamond,4,plain_contrast,30,0.026540685728289885,0.024403424933552742
residual_te,diamond,4,plain_contrast,31,0.0255426331828574,0.022776735946536064
residual_te,diamond,4,plain_contrast,32,0.025762817588196957,0.02341347374022007
residual_te,diamond,4,plain_contrast,33,0.025493629763389494,0.024048354476690292
residual_te,diamond,4,plain_contrast,34,0.025684153840592413,0.0238898117095232
residual_te,diamond,4,plain_contrast,35,0.025957283055017686,0.022598573938012123
residual_te,diamond,4,plain_contrast,36,0.024708072629893926,0.022709788754582405
residual_te,diamond,4,plain_contrast,37,0.025044592740297737,0.022699208930134773
residual_te,diamond,4,plain_contrast,38,0.024639474144876945,0.02269849181175232
residual_te,diamond,4,plain_contrast,39,0.025613214298105057,0.022130809724330902
residual_te,diamond,4,plain_contrast,40,0.025008720404581165,0.024908555671572685
residual_te,diamond,0,standard_target_encoding,1,0.17128704487381752,0.05391984432935715
residual_te,diamond,0,standard_target_encoding,2,0.05032513692147562,0.042372118681669235
residual_te,diamond,0,standard_target_encoding,3,0.0458946892065924,0.04607057571411133
residual_te,diamond,0,standard_target_encoding,4,0.04455946214860327,0.03928763419389725
residual_te,diamond,0,standard_target_encoding,5,0.042798823236526465,0.03813450038433075
residual_te,diamond,0,standard_target_encoding,6,0.040539546202059844,0.03743897005915642
residual_te,diamond,0,standard_target_encoding,7,0.039352103617748165,0.03774777799844742
residual_te,diamond,0,standard_target_encoding,8,0.0389493009846728,0.03558354079723358
residual_te,diamond,0,standard_target_encoding,9,0.038521916370576975,0.03618968650698662
residual_te,diamond,0,standard_target_encoding,10,0.03844039925294208,0.03441672772169113
residual_te,diamond,0,standard_target_encoding,11,0.03722898742048989,0.03420638293027878
residual_te,diamond,0,standard_target_encoding,12,0.03598782453676395,0.03444636985659599
residual_te,diamond,0,standard_target_encoding,13,0.03404987251945525,0.030504774302244186
residual_te,diamond,0,standard_target_encoding,14,0.03279431373185684,0.029408259317278862
residual_te,diamond,0,standard_target_encoding,15,0.03199588108683377,0.028121791779994965
residual_te,diamond,0,standard_target_encoding,16,0.031206054666573366,0.028794366866350174
residual_te,diamond,0,standard_target_encoding,17,0.03078584979434746,0.02806442230939865
residual_te,diamond,0,standard_target_encoding,18,0.02966919485394881,0.026604779064655304
residual_te,diamond,0,standard_target_encoding,19,0.029292605263072983,0.02668539620935917
residual_te,diamond,0,standard_target_encoding,20,0.028850186615696716,0.028376389294862747
residual_te,diamond,0,standard_target_encoding,21,0.028721221454038166,0.02667662687599659
residual_te,diamond,0,standard_target_encoding,22,0.02862411625535466,0.02595687285065651
residual_te,diamond,0,standard_target_encoding,23,0.028970160389669295,0.02551131136715412
residual_te,diamond,0,standard_target_encoding,24,0.027769785637280876,0.024833686649799347
residual_te,diamond,0,standard_target_encoding,25,0.02796056977273586,0.02613249607384205
residual_te,diamond,0,standard_target_encoding,26,0.027713853830358272,0.024682670831680298
residual_te,diamond,0,standard_target_encoding,27,0.02808772370291317,0.02358892746269703
residual_te,diamond,0,standard_target_encoding,28,0.02675729294064373,0.025127217173576355
residual_te,diamond,0,standard_target_encoding,29,0.026837554004368484,0.02510920539498329
residual_te,diamond,0,standard_target_encoding,30,0.02636553168664584,0.02366744354367256
residual_te,diamond,0,standard_target_encoding,31,0.02640882011518413,0.022983117029070854
residual_te,diamond,0,standard_target_encoding,32,0.02666498941459004,0.024192363023757935
residual_te,diamond,0,standard_target_encoding,33,0.026353160686593893,0.023210719227790833
residual_te,diamond,0,standard_target_encoding,34,0.025555621461385902,0.02357553131878376
residual_te,diamond,0,standard_target_encoding,35,0.025657450770020677,0.02386154979467392
residual_te,diamond,0,standard_target_encoding,36,0.02549503831819452,0.02469170093536377
residual_te,diamond,0,standard_target_encoding,37,0.02603786412456217,0.022418752312660217
residual_te,diamond,0,standard_target_encoding,38,0.024762469245234894,0.022587649524211884
residual_te,diamond,0,standard_target_encoding,39,0.02560599081744646,0.023017188534140587
residual_te,diamond,0,standard_target_encoding,40,0.02539090795830358,0.022678038105368614
residual_te,diamond,1,standard_target_encoding,1,0.17695324963542994,0.054470498114824295
residual_te,diamond,1,standard_target_encoding,2,0.05275296974567942,0.04369033873081207
residual_te,diamond,1,standard_target_encoding,3,0.04628893366916435,0.040842436254024506
residual_te,diamond,1,standard_target_encoding,4,0.043980435015531345,0.03855808451771736
residual_te,diamond,1,standard_target_encoding,5,0.0414864199869435,0.03753446787595749
residual_te,diamond,1,standard_target_encoding,6,0.04113100209493515,0.03774109110236168
residual_te,diamond,1,standard_target_encoding,7,0.04013429428471402,0.03685881197452545
residual_te,diamond,1,standard_target_encoding,8,0.03857417285741489,0.035120896995067596
residual_te,diamond,1,standard_target_encoding,9,0.03795960080981987,0.03414609283208847
residual_te,diamond,1,standard_target_encoding,10,0.03746385089147685,0.033768970519304276
residual_te,diamond,1,standard_target_encoding,11,0.036387203785015566,0.034829769283533096
residual_te,diamond,1,standard_target_encoding,12,0.03580877697760294,0.032208364456892014
residual_te,diamond,1,standard_target_encoding,13,0.034538125155964605,0.02975507080554962
residual_te,diamond,1,standard_target_encoding,14,0.032780034430185824,0.028138993307948112
residual_te,diamond,1,standard_target_encoding,15,0.032565898596847644,0.03119749389588833
residual_te,diamond,1,standard_target_encoding,16,0.031092457184069215,0.027752889320254326
residual_te,diamond,1,standard_target_encoding,17,0.03059965967796407,0.026872048154473305
residual_te,diamond,1,standard_target_encoding,18,0.029513304397377035,0.026156110689044
residual_te,diamond,1,standard_target_encoding,19,0.02896301969892301,0.026198985055088997
residual_te,diamond,1,standard_target_encoding,20,0.0293133592525562,0.02591918595135212
residual_te,diamond,1,standard_target_encoding,21,0.029167452485171292,0.0337318480014801
residual_te,diamond,1,standard_target_encoding,22,0.02841145709035695,0.0246450025588274
residual_te,diamond,1,standard_target_encoding,23,0.0279804482299701,0.024742670357227325
residual_te,diamond,1,standard_target_encoding,24,0.027568536801970796,0.024639299139380455
residual_te,diamond,1,standard_target_encoding,25,0.02735740654247132,0.024042168632149696
residual_te,diamond,1,standard_target_encoding,26,0.02709367431055769,0.02492593228816986
residual_te,diamond,1,standard_target_encoding,27,0.02690152947734455,0.024314723908901215
residual_te,diamond,1,standard_target_encoding,28,0.027119518811895556,0.02369004860520363
residual_te,diamond,1,standard_target_encoding,29,0.02611899111882974,0.02383882738649845
residual_te,diamond,1,standard_target_encoding,30,0.027140901884647513,0.024057041853666306
residual_te,diamond,1,standard_target_encoding,31,0.02638206557213141,0.02313595451414585
residual_te,diamond,1,standard_target_encoding,32,0.026395273643435007,0.02359830029308796
residual_te,diamond,1,standard_target_encoding,33,0.02593873026452861,0.023695699870586395
residual_te,diamond,1,standard_target_encoding,34,0.025941928334846903,0.02540566213428974
residual_te,diamond,1,standard_target_encoding,35,0.025429728965320232,0.02323412522673607
residual_te,diamond,1,standard_target_encoding,36,0.025270180278936162,0.025419728830456734
residual_te,diamond,1,standard_target_encoding,37,0.025234046535587116,0.024367444217205048
residual_te,diamond,1,standard_target_encoding,38,0.024949088193806847,0.023029541596770287
residual_te,diamond,1,standard_target_encoding,39,0.02580551492940956,0.023415561765432358
residual_te,diamond,1,standard_target_encoding,40,0.025588514863605596,0.023392342031002045
residual_te,diamond,2,standard_target_encoding,1,0.17348889457412336,0.05573123320937157
residual_te,diamond,2,standard_target_encoding,2,0.052443585584450524,0.043592773377895355
residual_te,diamond,2,standard_target_encoding,3,0.04602126016078047,0.04132205620408058
residual_te,diamond,2,standard_target_encoding,4,0.04348241068233514,0.039580512791872025
residual_te,diamond,2,standard_target_encoding,5,0.04277934884179671,0.04407516494393349
residual_te,diamond,2,standard_target_encoding,6,0.04178507401153641,0.03914402425289154
residual_te,diamond,2,standard_target_encoding,7,0.03973046800459489,0.036150671541690826
residual_te,diamond,2,standard_target_encoding,8,0.039600847475279255,0.03819119557738304
residual_te,diamond,2,standard_target_encoding,9,0.03809902302068084,0.04019266739487648
residual_te,diamond,2,standard_target_encoding,10,0.0377867688929355,0.03737366199493408
residual_te,diamond,2,standard_target_encoding,11,0.036739253781500426,0.03353721648454666
residual_te,diamond,2,standard_target_encoding,12,0.03567299255162131,0.03262278065085411
residual_te,diamond,2,standard_target_encoding,13,0.03445197177723303,0.031215175986289978
residual_te,diamond,2,standard_target_encoding,14,0.03388376955625712,0.030775459483265877
residual_te,diamond,2,standard_target_encoding,15,0.03273242450750913,0.029579823836684227
residual_te,diamond,2,standard_target_encoding,16,0.03177614556365144,0.02781084179878235
residual_te,diamond,2,standard_target_encoding,17,0.030377010116562714,0.026974136009812355
residual_te,diamond,2,standard_target_encoding,18,0.03059471439566843,0.027437634766101837
residual_te,diamond,2,standard_target_encoding,19,0.02952087115283699,0.026349041610956192
residual_te,diamond,2,standard_target_encoding,20,0.029296373807897208,0.025211816653609276
residual_te,diamond,2,standard_target_encoding,21,0.028658042386908448,0.025722935795783997
residual_te,diamond,2,standard_target_encoding,22,0.027650075067138034,0.02552088350057602
residual_te,diamond,2,standard_target_encoding,23,0.027895389354337576,0.024554172530770302
residual_te,diamond,2,standard_target_encoding,24,0.02756892553047207,0.02428392693400383
residual_te,diamond,2,standard_target_encoding,25,0.027228593400142578,0.026113972067832947
residual_te,diamond,2,standard_target_encoding,26,0.026557459493236846,0.025419795885682106
residual_te,diamond,2,standard_target_encoding,27,0.026312407940873913,0.026013923808932304
residual_te,diamond,2,standard_target_encoding,28,0.027717935927517635,0.025579439476132393
residual_te,diamond,2,standard_target_encoding,29,0.02665799250919315,0.02457360178232193
residual_te,diamond,2,standard_target_encoding,30,0.026294432719248112,0.023940594866871834
residual_te,diamond,2,standard_target_encoding,31,0.02652851710610912,0.026059705764055252
residual_te,diamond,2,standard_target_encoding,32,0.026077888868070363,0.025087857618927956
residual_te,diamond,2,standard_target_encoding,33,0.026288427498948826,0.02301119640469551
residual_te,diamond,2,standard_target_encoding,34,0.02584326431530313,0.022758852690458298
residual_te,diamond,2,standard_target_encoding,35,0.02503843844277496,0.024335062131285667
residual_te,diamond,2,standard_target_encoding,36,0.02537816718528481,0.023006724193692207
residual_te,diamond,2,standard_target_encoding,37,0.025125944272604412,0.023197941482067108
residual_te,diamond,2,standard_target_encoding,38,0.025810515168343227,0.02293146401643753
residual_te,diamond,2,standard_target_encoding,39,0.026212406691249787,0.023359447717666626
residual_te,diamond,2,standard_target_encoding,40,0.024974933884165308,0.025914592668414116
residual_te,diamond,3,standard_target_encoding,1,0.17403174539422203,0.05482741817831993
residual_te,diamond,3,standard_target_encoding,2,0.05356900219746914,0.0429055318236351
residual_te,diamond,3,standard_target_encoding,3,0.047593248678652805,0.044775787740945816
residual_te,diamond,3,standard_target_encoding,4,0.045748040294063444,0.039222344756126404
residual_te,diamond,3,standard_target_encoding,5,0.042672955143642825,0.03839630261063576
residual_te,diamond,3,standard_target_encoding,6,0.04111242554534722,0.03836028277873993
residual_te,diamond,3,standard_target_encoding,7,0.04009573447303653,0.03631960600614548
residual_te,diamond,3,standard_target_encoding,8,0.039325876866348676,0.034627754241228104
residual_te,diamond,3,standard_target_encoding,9,0.03741483936515092,0.03276006504893303
residual_te,diamond,3,standard_target_encoding,10,0.03569866326726568,0.03197243809700012
residual_te,diamond,3,standard_target_encoding,11,0.03446611171780226,0.030115075409412384
residual_te,diamond,3,standard_target_encoding,12,0.03235797041962961,0.030801991000771523
residual_te,diamond,3,standard_target_encoding,13,0.032058844723493525,0.029503483325242996
residual_te,diamond,3,standard_target_encoding,14,0.031360143446886216,0.027215495705604553
residual_te,diamond,3,standard_target_encoding,15,0.03020147552217834,0.028032442554831505
residual_te,diamond,3,standard_target_encoding,16,0.030208362612770476,0.026479925960302353
residual_te,diamond,3,standard_target_encoding,17,0.029659177703785993,0.02591259777545929
residual_te,diamond,3,standard_target_encoding,18,0.02967245351227585,0.02744991146028042
residual_te,diamond,3,standard_target_encoding,19,0.02903937047010142,0.025815485045313835
residual_te,diamond,3,standard_target_encoding,20,0.02910169866688739,0.025829661637544632
residual_te,diamond,3,standard_target_encoding,21,0.028517192486517226,0.02670910581946373
residual_te,diamond,3,standard_target_encoding,22,0.028239469764855238,0.028292931616306305
residual_te,diamond,3,standard_target_encoding,23,0.02747317288400162,0.025510160252451897
residual_te,diamond,3,standard_target_encoding,24,0.027566900352658557,0.024654721841216087
residual_te,diamond,3,standard_target_encoding,25,0.02741633775779679,0.025166239589452744
residual_te,diamond,3,standard_target_encoding,26,0.027085762683874432,0.024340828880667686
residual_te,diamond,3,standard_target_encoding,27,0.02710507513833239,0.02623288705945015
residual_te,diamond,3,standard_target_encoding,28,0.026243371786585028,0.024537332355976105
residual_te,diamond,3,standard_target_encoding,29,0.026144824072695742,0.02620791643857956
residual_te,diamond,3,standard_target_encoding,30,0.02667691642826148,0.02392498590052128
residual_te,diamond,3,standard_target_encoding,31,0.026265266158910668,0.024529770016670227
residual_te,diamond,3,standard_target_encoding,32,0.02621721373123936,0.02446666918694973
residual_te,diamond,3,standard_target_encoding,33,0.025973028633853056,0.024645734578371048
residual_te,diamond,3,standard_target_encoding,34,0.025658107835053016,0.023103371262550354
residual_te,diamond,3,standard_target_encoding,35,0.025391651819653825,0.023944536224007607
residual_te,diamond,3,standard_target_encoding,36,0.02573202006094308,0.022034909576177597
residual_te,diamond,3,standard_target_encoding,37,0.025750386861827488,0.026365011930465698
residual_te,diamond,3,standard_target_encoding,38,0.025359028373804427,0.0245960745960474
residual_te,diamond,3,standard_target_encoding,39,0.025276528881276086,0.023114221170544624
residual_te,diamond,3,standard_target_encoding,40,0.025870092830798143,0.024841930717229843
residual_te,diamond,4,standard_target_encoding,1,0.17823942781447785,0.0541175976395607
residual_te,diamond,4,standard_target_encoding,2,0.05105474478096838,0.04432074353098869
residual_te,diamond,4,standard_target_encoding,3,0.04657166421064644,0.041033606976270676
residual_te,diamond,4,standard_target_encoding,4,0.043953591038964686,0.04361727833747864
residual_te,diamond,4,standard_target_encoding,5,0.0427044236042478,0.03976498544216156
