experiment,intervention_class,dataset,task,model,optimizer,weight_decay,seed,representation,split_fingerprint,regularizer,rank,effective_rank,sigma_max,sigma_min_nonzero,condition_number,log_condition_number,trace_cov,logdet_nonzero_cov,max_variance,min_nonzero_variance,target_kappa,realized_block_kappa_mean,realized_block_kappa_max,block_ranks,transform_seed,global_scale_control,input_features,parameters,best_epoch,train_loss,val_loss,test_loss,val_metric,test_metric,first_gradient_norm,first_weight_norm,first_update_ratio,train_seconds
invariant_regularizer,B,adult,binclass,mlp,AdamW,0.0001,0,numeric_kappa_1_standard,cf26f38091e76190,standard,183,97.7588959135236,2.296440155337782,0.0062466251379443205,367.62893636571073,2.56540968772323,111.8859247851763,-434.53593959652125,4.020346722999055,0.0,1.0,1.0000000000000007,1.0000000000000013,32;32;11;3;2;16,31000,geometric_mean_singular_value_1,196,182273,4,0.2821241553806791,0.3082279506454609,0.3085973697660052,0.8522954091816367,0.8578097168478594,0.04957176372408867,10.631722450256348,0.024010250344872475,2.449729640968144
invariant_regularizer,B,adult,binclass,mlp,AdamW,0.0001,0,numeric_kappa_1_no_first_wd,cf26f38091e76190,no_first_wd,183,97.7588959135236,2.296440155337782,0.0062466251379443205,367.62893636571073,2.56540968772323,111.8859247851763,-434.53593959652125,4.020346722999055,0.0,1.0,1.0000000000000007,1.0000000000000013,32;32;11;3;2;16,31000,geometric_mean_singular_value_1,196,182273,4,0.28212390154817896,0.3082279973684341,0.3085973922147197,0.8522954091816367,0.8578097168478594,0.04957176372408867,10.631943702697754,0.024010252207517624,2.288581208093092
invariant_regularizer,B,adult,binclass,mlp,AdamW,0.0001,0,numeric_kappa_1_invariant,cf26f38091e76190,invariant,183,97.7588959135236,2.296440155337782,0.0062466251379443205,367.62893636571073,2.56540968772323,111.8859247851763,-434.53593959652125,4.020346722999055,0.0,1.0,1.0000000000000007,1.0000000000000013,32;32;11;3;2;16,31000,geometric_mean_singular_value_1,196,182273,4,0.28212621438645236,0.30822709768869644,0.30859703580769043,0.8522954091816367,0.8578097168478594,0.04957173764705658,10.630706787109375,0.024010423570871353,2.2521907549817115
invariant_regularizer,B,adult,binclass,mlp,AdamW,0.0001,0,numeric_kappa_1000_standard,cf26f38091e76190,standard,183,18.834586114057775,32.64847275641087,0.0035725765816660283,9138.634822821808,3.9608813233927447,10575.500455981688,-424.72345209685614,924.8439964137588,0.0,1000.0,999.9999999999949,1000.0000000000139,32;32;11;3;2;16,31000,geometric_mean_singular_value_1,196,182273,10,0.26491210867743065,0.3295887476377336,0.32874701319978844,0.8426224474128666,0.8468153061851238,0.29158303141593933,17.22814178466797,0.024119006469845772,4.086714542005211
invariant_regularizer,B,adult,binclass,mlp,AdamW,0.0001,0,numeric_kappa_1000_no_first_wd,cf26f38091e76190,no_first_wd,183,18.834586114057775,32.64847275641087,0.0035725765816660283,9138.634822821808,3.9608813233927447,10575.500455981688,-424.72345209685614,924.8439964137588,0.0,1000.0,999.9999999999949,1000.0000000000139,32;32;11;3;2;16,31000,geometric_mean_singular_value_1,196,182273,10,0.2649110664746011,0.32958870610411917,0.32874708251124335,0.8426224474128666,0.8468153061851238,0.29158303141593933,17.22880744934082,0.02411900833249092,3.5188233628869057
invariant_regularizer,B,adult,binclass,mlp,AdamW,0.0001,0,numeric_kappa_1000_invariant,cf26f38091e76190,invariant,183,18.834586114057775,32.64847275641087,0.0035725765816660283,9138.634822821808,3.9608813233927447,10575.500455981688,-424.72345209685614,924.8439964137588,0.0,1000.0,999.9999999999949,1000.0000000000139,32;32;11;3;2;16,31000,geometric_mean_singular_value_1,196,182273,10,0.264925510334293,0.32954437271425613,0.3288937608914454,0.8423153692614771,0.8474909403599288,0.2915882170200348,17.1673583984375,0.024119362235069275,3.566618337063119
invariant_regularizer,B,adult,binclass,mlp,AdamW,0.0001,1,numeric_kappa_1_standard,cf26f38091e76190,standard,183,97.7588959135236,2.296440155337782,0.0062466251379443205,367.62893636571073,2.56540968772323,111.8859247851763,-434.53593959652125,4.020346722999055,0.0,1.0,1.0000000000000007,1.0000000000000013,32;32;11;3;2;16,31000,geometric_mean_singular_value_1,196,182273,2,0.2946484323544528,0.30864561463896395,0.3077574003326353,0.852141870105942,0.8581782445795713,0.046836044639348984,10.007991790771484,0.023991260677576065,2.1008339209947735
invariant_regularizer,B,adult,binclass,mlp,AdamW,0.0001,2,numeric_kappa_1_standard,cf26f38091e76190,standard,183,97.7588959135236,2.296440155337782,0.0062466251379443205,367.62893636571073,2.56540968772323,111.8859247851763,-434.53593959652125,4.020346722999055,0.0,1.0,1.0000000000000007,1.0000000000000013,32;32;11;3;2;16,31000,geometric_mean_singular_value_1,196,182273,4,0.28340558162194174,0.3081806530924096,0.3074401865581397,0.8504529402732995,0.8570726613844358,0.06049991026520729,10.598464012145996,0.02409178763628006,2.1505934060551226
invariant_regularizer,B,adult,binclass,mlp,AdamW,0.0001,3,numeric_kappa_1_standard,cf26f38091e76190,standard,183,97.7588959135236,2.296440155337782,0.0062466251379443205,367.62893636571073,2.56540968772323,111.8859247851763,-434.53593959652125,4.020346722999055,0.0,1.0,1.0000000000000007,1.0000000000000013,32;32;11;3;2;16,31000,geometric_mean_singular_value_1,196,182273,4,0.28495582506082423,0.3087541104745986,0.3089994172197691,0.8516812528788577,0.8575640316933849,0.05331150069832802,10.577585220336914,0.023975692689418793,2.2720740190707147
invariant_regularizer,B,adult,binclass,mlp,AdamW,0.0001,4,numeric_kappa_1_standard,cf26f38091e76190,standard,183,97.7588959135236,2.296440155337782,0.0062466251379443205,367.62893636571073,2.56540968772323,111.8859247851763,-434.53593959652125,4.020346722999055,0.0,1.0,1.0000000000000007,1.0000000000000013,32;32;11;3;2;16,31000,geometric_mean_singular_value_1,196,182273,4,0.2850770176249358,0.3088470118393287,0.30735208184757995,0.8507600184246891,0.8571340826730545,0.06315183639526367,10.70750904083252,0.023998461663722992,2.1175970679614693
invariant_regularizer,B,adult,binclass,mlp,AdamW,0.0001,1,numeric_kappa_1_no_first_wd,cf26f38091e76190,no_first_wd,183,97.7588959135236,2.296440155337782,0.0062466251379443205,367.62893636571073,2.56540968772323,111.8859247851763,-434.53593959652125,4.020346722999055,0.0,1.0,1.0000000000000007,1.0000000000000013,32;32;11;3;2;16,31000,geometric_mean_singular_value_1,196,182273,2,0.2946483737774109,0.3086456225910377,0.3077574034568793,0.852141870105942,0.8581782445795713,0.046836044639348984,10.008102416992188,0.023991260677576065,1.6846759649924934
invariant_regularizer,B,adult,binclass,mlp,AdamW,0.0001,2,numeric_kappa_1_no_first_wd,cf26f38091e76190,no_first_wd,183,97.7588959135236,2.296440155337782,0.0062466251379443205,367.62893636571073,2.56540968772323,111.8859247851763,-434.53593959652125,4.020346722999055,0.0,1.0,1.0000000000000007,1.0000000000000013,32;32;11;3;2;16,31000,geometric_mean_singular_value_1,196,182273,4,0.28340534095962255,0.30818070135636455,0.3074401981260528,0.8504529402732995,0.8570726613844358,0.06049991026520729,10.598684310913086,0.02409178577363491,2.1199479000642896
invariant_regularizer,B,adult,binclass,mlp,AdamW,0.0001,3,numeric_kappa_1_no_first_wd,cf26f38091e76190,no_first_wd,183,97.7588959135236,2.296440155337782,0.0062466251379443205,367.62893636571073,2.56540968772323,111.8859247851763,-434.53593959652125,4.020346722999055,0.0,1.0,1.0000000000000007,1.0000000000000013,32;32;11;3;2;16,31000,geometric_mean_singular_value_1,196,182273,4,0.2849555906963407,0.30875415208118157,0.30899942455912,0.8516812528788577,0.8575640316933849,0.05331150069832802,10.577807426452637,0.023975692689418793,2.16850447608158
invariant_regularizer,B,adult,binclass,mlp,AdamW,0.0001,4,numeric_kappa_1_no_first_wd,cf26f38091e76190,no_first_wd,183,97.7588959135236,2.296440155337782,0.0062466251379443205,367.62893636571073,2.56540968772323,111.8859247851763,-434.53593959652125,4.020346722999055,0.0,1.0,1.0000000000000007,1.0000000000000013,32;32;11;3;2;16,31000,geometric_mean_singular_value_1,196,182273,4,0.285076839214388,0.3088470999968718,0.30735213257741556,0.8507600184246891,0.8571340826730545,0.06315183639526367,10.707731246948242,0.023998461663722992,2.253220390062779
invariant_regularizer,B,adult,binclass,mlp,AdamW,0.0001,1,numeric_kappa_1_invariant,cf26f38091e76190,invariant,183,97.7588959135236,2.296440155337782,0.0062466251379443205,367.62893636571073,2.56540968772323,111.8859247851763,-434.53593959652125,4.020346722999055,0.0,1.0,1.0000000000000007,1.0000000000000013,32;32;11;3;2;16,31000,geometric_mean_singular_value_1,196,182273,2,0.294648728697962,0.3086452398345965,0.3077568307015453,0.852141870105942,0.8581782445795713,0.04683614522218704,10.007439613342285,0.02399136684834957,2.108444456011057
invariant_regularizer,B,adult,binclass,mlp,AdamW,0.0001,2,numeric_kappa_1_invariant,cf26f38091e76190,invariant,183,97.7588959135236,2.296440155337782,0.0062466251379443205,367.62893636571073,2.56540968772323,111.8859247851763,-434.53593959652125,4.020346722999055,0.0,1.0,1.0000000000000007,1.0000000000000013,32;32;11;3;2;16,31000,geometric_mean_singular_value_1,196,182273,4,0.28340724563340464,0.308180445782873,0.30743969989951797,0.8504529402732995,0.8570726613844358,0.0604998953640461,10.597514152526855,0.02409173734486103,2.2442105780355632
invariant_regularizer,B,adult,binclass,mlp,AdamW,0.0001,3,numeric_kappa_1_invariant,cf26f38091e76190,invariant,183,97.7588959135236,2.296440155337782,0.0062466251379443205,367.62893636571073,2.56540968772323,111.8859247851763,-434.53593959652125,4.020346722999055,0.0,1.0,1.0000000000000007,1.0000000000000013,32;32;11;3;2;16,31000,geometric_mean_singular_value_1,196,182273,4,0.28495737166439516,0.3087533871977354,0.30899903339610535,0.8516812528788577,0.8575640316933849,0.053311437368392944,10.576632499694824,0.023975152522325516,2.195786928990856
invariant_regularizer,B,adult,binclass,mlp,AdamW,0.0001,4,numeric_kappa_1_invariant,cf26f38091e76190,invariant,183,97.7588959135236,2.296440155337782,0.0062466251379443205,367.62893636571073,2.56540968772323,111.8859247851763,-434.53593959652125,4.020346722999055,0.0,1.0,1.0000000000000007,1.0000000000000013,32;32;11;3;2;16,31000,geometric_mean_singular_value_1,196,182273,4,0.28507769846948444,0.30884618352886833,0.3073515142587956,0.8507600184246891,0.8571340826730545,0.06315179914236069,10.706525802612305,0.02399868704378605,2.3363207881338894
invariant_regularizer,B,adult,binclass,mlp,AdamW,0.0001,0,numeric_kappa_30_standard,cf26f38091e76190,standard,183,38.38797303274072,5.756748977703918,0.006246560821558234,921.5869567516467,2.9645363195395626,524.1907666641388,-431.99638912977457,27.74782314006987,0.0,30.0,29.999999999999996,30.000000000000025,32;32;11;3;2;16,31000,geometric_mean_singular_value_1,196,182273,4,0.2843017662715804,0.31881312581627125,0.31368299400798244,0.849531705819131,0.8534488053559364,0.06027437373995781,10.910323143005371,0.024062247946858406,2.5363574498333037
invariant_regularizer,B,adult,binclass,mlp,AdamW,0.0001,1,numeric_kappa_30_standard,cf26f38091e76190,standard,183,38.38797303274072,5.756748977703918,0.006246560821558234,921.5869567516467,2.9645363195395626,524.1907666641388,-431.99638912977457,27.74782314006987,0.0,30.0,29.999999999999996,30.000000000000025,32;32;11;3;2;16,31000,geometric_mean_singular_value_1,196,182273,3,0.29055188113827596,0.31644541229632867,0.3130264976553945,0.8493781667434362,0.8547386524169277,0.05618952587246895,10.532838821411133,0.024037836119532585,2.1213346638251096
invariant_regularizer,B,adult,binclass,mlp,AdamW,0.0001,2,numeric_kappa_30_standard,cf26f38091e76190,standard,183,38.38797303274072,5.756748977703918,0.006246560821558234,921.5869567516467,2.9645363195395626,524.1907666641388,-431.99638912977457,27.74782314006987,0.0,30.0,29.999999999999996,30.000000000000025,32;32;11;3;2;16,31000,geometric_mean_singular_value_1,196,182273,6,0.2761068724708322,0.3182612169241944,0.3168546664416786,0.8481498541378781,0.8530188563356059,0.06811382621526718,11.708507537841797,0.024116532877087593,2.5481151659041643
invariant_regularizer,B,adult,binclass,mlp,AdamW,0.0001,3,numeric_kappa_30_standard,cf26f38091e76190,standard,183,38.38797303274072,5.756748977703918,0.006246560821558234,921.5869567516467,2.9645363195395626,524.1907666641388,-431.99638912977457,27.74782314006987,0.0,30.0,29.999999999999996,30.000000000000025,32;32;11;3;2;16,31000,geometric_mean_singular_value_1,196,182273,4,0.2883810223344579,0.3175881314833207,0.31304553885097425,0.8466144633809305,0.8517290092746146,0.061302974820137024,10.94725227355957,0.023996291682124138,2.179031591163948
invariant_regularizer,B,adult,binclass,mlp,AdamW,0.0001,4,numeric_kappa_30_standard,cf26f38091e76190,standard,183,38.38797303274072,5.756748977703918,0.006246560821558234,921.5869567516467,2.9645363195395626,524.1907666641388,-431.99638912977457,27.74782314006987,0.0,30.0,29.999999999999996,30.000000000000025,32;32;11;3;2;16,31000,geometric_mean_singular_value_1,196,182273,4,0.2907123469863604,0.31839567877078634,0.314234628569356,0.8473821587594043,0.8531416989128432,0.07056299597024918,11.003031730651855,0.02403491735458374,2.3248990399297327
invariant_regularizer,B,adult,binclass,mlp,AdamW,0.0001,0,numeric_kappa_30_no_first_wd,cf26f38091e76190,no_first_wd,183,38.38797303274072,5.756748977703918,0.006246560821558234,921.5869567516467,2.9645363195395626,524.1907666641388,-431.99638912977457,27.74782314006987,0.0,30.0,29.999999999999996,30.000000000000025,32;32;11;3;2;16,31000,geometric_mean_singular_value_1,196,182273,4,0.2843015925051076,0.31881329726558333,0.31368308599478434,0.849531705819131,0.8534488053559364,0.06027437373995781,10.910544395446777,0.024062247946858406,2.1456071219872683
invariant_regularizer,B,adult,binclass,mlp,AdamW,0.0001,1,numeric_kappa_30_no_first_wd,cf26f38091e76190,no_first_wd,183,38.38797303274072,5.756748977703918,0.006246560821558234,921.5869567516467,2.9645363195395626,524.1907666641388,-431.99638912977457,27.74782314006987,0.0,30.0,29.999999999999996,30.000000000000025,32;32;11;3;2;16,31000,geometric_mean_singular_value_1,196,182273,3,0.2905517493027016,0.3164454382967389,0.3130264993174746,0.8493781667434362,0.8547386524169277,0.05618952587246895,10.533004760742188,0.024037836119532585,1.9849766900297254
invariant_regularizer,B,adult,binclass,mlp,AdamW,0.0001,2,numeric_kappa_30_no_first_wd,cf26f38091e76190,no_first_wd,183,38.38797303274072,5.756748977703918,0.006246560821558234,921.5869567516467,2.9645363195395626,524.1907666641388,-431.99638912977457,27.74782314006987,0.0,30.0,29.999999999999996,30.000000000000025,32;32;11;3;2;16,31000,geometric_mean_singular_value_1,196,182273,6,0.2761063544902341,0.31826133161357606,0.31685465936552626,0.8481498541378781,0.8530188563356059,0.06811382621526718,11.708845138549805,0.024116532877087593,2.6177903080824763
invariant_regularizer,B,adult,binclass,mlp,AdamW,0.0001,3,numeric_kappa_30_no_first_wd,cf26f38091e76190,no_first_wd,183,38.38797303274072,5.756748977703918,0.006246560821558234,921.5869567516467,2.9645363195395626,524.1907666641388,-431.99638912977457,27.74782314006987,0.0,30.0,29.999999999999996,30.000000000000025,32;32;11;3;2;16,31000,geometric_mean_singular_value_1,196,182273,4,0.2883807793965669,0.31758815533699797,0.31304550203861864,0.8466144633809305,0.8517290092746146,0.061302974820137024,10.947476387023926,0.02399628981947899,2.110736622940749
invariant_regularizer,B,adult,binclass,mlp,AdamW,0.0001,4,numeric_kappa_30_no_first_wd,cf26f38091e76190,no_first_wd,183,38.38797303274072,5.756748977703918,0.006246560821558234,921.5869567516467,2.9645363195395626,524.1907666641388,-431.99638912977457,27.74782314006987,0.0,30.0,29.999999999999996,30.000000000000025,32;32;11;3;2;16,31000,geometric_mean_singular_value_1,196,182273,4,0.290712068118087,0.318395657533892,0.3142346205637506,0.8473821587594043,0.8531416989128432,0.07056299597024918,11.003255844116211,0.02403491735458374,2.233087894972414
invariant_regularizer,B,adult,binclass,mlp,AdamW,0.0001,0,numeric_kappa_30_invariant,cf26f38091e76190,invariant,183,38.38797303274072,5.756748977703918,0.006246560821558234,921.5869567516467,2.9645363195395626,524.1907666641388,-431.99638912977457,27.74782314006987,0.0,30.0,29.999999999999996,30.000000000000025,32;32;11;3;2;16,31000,geometric_mean_singular_value_1,196,182273,4,0.2843067848852552,0.31880067967436004,0.31367502910296174,0.849531705819131,0.8534488053559364,0.060273997485637665,10.908102035522461,0.02406282164156437,2.283813850954175
invariant_regularizer,B,adult,binclass,mlp,AdamW,0.0001,1,numeric_kappa_30_invariant,cf26f38091e76190,invariant,183,38.38797303274072,5.756748977703918,0.006246560821558234,921.5869567516467,2.9645363195395626,524.1907666641388,-431.99638912977457,27.74782314006987,0.0,30.0,29.999999999999996,30.000000000000025,32;32;11;3;2;16,31000,geometric_mean_singular_value_1,196,182273,3,0.2905514510501764,0.31643988764757325,0.313020953146346,0.8493781667434362,0.8546772311283091,0.0561893992125988,10.531167030334473,0.024037806317210197,2.0406866120174527
invariant_regularizer,B,adult,binclass,mlp,AdamW,0.0001,2,numeric_kappa_30_invariant,cf26f38091e76190,invariant,183,38.38797303274072,5.756748977703918,0.006246560821558234,921.5869567516467,2.9645363195395626,524.1907666641388,-431.99638912977457,27.74782314006987,0.0,30.0,29.999999999999996,30.000000000000025,32;32;11;3;2;16,31000,geometric_mean_singular_value_1,196,182273,6,0.2761203557015345,0.3182499282560979,0.31684644513078536,0.8481498541378781,0.8529574350469873,0.06811407208442688,11.705374717712402,0.024116456508636475,2.681750786025077
invariant_regularizer,B,adult,binclass,mlp,AdamW,0.0001,3,numeric_kappa_30_invariant,cf26f38091e76190,invariant,183,38.38797303274072,5.756748977703918,0.006246560821558234,921.5869567516467,2.9645363195395626,524.1907666641388,-431.99638912977457,27.74782314006987,0.0,30.0,29.999999999999996,30.000000000000025,32;32;11;3;2;16,31000,geometric_mean_singular_value_1,196,182273,4,0.28838969563890016,0.3175832490745908,0.31304339103647105,0.8466144633809305,0.8519132731404705,0.06130264326930046,10.944864273071289,0.023997103795409203,2.2716666040942073
