stage,source,task,outer_state_split,inner_fold,base_predictor,geometry_metric,operator,operator_hyperparameters,sample_size_condition,seed,status
retrospective,NYC_TLC,tlc_dropoff_zone,3,row_oof_3fold,catboost,haversine distance between official taxi-zone polygon centroids,rbf_half,frozen_geometry_only,full,task_split_3,complete
retrospective,NYC_TLC,tlc_dropoff_zone,3,row_oof_3fold,catboost,haversine distance between official taxi-zone polygon centroids,rbf,frozen_geometry_only,full,task_split_3,complete
retrospective,NYC_TLC,tlc_dropoff_zone,3,row_oof_3fold,catboost,haversine distance between official taxi-zone polygon centroids,rbf_double,frozen_geometry_only,full,task_split_3,complete
retrospective,NYC_TLC,tlc_dropoff_zone,3,row_oof_3fold,catboost,haversine distance between official taxi-zone polygon centroids,kernel_ridge,frozen_geometry_only,full,task_split_3,complete
retrospective,NYC_TLC,tlc_dropoff_zone,3,row_oof_3fold,catboost,haversine distance between official taxi-zone polygon centroids,harmonic,frozen_geometry_only,full,task_split_3,complete
retrospective,NYC_TLC,tlc_dropoff_zone,4,row_oof_3fold,catboost,haversine distance between official taxi-zone polygon centroids,knn_1,frozen_geometry_only,full,task_split_4,complete
retrospective,NYC_TLC,tlc_dropoff_zone,4,row_oof_3fold,catboost,haversine distance between official taxi-zone polygon centroids,knn_3,frozen_geometry_only,full,task_split_4,complete
retrospective,NYC_TLC,tlc_dropoff_zone,4,row_oof_3fold,catboost,haversine distance between official taxi-zone polygon centroids,knn_5,frozen_geometry_only,full,task_split_4,complete
retrospective,NYC_TLC,tlc_dropoff_zone,4,row_oof_3fold,catboost,haversine distance between official taxi-zone polygon centroids,knn_10,frozen_geometry_only,full,task_split_4,complete
retrospective,NYC_TLC,tlc_dropoff_zone,4,row_oof_3fold,catboost,haversine distance between official taxi-zone polygon centroids,rbf_half,frozen_geometry_only,full,task_split_4,complete
retrospective,NYC_TLC,tlc_dropoff_zone,4,row_oof_3fold,catboost,haversine distance between official taxi-zone polygon centroids,rbf,frozen_geometry_only,full,task_split_4,complete
retrospective,NYC_TLC,tlc_dropoff_zone,4,row_oof_3fold,catboost,haversine distance between official taxi-zone polygon centroids,rbf_double,frozen_geometry_only,full,task_split_4,complete
retrospective,NYC_TLC,tlc_dropoff_zone,4,row_oof_3fold,catboost,haversine distance between official taxi-zone polygon centroids,kernel_ridge,frozen_geometry_only,full,task_split_4,complete
retrospective,NYC_TLC,tlc_dropoff_zone,4,row_oof_3fold,catboost,haversine distance between official taxi-zone polygon centroids,harmonic,frozen_geometry_only,full,task_split_4,complete
retrospective,CITI_BIKE,citibike_start_station,0,row_oof_3fold,catboost,haversine distance between target-independent pooled published station coordinates,knn_1,frozen_geometry_only,full,task_split_0,complete
retrospective,CITI_BIKE,citibike_start_station,0,row_oof_3fold,catboost,haversine distance between target-independent pooled published station coordinates,knn_3,frozen_geometry_only,full,task_split_0,complete
retrospective,CITI_BIKE,citibike_start_station,0,row_oof_3fold,catboost,haversine distance between target-independent pooled published station coordinates,knn_5,frozen_geometry_only,full,task_split_0,complete
retrospective,CITI_BIKE,citibike_start_station,0,row_oof_3fold,catboost,haversine distance between target-independent pooled published station coordinates,knn_10,frozen_geometry_only,full,task_split_0,complete
retrospective,CITI_BIKE,citibike_start_station,0,row_oof_3fold,catboost,haversine distance between target-independent pooled published station coordinates,rbf_half,frozen_geometry_only,full,task_split_0,complete
retrospective,CITI_BIKE,citibike_start_station,0,row_oof_3fold,catboost,haversine distance between target-independent pooled published station coordinates,rbf,frozen_geometry_only,full,task_split_0,complete
retrospective,CITI_BIKE,citibike_start_station,0,row_oof_3fold,catboost,haversine distance between target-independent pooled published station coordinates,rbf_double,frozen_geometry_only,full,task_split_0,complete
retrospective,CITI_BIKE,citibike_start_station,0,row_oof_3fold,catboost,haversine distance between target-independent pooled published station coordinates,kernel_ridge,frozen_geometry_only,full,task_split_0,complete
retrospective,CITI_BIKE,citibike_start_station,0,row_oof_3fold,catboost,haversine distance between target-independent pooled published station coordinates,harmonic,frozen_geometry_only,full,task_split_0,complete
retrospective,CITI_BIKE,citibike_start_station,1,row_oof_3fold,catboost,haversine distance between target-independent pooled published station coordinates,knn_1,frozen_geometry_only,full,task_split_1,complete
retrospective,CITI_BIKE,citibike_start_station,1,row_oof_3fold,catboost,haversine distance between target-independent pooled published station coordinates,knn_3,frozen_geometry_only,full,task_split_1,complete
retrospective,CITI_BIKE,citibike_start_station,1,row_oof_3fold,catboost,haversine distance between target-independent pooled published station coordinates,knn_5,frozen_geometry_only,full,task_split_1,complete
retrospective,CITI_BIKE,citibike_start_station,1,row_oof_3fold,catboost,haversine distance between target-independent pooled published station coordinates,knn_10,frozen_geometry_only,full,task_split_1,complete
retrospective,CITI_BIKE,citibike_start_station,1,row_oof_3fold,catboost,haversine distance between target-independent pooled published station coordinates,rbf_half,frozen_geometry_only,full,task_split_1,complete
retrospective,CITI_BIKE,citibike_start_station,1,row_oof_3fold,catboost,haversine distance between target-independent pooled published station coordinates,rbf,frozen_geometry_only,full,task_split_1,complete
retrospective,CITI_BIKE,citibike_start_station,1,row_oof_3fold,catboost,haversine distance between target-independent pooled published station coordinates,rbf_double,frozen_geometry_only,full,task_split_1,complete
retrospective,CITI_BIKE,citibike_start_station,1,row_oof_3fold,catboost,haversine distance between target-independent pooled published station coordinates,kernel_ridge,frozen_geometry_only,full,task_split_1,complete
retrospective,CITI_BIKE,citibike_start_station,1,row_oof_3fold,catboost,haversine distance between target-independent pooled published station coordinates,harmonic,frozen_geometry_only,full,task_split_1,complete
retrospective,CITI_BIKE,citibike_start_station,2,row_oof_3fold,catboost,haversine distance between target-independent pooled published station coordinates,knn_1,frozen_geometry_only,full,task_split_2,complete
retrospective,CITI_BIKE,citibike_start_station,2,row_oof_3fold,catboost,haversine distance between target-independent pooled published station coordinates,knn_3,frozen_geometry_only,full,task_split_2,complete
retrospective,CITI_BIKE,citibike_start_station,2,row_oof_3fold,catboost,haversine distance between target-independent pooled published station coordinates,knn_5,frozen_geometry_only,full,task_split_2,complete
retrospective,CITI_BIKE,citibike_start_station,2,row_oof_3fold,catboost,haversine distance between target-independent pooled published station coordinates,knn_10,frozen_geometry_only,full,task_split_2,complete
retrospective,CITI_BIKE,citibike_start_station,2,row_oof_3fold,catboost,haversine distance between target-independent pooled published station coordinates,rbf_half,frozen_geometry_only,full,task_split_2,complete
retrospective,CITI_BIKE,citibike_start_station,2,row_oof_3fold,catboost,haversine distance between target-independent pooled published station coordinates,rbf,frozen_geometry_only,full,task_split_2,complete
retrospective,CITI_BIKE,citibike_start_station,2,row_oof_3fold,catboost,haversine distance between target-independent pooled published station coordinates,rbf_double,frozen_geometry_only,full,task_split_2,complete
retrospective,CITI_BIKE,citibike_start_station,2,row_oof_3fold,catboost,haversine distance between target-independent pooled published station coordinates,kernel_ridge,frozen_geometry_only,full,task_split_2,complete
retrospective,CITI_BIKE,citibike_start_station,2,row_oof_3fold,catboost,haversine distance between target-independent pooled published station coordinates,harmonic,frozen_geometry_only,full,task_split_2,complete
retrospective,CITI_BIKE,citibike_start_station,3,row_oof_3fold,catboost,haversine distance between target-independent pooled published station coordinates,knn_1,frozen_geometry_only,full,task_split_3,complete
retrospective,CITI_BIKE,citibike_start_station,3,row_oof_3fold,catboost,haversine distance between target-independent pooled published station coordinates,knn_3,frozen_geometry_only,full,task_split_3,complete
retrospective,CITI_BIKE,citibike_start_station,3,row_oof_3fold,catboost,haversine distance between target-independent pooled published station coordinates,knn_5,frozen_geometry_only,full,task_split_3,complete
retrospective,CITI_BIKE,citibike_start_station,3,row_oof_3fold,catboost,haversine distance between target-independent pooled published station coordinates,knn_10,frozen_geometry_only,full,task_split_3,complete
retrospective,CITI_BIKE,citibike_start_station,3,row_oof_3fold,catboost,haversine distance between target-independent pooled published station coordinates,rbf_half,frozen_geometry_only,full,task_split_3,complete
retrospective,CITI_BIKE,citibike_start_station,3,row_oof_3fold,catboost,haversine distance between target-independent pooled published station coordinates,rbf,frozen_geometry_only,full,task_split_3,complete
retrospective,CITI_BIKE,citibike_start_station,3,row_oof_3fold,catboost,haversine distance between target-independent pooled published station coordinates,rbf_double,frozen_geometry_only,full,task_split_3,complete
retrospective,CITI_BIKE,citibike_start_station,3,row_oof_3fold,catboost,haversine distance between target-independent pooled published station coordinates,kernel_ridge,frozen_geometry_only,full,task_split_3,complete
retrospective,CITI_BIKE,citibike_start_station,3,row_oof_3fold,catboost,haversine distance between target-independent pooled published station coordinates,harmonic,frozen_geometry_only,full,task_split_3,complete
retrospective,CITI_BIKE,citibike_start_station,4,row_oof_3fold,catboost,haversine distance between target-independent pooled published station coordinates,knn_1,frozen_geometry_only,full,task_split_4,complete
retrospective,CITI_BIKE,citibike_start_station,4,row_oof_3fold,catboost,haversine distance between target-independent pooled published station coordinates,knn_3,frozen_geometry_only,full,task_split_4,complete
retrospective,CITI_BIKE,citibike_start_station,4,row_oof_3fold,catboost,haversine distance between target-independent pooled published station coordinates,knn_5,frozen_geometry_only,full,task_split_4,complete
retrospective,CITI_BIKE,citibike_start_station,4,row_oof_3fold,catboost,haversine distance between target-independent pooled published station coordinates,knn_10,frozen_geometry_only,full,task_split_4,complete
retrospective,CITI_BIKE,citibike_start_station,4,row_oof_3fold,catboost,haversine distance between target-independent pooled published station coordinates,rbf_half,frozen_geometry_only,full,task_split_4,complete
retrospective,CITI_BIKE,citibike_start_station,4,row_oof_3fold,catboost,haversine distance between target-independent pooled published station coordinates,rbf,frozen_geometry_only,full,task_split_4,complete
retrospective,CITI_BIKE,citibike_start_station,4,row_oof_3fold,catboost,haversine distance between target-independent pooled published station coordinates,rbf_double,frozen_geometry_only,full,task_split_4,complete
retrospective,CITI_BIKE,citibike_start_station,4,row_oof_3fold,catboost,haversine distance between target-independent pooled published station coordinates,kernel_ridge,frozen_geometry_only,full,task_split_4,complete
retrospective,CITI_BIKE,citibike_start_station,4,row_oof_3fold,catboost,haversine distance between target-independent pooled published station coordinates,harmonic,frozen_geometry_only,full,task_split_4,complete
retrospective,BTS,airline_origin_airport,0,row_oof_3fold,catboost,haversine distance between official FAA airport coordinates,knn_1,frozen_geometry_only,full,task_split_0,complete
retrospective,BTS,airline_origin_airport,0,row_oof_3fold,catboost,haversine distance between official FAA airport coordinates,knn_3,frozen_geometry_only,full,task_split_0,complete
retrospective,BTS,airline_origin_airport,0,row_oof_3fold,catboost,haversine distance between official FAA airport coordinates,knn_5,frozen_geometry_only,full,task_split_0,complete
retrospective,BTS,airline_origin_airport,0,row_oof_3fold,catboost,haversine distance between official FAA airport coordinates,knn_10,frozen_geometry_only,full,task_split_0,complete
retrospective,BTS,airline_origin_airport,0,row_oof_3fold,catboost,haversine distance between official FAA airport coordinates,rbf_half,frozen_geometry_only,full,task_split_0,complete
retrospective,BTS,airline_origin_airport,0,row_oof_3fold,catboost,haversine distance between official FAA airport coordinates,rbf,frozen_geometry_only,full,task_split_0,complete
retrospective,BTS,airline_origin_airport,0,row_oof_3fold,catboost,haversine distance between official FAA airport coordinates,rbf_double,frozen_geometry_only,full,task_split_0,complete
retrospective,BTS,airline_origin_airport,0,row_oof_3fold,catboost,haversine distance between official FAA airport coordinates,kernel_ridge,frozen_geometry_only,full,task_split_0,complete
retrospective,BTS,airline_origin_airport,0,row_oof_3fold,catboost,haversine distance between official FAA airport coordinates,harmonic,frozen_geometry_only,full,task_split_0,complete
retrospective,BTS,airline_origin_airport,1,row_oof_3fold,catboost,haversine distance between official FAA airport coordinates,knn_1,frozen_geometry_only,full,task_split_1,complete
retrospective,BTS,airline_origin_airport,1,row_oof_3fold,catboost,haversine distance between official FAA airport coordinates,knn_3,frozen_geometry_only,full,task_split_1,complete
retrospective,BTS,airline_origin_airport,1,row_oof_3fold,catboost,haversine distance between official FAA airport coordinates,knn_5,frozen_geometry_only,full,task_split_1,complete
retrospective,BTS,airline_origin_airport,1,row_oof_3fold,catboost,haversine distance between official FAA airport coordinates,knn_10,frozen_geometry_only,full,task_split_1,complete
retrospective,BTS,airline_origin_airport,1,row_oof_3fold,catboost,haversine distance between official FAA airport coordinates,rbf_half,frozen_geometry_only,full,task_split_1,complete
retrospective,BTS,airline_origin_airport,1,row_oof_3fold,catboost,haversine distance between official FAA airport coordinates,rbf,frozen_geometry_only,full,task_split_1,complete
retrospective,BTS,airline_origin_airport,1,row_oof_3fold,catboost,haversine distance between official FAA airport coordinates,rbf_double,frozen_geometry_only,full,task_split_1,complete
retrospective,BTS,airline_origin_airport,1,row_oof_3fold,catboost,haversine distance between official FAA airport coordinates,kernel_ridge,frozen_geometry_only,full,task_split_1,complete
retrospective,BTS,airline_origin_airport,1,row_oof_3fold,catboost,haversine distance between official FAA airport coordinates,harmonic,frozen_geometry_only,full,task_split_1,complete
retrospective,BTS,airline_origin_airport,2,row_oof_3fold,catboost,haversine distance between official FAA airport coordinates,knn_1,frozen_geometry_only,full,task_split_2,complete
retrospective,BTS,airline_origin_airport,2,row_oof_3fold,catboost,haversine distance between official FAA airport coordinates,knn_3,frozen_geometry_only,full,task_split_2,complete
retrospective,BTS,airline_origin_airport,2,row_oof_3fold,catboost,haversine distance between official FAA airport coordinates,knn_5,frozen_geometry_only,full,task_split_2,complete
retrospective,BTS,airline_origin_airport,2,row_oof_3fold,catboost,haversine distance between official FAA airport coordinates,knn_10,frozen_geometry_only,full,task_split_2,complete
retrospective,BTS,airline_origin_airport,2,row_oof_3fold,catboost,haversine distance between official FAA airport coordinates,rbf_half,frozen_geometry_only,full,task_split_2,complete
retrospective,BTS,airline_origin_airport,2,row_oof_3fold,catboost,haversine distance between official FAA airport coordinates,rbf,frozen_geometry_only,full,task_split_2,complete
retrospective,BTS,airline_origin_airport,2,row_oof_3fold,catboost,haversine distance between official FAA airport coordinates,rbf_double,frozen_geometry_only,full,task_split_2,complete
retrospective,BTS,airline_origin_airport,2,row_oof_3fold,catboost,haversine distance between official FAA airport coordinates,kernel_ridge,frozen_geometry_only,full,task_split_2,complete
retrospective,BTS,airline_origin_airport,2,row_oof_3fold,catboost,haversine distance between official FAA airport coordinates,harmonic,frozen_geometry_only,full,task_split_2,complete
retrospective,BTS,airline_origin_airport,3,row_oof_3fold,catboost,haversine distance between official FAA airport coordinates,knn_1,frozen_geometry_only,full,task_split_3,complete
retrospective,BTS,airline_origin_airport,3,row_oof_3fold,catboost,haversine distance between official FAA airport coordinates,knn_3,frozen_geometry_only,full,task_split_3,complete
retrospective,BTS,airline_origin_airport,3,row_oof_3fold,catboost,haversine distance between official FAA airport coordinates,knn_5,frozen_geometry_only,full,task_split_3,complete
retrospective,BTS,airline_origin_airport,3,row_oof_3fold,catboost,haversine distance between official FAA airport coordinates,knn_10,frozen_geometry_only,full,task_split_3,complete
retrospective,BTS,airline_origin_airport,3,row_oof_3fold,catboost,haversine distance between official FAA airport coordinates,rbf_half,frozen_geometry_only,full,task_split_3,complete
retrospective,BTS,airline_origin_airport,3,row_oof_3fold,catboost,haversine distance between official FAA airport coordinates,rbf,frozen_geometry_only,full,task_split_3,complete
retrospective,BTS,airline_origin_airport,3,row_oof_3fold,catboost,haversine distance between official FAA airport coordinates,rbf_double,frozen_geometry_only,full,task_split_3,complete
retrospective,BTS,airline_origin_airport,3,row_oof_3fold,catboost,haversine distance between official FAA airport coordinates,kernel_ridge,frozen_geometry_only,full,task_split_3,complete
retrospective,BTS,airline_origin_airport,3,row_oof_3fold,catboost,haversine distance between official FAA airport coordinates,harmonic,frozen_geometry_only,full,task_split_3,complete
retrospective,BTS,airline_origin_airport,4,row_oof_3fold,catboost,haversine distance between official FAA airport coordinates,knn_1,frozen_geometry_only,full,task_split_4,complete
retrospective,BTS,airline_origin_airport,4,row_oof_3fold,catboost,haversine distance between official FAA airport coordinates,knn_3,frozen_geometry_only,full,task_split_4,complete
retrospective,BTS,airline_origin_airport,4,row_oof_3fold,catboost,haversine distance between official FAA airport coordinates,knn_5,frozen_geometry_only,full,task_split_4,complete
retrospective,BTS,airline_origin_airport,4,row_oof_3fold,catboost,haversine distance between official FAA airport coordinates,knn_10,frozen_geometry_only,full,task_split_4,complete
retrospective,BTS,airline_origin_airport,4,row_oof_3fold,catboost,haversine distance between official FAA airport coordinates,rbf_half,frozen_geometry_only,full,task_split_4,complete
retrospective,BTS,airline_origin_airport,4,row_oof_3fold,catboost,haversine distance between official FAA airport coordinates,rbf,frozen_geometry_only,full,task_split_4,complete
retrospective,BTS,airline_origin_airport,4,row_oof_3fold,catboost,haversine distance between official FAA airport coordinates,rbf_double,frozen_geometry_only,full,task_split_4,complete
retrospective,BTS,airline_origin_airport,4,row_oof_3fold,catboost,haversine distance between official FAA airport coordinates,kernel_ridge,frozen_geometry_only,full,task_split_4,complete
retrospective,BTS,airline_origin_airport,4,row_oof_3fold,catboost,haversine distance between official FAA airport coordinates,harmonic,frozen_geometry_only,full,task_split_4,complete
retrospective,BTS,airline_destination_airport,0,row_oof_3fold,catboost,haversine distance between official FAA airport coordinates,knn_1,frozen_geometry_only,full,task_split_0,complete
retrospective,BTS,airline_destination_airport,0,row_oof_3fold,catboost,haversine distance between official FAA airport coordinates,knn_3,frozen_geometry_only,full,task_split_0,complete
retrospective,BTS,airline_destination_airport,0,row_oof_3fold,catboost,haversine distance between official FAA airport coordinates,knn_5,frozen_geometry_only,full,task_split_0,complete
retrospective,BTS,airline_destination_airport,0,row_oof_3fold,catboost,haversine distance between official FAA airport coordinates,knn_10,frozen_geometry_only,full,task_split_0,complete
retrospective,BTS,airline_destination_airport,0,row_oof_3fold,catboost,haversine distance between official FAA airport coordinates,rbf_half,frozen_geometry_only,full,task_split_0,complete
retrospective,BTS,airline_destination_airport,0,row_oof_3fold,catboost,haversine distance between official FAA airport coordinates,rbf,frozen_geometry_only,full,task_split_0,complete
retrospective,BTS,airline_destination_airport,0,row_oof_3fold,catboost,haversine distance between official FAA airport coordinates,rbf_double,frozen_geometry_only,full,task_split_0,complete
retrospective,BTS,airline_destination_airport,0,row_oof_3fold,catboost,haversine distance between official FAA airport coordinates,kernel_ridge,frozen_geometry_only,full,task_split_0,complete
retrospective,BTS,airline_destination_airport,0,row_oof_3fold,catboost,haversine distance between official FAA airport coordinates,harmonic,frozen_geometry_only,full,task_split_0,complete
retrospective,BTS,airline_destination_airport,1,row_oof_3fold,catboost,haversine distance between official FAA airport coordinates,knn_1,frozen_geometry_only,full,task_split_1,complete
retrospective,BTS,airline_destination_airport,1,row_oof_3fold,catboost,haversine distance between official FAA airport coordinates,knn_3,frozen_geometry_only,full,task_split_1,complete
retrospective,BTS,airline_destination_airport,1,row_oof_3fold,catboost,haversine distance between official FAA airport coordinates,knn_5,frozen_geometry_only,full,task_split_1,complete
retrospective,BTS,airline_destination_airport,1,row_oof_3fold,catboost,haversine distance between official FAA airport coordinates,knn_10,frozen_geometry_only,full,task_split_1,complete
retrospective,BTS,airline_destination_airport,1,row_oof_3fold,catboost,haversine distance between official FAA airport coordinates,rbf_half,frozen_geometry_only,full,task_split_1,complete
retrospective,BTS,airline_destination_airport,1,row_oof_3fold,catboost,haversine distance between official FAA airport coordinates,rbf,frozen_geometry_only,full,task_split_1,complete
retrospective,BTS,airline_destination_airport,1,row_oof_3fold,catboost,haversine distance between official FAA airport coordinates,rbf_double,frozen_geometry_only,full,task_split_1,complete
retrospective,BTS,airline_destination_airport,1,row_oof_3fold,catboost,haversine distance between official FAA airport coordinates,kernel_ridge,frozen_geometry_only,full,task_split_1,complete
retrospective,BTS,airline_destination_airport,1,row_oof_3fold,catboost,haversine distance between official FAA airport coordinates,harmonic,frozen_geometry_only,full,task_split_1,complete
retrospective,BTS,airline_destination_airport,2,row_oof_3fold,catboost,haversine distance between official FAA airport coordinates,knn_1,frozen_geometry_only,full,task_split_2,complete
retrospective,BTS,airline_destination_airport,2,row_oof_3fold,catboost,haversine distance between official FAA airport coordinates,knn_3,frozen_geometry_only,full,task_split_2,complete
retrospective,BTS,airline_destination_airport,2,row_oof_3fold,catboost,haversine distance between official FAA airport coordinates,knn_5,frozen_geometry_only,full,task_split_2,complete
retrospective,BTS,airline_destination_airport,2,row_oof_3fold,catboost,haversine distance between official FAA airport coordinates,knn_10,frozen_geometry_only,full,task_split_2,complete
retrospective,BTS,airline_destination_airport,2,row_oof_3fold,catboost,haversine distance between official FAA airport coordinates,rbf_half,frozen_geometry_only,full,task_split_2,complete
retrospective,BTS,airline_destination_airport,2,row_oof_3fold,catboost,haversine distance between official FAA airport coordinates,rbf,frozen_geometry_only,full,task_split_2,complete
retrospective,BTS,airline_destination_airport,2,row_oof_3fold,catboost,haversine distance between official FAA airport coordinates,rbf_double,frozen_geometry_only,full,task_split_2,complete
retrospective,BTS,airline_destination_airport,2,row_oof_3fold,catboost,haversine distance between official FAA airport coordinates,kernel_ridge,frozen_geometry_only,full,task_split_2,complete
retrospective,BTS,airline_destination_airport,2,row_oof_3fold,catboost,haversine distance between official FAA airport coordinates,harmonic,frozen_geometry_only,full,task_split_2,complete
retrospective,BTS,airline_destination_airport,3,row_oof_3fold,catboost,haversine distance between official FAA airport coordinates,knn_1,frozen_geometry_only,full,task_split_3,complete
retrospective,BTS,airline_destination_airport,3,row_oof_3fold,catboost,haversine distance between official FAA airport coordinates,knn_3,frozen_geometry_only,full,task_split_3,complete
retrospective,BTS,airline_destination_airport,3,row_oof_3fold,catboost,haversine distance between official FAA airport coordinates,knn_5,frozen_geometry_only,full,task_split_3,complete
retrospective,BTS,airline_destination_airport,3,row_oof_3fold,catboost,haversine distance between official FAA airport coordinates,knn_10,frozen_geometry_only,full,task_split_3,complete
retrospective,BTS,airline_destination_airport,3,row_oof_3fold,catboost,haversine distance between official FAA airport coordinates,rbf_half,frozen_geometry_only,full,task_split_3,complete
retrospective,BTS,airline_destination_airport,3,row_oof_3fold,catboost,haversine distance between official FAA airport coordinates,rbf,frozen_geometry_only,full,task_split_3,complete
retrospective,BTS,airline_destination_airport,3,row_oof_3fold,catboost,haversine distance between official FAA airport coordinates,rbf_double,frozen_geometry_only,full,task_split_3,complete
retrospective,BTS,airline_destination_airport,3,row_oof_3fold,catboost,haversine distance between official FAA airport coordinates,kernel_ridge,frozen_geometry_only,full,task_split_3,complete
retrospective,BTS,airline_destination_airport,3,row_oof_3fold,catboost,haversine distance between official FAA airport coordinates,harmonic,frozen_geometry_only,full,task_split_3,complete
retrospective,BTS,airline_destination_airport,4,row_oof_3fold,catboost,haversine distance between official FAA airport coordinates,knn_1,frozen_geometry_only,full,task_split_4,complete
retrospective,BTS,airline_destination_airport,4,row_oof_3fold,catboost,haversine distance between official FAA airport coordinates,knn_3,frozen_geometry_only,full,task_split_4,complete
retrospective,BTS,airline_destination_airport,4,row_oof_3fold,catboost,haversine distance between official FAA airport coordinates,knn_5,frozen_geometry_only,full,task_split_4,complete
retrospective,BTS,airline_destination_airport,4,row_oof_3fold,catboost,haversine distance between official FAA airport coordinates,knn_10,frozen_geometry_only,full,task_split_4,complete
retrospective,BTS,airline_destination_airport,4,row_oof_3fold,catboost,haversine distance between official FAA airport coordinates,rbf_half,frozen_geometry_only,full,task_split_4,complete
retrospective,BTS,airline_destination_airport,4,row_oof_3fold,catboost,haversine distance between official FAA airport coordinates,rbf,frozen_geometry_only,full,task_split_4,complete
retrospective,BTS,airline_destination_airport,4,row_oof_3fold,catboost,haversine distance between official FAA airport coordinates,rbf_double,frozen_geometry_only,full,task_split_4,complete
retrospective,BTS,airline_destination_airport,4,row_oof_3fold,catboost,haversine distance between official FAA airport coordinates,kernel_ridge,frozen_geometry_only,full,task_split_4,complete
retrospective,BTS,airline_destination_airport,4,row_oof_3fold,catboost,haversine distance between official FAA airport coordinates,harmonic,frozen_geometry_only,full,task_split_4,complete
retrospective,STRING_BENCHMARK,employee_salaries,0,row_oof_3fold,catboost,one minus padded character-trigram Jaccard similarity,knn_1,frozen_geometry_only,full,task_split_0,complete
retrospective,STRING_BENCHMARK,employee_salaries,0,row_oof_3fold,catboost,one minus padded character-trigram Jaccard similarity,knn_3,frozen_geometry_only,full,task_split_0,complete
retrospective,STRING_BENCHMARK,employee_salaries,0,row_oof_3fold,catboost,one minus padded character-trigram Jaccard similarity,knn_5,frozen_geometry_only,full,task_split_0,complete
retrospective,STRING_BENCHMARK,employee_salaries,0,row_oof_3fold,catboost,one minus padded character-trigram Jaccard similarity,knn_10,frozen_geometry_only,full,task_split_0,complete
retrospective,STRING_BENCHMARK,employee_salaries,0,row_oof_3fold,catboost,one minus padded character-trigram Jaccard similarity,rbf_half,frozen_geometry_only,full,task_split_0,complete
retrospective,STRING_BENCHMARK,employee_salaries,0,row_oof_3fold,catboost,one minus padded character-trigram Jaccard similarity,rbf,frozen_geometry_only,full,task_split_0,complete
retrospective,STRING_BENCHMARK,employee_salaries,0,row_oof_3fold,catboost,one minus padded character-trigram Jaccard similarity,rbf_double,frozen_geometry_only,full,task_split_0,complete
retrospective,STRING_BENCHMARK,employee_salaries,0,row_oof_3fold,catboost,one minus padded character-trigram Jaccard similarity,kernel_ridge,frozen_geometry_only,full,task_split_0,complete
retrospective,STRING_BENCHMARK,employee_salaries,0,row_oof_3fold,catboost,one minus padded character-trigram Jaccard similarity,harmonic,frozen_geometry_only,full,task_split_0,complete
retrospective,STRING_BENCHMARK,employee_salaries,1,row_oof_3fold,catboost,one minus padded character-trigram Jaccard similarity,knn_1,frozen_geometry_only,full,task_split_1,complete
retrospective,STRING_BENCHMARK,employee_salaries,1,row_oof_3fold,catboost,one minus padded character-trigram Jaccard similarity,knn_3,frozen_geometry_only,full,task_split_1,complete
retrospective,STRING_BENCHMARK,employee_salaries,1,row_oof_3fold,catboost,one minus padded character-trigram Jaccard similarity,knn_5,frozen_geometry_only,full,task_split_1,complete
retrospective,STRING_BENCHMARK,employee_salaries,1,row_oof_3fold,catboost,one minus padded character-trigram Jaccard similarity,knn_10,frozen_geometry_only,full,task_split_1,complete
retrospective,STRING_BENCHMARK,employee_salaries,1,row_oof_3fold,catboost,one minus padded character-trigram Jaccard similarity,rbf_half,frozen_geometry_only,full,task_split_1,complete
retrospective,STRING_BENCHMARK,employee_salaries,1,row_oof_3fold,catboost,one minus padded character-trigram Jaccard similarity,rbf,frozen_geometry_only,full,task_split_1,complete
retrospective,STRING_BENCHMARK,employee_salaries,1,row_oof_3fold,catboost,one minus padded character-trigram Jaccard similarity,rbf_double,frozen_geometry_only,full,task_split_1,complete
retrospective,STRING_BENCHMARK,employee_salaries,1,row_oof_3fold,catboost,one minus padded character-trigram Jaccard similarity,kernel_ridge,frozen_geometry_only,full,task_split_1,complete
retrospective,STRING_BENCHMARK,employee_salaries,1,row_oof_3fold,catboost,one minus padded character-trigram Jaccard similarity,harmonic,frozen_geometry_only,full,task_split_1,complete
retrospective,STRING_BENCHMARK,employee_salaries,2,row_oof_3fold,catboost,one minus padded character-trigram Jaccard similarity,knn_1,frozen_geometry_only,full,task_split_2,complete
retrospective,STRING_BENCHMARK,employee_salaries,2,row_oof_3fold,catboost,one minus padded character-trigram Jaccard similarity,knn_3,frozen_geometry_only,full,task_split_2,complete
retrospective,STRING_BENCHMARK,employee_salaries,2,row_oof_3fold,catboost,one minus padded character-trigram Jaccard similarity,knn_5,frozen_geometry_only,full,task_split_2,complete
retrospective,STRING_BENCHMARK,employee_salaries,2,row_oof_3fold,catboost,one minus padded character-trigram Jaccard similarity,knn_10,frozen_geometry_only,full,task_split_2,complete
retrospective,STRING_BENCHMARK,employee_salaries,2,row_oof_3fold,catboost,one minus padded character-trigram Jaccard similarity,rbf_half,frozen_geometry_only,full,task_split_2,complete
retrospective,STRING_BENCHMARK,employee_salaries,2,row_oof_3fold,catboost,one minus padded character-trigram Jaccard similarity,rbf,frozen_geometry_only,full,task_split_2,complete
