dataset,problem_type,model,seed,method,track,representation_id,member,is_reference,split,selected_lr_multiplier,selected_learning_rate,task_error,disagreement,fit_seconds
credit-g,classification,controlled_mlp,2,AdamW,optimizer_equal_hpo,rbf_reference,-1,True,validation,0.5,0.0005,0.4670378677850355,0.0,0.24734330107457936
credit-g,classification,controlled_mlp,2,AdamW,optimizer_equal_hpo,rbf_reference,-1,True,test,0.5,0.0005,0.4750768518129512,0.0,0.24734330107457936
credit-g,classification,controlled_mlp,2,AdamW,optimizer_equal_hpo,orthogonal_all__m0,0,False,validation,0.5,0.0005,0.47432419315518326,0.049215567917986085,0.2732064169831574
credit-g,classification,controlled_mlp,2,AdamW,optimizer_equal_hpo,orthogonal_all__m0,0,False,test,0.5,0.0005,0.49163889327166893,0.05119662476367812,0.2732064169831574
credit-g,classification,controlled_mlp,2,AdamW,optimizer_equal_hpo,orthogonal_all__m1,1,False,validation,0.5,0.0005,0.4700418590150962,0.03168897831028169,0.11322070402093232
credit-g,classification,controlled_mlp,2,AdamW,optimizer_equal_hpo,orthogonal_all__m1,1,False,test,0.5,0.0005,0.47739850720554516,0.03130050345993874,0.11322070402093232
credit-g,classification,controlled_mlp,2,AdamW,optimizer_equal_hpo,orthogonal_all__m2,2,False,validation,0.5,0.0005,0.47546628575587846,0.044972223395814664,0.2045439458452165
credit-g,classification,controlled_mlp,2,AdamW,optimizer_equal_hpo,orthogonal_all__m2,2,False,test,0.5,0.0005,0.48900402502195234,0.04625317832619425,0.2045439458452165
credit-g,classification,controlled_mlp,2,AdamW,optimizer_equal_hpo,orthogonal_all__m3,3,False,validation,0.5,0.0005,0.47116420193085295,0.043911652673140705,0.3208476649597287
credit-g,classification,controlled_mlp,2,AdamW,optimizer_equal_hpo,orthogonal_all__m3,3,False,test,0.5,0.0005,0.4880223950620223,0.049046831685621836,0.3208476649597287
credit-g,classification,controlled_mlp,2,AdamW,optimizer_equal_hpo,orthogonal_all__m4,4,False,validation,0.5,0.0005,0.4677857686830752,0.05237146406044937,0.16606191406026483
credit-g,classification,controlled_mlp,2,AdamW,optimizer_equal_hpo,orthogonal_all__m4,4,False,test,0.5,0.0005,0.4883662218049467,0.052951032803116825,0.16606191406026483
credit-g,classification,controlled_mlp,2,AdamW,optimizer_equal_hpo,orthogonal_all__m5,5,False,validation,0.5,0.0005,0.4708819031835346,0.054066447181207844,0.1505269859917462
credit-g,classification,controlled_mlp,2,AdamW,optimizer_equal_hpo,orthogonal_all__m5,5,False,test,0.5,0.0005,0.49069025018341716,0.054595580693722,0.1505269859917462
credit-g,classification,controlled_mlp,2,AdamW,optimizer_equal_hpo,orthogonal_all__m6,6,False,validation,0.5,0.0005,0.47499171933991347,0.04774445355260293,0.3765736990608275
credit-g,classification,controlled_mlp,2,AdamW,optimizer_equal_hpo,orthogonal_all__m6,6,False,test,0.5,0.0005,0.49495736930255524,0.04913031390927483,0.3765736990608275
credit-g,classification,controlled_mlp,2,AdamW,optimizer_equal_hpo,orthogonal_all__m7,7,False,validation,0.5,0.0005,0.47150087403953567,0.054249986126012756,0.26515881391242146
credit-g,classification,controlled_mlp,2,AdamW,optimizer_equal_hpo,orthogonal_all__m7,7,False,test,0.5,0.0005,0.49317031003828576,0.054752909949771035,0.26515881391242146
credit-g,classification,controlled_mlp,2,BlockAdam+DataInit,optimizer_equal_hpo,rbf_reference,-1,True,validation,0.5,0.0005,0.4680368393805955,0.0,0.2645646499004215
credit-g,classification,controlled_mlp,2,BlockAdam+DataInit,optimizer_equal_hpo,rbf_reference,-1,True,test,0.5,0.0005,0.48784639368281724,0.0,0.2645646499004215
credit-g,classification,controlled_mlp,2,BlockAdam+DataInit,optimizer_equal_hpo,orthogonal_all__m0,0,False,validation,0.5,0.0005,0.4680368434479723,2.9257166327647394e-08,0.3966390921268612
credit-g,classification,controlled_mlp,2,BlockAdam+DataInit,optimizer_equal_hpo,orthogonal_all__m0,0,False,test,0.5,0.0005,0.4878463960878712,2.988967596787663e-08,0.3966390921268612
credit-g,classification,controlled_mlp,2,BlockAdam+DataInit,optimizer_equal_hpo,orthogonal_all__m1,1,False,validation,0.5,0.0005,0.46803683777824734,3.233636640323281e-08,0.23751792195253074
credit-g,classification,controlled_mlp,2,BlockAdam+DataInit,optimizer_equal_hpo,orthogonal_all__m1,1,False,test,0.5,0.0005,0.48784639524985574,3.0406497473791066e-08,0.23751792195253074
credit-g,classification,controlled_mlp,2,BlockAdam+DataInit,optimizer_equal_hpo,orthogonal_all__m2,2,False,validation,0.5,0.0005,0.46803684088228914,3.209467251596865e-08,0.15102930180728436
credit-g,classification,controlled_mlp,2,BlockAdam+DataInit,optimizer_equal_hpo,orthogonal_all__m2,2,False,test,0.5,0.0005,0.48784639776832306,3.1313491601807835e-08,0.15102930180728436
credit-g,classification,controlled_mlp,2,BlockAdam+DataInit,optimizer_equal_hpo,orthogonal_all__m3,3,False,validation,0.5,0.0005,0.46803683755751335,2.8312215178736275e-08,0.24227643897756934
credit-g,classification,controlled_mlp,2,BlockAdam+DataInit,optimizer_equal_hpo,orthogonal_all__m3,3,False,test,0.5,0.0005,0.4878463963519893,3.089530368708741e-08,0.24227643897756934
credit-g,classification,controlled_mlp,2,BlockAdam+DataInit,optimizer_equal_hpo,orthogonal_all__m4,4,False,validation,0.5,0.0005,0.4680368401194867,3.057977617389871e-08,0.27093539596535265
credit-g,classification,controlled_mlp,2,BlockAdam+DataInit,optimizer_equal_hpo,orthogonal_all__m4,4,False,test,0.5,0.0005,0.4878463951497406,3.121091355181922e-08,0.27093539596535265
credit-g,classification,controlled_mlp,2,BlockAdam+DataInit,optimizer_equal_hpo,orthogonal_all__m5,5,False,validation,0.5,0.0005,0.46803684079649377,2.832519897602092e-08,0.3541765050031245
credit-g,classification,controlled_mlp,2,BlockAdam+DataInit,optimizer_equal_hpo,orthogonal_all__m5,5,False,test,0.5,0.0005,0.48784640832695203,3.011621006993868e-08,0.3541765050031245
credit-g,classification,controlled_mlp,2,BlockAdam+DataInit,optimizer_equal_hpo,orthogonal_all__m6,6,False,validation,0.5,0.0005,0.46803683447128186,3.4352159187683876e-08,0.3784904759377241
credit-g,classification,controlled_mlp,2,BlockAdam+DataInit,optimizer_equal_hpo,orthogonal_all__m6,6,False,test,0.5,0.0005,0.4878464025918687,3.479409349963415e-08,0.3784904759377241
credit-g,classification,controlled_mlp,2,BlockAdam+DataInit,optimizer_equal_hpo,orthogonal_all__m7,7,False,validation,0.5,0.0005,0.46803684223003855,2.70529951950069e-08,0.3109116880223155
credit-g,classification,controlled_mlp,2,BlockAdam+DataInit,optimizer_equal_hpo,orthogonal_all__m7,7,False,test,0.5,0.0005,0.4878463904500333,3.301742191639747e-08,0.3109116880223155
credit-g,classification,controlled_mlp,2,MatrixAdam+DataInit,optimizer_equal_hpo,rbf_reference,-1,True,validation,0.5,0.0005,0.4635952527434316,0.0,0.5877025220543146
credit-g,classification,controlled_mlp,2,MatrixAdam+DataInit,optimizer_equal_hpo,rbf_reference,-1,True,test,0.5,0.0005,0.4866832508386085,0.0,0.5877025220543146
credit-g,classification,controlled_mlp,2,MatrixAdam+DataInit,optimizer_equal_hpo,orthogonal_all__m0,0,False,validation,0.5,0.0005,0.4635952499593383,3.1633874511408474e-08,0.47044234396889806
credit-g,classification,controlled_mlp,2,MatrixAdam+DataInit,optimizer_equal_hpo,orthogonal_all__m0,0,False,test,0.5,0.0005,0.48668325623730424,2.9410379483372075e-08,0.47044234396889806
credit-g,classification,controlled_mlp,2,MatrixAdam+DataInit,optimizer_equal_hpo,orthogonal_all__m1,1,False,validation,0.5,0.0005,0.4635952419056835,3.088426107935798e-08,0.4728083680383861
credit-g,classification,controlled_mlp,2,MatrixAdam+DataInit,optimizer_equal_hpo,orthogonal_all__m1,1,False,test,0.5,0.0005,0.48668324881862346,3.1001347365818597e-08,0.4728083680383861
credit-g,classification,controlled_mlp,2,MatrixAdam+DataInit,optimizer_equal_hpo,orthogonal_all__m2,2,False,validation,0.5,0.0005,0.46359524574330574,3.489093115126354e-08,0.33235130994580686
credit-g,classification,controlled_mlp,2,MatrixAdam+DataInit,optimizer_equal_hpo,orthogonal_all__m2,2,False,test,0.5,0.0005,0.4866832499644849,3.322540670800516e-08,0.33235130994580686
credit-g,classification,controlled_mlp,2,MatrixAdam+DataInit,optimizer_equal_hpo,orthogonal_all__m3,3,False,validation,0.5,0.0005,0.46359524555928966,2.9089769263855108e-08,0.4915245280135423
credit-g,classification,controlled_mlp,2,MatrixAdam+DataInit,optimizer_equal_hpo,orthogonal_all__m3,3,False,test,0.5,0.0005,0.4866832483085504,2.569713780765238e-08,0.4915245280135423
credit-g,classification,controlled_mlp,2,MatrixAdam+DataInit,optimizer_equal_hpo,orthogonal_all__m4,4,False,validation,0.5,0.0005,0.4635952459014998,3.2518934965639265e-08,0.5155788289848715
credit-g,classification,controlled_mlp,2,MatrixAdam+DataInit,optimizer_equal_hpo,orthogonal_all__m4,4,False,test,0.5,0.0005,0.4866832488708461,3.1675730429724046e-08,0.5155788289848715
credit-g,classification,controlled_mlp,2,MatrixAdam+DataInit,optimizer_equal_hpo,orthogonal_all__m5,5,False,validation,0.5,0.0005,0.4635952569572564,2.91668873254722e-08,0.3444006589706987
credit-g,classification,controlled_mlp,2,MatrixAdam+DataInit,optimizer_equal_hpo,orthogonal_all__m5,5,False,test,0.5,0.0005,0.48668325474422935,2.7450416143748017e-08,0.3444006589706987
credit-g,classification,controlled_mlp,2,MatrixAdam+DataInit,optimizer_equal_hpo,orthogonal_all__m6,6,False,validation,0.5,0.0005,0.46359524188538026,3.5061819596759624e-08,0.47919449699111283
credit-g,classification,controlled_mlp,2,MatrixAdam+DataInit,optimizer_equal_hpo,orthogonal_all__m6,6,False,test,0.5,0.0005,0.4866832525272757,3.4024161635255754e-08,0.47919449699111283
credit-g,classification,controlled_mlp,2,MatrixAdam+DataInit,optimizer_equal_hpo,orthogonal_all__m7,7,False,validation,0.5,0.0005,0.4635952490947707,3.252591337880662e-08,0.4057463489007205
credit-g,classification,controlled_mlp,2,MatrixAdam+DataInit,optimizer_equal_hpo,orthogonal_all__m7,7,False,test,0.5,0.0005,0.48668324695193205,2.8199682459188117e-08,0.4057463489007205
