dataset,problem_type,model,seed,method,track,representation_id,member,is_reference,split,selected_lr_multiplier,selected_learning_rate,task_error,disagreement,fit_seconds
credit-g,classification,tabm_d,1,AdamW,optimizer_equal_hpo,rbf_reference,-1,True,validation,1.0,0.002,0.46065424977092506,0.0,0.11227129912003875
credit-g,classification,tabm_d,1,AdamW,optimizer_equal_hpo,rbf_reference,-1,True,test,1.0,0.002,0.4694401280857413,0.0,0.11227129912003875
credit-g,classification,tabm_d,1,AdamW,optimizer_equal_hpo,orthogonal_all__m0,0,False,validation,1.0,0.002,0.4662444307491741,0.021537641598888525,0.12082365085370839
credit-g,classification,tabm_d,1,AdamW,optimizer_equal_hpo,orthogonal_all__m0,0,False,test,1.0,0.002,0.47353192304393216,0.01822437054556585,0.12082365085370839
credit-g,classification,tabm_d,1,AdamW,optimizer_equal_hpo,orthogonal_all__m1,1,False,validation,2.0,0.004,0.46430410246095216,0.03552040797752799,0.1306397260632366
credit-g,classification,tabm_d,1,AdamW,optimizer_equal_hpo,orthogonal_all__m1,1,False,test,2.0,0.004,0.4761395233842093,0.033985639085289336,0.1306397260632366
credit-g,classification,tabm_d,1,AdamW,optimizer_equal_hpo,orthogonal_all__m2,2,False,validation,2.0,0.004,0.463058120947115,0.03379951018828898,0.14325432595796883
credit-g,classification,tabm_d,1,AdamW,optimizer_equal_hpo,orthogonal_all__m2,2,False,test,2.0,0.004,0.48225496622082104,0.03599357418338182,0.14325432595796883
credit-g,classification,tabm_d,1,AdamW,optimizer_equal_hpo,orthogonal_all__m3,3,False,validation,2.0,0.004,0.46607474593771975,0.02870724771210095,0.129425197141245
credit-g,classification,tabm_d,1,AdamW,optimizer_equal_hpo,orthogonal_all__m3,3,False,test,2.0,0.004,0.47517064277694326,0.030216641480988557,0.129425197141245
credit-g,classification,tabm_d,1,AdamW,optimizer_equal_hpo,orthogonal_all__m4,4,False,validation,2.0,0.004,0.46373333669666844,0.03192162359777771,0.11786823882721364
