dataset,problem_type,model,seed,method,representation_id,member,is_reference,multiplier,learning_rate,validation_task_error,test_task_error,fit_seconds
phoneme,classification,controlled_mlp,2,AdamW,rbf_reference,-1,True,0.5,0.0005,0.2978513586422479,0.35037596758191825,0.43952288781292737
phoneme,classification,controlled_mlp,2,AdamW,orthogonal_all__m0,0,False,0.5,0.0005,0.2944162304012524,0.3474547397109906,0.5116195490118116
phoneme,classification,controlled_mlp,2,AdamW,orthogonal_all__m1,1,False,0.5,0.0005,0.2959754519283908,0.34169689270686276,0.5014566711615771
phoneme,classification,controlled_mlp,2,AdamW,orthogonal_all__m2,2,False,0.5,0.0005,0.29625523048778474,0.33957297234800843,0.5385003259871155
phoneme,classification,controlled_mlp,2,AdamW,orthogonal_all__m3,3,False,0.5,0.0005,0.2883148833724972,0.341764938914495,0.509985466953367
phoneme,classification,controlled_mlp,2,AdamW,orthogonal_all__m4,4,False,0.5,0.0005,0.2940649608786897,0.3376366195758389,0.47902952088043094
phoneme,classification,controlled_mlp,2,AdamW,orthogonal_all__m5,5,False,0.5,0.0005,0.28942024621633183,0.3415419852708104,0.4877662300132215
phoneme,classification,controlled_mlp,2,AdamW,orthogonal_all__m6,6,False,0.5,0.0005,0.30188617619503677,0.3486573470453427,0.5351244900375605
phoneme,classification,controlled_mlp,2,AdamW,orthogonal_all__m7,7,False,0.5,0.0005,0.29597228255507174,0.34300323495363183,0.45966081810183823
phoneme,classification,controlled_mlp,2,AdamW,rbf_reference,-1,True,1.0,0.001,0.2809325888675166,0.3612658719901438,0.47011244110763073
phoneme,classification,controlled_mlp,2,AdamW,orthogonal_all__m0,0,False,1.0,0.001,0.28535180246151176,0.3506118214053914,0.33303661714307964
phoneme,classification,controlled_mlp,2,AdamW,orthogonal_all__m1,1,False,1.0,0.001,0.2820960175317978,0.3479209175305412,0.39342153910547495
phoneme,classification,controlled_mlp,2,AdamW,orthogonal_all__m2,2,False,1.0,0.001,0.2872514706492815,0.3485542102265748,0.33298510988242924
phoneme,classification,controlled_mlp,2,AdamW,orthogonal_all__m3,3,False,1.0,0.001,0.2764840449284012,0.3610008710960408,0.56747757201083
phoneme,classification,controlled_mlp,2,AdamW,orthogonal_all__m4,4,False,1.0,0.001,0.2836552030149927,0.3439172256779818,0.36184811289422214
phoneme,classification,controlled_mlp,2,AdamW,orthogonal_all__m5,5,False,1.0,0.001,0.27824525039008835,0.34511991462258007,0.41724668396636844
phoneme,classification,controlled_mlp,2,AdamW,orthogonal_all__m6,6,False,1.0,0.001,0.29154624915172767,0.3516983709883493,0.3813485640566796
phoneme,classification,controlled_mlp,2,AdamW,orthogonal_all__m7,7,False,1.0,0.001,0.2859685288264275,0.3487533583948632,0.32700897799804807
phoneme,classification,controlled_mlp,2,AdamW,rbf_reference,-1,True,2.0,0.002,0.27879098712840733,0.36469627100041746,0.32621651515364647
phoneme,classification,controlled_mlp,2,AdamW,orthogonal_all__m0,0,False,2.0,0.002,0.2811352756473382,0.3649706650538359,0.27220022585242987
phoneme,classification,controlled_mlp,2,AdamW,orthogonal_all__m1,1,False,2.0,0.002,0.27258963834459204,0.3698657131120743,0.28840192896313965
phoneme,classification,controlled_mlp,2,AdamW,orthogonal_all__m2,2,False,2.0,0.002,0.29127439632830765,0.35502034209768574,0.2197378280106932
phoneme,classification,controlled_mlp,2,AdamW,orthogonal_all__m3,3,False,2.0,0.002,0.27345062501642586,0.36375954331172805,0.24133120104670525
phoneme,classification,controlled_mlp,2,AdamW,orthogonal_all__m4,4,False,2.0,0.002,0.2814301726445694,0.3736062450955804,0.35760779678821564
