dataset,problem_type,model,seed,method,representation_id,member,is_reference,multiplier,learning_rate,validation_task_error,test_task_error,fit_seconds
house_16H,regression,tabm_d,1,AdamW,rbf_reference,-1,True,0.5,0.001,43049.9226555028,33453.28940788991,0.6656200990546495
house_16H,regression,tabm_d,1,AdamW,orthogonal_all__m0,0,False,0.5,0.001,43544.13708577909,33942.08920900645,0.5143555670510978
house_16H,regression,tabm_d,1,AdamW,orthogonal_all__m1,1,False,0.5,0.001,44181.53392595714,33697.480706917675,0.5590542589779943
house_16H,regression,tabm_d,1,AdamW,orthogonal_all__m2,2,False,0.5,0.001,43854.22833052571,33788.62723320597,0.5578802099917084
house_16H,regression,tabm_d,1,AdamW,orthogonal_all__m3,3,False,0.5,0.001,43632.910568679574,33416.1144763485,0.35399329708889127
house_16H,regression,tabm_d,1,AdamW,orthogonal_all__m4,4,False,0.5,0.001,43420.371214572835,33838.02245375578,0.5305271290708333
house_16H,regression,tabm_d,1,AdamW,orthogonal_all__m5,5,False,0.5,0.001,43797.6969772888,33650.66869457251,0.5418553550262004
house_16H,regression,tabm_d,1,AdamW,orthogonal_all__m6,6,False,0.5,0.001,43273.54270811065,33816.252862932095,0.5188858609180897
house_16H,regression,tabm_d,1,AdamW,orthogonal_all__m7,7,False,0.5,0.001,43205.91912173068,33704.91090673828,0.501844255020842
house_16H,regression,tabm_d,1,AdamW,rbf_reference,-1,True,1.0,0.002,40964.28496127654,32804.230278448325,0.6046406449750066
house_16H,regression,tabm_d,1,AdamW,orthogonal_all__m0,0,False,1.0,0.002,41216.438259633745,33748.436354056226,0.6278761308640242
house_16H,regression,tabm_d,1,AdamW,orthogonal_all__m1,1,False,1.0,0.002,41474.01149788349,33237.14425082619,0.35480020218528807
house_16H,regression,tabm_d,1,AdamW,orthogonal_all__m2,2,False,1.0,0.002,41289.25251578712,32875.14931307621,0.5370925669558346
house_16H,regression,tabm_d,1,AdamW,orthogonal_all__m3,3,False,1.0,0.002,40711.84699078711,32805.73819061082,0.46367903612554073
house_16H,regression,tabm_d,1,AdamW,orthogonal_all__m4,4,False,1.0,0.002,40614.23959704943,33342.392749705745,0.49836412095464766
house_16H,regression,tabm_d,1,AdamW,orthogonal_all__m5,5,False,1.0,0.002,41621.541486767775,32880.8490364559,0.5838908520527184
house_16H,regression,tabm_d,1,AdamW,orthogonal_all__m6,6,False,1.0,0.002,41170.2383339238,33382.00506533113,0.4628054378554225
house_16H,regression,tabm_d,1,AdamW,orthogonal_all__m7,7,False,1.0,0.002,41155.41856695484,32998.8141949682,0.41011204198002815
house_16H,regression,tabm_d,1,AdamW,rbf_reference,-1,True,2.0,0.004,40381.84203068564,34333.2284636498,0.31739676906727254
house_16H,regression,tabm_d,1,AdamW,orthogonal_all__m0,0,False,2.0,0.004,40527.75501995172,35659.70622570544,0.23005021503195167
house_16H,regression,tabm_d,1,AdamW,orthogonal_all__m1,1,False,2.0,0.004,41344.92513772866,33754.2083921934,0.31120979809202254
house_16H,regression,tabm_d,1,AdamW,orthogonal_all__m2,2,False,2.0,0.004,41507.36200199644,34250.63792666155,0.5124683280009776
house_16H,regression,tabm_d,1,AdamW,orthogonal_all__m3,3,False,2.0,0.004,38905.60450776758,32306.44967909285,0.3526541378814727
house_16H,regression,tabm_d,1,AdamW,orthogonal_all__m4,4,False,2.0,0.004,39450.06765404043,32986.86292495802,0.3746931098867208
house_16H,regression,tabm_d,1,AdamW,orthogonal_all__m5,5,False,2.0,0.004,41446.26822207067,33639.34379503663,0.37927503208629787
house_16H,regression,tabm_d,1,AdamW,orthogonal_all__m6,6,False,2.0,0.004,40467.5536461751,34621.51144200955,0.6307915879879147
house_16H,regression,tabm_d,1,AdamW,orthogonal_all__m7,7,False,2.0,0.004,40531.322834033395,33233.831172147206,0.415835372870788
house_16H,regression,tabm_d,1,BlockAdam+DataInit,rbf_reference,-1,True,0.5,0.001,38039.74548571026,35485.78868456902,0.7725837659090757
house_16H,regression,tabm_d,1,BlockAdam+DataInit,orthogonal_all__m0,0,False,0.5,0.001,38497.11856707917,35231.752108066394,0.6669032420031726
house_16H,regression,tabm_d,1,BlockAdam+DataInit,orthogonal_all__m1,1,False,0.5,0.001,38015.56505447751,35417.46263157955,0.6867136470973492
house_16H,regression,tabm_d,1,BlockAdam+DataInit,orthogonal_all__m2,2,False,0.5,0.001,38146.57434986559,35428.170659890406,0.764347726944834
house_16H,regression,tabm_d,1,BlockAdam+DataInit,orthogonal_all__m3,3,False,0.5,0.001,38162.64927006331,35504.45921613188,0.597005955176428
house_16H,regression,tabm_d,1,BlockAdam+DataInit,orthogonal_all__m4,4,False,0.5,0.001,38479.61715056011,35223.633358113926,0.6612617899663746
house_16H,regression,tabm_d,1,BlockAdam+DataInit,orthogonal_all__m5,5,False,0.5,0.001,38064.45241334535,35622.579082472614,0.7456874721683562
house_16H,regression,tabm_d,1,BlockAdam+DataInit,orthogonal_all__m6,6,False,0.5,0.001,38374.713830291534,35487.79078888411,0.653292543021962
house_16H,regression,tabm_d,1,BlockAdam+DataInit,orthogonal_all__m7,7,False,0.5,0.001,38290.237162679696,35303.22481414981,0.7542637300211936
house_16H,regression,tabm_d,1,BlockAdam+DataInit,rbf_reference,-1,True,1.0,0.002,38250.94944419634,35623.14993938646,0.4754069270566106
house_16H,regression,tabm_d,1,BlockAdam+DataInit,orthogonal_all__m0,0,False,1.0,0.002,38264.01198672279,35658.568074780196,0.48236093297600746
house_16H,regression,tabm_d,1,BlockAdam+DataInit,orthogonal_all__m1,1,False,1.0,0.002,38550.254375347475,35463.2936375156,0.5635181409306824
house_16H,regression,tabm_d,1,BlockAdam+DataInit,orthogonal_all__m2,2,False,1.0,0.002,38956.2555279399,35514.975105544116,0.7103855351451784
house_16H,regression,tabm_d,1,BlockAdam+DataInit,orthogonal_all__m3,3,False,1.0,0.002,38491.695455431065,35787.875695293296,0.591780808987096
house_16H,regression,tabm_d,1,BlockAdam+DataInit,orthogonal_all__m4,4,False,1.0,0.002,38379.835714937035,35446.29144700365,0.5814368650317192
house_16H,regression,tabm_d,1,BlockAdam+DataInit,orthogonal_all__m5,5,False,1.0,0.002,38571.683754433376,35565.503918142,0.5708908559754491
house_16H,regression,tabm_d,1,BlockAdam+DataInit,orthogonal_all__m6,6,False,1.0,0.002,38887.37643368671,35414.27396964355,0.4395948320161551
house_16H,regression,tabm_d,1,BlockAdam+DataInit,orthogonal_all__m7,7,False,1.0,0.002,38397.547272774296,35399.79618928981,0.4411511360667646
house_16H,regression,tabm_d,1,BlockAdam+DataInit,rbf_reference,-1,True,2.0,0.004,39478.49179549017,36448.559965627006,0.5426705800928175
house_16H,regression,tabm_d,1,BlockAdam+DataInit,orthogonal_all__m0,0,False,2.0,0.004,39723.17855892643,35659.43290770935,0.6185808228328824
house_16H,regression,tabm_d,1,BlockAdam+DataInit,orthogonal_all__m1,1,False,2.0,0.004,38870.8549020261,35003.50193287838,0.621311916038394
house_16H,regression,tabm_d,1,BlockAdam+DataInit,orthogonal_all__m2,2,False,2.0,0.004,39973.84216177537,35625.5743582322,0.6356576790567487
house_16H,regression,tabm_d,1,BlockAdam+DataInit,orthogonal_all__m3,3,False,2.0,0.004,39572.80290480222,35056.5102594617,0.7411268120631576
house_16H,regression,tabm_d,1,BlockAdam+DataInit,orthogonal_all__m4,4,False,2.0,0.004,39775.387853131135,35504.18424657694,0.6439235310535878
house_16H,regression,tabm_d,1,BlockAdam+DataInit,orthogonal_all__m5,5,False,2.0,0.004,38624.66967432371,34805.12698005943,0.47763058193959296
house_16H,regression,tabm_d,1,BlockAdam+DataInit,orthogonal_all__m6,6,False,2.0,0.004,39343.74801983197,35213.193986451646,0.527995539130643
house_16H,regression,tabm_d,1,BlockAdam+DataInit,orthogonal_all__m7,7,False,2.0,0.004,38840.183366243706,34719.3210847799,0.5977211529389024
house_16H,regression,tabm_d,1,MatrixAdam+DataInit,rbf_reference,-1,True,0.5,0.001,39086.04960115673,34851.18823659965,1.7704265129286796
house_16H,regression,tabm_d,1,MatrixAdam+DataInit,orthogonal_all__m0,0,False,0.5,0.001,39015.80598241719,34997.59241076713,1.279690566007048
house_16H,regression,tabm_d,1,MatrixAdam+DataInit,orthogonal_all__m1,1,False,0.5,0.001,39124.87576609352,34915.51663617553,1.8639816318172961
