dataset,problem_type,model,seed,method,representation_id,member,is_reference,multiplier,learning_rate,validation_task_error,test_task_error,fit_seconds
bike-sharing,regression,controlled_mlp,0,AdamW,rbf_reference,-1,True,0.5,0.0005,75.85103407436546,79.60069897603454,0.4644560341257602
bike-sharing,regression,controlled_mlp,0,AdamW,orthogonal_all__m0,0,False,0.5,0.0005,72.2235044218507,79.70405740603569,0.48287552897818387
bike-sharing,regression,controlled_mlp,0,AdamW,orthogonal_all__m1,1,False,0.5,0.0005,73.63438067627847,76.04446974395995,0.5627904529683292
bike-sharing,regression,controlled_mlp,0,AdamW,orthogonal_all__m2,2,False,0.5,0.0005,72.86791095756118,76.65433909811718,0.5823696050792933
bike-sharing,regression,controlled_mlp,0,AdamW,orthogonal_all__m3,3,False,0.5,0.0005,74.27340725761506,79.46332965559625,0.6001909279730171
bike-sharing,regression,controlled_mlp,0,AdamW,orthogonal_all__m4,4,False,0.5,0.0005,73.50550714014543,79.71527464369386,0.5743256290443242
bike-sharing,regression,controlled_mlp,0,AdamW,orthogonal_all__m5,5,False,0.5,0.0005,71.72890529706704,79.8552950115215,0.552867725957185
bike-sharing,regression,controlled_mlp,0,AdamW,orthogonal_all__m6,6,False,0.5,0.0005,72.4195235399815,79.28414664296932,0.520215482916683
bike-sharing,regression,controlled_mlp,0,AdamW,orthogonal_all__m7,7,False,0.5,0.0005,73.98681100980662,82.28326024349211,0.5018298579379916
bike-sharing,regression,controlled_mlp,0,AdamW,rbf_reference,-1,True,1.0,0.001,70.5029563057822,76.40112529010118,0.4758640869986266
bike-sharing,regression,controlled_mlp,0,AdamW,orthogonal_all__m0,0,False,1.0,0.001,69.53442933708024,76.38404265100571,0.4701481768861413
bike-sharing,regression,controlled_mlp,0,AdamW,orthogonal_all__m1,1,False,1.0,0.001,69.88214212697606,72.17985079820723,0.4452598290517926
bike-sharing,regression,controlled_mlp,0,AdamW,orthogonal_all__m2,2,False,1.0,0.001,69.7956029554111,71.0584161609975,0.5294084490742534
bike-sharing,regression,controlled_mlp,0,AdamW,orthogonal_all__m3,3,False,1.0,0.001,71.81685937141607,76.77716096267656,0.40578227187506855
bike-sharing,regression,controlled_mlp,0,AdamW,orthogonal_all__m4,4,False,1.0,0.001,72.74657242109483,80.96999380999816,0.33988133794628084
bike-sharing,regression,controlled_mlp,0,AdamW,orthogonal_all__m5,5,False,1.0,0.001,70.79236315673455,79.4327304470541,0.3051231021527201
bike-sharing,regression,controlled_mlp,0,AdamW,orthogonal_all__m6,6,False,1.0,0.001,68.09339879030499,75.70774736381912,0.46277167508378625
bike-sharing,regression,controlled_mlp,0,AdamW,orthogonal_all__m7,7,False,1.0,0.001,71.36402297276322,79.912553040767,0.3431016879621893
bike-sharing,regression,controlled_mlp,0,AdamW,rbf_reference,-1,True,2.0,0.002,64.54627062603592,71.78705728383056,0.40938850492239
bike-sharing,regression,controlled_mlp,0,AdamW,orthogonal_all__m0,0,False,2.0,0.002,62.45813313313495,64.62371330292943,0.49574381997808814
bike-sharing,regression,controlled_mlp,0,AdamW,orthogonal_all__m1,1,False,2.0,0.002,63.996773703377016,69.30672861246138,0.410083191934973
bike-sharing,regression,controlled_mlp,0,AdamW,orthogonal_all__m2,2,False,2.0,0.002,65.27938023223113,70.0541559576681,0.43364483187906444
bike-sharing,regression,controlled_mlp,0,AdamW,orthogonal_all__m3,3,False,2.0,0.002,66.09368419080927,73.01094071557024,0.48791451705619693
bike-sharing,regression,controlled_mlp,0,AdamW,orthogonal_all__m4,4,False,2.0,0.002,65.78878690585748,75.4446180409878,0.4126405830029398
bike-sharing,regression,controlled_mlp,0,AdamW,orthogonal_all__m5,5,False,2.0,0.002,65.54061789351967,70.7932110581933,0.37772108404897153
bike-sharing,regression,controlled_mlp,0,AdamW,orthogonal_all__m6,6,False,2.0,0.002,63.64172720841285,70.4472153384286,0.4325250450056046
bike-sharing,regression,controlled_mlp,0,AdamW,orthogonal_all__m7,7,False,2.0,0.002,67.35642776126336,69.98673237432554,0.34649405791424215
bike-sharing,regression,controlled_mlp,0,BlockAdam+DataInit,rbf_reference,-1,True,0.5,0.0005,77.9526393041048,83.42696771251296,0.7863498458173126
bike-sharing,regression,controlled_mlp,0,BlockAdam+DataInit,orthogonal_all__m0,0,False,0.5,0.0005,77.95264509701792,83.42696092495706,0.7861546310596168
bike-sharing,regression,controlled_mlp,0,BlockAdam+DataInit,orthogonal_all__m1,1,False,0.5,0.0005,77.95263903582318,83.42695188791934,0.7436290548648685
bike-sharing,regression,controlled_mlp,0,BlockAdam+DataInit,orthogonal_all__m2,2,False,0.5,0.0005,77.95265298873258,83.42695949248257,0.7987687098793685
bike-sharing,regression,controlled_mlp,0,BlockAdam+DataInit,orthogonal_all__m3,3,False,0.5,0.0005,77.95263178184906,83.42697003103889,0.7674308470450342
bike-sharing,regression,controlled_mlp,0,BlockAdam+DataInit,orthogonal_all__m4,4,False,0.5,0.0005,77.95264675715765,83.42697342985464,0.8204954161774367
bike-sharing,regression,controlled_mlp,0,BlockAdam+DataInit,orthogonal_all__m5,5,False,0.5,0.0005,77.95264574931934,83.42696840855923,0.8071060280781239
bike-sharing,regression,controlled_mlp,0,BlockAdam+DataInit,orthogonal_all__m6,6,False,0.5,0.0005,77.95263989300689,83.42697107441488,0.7949489359743893
bike-sharing,regression,controlled_mlp,0,BlockAdam+DataInit,orthogonal_all__m7,7,False,0.5,0.0005,77.95264235486766,83.42696430985141,0.9570556140970439
bike-sharing,regression,controlled_mlp,0,BlockAdam+DataInit,rbf_reference,-1,True,1.0,0.001,76.5139895592228,83.23696427483601,0.6179826150182635
