dataset,problem_type,model,seed,method,representation_id,member,is_reference,multiplier,learning_rate,validation_task_error,test_task_error,fit_seconds
bike-sharing,regression,tabm_d,2,AdamW,rbf_reference,-1,True,0.5,0.001,92.9989690155539,95.7458838915474,0.2856329479254782
bike-sharing,regression,tabm_d,2,AdamW,orthogonal_all__m0,0,False,0.5,0.001,87.26066250431563,87.2435606290532,0.2835071550216526
bike-sharing,regression,tabm_d,2,AdamW,orthogonal_all__m1,1,False,0.5,0.001,87.97626279572205,90.01074869430887,0.3069982719607651
bike-sharing,regression,tabm_d,2,AdamW,orthogonal_all__m2,2,False,0.5,0.001,85.47899600642717,89.28497308664936,0.32241329294629395
bike-sharing,regression,tabm_d,2,AdamW,orthogonal_all__m3,3,False,0.5,0.001,88.39538415170558,91.41272378891696,0.29309904389083385
bike-sharing,regression,tabm_d,2,AdamW,orthogonal_all__m4,4,False,0.5,0.001,89.37509032553847,92.4217799471429,0.2426708920393139
bike-sharing,regression,tabm_d,2,AdamW,orthogonal_all__m5,5,False,0.5,0.001,88.85004349291431,92.78415818475334,0.3312614110764116
bike-sharing,regression,tabm_d,2,AdamW,orthogonal_all__m6,6,False,0.5,0.001,86.46062866467996,90.12161379729659,0.2860975479707122
bike-sharing,regression,tabm_d,2,AdamW,orthogonal_all__m7,7,False,0.5,0.001,93.55169710057953,96.13121299336666,0.26084064203314483
bike-sharing,regression,tabm_d,2,AdamW,rbf_reference,-1,True,1.0,0.002,75.30597945015157,76.7297551316327,0.3427164969034493
bike-sharing,regression,tabm_d,2,AdamW,orthogonal_all__m0,0,False,1.0,0.002,70.76629319597026,68.06517867307011,0.3095363948959857
bike-sharing,regression,tabm_d,2,AdamW,orthogonal_all__m1,1,False,1.0,0.002,73.03494917927667,70.677092635354,0.25122312316671014
bike-sharing,regression,tabm_d,2,AdamW,orthogonal_all__m2,2,False,1.0,0.002,70.97748331165015,72.19157038136906,0.3052268030587584
bike-sharing,regression,tabm_d,2,AdamW,orthogonal_all__m3,3,False,1.0,0.002,73.05431291701598,73.53222872117372,0.2775612089317292
bike-sharing,regression,tabm_d,2,AdamW,orthogonal_all__m4,4,False,1.0,0.002,74.23858169903197,75.12120624316226,0.318792297039181
bike-sharing,regression,tabm_d,2,AdamW,orthogonal_all__m5,5,False,1.0,0.002,72.05383508330853,72.49862455252193,0.3031507150735706
bike-sharing,regression,tabm_d,2,AdamW,orthogonal_all__m6,6,False,1.0,0.002,70.45340548329355,69.96551382422074,0.24035278894007206
bike-sharing,regression,tabm_d,2,AdamW,orthogonal_all__m7,7,False,1.0,0.002,75.56613473857901,77.33579140547667,0.26161687006242573
bike-sharing,regression,tabm_d,2,AdamW,rbf_reference,-1,True,2.0,0.004,66.80018585989667,65.70183246573856,0.3071473161689937
bike-sharing,regression,tabm_d,2,AdamW,orthogonal_all__m0,0,False,2.0,0.004,63.315976217902694,59.69196164825983,0.25689140195026994
bike-sharing,regression,tabm_d,2,AdamW,orthogonal_all__m1,1,False,2.0,0.004,64.92237218153176,62.302335177897305,0.2993717819917947
bike-sharing,regression,tabm_d,2,AdamW,orthogonal_all__m2,2,False,2.0,0.004,60.91352266875175,61.11492507502064,0.3293519939761609
bike-sharing,regression,tabm_d,2,AdamW,orthogonal_all__m3,3,False,2.0,0.004,64.28612045799575,63.13676989267474,0.2740276651456952
bike-sharing,regression,tabm_d,2,AdamW,orthogonal_all__m4,4,False,2.0,0.004,67.30646382839107,65.37709062219774,0.35145147307775915
bike-sharing,regression,tabm_d,2,AdamW,orthogonal_all__m5,5,False,2.0,0.004,62.46593348610041,61.16781094864125,0.29448899696581066
bike-sharing,regression,tabm_d,2,AdamW,orthogonal_all__m6,6,False,2.0,0.004,61.33413331961497,59.67958142730223,0.3342715441249311
bike-sharing,regression,tabm_d,2,AdamW,orthogonal_all__m7,7,False,2.0,0.004,66.79772022651498,65.33994889279533,0.29671136499382555
bike-sharing,regression,tabm_d,2,BlockAdam+DataInit,rbf_reference,-1,True,0.5,0.001,83.66657371540188,90.11873352062982,0.38362299487926066
bike-sharing,regression,tabm_d,2,BlockAdam+DataInit,orthogonal_all__m0,0,False,0.5,0.001,83.70589851037451,90.24584504121397,0.3910067880060524
bike-sharing,regression,tabm_d,2,BlockAdam+DataInit,orthogonal_all__m1,1,False,0.5,0.001,83.77401178647413,90.29322920621736,0.4121627048589289
bike-sharing,regression,tabm_d,2,BlockAdam+DataInit,orthogonal_all__m2,2,False,0.5,0.001,83.6362361491624,90.10026093621006,0.35110039403662086
bike-sharing,regression,tabm_d,2,BlockAdam+DataInit,orthogonal_all__m3,3,False,0.5,0.001,83.57106266438859,90.04467366909729,0.7504581399261951
bike-sharing,regression,tabm_d,2,BlockAdam+DataInit,orthogonal_all__m4,4,False,0.5,0.001,83.66487402184919,90.0794257488914,0.29913227003999054
bike-sharing,regression,tabm_d,2,BlockAdam+DataInit,orthogonal_all__m5,5,False,0.5,0.001,83.69170276016847,90.15019062408922,0.4913460249081254
bike-sharing,regression,tabm_d,2,BlockAdam+DataInit,orthogonal_all__m6,6,False,0.5,0.001,83.58804488494235,89.86684139619435,0.5330461889971048
bike-sharing,regression,tabm_d,2,BlockAdam+DataInit,orthogonal_all__m7,7,False,0.5,0.001,83.58205245576337,90.06875483629727,0.6045354469679296
bike-sharing,regression,tabm_d,2,BlockAdam+DataInit,rbf_reference,-1,True,1.0,0.002,79.96522887784697,82.86819480891592,0.6291452290024608
bike-sharing,regression,tabm_d,2,BlockAdam+DataInit,orthogonal_all__m0,0,False,1.0,0.002,79.88592249859012,82.8784135443067,1.591684137005359
bike-sharing,regression,tabm_d,2,BlockAdam+DataInit,orthogonal_all__m1,1,False,1.0,0.002,80.02433194285683,82.66409239418772,2.2481143639888614
bike-sharing,regression,tabm_d,2,BlockAdam+DataInit,orthogonal_all__m2,2,False,1.0,0.002,79.87880994161243,82.55693627260956,1.2451645219698548
bike-sharing,regression,tabm_d,2,BlockAdam+DataInit,orthogonal_all__m3,3,False,1.0,0.002,79.92119946795194,82.8569708241506,2.6661110220011324
bike-sharing,regression,tabm_d,2,BlockAdam+DataInit,orthogonal_all__m4,4,False,1.0,0.002,79.90212517481862,82.59101633568483,2.2316407430917025
bike-sharing,regression,tabm_d,2,BlockAdam+DataInit,orthogonal_all__m5,5,False,1.0,0.002,79.96269411788582,82.96632847531016,1.8669973679352552
bike-sharing,regression,tabm_d,2,BlockAdam+DataInit,orthogonal_all__m6,6,False,1.0,0.002,79.97322108216595,82.88862467298262,2.348813452059403
bike-sharing,regression,tabm_d,2,BlockAdam+DataInit,orthogonal_all__m7,7,False,1.0,0.002,79.9558251426026,82.58287216590742,1.6365629599895328
bike-sharing,regression,tabm_d,2,BlockAdam+DataInit,rbf_reference,-1,True,2.0,0.004,76.37796159498961,78.26188757165075,1.6758997230790555
bike-sharing,regression,tabm_d,2,BlockAdam+DataInit,orthogonal_all__m0,0,False,2.0,0.004,76.04271044423473,78.24392960392169,2.241006129886955
bike-sharing,regression,tabm_d,2,BlockAdam+DataInit,orthogonal_all__m1,1,False,2.0,0.004,76.11721777720753,78.31047510215934,1.9844219719525427
bike-sharing,regression,tabm_d,2,BlockAdam+DataInit,orthogonal_all__m2,2,False,2.0,0.004,76.11315797381494,78.15342299499471,1.614606408867985
bike-sharing,regression,tabm_d,2,BlockAdam+DataInit,orthogonal_all__m3,3,False,2.0,0.004,76.20439498448259,77.6493157875238,0.8940343470312655
bike-sharing,regression,tabm_d,2,BlockAdam+DataInit,orthogonal_all__m4,4,False,2.0,0.004,76.1283597524935,78.02621568872722,1.7747793840244412
bike-sharing,regression,tabm_d,2,BlockAdam+DataInit,orthogonal_all__m5,5,False,2.0,0.004,76.43382782846675,78.43046565505702,2.4794633998535573
bike-sharing,regression,tabm_d,2,BlockAdam+DataInit,orthogonal_all__m6,6,False,2.0,0.004,76.11898755077583,78.40753063758312,2.337350614136085
bike-sharing,regression,tabm_d,2,BlockAdam+DataInit,orthogonal_all__m7,7,False,2.0,0.004,76.50496505821194,78.36044823415658,1.8969015250913799
bike-sharing,regression,tabm_d,2,MatrixAdam+DataInit,rbf_reference,-1,True,0.5,0.001,81.31228065016647,82.91312797833943,2.8157125681173056
bike-sharing,regression,tabm_d,2,MatrixAdam+DataInit,orthogonal_all__m0,0,False,0.5,0.001,81.29281967714769,82.8762872239192,2.945400517899543
bike-sharing,regression,tabm_d,2,MatrixAdam+DataInit,orthogonal_all__m1,1,False,0.5,0.001,81.36723127249746,82.91871945298087,2.8066547259222716
