dataset,problem_type,model,seed,method,track,representation_id,member,is_reference,split,selected_lr_multiplier,selected_learning_rate,task_error,disagreement,fit_seconds
credit-g,classification,controlled_mlp,0,AdamW,optimizer_equal_hpo,rbf_reference,-1,True,validation,1.0,0.001,0.478775969711139,0.0,0.4005877049639821
credit-g,classification,controlled_mlp,0,AdamW,optimizer_equal_hpo,rbf_reference,-1,True,test,1.0,0.001,0.5118159942199334,0.0,0.4005877049639821
credit-g,classification,controlled_mlp,0,AdamW,optimizer_equal_hpo,orthogonal_all__m0,0,False,validation,1.0,0.001,0.4771800091175472,0.029048500165563085,0.27592539601027966
credit-g,classification,controlled_mlp,0,AdamW,optimizer_equal_hpo,orthogonal_all__m0,0,False,test,1.0,0.001,0.510625653015299,0.029462913135548337,0.27592539601027966
credit-g,classification,controlled_mlp,0,AdamW,optimizer_equal_hpo,orthogonal_all__m1,1,False,validation,2.0,0.002,0.48436253523438505,0.03869965568921064,0.15772761404514313
credit-g,classification,controlled_mlp,0,AdamW,optimizer_equal_hpo,orthogonal_all__m1,1,False,test,2.0,0.002,0.5194158696923228,0.03698803410608017,0.15772761404514313
credit-g,classification,controlled_mlp,0,AdamW,optimizer_equal_hpo,orthogonal_all__m2,2,False,validation,1.0,0.001,0.47987510972137637,0.02432790119637166,0.15351134282536805
credit-g,classification,controlled_mlp,0,AdamW,optimizer_equal_hpo,orthogonal_all__m2,2,False,test,1.0,0.001,0.5131235479501324,0.02095426476709595,0.15351134282536805
credit-g,classification,controlled_mlp,0,AdamW,optimizer_equal_hpo,orthogonal_all__m3,3,False,validation,2.0,0.002,0.48574212453007437,0.053151860195283056,0.25889398297294974
credit-g,classification,controlled_mlp,0,AdamW,optimizer_equal_hpo,orthogonal_all__m3,3,False,test,2.0,0.002,0.5383497434567279,0.04948380909170103,0.25889398297294974
credit-g,classification,controlled_mlp,0,AdamW,optimizer_equal_hpo,orthogonal_all__m4,4,False,validation,1.0,0.001,0.4780448613038023,0.025903398240614713,0.18939902703277767
credit-g,classification,controlled_mlp,0,AdamW,optimizer_equal_hpo,orthogonal_all__m4,4,False,test,1.0,0.001,0.5104972332836292,0.02533023719263478,0.18939902703277767
credit-g,classification,controlled_mlp,0,AdamW,optimizer_equal_hpo,orthogonal_all__m5,5,False,validation,1.0,0.001,0.4805404646404675,0.024251107325061874,0.18947298894636333
credit-g,classification,controlled_mlp,0,AdamW,optimizer_equal_hpo,orthogonal_all__m5,5,False,test,1.0,0.001,0.508123969185335,0.022197847917002644,0.18947298894636333
credit-g,classification,controlled_mlp,0,AdamW,optimizer_equal_hpo,orthogonal_all__m6,6,False,validation,2.0,0.002,0.483813159286823,0.0378800288744121,0.08637596108019352
credit-g,classification,controlled_mlp,0,AdamW,optimizer_equal_hpo,orthogonal_all__m6,6,False,test,2.0,0.002,0.5174603363055711,0.04106505833214914,0.08637596108019352
