dataset,problem_type,model,seed,method,track,representation_id,member,is_reference,split,selected_lr_multiplier,selected_learning_rate,task_error,disagreement,fit_seconds
house_16H,regression,tabm_d,2,AdamW,optimizer_equal_hpo,rbf_reference,-1,True,validation,1.0,0.002,41858.28972054938,0.0,0.44445839198306203
house_16H,regression,tabm_d,2,AdamW,optimizer_equal_hpo,rbf_reference,-1,True,test,1.0,0.002,32356.598048351767,0.0,0.44445839198306203
house_16H,regression,tabm_d,2,AdamW,optimizer_equal_hpo,orthogonal_all__m0,0,False,validation,2.0,0.004,41991.86937666305,0.12975698168667685,0.23844215902499855
house_16H,regression,tabm_d,2,AdamW,optimizer_equal_hpo,orthogonal_all__m0,0,False,test,2.0,0.004,33759.76525954004,0.13566851059576,0.23844215902499855
house_16H,regression,tabm_d,2,AdamW,optimizer_equal_hpo,orthogonal_all__m1,1,False,validation,2.0,0.004,41632.26019085702,0.11754177204249619,0.30471824295818806
house_16H,regression,tabm_d,2,AdamW,optimizer_equal_hpo,orthogonal_all__m1,1,False,test,2.0,0.004,33418.043428353645,0.12712488541060712,0.30471824295818806
house_16H,regression,tabm_d,2,AdamW,optimizer_equal_hpo,orthogonal_all__m2,2,False,validation,2.0,0.004,40063.86121707323,0.1324412799498873,0.5406975909136236
house_16H,regression,tabm_d,2,AdamW,optimizer_equal_hpo,orthogonal_all__m2,2,False,test,2.0,0.004,32354.048563430835,0.15757266415034732,0.5406975909136236
house_16H,regression,tabm_d,2,AdamW,optimizer_equal_hpo,orthogonal_all__m3,3,False,validation,2.0,0.004,39696.03108404238,0.14680011939272714,0.3306692067999393
house_16H,regression,tabm_d,2,AdamW,optimizer_equal_hpo,orthogonal_all__m3,3,False,test,2.0,0.004,32820.013222731126,0.14703201775321206,0.3306692067999393
house_16H,regression,tabm_d,2,AdamW,optimizer_equal_hpo,orthogonal_all__m4,4,False,validation,2.0,0.004,40490.91674484889,0.11079170973219295,0.32150023407302797
house_16H,regression,tabm_d,2,AdamW,optimizer_equal_hpo,orthogonal_all__m4,4,False,test,2.0,0.004,33128.69515756299,0.13677623208365752,0.32150023407302797
house_16H,regression,tabm_d,2,AdamW,optimizer_equal_hpo,orthogonal_all__m5,5,False,validation,2.0,0.004,41648.919025165174,0.10924742983418648,0.3434814990032464
house_16H,regression,tabm_d,2,AdamW,optimizer_equal_hpo,orthogonal_all__m5,5,False,test,2.0,0.004,32958.911799539455,0.11926105800174983,0.3434814990032464
house_16H,regression,tabm_d,2,AdamW,optimizer_equal_hpo,orthogonal_all__m6,6,False,validation,2.0,0.004,40989.77682935299,0.15204137067612955,0.2819041940383613
house_16H,regression,tabm_d,2,AdamW,optimizer_equal_hpo,orthogonal_all__m6,6,False,test,2.0,0.004,32404.047153610274,0.14410766396135388,0.2819041940383613
house_16H,regression,tabm_d,2,AdamW,optimizer_equal_hpo,orthogonal_all__m7,7,False,validation,1.0,0.002,41630.5987908801,0.09588864478834654,0.44459658791311085
house_16H,regression,tabm_d,2,AdamW,optimizer_equal_hpo,orthogonal_all__m7,7,False,test,1.0,0.002,32956.162634202396,0.09585811444416914,0.44459658791311085
house_16H,regression,tabm_d,2,BlockAdam+DataInit,optimizer_equal_hpo,rbf_reference,-1,True,validation,2.0,0.004,42011.626763534216,0.0,0.5403507340233773
house_16H,regression,tabm_d,2,BlockAdam+DataInit,optimizer_equal_hpo,rbf_reference,-1,True,test,2.0,0.004,35737.377776823865,0.0,0.5403507340233773
house_16H,regression,tabm_d,2,BlockAdam+DataInit,optimizer_equal_hpo,orthogonal_all__m0,0,False,validation,2.0,0.004,42272.47936065301,0.11978891313956588,0.3394727259874344
house_16H,regression,tabm_d,2,BlockAdam+DataInit,optimizer_equal_hpo,orthogonal_all__m0,0,False,test,2.0,0.004,36911.77235201026,0.1823479762840625,0.3394727259874344
house_16H,regression,tabm_d,2,BlockAdam+DataInit,optimizer_equal_hpo,orthogonal_all__m1,1,False,validation,2.0,0.004,42752.28764158519,0.12081792950862788,0.3561948479618877
house_16H,regression,tabm_d,2,BlockAdam+DataInit,optimizer_equal_hpo,orthogonal_all__m1,1,False,test,2.0,0.004,37044.08693315229,0.17812671515227727,0.3561948479618877
house_16H,regression,tabm_d,2,BlockAdam+DataInit,optimizer_equal_hpo,orthogonal_all__m2,2,False,validation,2.0,0.004,41785.085356600925,0.040532227721233605,0.45171237108297646
house_16H,regression,tabm_d,2,BlockAdam+DataInit,optimizer_equal_hpo,orthogonal_all__m2,2,False,test,2.0,0.004,35545.66491657655,0.05621391247320872,0.45171237108297646
house_16H,regression,tabm_d,2,BlockAdam+DataInit,optimizer_equal_hpo,orthogonal_all__m3,3,False,validation,2.0,0.004,42071.1192408306,0.05213053604968545,0.4962408319115639
house_16H,regression,tabm_d,2,BlockAdam+DataInit,optimizer_equal_hpo,orthogonal_all__m3,3,False,test,2.0,0.004,35300.389443893604,0.06720203432271289,0.4962408319115639
house_16H,regression,tabm_d,2,BlockAdam+DataInit,optimizer_equal_hpo,orthogonal_all__m4,4,False,validation,2.0,0.004,42377.819423074696,0.125673921358297,0.4327853180002421
house_16H,regression,tabm_d,2,BlockAdam+DataInit,optimizer_equal_hpo,orthogonal_all__m4,4,False,test,2.0,0.004,35780.393784162574,0.1887874772294995,0.4327853180002421
house_16H,regression,tabm_d,2,BlockAdam+DataInit,optimizer_equal_hpo,orthogonal_all__m5,5,False,validation,2.0,0.004,41910.31387982726,0.04023080885581577,0.5662861028686166
house_16H,regression,tabm_d,2,BlockAdam+DataInit,optimizer_equal_hpo,orthogonal_all__m5,5,False,test,2.0,0.004,35423.68295079576,0.05426021960846601,0.5662861028686166
house_16H,regression,tabm_d,2,BlockAdam+DataInit,optimizer_equal_hpo,orthogonal_all__m6,6,False,validation,2.0,0.004,42248.64366006333,0.12683484237279746,0.3297944450750947
house_16H,regression,tabm_d,2,BlockAdam+DataInit,optimizer_equal_hpo,orthogonal_all__m6,6,False,test,2.0,0.004,36751.41328006342,0.1870537019900756,0.3297944450750947
house_16H,regression,tabm_d,2,BlockAdam+DataInit,optimizer_equal_hpo,orthogonal_all__m7,7,False,validation,2.0,0.004,42097.83265882777,0.09343958749371964,0.35551875783130527
house_16H,regression,tabm_d,2,BlockAdam+DataInit,optimizer_equal_hpo,orthogonal_all__m7,7,False,test,2.0,0.004,35795.1163392105,0.13986391695273698,0.35551875783130527
house_16H,regression,tabm_d,2,MatrixAdam+DataInit,optimizer_equal_hpo,rbf_reference,-1,True,validation,1.0,0.002,39703.65758128338,0.0,0.9877989499364048
house_16H,regression,tabm_d,2,MatrixAdam+DataInit,optimizer_equal_hpo,rbf_reference,-1,True,test,1.0,0.002,37069.959478946024,0.0,0.9877989499364048
house_16H,regression,tabm_d,2,MatrixAdam+DataInit,optimizer_equal_hpo,orthogonal_all__m0,0,False,validation,1.0,0.002,39734.08206016884,0.008462952620272524,0.8036406731698662
house_16H,regression,tabm_d,2,MatrixAdam+DataInit,optimizer_equal_hpo,orthogonal_all__m0,0,False,test,1.0,0.002,37025.0216552369,0.010300545771236489,0.8036406731698662
house_16H,regression,tabm_d,2,MatrixAdam+DataInit,optimizer_equal_hpo,orthogonal_all__m1,1,False,validation,1.0,0.002,39569.24854671271,0.012435400428952376,0.8317001920659095
house_16H,regression,tabm_d,2,MatrixAdam+DataInit,optimizer_equal_hpo,orthogonal_all__m1,1,False,test,1.0,0.002,37064.494829997544,0.018710303024476103,0.8317001920659095
house_16H,regression,tabm_d,2,MatrixAdam+DataInit,optimizer_equal_hpo,orthogonal_all__m2,2,False,validation,1.0,0.002,39688.643894801484,0.00307119319258863,1.4057476308662444
house_16H,regression,tabm_d,2,MatrixAdam+DataInit,optimizer_equal_hpo,orthogonal_all__m2,2,False,test,1.0,0.002,37103.87259513871,0.005171178895271994,1.4057476308662444
house_16H,regression,tabm_d,2,MatrixAdam+DataInit,optimizer_equal_hpo,orthogonal_all__m3,3,False,validation,1.0,0.002,39712.91376273676,0.004350413248076975,1.4569376739673316
house_16H,regression,tabm_d,2,MatrixAdam+DataInit,optimizer_equal_hpo,orthogonal_all__m3,3,False,test,1.0,0.002,37044.083613061244,0.0054270487287293575,1.4569376739673316
house_16H,regression,tabm_d,2,MatrixAdam+DataInit,optimizer_equal_hpo,orthogonal_all__m4,4,False,validation,1.0,0.002,39647.89496071016,0.007929169506898096,1.1848971960134804
house_16H,regression,tabm_d,2,MatrixAdam+DataInit,optimizer_equal_hpo,orthogonal_all__m4,4,False,test,1.0,0.002,37050.58403664582,0.010907949176775997,1.1848971960134804
house_16H,regression,tabm_d,2,MatrixAdam+DataInit,optimizer_equal_hpo,orthogonal_all__m5,5,False,validation,1.0,0.002,39567.8002375457,0.012799522624455764,1.517833658028394
house_16H,regression,tabm_d,2,MatrixAdam+DataInit,optimizer_equal_hpo,orthogonal_all__m5,5,False,test,1.0,0.002,37056.80702091203,0.01915960896960743,1.517833658028394
house_16H,regression,tabm_d,2,MatrixAdam+DataInit,optimizer_equal_hpo,orthogonal_all__m6,6,False,validation,1.0,0.002,39646.8760181833,0.013033339961287341,1.4296628911979496
house_16H,regression,tabm_d,2,MatrixAdam+DataInit,optimizer_equal_hpo,orthogonal_all__m6,6,False,test,1.0,0.002,36996.85688027944,0.018903933091422007,1.4296628911979496
house_16H,regression,tabm_d,2,MatrixAdam+DataInit,optimizer_equal_hpo,orthogonal_all__m7,7,False,validation,1.0,0.002,39723.69587679371,0.0024078513229329464,1.324660839047283
house_16H,regression,tabm_d,2,MatrixAdam+DataInit,optimizer_equal_hpo,orthogonal_all__m7,7,False,test,1.0,0.002,37036.0833814302,0.003632046405186737,1.324660839047283
house_16H,regression,tabm_d,2,SoftBlockAdam-a0.1+DataInit,optimizer_equal_hpo,rbf_reference,-1,True,validation,2.0,0.004,42534.028343593025,0.0,0.35039216303266585
house_16H,regression,tabm_d,2,SoftBlockAdam-a0.1+DataInit,optimizer_equal_hpo,rbf_reference,-1,True,test,2.0,0.004,38596.09229044241,0.0,0.35039216303266585
house_16H,regression,tabm_d,2,SoftBlockAdam-a0.1+DataInit,optimizer_equal_hpo,orthogonal_all__m0,0,False,validation,1.0,0.002,42274.354976276925,0.2476436081683498,0.5059779149014503
house_16H,regression,tabm_d,2,SoftBlockAdam-a0.1+DataInit,optimizer_equal_hpo,orthogonal_all__m0,0,False,test,1.0,0.002,37757.94941418006,0.285863321141631,0.5059779149014503
house_16H,regression,tabm_d,2,SoftBlockAdam-a0.1+DataInit,optimizer_equal_hpo,orthogonal_all__m1,1,False,validation,2.0,0.004,41225.989146003194,0.2286959626528059,0.4968867879360914
