dataset,problem_type,model,seed,method,representation_id,member,is_reference,multiplier,learning_rate,validation_task_error,test_task_error,fit_seconds
credit-g,classification,tabm_d,0,AdamW,rbf_reference,-1,True,0.5,0.001,0.46552597789172034,0.47156630350275003,0.22637257585301995
credit-g,classification,tabm_d,0,AdamW,orthogonal_all__m0,0,False,0.5,0.001,0.4639331126242796,0.468955934902488,0.1673337579704821
credit-g,classification,tabm_d,0,AdamW,orthogonal_all__m1,1,False,0.5,0.001,0.4672153626310992,0.47278016807689427,0.17699776496738195
credit-g,classification,tabm_d,0,AdamW,orthogonal_all__m2,2,False,0.5,0.001,0.46403254109637687,0.4714415361333329,0.1687233611010015
credit-g,classification,tabm_d,0,AdamW,orthogonal_all__m3,3,False,0.5,0.001,0.46767189441253476,0.47350496979925666,0.19176651909947395
credit-g,classification,tabm_d,0,AdamW,orthogonal_all__m4,4,False,0.5,0.001,0.4674623397000298,0.4732794144201425,0.20920598902739584
credit-g,classification,tabm_d,0,AdamW,orthogonal_all__m5,5,False,0.5,0.001,0.46736755694242554,0.482344926218166,0.20746960304677486
credit-g,classification,tabm_d,0,AdamW,orthogonal_all__m6,6,False,0.5,0.001,0.4639242591721427,0.4725190966712378,0.1636292280163616
credit-g,classification,tabm_d,0,AdamW,orthogonal_all__m7,7,False,0.5,0.001,0.4675108269194885,0.471782431006237,0.16098037804476917
credit-g,classification,tabm_d,0,AdamW,rbf_reference,-1,True,1.0,0.002,0.46067330830573694,0.4714124250885067,0.11677761818282306
credit-g,classification,tabm_d,0,AdamW,orthogonal_all__m0,0,False,1.0,0.002,0.46368824906958184,0.47226699498415087,0.12504337797872722
credit-g,classification,tabm_d,0,AdamW,orthogonal_all__m1,1,False,1.0,0.002,0.46387078271515847,0.47320537436098215,0.19395043910481036
credit-g,classification,tabm_d,0,AdamW,orthogonal_all__m2,2,False,1.0,0.002,0.4626178149227019,0.4723772495223262,0.17896358505822718
credit-g,classification,tabm_d,0,AdamW,orthogonal_all__m3,3,False,1.0,0.002,0.4698014090262236,0.48220653278435804,0.1401296320836991
credit-g,classification,tabm_d,0,AdamW,orthogonal_all__m4,4,False,1.0,0.002,0.46632622593607165,0.47451952593841185,0.15067696897313
credit-g,classification,tabm_d,0,AdamW,orthogonal_all__m5,5,False,1.0,0.002,0.468734981728954,0.48511410632271124,0.12717711203731596
credit-g,classification,tabm_d,0,AdamW,orthogonal_all__m6,6,False,1.0,0.002,0.4592612342900383,0.47029292541640133,0.12098914105445147
credit-g,classification,tabm_d,0,AdamW,orthogonal_all__m7,7,False,1.0,0.002,0.46228586856093346,0.47040810309081793,0.12188210594467819
credit-g,classification,tabm_d,0,AdamW,rbf_reference,-1,True,2.0,0.004,0.46348738412911883,0.4813268134100002,0.08711398602463305
credit-g,classification,tabm_d,0,AdamW,orthogonal_all__m0,0,False,2.0,0.004,0.46865330466944793,0.48226923014697926,0.07057535508647561
credit-g,classification,tabm_d,0,AdamW,orthogonal_all__m1,1,False,2.0,0.004,0.46875627887185517,0.4807675113206797,0.0708243700210005
credit-g,classification,tabm_d,0,AdamW,orthogonal_all__m2,2,False,2.0,0.004,0.46773624641780887,0.4815709871211065,0.08300513704307377
credit-g,classification,tabm_d,0,AdamW,orthogonal_all__m3,3,False,2.0,0.004,0.4689788379974182,0.4813527027907366,0.07852850412018597
credit-g,classification,tabm_d,0,AdamW,orthogonal_all__m4,4,False,2.0,0.004,0.4714158831790651,0.4837629574022462,0.0702330891508609
credit-g,classification,tabm_d,0,AdamW,orthogonal_all__m5,5,False,2.0,0.004,0.4729129646125651,0.48483232141451826,0.08233346487395465
credit-g,classification,tabm_d,0,AdamW,orthogonal_all__m6,6,False,2.0,0.004,0.46569575512794514,0.480398845947849,0.06837372900918126
credit-g,classification,tabm_d,0,AdamW,orthogonal_all__m7,7,False,2.0,0.004,0.46671616529322735,0.47966897417751414,0.07996864290907979
credit-g,classification,tabm_d,0,BlockAdam+DataInit,rbf_reference,-1,True,0.5,0.001,0.49971592071029525,0.5179126758247427,0.16206382005475461
credit-g,classification,tabm_d,0,BlockAdam+DataInit,orthogonal_all__m0,0,False,0.5,0.001,0.499926937428825,0.5180738808553191,0.19108053599484265
credit-g,classification,tabm_d,0,BlockAdam+DataInit,orthogonal_all__m1,1,False,0.5,0.001,0.4999152901286239,0.5180700996671266,0.14562661107629538
credit-g,classification,tabm_d,0,BlockAdam+DataInit,orthogonal_all__m2,2,False,0.5,0.001,0.49992373601426154,0.5180677706733472,0.1651120309252292
credit-g,classification,tabm_d,0,BlockAdam+DataInit,orthogonal_all__m3,3,False,0.5,0.001,0.49971591835128787,0.5179126720826733,0.20899541093967855
credit-g,classification,tabm_d,0,BlockAdam+DataInit,orthogonal_all__m4,4,False,0.5,0.001,0.4997336430034906,0.5180288128337928,0.13976954808458686
credit-g,classification,tabm_d,0,BlockAdam+DataInit,orthogonal_all__m5,5,False,0.5,0.001,0.49965585354983555,0.5180509831073479,0.2023485889658332
credit-g,classification,tabm_d,0,BlockAdam+DataInit,orthogonal_all__m6,6,False,0.5,0.001,0.4999274625856337,0.5180750183972459,0.15770555497147143
credit-g,classification,tabm_d,0,BlockAdam+DataInit,orthogonal_all__m7,7,False,0.5,0.001,0.4999260654791923,0.5180796948737761,0.18345269677229226
credit-g,classification,tabm_d,0,BlockAdam+DataInit,rbf_reference,-1,True,1.0,0.002,0.49993113229753583,0.5245266060408449,0.14943455695174634
credit-g,classification,tabm_d,0,BlockAdam+DataInit,orthogonal_all__m0,0,False,1.0,0.002,0.499931132609759,0.5245266075219096,0.10773646808229387
credit-g,classification,tabm_d,0,BlockAdam+DataInit,orthogonal_all__m1,1,False,1.0,0.002,0.49990005110921426,0.5245210638656856,0.10344874998554587
