dataset,problem_type,model,seed,method,representation_id,member,is_reference,multiplier,learning_rate,validation_task_error,test_task_error,fit_seconds
phoneme,classification,tabm_d,1,AdamW,rbf_reference,-1,True,0.5,0.001,0.34289518164225974,0.3396590544306601,0.2964640208519995
phoneme,classification,tabm_d,1,AdamW,orthogonal_all__m0,0,False,0.5,0.001,0.33527933374881413,0.3370709031697864,0.283736809855327
phoneme,classification,tabm_d,1,AdamW,orthogonal_all__m1,1,False,0.5,0.001,0.3299970869186156,0.33862859123658534,0.282608580077067
phoneme,classification,tabm_d,1,AdamW,orthogonal_all__m2,2,False,0.5,0.001,0.34466736622622357,0.3416885634225975,0.2219441719353199
phoneme,classification,tabm_d,1,AdamW,orthogonal_all__m3,3,False,0.5,0.001,0.33994675855111633,0.34126087329636234,0.3276391790714115
phoneme,classification,tabm_d,1,AdamW,orthogonal_all__m4,4,False,0.5,0.001,0.33820109588044345,0.3352743322930283,0.30684473807923496
phoneme,classification,tabm_d,1,AdamW,orthogonal_all__m5,5,False,0.5,0.001,0.34060676504609505,0.3395440325890393,0.333854901837185
phoneme,classification,tabm_d,1,AdamW,orthogonal_all__m6,6,False,0.5,0.001,0.3395416532357404,0.3357859311126994,0.29974625492468476
phoneme,classification,tabm_d,1,AdamW,orthogonal_all__m7,7,False,0.5,0.001,0.33509142947011594,0.3363390202062645,0.29297436494380236
phoneme,classification,tabm_d,1,AdamW,rbf_reference,-1,True,1.0,0.002,0.3073778567150778,0.32670185256523365,0.2708912000525743
phoneme,classification,tabm_d,1,AdamW,orthogonal_all__m0,0,False,1.0,0.002,0.30435343549068217,0.32399333432354294,0.2649418490473181
phoneme,classification,tabm_d,1,AdamW,orthogonal_all__m1,1,False,1.0,0.002,0.29418328927136095,0.33170117313515723,0.3299033800140023
phoneme,classification,tabm_d,1,AdamW,orthogonal_all__m2,2,False,1.0,0.002,0.31493662066651945,0.3305894484442538,0.28277665306814015
phoneme,classification,tabm_d,1,AdamW,orthogonal_all__m3,3,False,1.0,0.002,0.3021883426425488,0.3298424173218167,0.31690323795191944
phoneme,classification,tabm_d,1,AdamW,orthogonal_all__m4,4,False,1.0,0.002,0.30525426495383434,0.3268801436061391,0.24526960705406964
phoneme,classification,tabm_d,1,AdamW,orthogonal_all__m5,5,False,1.0,0.002,0.30416320303933364,0.3303359327088407,0.3022643979638815
phoneme,classification,tabm_d,1,AdamW,orthogonal_all__m6,6,False,1.0,0.002,0.3097903485425053,0.3240846411158911,0.3018366629257798
phoneme,classification,tabm_d,1,AdamW,orthogonal_all__m7,7,False,1.0,0.002,0.2989156211275395,0.3286634810944044,0.33946451102383435
phoneme,classification,tabm_d,1,AdamW,rbf_reference,-1,True,2.0,0.004,0.28697083174169735,0.3212725327074333,0.358052970841527
phoneme,classification,tabm_d,1,AdamW,orthogonal_all__m0,0,False,2.0,0.004,0.2835804314056359,0.322756634628777,0.3017288399860263
