dataset,problem_type,model,seed,method,representation_id,member,is_reference,multiplier,learning_rate,validation_task_error,test_task_error,fit_seconds
credit-g,classification,controlled_mlp,0,AdamW,rbf_reference,-1,True,0.5,0.0005,0.4809334235640744,0.504489735644485,0.34445698000490665
credit-g,classification,controlled_mlp,0,AdamW,orthogonal_all__m0,0,False,0.5,0.0005,0.4793625201413764,0.504107624304313,0.11802364001050591
credit-g,classification,controlled_mlp,0,AdamW,orthogonal_all__m1,1,False,0.5,0.0005,0.4869767389292772,0.5001829430688066,0.35758767812512815
credit-g,classification,controlled_mlp,0,AdamW,orthogonal_all__m2,2,False,0.5,0.0005,0.48134710292531924,0.5049720462208867,0.13653166801668704
credit-g,classification,controlled_mlp,0,AdamW,orthogonal_all__m3,3,False,0.5,0.0005,0.4887892485692279,0.5020109638802991,0.28449490293860435
credit-g,classification,controlled_mlp,0,AdamW,orthogonal_all__m4,4,False,0.5,0.0005,0.4791680250969817,0.5018358192477109,0.2506055880803615
credit-g,classification,controlled_mlp,0,AdamW,orthogonal_all__m5,5,False,0.5,0.0005,0.48218943849102447,0.49841255557888714,0.32826532213948667
credit-g,classification,controlled_mlp,0,AdamW,orthogonal_all__m6,6,False,0.5,0.0005,0.48728715400695694,0.4993041225063572,0.3956132628954947
credit-g,classification,controlled_mlp,0,AdamW,orthogonal_all__m7,7,False,0.5,0.0005,0.4745742612940801,0.5017244588212355,0.1449207840487361
credit-g,classification,controlled_mlp,0,AdamW,rbf_reference,-1,True,1.0,0.001,0.478775969711139,0.5118159942199334,0.4005877049639821
credit-g,classification,controlled_mlp,0,AdamW,orthogonal_all__m0,0,False,1.0,0.001,0.4771800091175472,0.510625653015299,0.27592539601027966
credit-g,classification,controlled_mlp,0,AdamW,orthogonal_all__m1,1,False,1.0,0.001,0.48533168933778353,0.5069870107358239,0.19707173411734402
credit-g,classification,controlled_mlp,0,AdamW,orthogonal_all__m2,2,False,1.0,0.001,0.47987510972137637,0.5131235479501324,0.15351134282536805
credit-g,classification,controlled_mlp,0,AdamW,orthogonal_all__m3,3,False,1.0,0.001,0.48654147324043856,0.532719329828183,0.315543248783797
credit-g,classification,controlled_mlp,0,AdamW,orthogonal_all__m4,4,False,1.0,0.001,0.4780448613038023,0.5104972332836292,0.18939902703277767
credit-g,classification,controlled_mlp,0,AdamW,orthogonal_all__m5,5,False,1.0,0.001,0.4805404646404675,0.508123969185335,0.18947298894636333
credit-g,classification,controlled_mlp,0,AdamW,orthogonal_all__m6,6,False,1.0,0.001,0.4854180568494507,0.5086407501428704,0.10842668497934937
credit-g,classification,controlled_mlp,0,AdamW,orthogonal_all__m7,7,False,1.0,0.001,0.4727886856210851,0.5090873337856473,0.33905922900885344
credit-g,classification,controlled_mlp,0,AdamW,rbf_reference,-1,True,2.0,0.002,0.4811564063789925,0.5078417573340398,0.09325806703418493
credit-g,classification,controlled_mlp,0,AdamW,orthogonal_all__m0,0,False,2.0,0.002,0.48046729001242505,0.5072209162839358,0.17262205784209073
credit-g,classification,controlled_mlp,0,AdamW,orthogonal_all__m1,1,False,2.0,0.002,0.48436253523438505,0.5194158696923228,0.15772761404514313
credit-g,classification,controlled_mlp,0,AdamW,orthogonal_all__m2,2,False,2.0,0.002,0.4822764947013766,0.5080721378458785,0.09672690206207335
credit-g,classification,controlled_mlp,0,AdamW,orthogonal_all__m3,3,False,2.0,0.002,0.48574212453007437,0.5383497434567279,0.25889398297294974
credit-g,classification,controlled_mlp,0,AdamW,orthogonal_all__m4,4,False,2.0,0.002,0.4819821043566776,0.5056408121676462,0.07003427809104323
credit-g,classification,controlled_mlp,0,AdamW,orthogonal_all__m5,5,False,2.0,0.002,0.4828284229644909,0.500620744483634,0.19684045598842204
credit-g,classification,controlled_mlp,0,AdamW,orthogonal_all__m6,6,False,2.0,0.002,0.483813159286823,0.5174603363055711,0.08637596108019352
credit-g,classification,controlled_mlp,0,AdamW,orthogonal_all__m7,7,False,2.0,0.002,0.47629481365995296,0.5024928148461257,0.07238319492898881
credit-g,classification,controlled_mlp,0,BlockAdam+DataInit,rbf_reference,-1,True,0.5,0.0005,0.47246024016826577,0.5049831254850874,0.39958639699034393
credit-g,classification,controlled_mlp,0,BlockAdam+DataInit,orthogonal_all__m0,0,False,0.5,0.0005,0.4724602457292029,0.5049831277872312,0.4469181189779192
credit-g,classification,controlled_mlp,0,BlockAdam+DataInit,orthogonal_all__m1,1,False,0.5,0.0005,0.4724602371694212,0.504983130005306,0.19116983492858708
credit-g,classification,controlled_mlp,0,BlockAdam+DataInit,orthogonal_all__m2,2,False,0.5,0.0005,0.47246024217129623,0.504983125704327,0.5458457060158253
credit-g,classification,controlled_mlp,0,BlockAdam+DataInit,orthogonal_all__m3,3,False,0.5,0.0005,0.472460243205764,0.5049831208210032,0.2587936311028898
credit-g,classification,controlled_mlp,0,BlockAdam+DataInit,orthogonal_all__m4,4,False,0.5,0.0005,0.47246024307705203,0.5049831269174496,0.2553362639155239
credit-g,classification,controlled_mlp,0,BlockAdam+DataInit,orthogonal_all__m5,5,False,0.5,0.0005,0.47246023692021105,0.5049831362225035,0.2966937271412462
credit-g,classification,controlled_mlp,0,BlockAdam+DataInit,orthogonal_all__m6,6,False,0.5,0.0005,0.4724602426431395,0.5049831217569823,0.26417977502569556
credit-g,classification,controlled_mlp,0,BlockAdam+DataInit,orthogonal_all__m7,7,False,0.5,0.0005,0.47246023363923034,0.5049831262394702,0.33869349793531
credit-g,classification,controlled_mlp,0,BlockAdam+DataInit,rbf_reference,-1,True,1.0,0.001,0.47023243848116064,0.5065328328183594,0.1482176990248263
credit-g,classification,controlled_mlp,0,BlockAdam+DataInit,orthogonal_all__m0,0,False,1.0,0.001,0.4702324296686894,0.506532828985483,0.33079568203538656
credit-g,classification,controlled_mlp,0,BlockAdam+DataInit,orthogonal_all__m1,1,False,1.0,0.001,0.4702324301070259,0.5065328292607868,0.30749095999635756
credit-g,classification,controlled_mlp,0,BlockAdam+DataInit,orthogonal_all__m2,2,False,1.0,0.001,0.4702324242159429,0.5065328251360092,0.14443156705237925
credit-g,classification,controlled_mlp,0,BlockAdam+DataInit,orthogonal_all__m3,3,False,1.0,0.001,0.4702324283011666,0.5065328226477217,0.23606813186779618
credit-g,classification,controlled_mlp,0,BlockAdam+DataInit,orthogonal_all__m4,4,False,1.0,0.001,0.47023242384751596,0.5065328298164087,0.24872072995640337
credit-g,classification,controlled_mlp,0,BlockAdam+DataInit,orthogonal_all__m5,5,False,1.0,0.001,0.4702324321270783,0.506532814837523,0.1251247760374099
credit-g,classification,controlled_mlp,0,BlockAdam+DataInit,orthogonal_all__m6,6,False,1.0,0.001,0.47023242893739586,0.5065328253819521,0.22681770799681544
credit-g,classification,controlled_mlp,0,BlockAdam+DataInit,orthogonal_all__m7,7,False,1.0,0.001,0.47023244225955096,0.5065328270982852,0.27630314393900335
credit-g,classification,controlled_mlp,0,BlockAdam+DataInit,rbf_reference,-1,True,2.0,0.002,0.46814653010161944,0.5160242503859035,0.11713436990976334
credit-g,classification,controlled_mlp,0,BlockAdam+DataInit,orthogonal_all__m0,0,False,2.0,0.002,0.46814653584892757,0.5160242590907602,0.17528109205886722
credit-g,classification,controlled_mlp,0,BlockAdam+DataInit,orthogonal_all__m1,1,False,2.0,0.002,0.4681465253097571,0.5160242532911673,0.267928620101884
credit-g,classification,controlled_mlp,0,BlockAdam+DataInit,orthogonal_all__m2,2,False,2.0,0.002,0.4681465336308365,0.5160242517856282,0.13026513787917793
credit-g,classification,controlled_mlp,0,BlockAdam+DataInit,orthogonal_all__m3,3,False,2.0,0.002,0.4681465284751404,0.5160242483214681,0.10294725000858307
credit-g,classification,controlled_mlp,0,BlockAdam+DataInit,orthogonal_all__m4,4,False,2.0,0.002,0.4681465330166102,0.5160242529799283,0.2701856498606503
credit-g,classification,controlled_mlp,0,BlockAdam+DataInit,orthogonal_all__m5,5,False,2.0,0.002,0.46814652461838974,0.5160242610355522,0.12817109399475157
credit-g,classification,controlled_mlp,0,BlockAdam+DataInit,orthogonal_all__m6,6,False,2.0,0.002,0.46814653163934283,0.5160242487494533,0.16786391008645296
credit-g,classification,controlled_mlp,0,BlockAdam+DataInit,orthogonal_all__m7,7,False,2.0,0.002,0.46814653004339385,0.5160242576804199,0.16080149309709668
credit-g,classification,controlled_mlp,0,MatrixAdam+DataInit,rbf_reference,-1,True,0.5,0.0005,0.47243724999271686,0.5097301977319149,0.510706989094615
credit-g,classification,controlled_mlp,0,MatrixAdam+DataInit,orthogonal_all__m0,0,False,0.5,0.0005,0.4724372520462949,0.509730200887281,0.47751351189799607
credit-g,classification,controlled_mlp,0,MatrixAdam+DataInit,orthogonal_all__m1,1,False,0.5,0.0005,0.4724372362759174,0.5097302016848597,0.48587669781409204
credit-g,classification,controlled_mlp,0,MatrixAdam+DataInit,orthogonal_all__m2,2,False,0.5,0.0005,0.47243725238547557,0.5097301977729267,0.5603164508938789
credit-g,classification,controlled_mlp,0,MatrixAdam+DataInit,orthogonal_all__m3,3,False,0.5,0.0005,0.47243723958922645,0.5097301891606253,0.48507376899942756
credit-g,classification,controlled_mlp,0,MatrixAdam+DataInit,orthogonal_all__m4,4,False,0.5,0.0005,0.47243724914302543,0.5097302063567412,0.6219200799241662
credit-g,classification,controlled_mlp,0,MatrixAdam+DataInit,orthogonal_all__m5,5,False,0.5,0.0005,0.47243725155368954,0.5097301991191491,0.6015894568990916
credit-g,classification,controlled_mlp,0,MatrixAdam+DataInit,orthogonal_all__m6,6,False,0.5,0.0005,0.47243724661761466,0.5097301929336127,0.708703403826803
credit-g,classification,controlled_mlp,0,MatrixAdam+DataInit,orthogonal_all__m7,7,False,0.5,0.0005,0.4724372405004787,0.5097301951054789,0.7002644131425768
credit-g,classification,controlled_mlp,0,MatrixAdam+DataInit,rbf_reference,-1,True,1.0,0.001,0.4694354264671878,0.5110393903114712,0.4658237239345908
credit-g,classification,controlled_mlp,0,MatrixAdam+DataInit,orthogonal_all__m0,0,False,1.0,0.001,0.4694354220215512,0.5110393917266711,0.48747669789008796
credit-g,classification,controlled_mlp,0,MatrixAdam+DataInit,orthogonal_all__m1,1,False,1.0,0.001,0.46943542252693626,0.5110393916836584,0.5261420959141105
credit-g,classification,controlled_mlp,0,MatrixAdam+DataInit,orthogonal_all__m2,2,False,1.0,0.001,0.46943542757114276,0.511039385749612,0.32523958291858435
credit-g,classification,controlled_mlp,0,MatrixAdam+DataInit,orthogonal_all__m3,3,False,1.0,0.001,0.4694354222078208,0.5110393862601655,0.4026387829799205
credit-g,classification,controlled_mlp,0,MatrixAdam+DataInit,orthogonal_all__m4,4,False,1.0,0.001,0.4694354208977485,0.5110393893236244,0.5521615981124341
credit-g,classification,controlled_mlp,0,MatrixAdam+DataInit,orthogonal_all__m5,5,False,1.0,0.001,0.4694354243680996,0.5110393882594306,0.5504585618618876
credit-g,classification,controlled_mlp,0,MatrixAdam+DataInit,orthogonal_all__m6,6,False,1.0,0.001,0.46943542735910293,0.5110393820411592,0.44738352904096246
credit-g,classification,controlled_mlp,0,MatrixAdam+DataInit,orthogonal_all__m7,7,False,1.0,0.001,0.4694354386312492,0.5110393902809216,0.2839947280008346
credit-g,classification,controlled_mlp,0,MatrixAdam+DataInit,rbf_reference,-1,True,2.0,0.002,0.4666632534714119,0.5224481674918092,0.24389409786090255
